Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),CO2-C (g)
20,0,0,4,0,0,60.0,60.0,-1.0,0.0,0.0,2.00498132,0.03,70.8378,0.211717062,0.0,0.0,0,6.2963,0.0,1,3.397665704257908,0.269943333,8.0983,2.361642443,10.9737,84.59042455
1,0,0,4,0,0,60.0,60.0,-1.0,0.0,0.0,0.0,0.03,70.0742,0.207552684,0.0,0.0,0,7.4552,0.0,4,3.397665704257908,0.268333333,8.05,2.4090269,0.442089,124.7018182
1,0,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,0.0,0.004,60.0,-1.0,4.93787,7.751824167,2,6.56568,38.2775,4,0.0,0.25,1.0,0.4,0.0,37.321
27,0,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,12.5,0.004,60.0,-1.0,4.21598,8.012348256,2,7.0,33.7799,3,0.0,0.25,1.0,0.4,0.0,30.7621
5,0,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,12.5,0.004,60.0,-1.0,4.6716,7.645710249,2,6.54449,35.7177,1,0.0,0.25,1.0,0.4,0.0,35.2887
7,0,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,7.5,0.004,60.0,-1.0,4.06213,8.480723167,2,5.75,34.4498,1,0.0,0.25,1.0,0.4,0.0,19.8614
27,1,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,12.5,0.004,60.0,-1.0,4.37574,7.56125821,2,6.62924,33.0861,2,0.0,0.25,1.0,0.4,0.0,29.6536
27,2,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,20.0,0.004,60.0,-1.0,4.09172,7.448823478,2,6.31144,30.4785,2,0.0,0.25,1.0,0.4,0.0,24.4804
5,2,0,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,20.0,0.004,60.0,-1.0,4.03846,8.228309801,2,5.93008,33.2297,1,0.0,0.25,1.0,0.4,0.0,24.8499
27,1,1,3,0,0,35.0,-1.0,-1.0,-1.0,5.0,20.0,0.004,60.0,-1.0,0.0,0.0,2,6.00424,30.8373,2,0.0,0.25,1.0,0.4,0.0,29.9307
1,0,0,4,1,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,63.453,0.0,2.29,11.67615721,0,5.45847,26.7384,4,2.56931,0.0,0.0,0.0,0.109978,3.793718182
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,62.8218,0.0,2.46,10.89109756,0,5.22591,26.7921,4,2.88284,0.0,0.0,0.0,0.0802522,3.839781818
1,0,0,4,4,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,63.5272,0.0,2.39,11.37506276,0,7.51163,27.1864,4,2.23102,0.0,0.0,0.0,0.0646071,3.333163636
1,0,0,4,2,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,61.745,0.0,2.26,12.39415929,0,5.30565,28.0108,4,2.18152,0.0,0.0,0.0,0.114672,4.070045455
1,0,0,4,6,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,62.5248,0.0,2.29,12.03611354,0,6.14286,27.5627,4,2.4703,0.0,0.0,0.0,0.0901609,3.943390909
1,0,0,4,0,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,62.0792,0.0,2.46,9.485081301,0,7.63123,23.3333,4,2.61056,0.0,0.0,0.0,0.0998089,3.200754545
1,0,0,4,0,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,60.3523,0.0,2.14,12.19238318,0,7.02381,26.0917,4,1.91566,0.0,0.0,0.0,0.130962,3.435981818
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,61.1092,0.0,2.12,12.4725,0,6.67262,26.4417,4,2.09639,0.0,0.0,0.0,0.130126,3.582463636
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,62.0116,0.0,2.25,12.03702222,0,6.2619,27.0833,4,2.15663,0.0,0.0,0.0,0.102232,3.649581818
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,62.5648,0.0,2.36,11.47597458,0,6.15476,27.0833,4,2.33735,0.0,0.0,0.0,0.112552,3.796063636
1,0,0,4,0,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,61.575,0.0,2.17,12.56142857,0,5.63095,27.2583,4,2.45783,0.0,0.0,0.0,0.124268,4.034072727
1,0,0,4,0,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,63.1761,0.0,2.31,9.948311688,0,7.07143,22.9806,4,1.86747,0.0,0.0,0.0,0.139888,3.204081818
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,57.5744,0.0,2.0,13.48335,0,6.53433,26.9667,4,1.40343,0.0,0.0,0.0,0.098287,3.553609091
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,61.183,0.0,2.03,11.29719212,0,7.32836,22.9333,4,1.3573,0.0,0.0,0.0,0.130989,4.088454545
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,60.5878,0.0,2.24,10.25299107,0,7.3806,22.9667,4,1.68019,0.0,0.0,0.0,0.10216,4.1544
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,59.9182,0.0,2.15,10.58916279,0,7.26045,22.7667,4,1.24197,0.0,0.0,0.0,0.112056,4.066472727
1,0,0,4,5,0,22.0,22.0,-1.0,0.0,0.0,0.0,0.002,61.0342,0.0,2.21,10.28656109,0,7.30224,22.7333,4,1.56488,0.0,0.0,0.0,0.125395,3.172581818
1,0,0,0,0,0,64.0,-1.0,-1.0,-1.0,0.0,0.0,1.1,74.27405248,-1.0,2.048921124,0.0,2,7.9,0.0,4,0.0,0.155909091,171.5,44.12,0.0,519.8138182
1,0,0,0,0,0,64.0,-1.0,-1.0,-1.0,0.0,0.0,1.1,74.27405248,-1.0,2.048921124,0.0,2,7.9,0.0,4,0.0,0.155909091,171.5,44.12,0.0,968.6345455
1,0,0,0,0,0,64.0,-1.0,-1.0,-1.0,12.0,0.0,1.1,74.27405248,-1.0,2.048921124,0.0,2,7.9,0.0,4,0.0,0.155909091,171.5,44.12,0.0,1301.941091
1,0,0,0,0,0,64.0,64.0,30.0,41.529154518950435,12.0,0.0,1.1,74.27405248,2.5,2.048921124,0.0,1,7.9,0.0,4,0.0,0.155909091,171.5,44.12,0.0,1372.934182
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.290044232,4.0,0.9488,0.0,18.42655855
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.290044232,4.0,0.9488,0.0,17.57781382
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.290044232,4.0,0.9488,0.0,16.56346036
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.290044232,4.0,0.9488,0.0,16.00711855
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.725110579,10.0,2.372,0.0,23.83213091
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.725110579,10.0,2.372,0.0,22.4154
1,0,0,0,0,0,49.0,-1.0,-1.0,-1.0,0.0,0.0,0.013791,76.28,-1.0,4.33,18.07621247,2,0.0,39.31326442882489,4,0.0,0.725110579,10.0,2.372,0.0,21.12158182
