Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Application Rate (%DW),Turning times,Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),TN loss (%)
21.999999999999996,22.000000000000004,0.0,0.0,0.0,0.0,0.002,61.0342,0.43638828090000004,29.96
19.999999999999996,20.0,60.0,120.0,0.0,0.0,0.004,71.2,0.8701145547,26.24
19.999999999999996,20.0,60.0,120.0,5.300000000000001,0.0,0.004,69.1,0.8701145547,18.22
19.999999999999996,20.0,60.0,120.0,5.5,0.0,0.004,69.8,0.8701145547,14.66
56.0,56.0,0.0,0.0,2.068965517,0.0,1.37,71.0,0.108,28.22
56.0,56.0,0.0,0.0,0.0,0.0,1.37,70.3,0.108,39.2
56.0,56.0,0.0,0.0,2.836879433,0.0,1.18,71.8,0.108,33.8
31.6,31.6,0.0,0.0,0.0,2.0,0.3,68.5,0.063492063,28.9
30.9,30.899999999999995,0.0,0.0,0.0,2.0,0.3,62.49999999999999,0.133333333,21.8
31.7,31.7,0.0,0.0,0.0,2.0,0.3,49.3,0.174227482,14.3
31.7,31.7,0.0,0.0,0.0,2.0,0.3,59.3,0.147420147,54.21
30.9,30.899999999999995,0.0,0.0,0.0,2.0,0.3,44.6,0.138387485,52.14
31.7,31.7,0.0,0.0,0.0,2.0,0.3,41.9,0.048766495,48.82
30.7,30.7,0.0,0.0,0.0,2.0,0.3,50.0,0.09,42.31
30.8,30.8,0.0,0.0,0.0,2.0,0.3,53.699999999999996,0.143988481,39.54
30.7,30.7,0.0,0.0,0.0,2.0,0.3,60.1,0.179615706,38.67
30.8,30.8,0.0,0.0,0.0,2.0,0.3,43.4,0.07656066,27.86
50.0,50.0,0.0,0.0,0.0,10.0,0.01,46.89999999999999,0.66,27.01
50.0,50.0,0.0,0.0,0.0,10.0,0.01,46.89999999999999,0.66,29.97
50.0,50.0,0.0,0.0,0.0,10.0,0.01,47.6,0.66,25.05
50.0,50.0,0.0,0.0,0.0,10.0,0.01,47.6,0.66,1.742825471
50.0,50.0,0.0,0.0,0.0,10.0,0.01,60.3,0.66,14.64814815
50.0,50.0,0.0,0.0,0.0,10.0,0.01,60.3,0.66,24.93244903
28.0,28.0,30.0,30.0,0.0,2.0,0.071215,60.0,0.858895706,42.34
28.0,28.0,30.0,30.0,0.0,2.0,0.071215,60.0,0.925619835,29.04
28.0,28.0,30.0,30.0,0.0,2.0,0.071215,60.0,0.903225806,25.46
28.0,28.0,30.0,30.0,0.0,2.0,0.071215,60.0,0.909090909,25.75
28.0,28.0,30.0,60.0,0.0,4.0,0.06,66.9,1.207272727,37.9
28.0,28.0,30.0,60.0,0.0,4.0,0.06,58.6,0.964341085,20.9
28.0,28.0,30.0,60.0,0.0,4.0,0.06,53.1,0.855474453,8.8
28.0,28.0,30.0,60.0,0.0,4.0,0.06,47.5,0.760233918,5.4
51.0,0.0,0.0,0.0,,14.0,,65.0,0.0,24.0636
51.0,0.0,0.0,0.0,0.0,14.0,,65.0,0.0,16.7491
51.0,0.0,0.0,0.0,0.0,14.0,,65.0,0.0,12.0848
51.0,0.0,0.0,0.0,0.0,14.0,,65.0,0.0,12.0848
51.0,0.0,0.0,0.0,0.0,14.0,,65.0,0.0,10.0707
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,,16.9
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,,20.12
26.0,26.0,20.0,40.0,0.0,0.0,1.3,70.0,,25.1
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.453,,36.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.8218,,35.0
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.5272,,52.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.745,,40.3
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.5248,,27.7
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.0792,,53.1
22.0,22.0,0.0,0.0,0.0,0.0,0.002,60.3523,,43.3
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.1092,,40.9
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.0116,,35.8
22.0,22.0,0.0,0.0,0.0,0.0,0.002,62.5648,,24.9
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.575,,30.2
22.0,22.0,0.0,0.0,0.0,0.0,0.002,63.1761,,51.1
22.0,22.0,0.0,0.0,0.0,0.0,0.002,57.5744,,18.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.183,,16.7
22.0,22.0,0.0,0.0,0.0,0.0,0.002,60.5878,,10.8
22.0,22.0,0.0,0.0,0.0,0.0,0.002,59.9182,,29.4
22.0,22.0,0.0,0.0,0.0,0.0,0.002,61.0342,,40.5
66.0,66.0,0.0,0.0,0.0,11.0,0.028,72.7,0.4,27.96833773
66.0,66.0,0.0,0.0,0.0,11.0,0.028,71.7,0.4,24.21052632
66.0,66.0,0.0,0.0,0.0,11.0,0.028,71.7,0.2,19.47368421
66.0,66.0,0.0,0.0,0.0,11.0,0.028,68.8,0.2,13.02083333
66.0,66.0,0.0,0.0,0.0,11.0,0.028,69.5,0.2,9.667673716
66.0,66.0,0.0,0.0,0.0,11.0,0.028,67.3,0.2,14.47368421
66.0,66.0,0.0,0.0,0.0,11.0,0.028,71.8,0.2,20.84432718
40.0,0.0,0.0,0.0,0.0,9.0,0.2,65.0,0.0,29.8437
40.0,0.0,0.0,0.0,1.0,9.0,0.2,65.0,0.0,21.05
40.0,0.0,0.0,0.0,5.0,9.0,0.2,65.0,0.0,25.7031
40.0,0.0,0.0,0.0,6.0,9.0,0.2,65.0,0.0,15.61
