Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),TC loss (%)
0,0,0,1,0,0,28.0,28.0,-1.0,0.0,0.0,0.0,0.01,65.0,0.28,3.347107438,12.1,0,0.0,40.5,4,9.7,0.285714286,2.857142857,1.0,0.0,18.6
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,65.0,0.24,2.4,14.5,1,0.0,34.8,4,1.82903,0.0,0.0,0.0,0.0,43.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,65.0,0.48,2.1,18.0952381,1,0.0,38.0,4,1.23258,0.0,0.0,0.0,0.0,50.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,65.0,0.72,1.9,20.73684211,1,0.0,39.4,4,0.896414,0.0,0.0,0.0,0.0,53.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,70.0,0.24,2.1,18.0952381,1,0.0,38.0,4,1.5507,0.0,0.0,0.0,0.0,41.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,70.0,0.48,1.9,21.10526316,1,0.0,40.1,4,1.3121,0.0,0.0,0.0,0.0,55.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,70.0,0.72,2.4,14.66666667,1,0.0,35.2,4,2.03187,0.0,0.0,0.0,0.0,50.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,75.0,0.24,1.9,21.52631579,1,0.0,40.9,4,0.914513,0.0,0.0,0.0,0.0,46.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,75.0,0.48,2.4,14.70833333,1,0.0,35.3,4,2.26638,0.0,0.0,0.0,0.0,34.0
0,0,0,8,0,0,37.0,37.0,25.0,5.0,4.0,0.0,0.06,75.0,0.72,2.1,17.9047619,1,0.0,37.6,4,1.63347,0.0,0.0,0.0,0.0,49.0
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,64.1,0.24,2.36,14.7,0,8.6,34.8,4,1.83,0.0,0.0,0.0,0.03,42.7
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,65.2,0.48,2.08,18.3,0,8.5,38.0,4,1.25,0.0,0.0,0.0,0.03,51.0
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,63.7,0.72,1.9,20.7,0,8.3,39.4,4,0.9,0.0,0.0,0.0,0.03,50.7
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,71.3,0.24,2.06,18.4,0,8.5,38.0,4,1.48,0.0,0.0,0.0,0.02,41.6
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,70.6,0.48,1.9,21.1,0,8.3,40.1,4,1.25,0.0,0.0,0.0,0.03,54.0
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,70.8,0.72,2.35,15.0,0,8.7,35.2,4,2.02,0.0,0.0,0.0,0.03,50.3
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,75.7,0.24,1.93,21.2,0,8.4,40.9,4,0.9,0.0,0.0,0.0,0.02,45.6
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,76.8,0.48,2.37,14.9,0,8.6,35.3,4,2.25,0.0,0.0,0.0,0.03,33.8
0,0,0,8,0,0,37.0,37.0,-1.0,0.0,4.0,0.0,0.06,74.0,0.72,2.09,18.0,0,8.6,37.6,4,1.64,0.0,0.0,0.0,0.02,48.9
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,43.0,0.0,0.144,0.0,-1.0,0.0,20.0,2,8.54653,0.0,4,0.0,0.0,0.0,0.0,0.0,79.98
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,21.0,0.0,0.144,0.0,-1.0,0.0,20.0,2,8.49373,0.0,4,0.0,0.0,0.0,0.0,0.0,72.2
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,14.0,0.0,0.144,0.0,-1.0,0.0,20.0,2,8.32871,0.0,4,0.0,0.0,0.0,0.0,0.0,63.12
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,43.0,0.0,0.144,0.0,-1.0,0.0,25.0,2,8.64127,0.0,4,0.0,0.0,0.0,0.0,0.0,80.45
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,21.0,0.0,0.144,0.0,-1.0,0.0,25.0,2,8.60317,0.0,4,0.0,0.0,0.0,0.0,0.0,72.4
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,14.0,0.0,0.144,0.0,-1.0,0.0,25.0,2,8.44444,0.0,4,0.0,0.0,0.0,0.0,0.0,69.28
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,43.0,0.0,0.144,0.0,-1.0,0.0,30.0,2,8.58862,0.0,4,0.0,0.0,0.0,0.0,0.0,83.52
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,21.0,0.0,0.144,0.0,-1.0,0.0,30.0,2,8.43252,0.0,4,0.0,0.0,0.0,0.0,0.0,81.94
0,0,0,5,0,0,87.0,-1.0,-1.0,-1.0,14.0,0.0,0.144,0.0,-1.0,0.0,30.0,2,8.47154,0.0,4,0.0,0.0,0.0,0.0,0.0,80.91
0,0,0,0,0,0,35.0,35.0,-1.0,0.0,9.0,0.0,0.1559,66.03,0.0,1.817,21.96202532,0,0.0,39.905,4,3.44,0.700705581,109.24,37.108828,0.37,52.90177222
0,0,0,0,0,0,35.0,35.0,-1.0,0.0,9.0,0.0,0.2984,65.69,0.0,1.813,21.51130723,0,0.0,39.0,4,3.32,0.728954424,217.52,74.631112,0.39,55.63030675
0,0,0,0,0,0,35.0,35.0,-1.0,0.0,9.0,0.0,0.5697,66.14,0.0,1.796,21.64476615,0,0.0,38.874,4,3.09,0.753958224,429.53,145.438858,0.41,55.11272173
0,0,0,8,0,0,70.0,-1.0,-1.0,-1.0,10.0,0.0,1.2,64.0,-1.0,2.22,17.4,2,7.4,38.0,4,3.2,0.0,0.0,0.0,0.06,63.64
0,0,0,8,0,0,70.0,-1.0,-1.0,-1.0,10.0,0.0,1.2,64.0,-1.0,2.22,17.4,2,7.4,38.0,4,3.2,0.0,0.0,0.0,0.06,63.16
0,0,0,8,0,0,70.0,-1.0,-1.0,-1.0,5.0,0.0,1.2,64.0,-1.0,2.22,17.4,2,7.4,38.0,4,3.2,0.0,0.0,0.0,0.06,63.33
0,0,0,8,0,0,70.0,-1.0,-1.0,-1.0,5.0,0.0,1.2,64.0,-1.0,2.22,17.4,2,7.4,38.0,4,3.2,0.0,0.0,0.0,0.06,62.73
0,0,0,8,0,0,70.0,-1.0,-1.0,-1.0,0.0,0.0,1.2,64.0,-1.0,2.22,17.4,2,7.4,38.0,4,3.2,0.0,0.0,0.0,0.06,52.88
0,0,0,8,0,0,70.0,-1.0,-1.0,-1.0,0.0,0.0,1.2,64.0,-1.0,2.22,17.4,2,7.4,38.0,4,3.2,0.0,0.0,0.0,0.06,51.81
0,0,0,7,0,0,35.0,35.0,-1.0,0.0,5.0,0.0,0.06,72.1,0.2,2.68,11.37,0,7.78,30.45,4,2.15789,0.667,0.0,0.0,0.311579,50.26
0,0,0,8,0,0,56.0,-1.0,-1.0,-1.0,7.0,0.0,1.2,67.6,-1.0,2.039744803,18.98237939,2,0.0,38.71920971,4,0.0,0.475,0.0,0.0,0.0,66.0
11,0,0,8,0,0,56.0,-1.0,-1.0,-1.0,7.0,3.3,1.2,67.6,-1.0,2.039744803,18.98237939,2,0.0,38.71920971,1,0.0,0.475,0.0,0.0,0.0,59.5
11,0,0,8,0,0,56.0,-1.0,-1.0,-1.0,7.0,6.6,1.2,67.6,-1.0,2.039744803,18.98237939,2,0.0,38.71920971,1,0.0,0.475,0.0,0.0,0.0,60.5
11,0,0,8,0,0,56.0,-1.0,-1.0,-1.0,7.0,9.9,1.2,67.6,-1.0,2.039744803,18.98237939,2,0.0,38.71920971,1,0.0,0.475,0.0,0.0,0.0,55.3
11,0,0,8,0,0,56.0,-1.0,-1.0,-1.0,7.0,13.2,1.2,67.6,-1.0,2.039744803,18.98237939,2,0.0,38.71920971,1,0.0,0.475,0.0,0.0,0.0,44.3
0,0,0,5,0,0,28.0,-1.0,-1.0,-1.0,9.0,0.0,0.13,61.4561,-1.0,1.667,30.8801,2,6.54514,51.4771267,4,5.45333,0.5,0.0,0.0,0.0981503,41.19
4,0,0,5,0,0,28.0,-1.0,-1.0,-1.0,9.0,2.0,0.13,60.661,-1.0,1.668,30.0375,2,6.85143,50.10255,3,5.37333,0.5,0.0,0.0,0.0886811,38.64
4,0,0,5,0,0,28.0,-1.0,-1.0,-1.0,9.0,4.0,0.13,59.7109,-1.0,1.613,30.3496,2,6.44457,48.9539048,3,5.25333,0.5,0.0,0.0,0.100734,31.45
4,0,0,5,0,0,28.0,-1.0,-1.0,-1.0,9.0,6.0,0.13,60.4548,-1.0,1.562,30.568,2,6.54057,47.747216,3,5.32,0.5,0.0,0.0,0.0912653,25.78
4,0,0,5,0,0,28.0,-1.0,-1.0,-1.0,9.0,8.0,0.13,60.0684,-1.0,1.563,30.8801,2,6.49486,48.2655963,3,5.16,0.5,0.0,0.0,0.0972937,18.48
4,0,0,5,0,0,28.0,-1.0,-1.0,-1.0,9.0,10.0,0.13,59.4546,-1.0,1.555,31.0362,2,6.55429,48.261291,3,5.14667,0.5,0.0,0.0,0.0964261,12.39
0,0,0,8,0,0,28.0,28.0,30.0,30.0,2.0,0.0,0.071215,60.0,0.858895706,2.6237,15.04165873,1,0.0,39.4648,4,0.0,0.228884364,16.3,6.52,0.0,46.9
0,0,0,8,0,0,28.0,28.0,30.0,30.0,2.0,0.0,0.071215,60.0,0.925619835,1.99111,19.96353793,1,0.0,39.7496,4,0.0,0.212385031,15.125,6.05,0.0,53.94
0,0,0,8,0,0,28.0,28.0,30.0,30.0,2.0,0.0,0.071215,60.0,0.903225806,1.60222,24.98683077,1,0.0,40.0344,4,0.0,0.217650776,15.5,6.2,0.0,67.74
0,0,0,8,0,0,28.0,28.0,30.0,30.0,2.0,0.0,0.071215,60.0,0.909090909,1.32741,30.22585335,1,0.0,40.1221,4,0.0,0.216246577,15.4,6.16,0.0,73.28
0,0,0,2,0,0,28.0,28.0,30.0,60.0,4.0,0.0,0.06,66.9,1.207272727,1.5,25.0,1,5.75,37.5,4,0.0,0.553333333,33.2,11.0,0.0,52.8
0,0,0,2,0,0,28.0,28.0,30.0,60.0,4.0,0.0,0.06,58.6,0.964341085,1.7,20.9,1,5.36,36.1,4,0.0,0.518333333,31.1,12.9,0.0,59.4
0,0,0,2,0,0,28.0,28.0,30.0,60.0,4.0,0.0,0.06,53.1,0.855474453,1.9,18.7,1,5.13,35.1,4,0.0,0.488333333,29.3,13.7,0.0,62.5
0,0,0,2,0,0,28.0,28.0,30.0,60.0,4.0,0.0,0.06,47.5,0.760233918,2.0,16.8,1,5.04,34.1,4,0.0,0.541666667,32.5,17.1,0.0,60.1
0,0,0,1,0,0,40.0,-1.0,-1.0,-1.0,9.0,0.0,0.2,65.0,-1.0,1.33073,29.7094,2,7.6376,39.53518986,4,0.0,0.25,50.0,17.5,0.0,55.81
9,0,0,1,0,0,40.0,-1.0,-1.0,-1.0,9.0,1.0,0.2,65.0,-1.0,1.34581,29.8465,2,7.74491,40.16771817,0,0.0,0.25,50.0,17.5,0.0,54.13
1,0,0,1,0,0,40.0,-1.0,-1.0,-1.0,9.0,5.0,0.2,65.0,-1.0,1.24777,33.0811,2,7.65293,41.27760415,3,0.0,0.25,50.0,17.5,0.0,52.5
1,7,0,1,0,0,40.0,-1.0,-1.0,-1.0,9.0,6.0,0.2,65.0,-1.0,1.23268,33.4375,2,7.61269,41.2177375,2,0.0,0.25,50.0,17.5,0.0,48.48
