Material_2,M1_is Enclosed,Initial C/N (%),V1_Ventilation Type, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Turning times,V4_Ventilation Day,Material_3,Initial pH,Period (d),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Additive_3,Initial Moisture Content (%),Initial GI (%),Additive_4,Additive_2,Material_Main,V3_Ventilation Duration (min),Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Plastic tube pieces,1.0,42.96048201511525,Continuous,Trough,0.9659912215468124,7.0,5.0,Mature compost,7.398964709117199,30.0,Potassium phosphate,0.08,0.0,None,54.819568265933206,27.32884658064516,None,Microbiological agent,Goat manure,35.51710700195573,0.8528852204567949,0.875,37.59042176322585,118.36021200000005,8.670252320811677,0.8102347254753113,0.2524478428730174,26.671269420211416
None,1.0,27.26205746041999,Continuous,Trough,1.0713217987321588,31.0,23.0,None,9.206608768170652,26.0,Zeolite,0.08,0.0,None,82.33369139903473,27.32884658064516,None,Potassium phosphate,Goat manure,35.71079435736672,0.93386378611243,0.875,23.85430027786749,113.72440500000008,10.570956840043646,0.797493577003479,0.2199754837515162,25.061046758186524
Straw,0.0,16.792593231001952,Continuous,Windrow,0.6773518733736541,12.0,6.0,Poultry manure,8.467790247935458,114.0,LB Culture,0.08,0.0,None,50.264256897612206,27.328846580645163,None,Ca-superphosphate,Goat manure,34.718553984994415,0.3376139724261429,0.875,14.693519077126709,114.54273900000004,5.44993796495431,0.7807973623275757,0.1450910348327846,24.72254078592764
None,1.0,35.77986795974012,Continuous,Windrow,5.023051702842331,9.0,3.0,Mature compost,6.151416804296193,21.0,Lignite,0.08,0.0,None,70.08794484524847,27.32884658064516,None,MgO,Goat manure,37.12730154961885,7.03166947896741,0.875,31.307384464772607,116.35665700000008,8.523280430697348,0.823273241519928,0.225392392963847,26.195904240097267
Green Waste,1.0,13.785597888521966,Continuous,Windrow,7.186739044220231,25.0,3.0,Poultry manure,9.192134912945493,103.0,Labile carbon source,0.08,0.0,None,66.20558355387703,27.32884658064516,None,Mg(OH)₂,Goat manure,42.11237388634603,3.3610327003167564,0.875,12.06239815245672,114.8096010000001,8.127568229953981,0.8069595098495483,0.1730914163592024,22.867891623900515
Green Waste,1.0,43.63607153637957,Intermittent ,Trough,0.9571802068032198,8.0,3.0,Green waste,10.563829879677524,124.0,Lime,0.08,683.0,None,59.88405143567222,27.32884658064516,None,Ca-superphosphate,Goat manure,54.38562421326083,9.014939434012462,0.875,38.18156259433212,114.982917,9.079290835790566,1.0197917222976685,0.1475988164561451,21.80971287950038
Soil,1.0,24.43696564595428,Continuous,Windrow,3.508379777526176,26.0,1.0,Byproduct,9.621371973401718,89.0,MgSO₄,0.08,0.0,None,63.65529986429036,27.32884658064516,None,Inorganic acid,Goat manure,46.64093891546068,0.9988699712517825,0.875,20.77633124655245,114.76846700000009,9.549458761345276,0.4753196835517883,0.2008639519467756,1000000.0
None,1.0,25.372619951967742,Continuous,Trough,0.5088719527121621,24.0,57.0,Green waste,7.078834737742717,74.0,Mg(OH)₂,0.08,0.0,None,63.86588378839066,27.32884658064516,None,Gypsum,Goat manure,31.139762465295068,6.670170370130829,0.875,22.201042457971774,113.70590100000004,10.392528861697446,0.8534542918205261,0.2089391404670013,25.191427303257623
Green waste,0.0,42.11125971975716,Continuous,Windrow,3.580875202524964,18.0,3.0,None,10.221699920607357,14.0,Zeolite,0.08,0.0,None,70.78375402781363,27.32884658064516,None,Zeolite,Goat manure,43.246455451607886,9.088080123104724,0.875,36.84735225478751,116.88252500000004,6.7469586411976135,0.8515228033065796,0.1764422173001133,25.79817820268952
Byproduct,1.0,29.56320968846249,Continuous,Trough,9.227970420030196,4.0,3.0,None,11.015293622134491,97.0,Potassium phosphate,0.08,0.0,None,56.90484402449757,27.32884658064516,None,MgSO₄,Goat manure,46.74341601530339,4.822482204072446,0.875,25.86780847740468,115.00068100000009,8.347098405787822,0.5640156865119934,0.2100563639626034,18.85159861082557
Husk,1.0,13.94938678837353,Continuous,Trough,9.55041344097216,26.0,1.0,Byproduct,9.375769922454106,103.0,MgCl₂,0.08,0.0,None,68.57480311847296,27.32884658064516,None,Zeolite,Goat manure,38.40940560861464,8.048158199671073,0.875,12.20571343982684,115.66893000000007,9.783943089714976,0.6497241258621216,0.1830647854636727,23.27355498418177
Sawdust,0.0,41.14406008250128,Continuous,Trough,8.158171190808162,2.0,48.0,Poultry manure,9.332060716232906,55.0,Sand,0.08,0.0,None,69.68335710585215,27.32884658064516,None,Mg(OH)₂,Goat manure,52.407045030734366,8.786803403046786,0.875,36.00105257218863,113.05975100000003,9.559124028667972,0.8710552453994751,0.1650718252373053,22.73989478659376
Green waste,1.0,44.92601067791072,Continuous,Trough,4.0851784885143285,4.0,1.0,Green waste,9.269491089382909,28.0,Labile carbon source,0.08,0.0,None,76.8862461726406,27.328846580645163,None,MgO,Goat manure,50.73850103748784,7.950984797987095,0.875,39.31025934317188,116.56825700000005,8.342514648622059,0.6076719164848328,0.2203109260883594,21.057939769659612
Plastic tube pieces,0.0,37.56617717765423,Continuous,Trough,1.3244264816973508,26.0,6.0,Mature compost,11.327529990702786,35.0,Sodium salt,0.08,0.0,None,73.39856928516602,27.667551296951864,None,MgSO₄,Goat manure,49.1120616320981,0.3123976496544458,0.875,32.87040503044745,116.48215300000004,7.009165924390223,0.7981573939323425,0.1858094425976336,25.49896687248665
Green Waste,0.0,41.87868627140276,Continuous,Trough,5.895710777399338,2.0,55.0,Straw,7.271933279671108,124.0,Urea,0.08,0.0,None,70.38033822703386,27.328846580645163,None,MgSO₄,Goat manure,35.71471387060177,3.1890255639977494,0.875,36.64385048747741,111.52300200000003,8.239797928573791,0.8658192753791809,0.1788830406995389,21.462552710870323
Plastic tube pieces,0.0,45.06618354011714,Continuous,Windrow,0.1960350728344806,8.0,0.0,Poultry manure,8.54881333498125,15.0,MgO,0.08,0.0,None,43.89098135086462,27.32884658064516,None,Gypsum,Goat manure,52.01762291218444,1.1390216587094992,0.875,39.4329105976025,117.28006000000003,6.304206541871844,0.5735892653465271,0.1704952185014942,27.863815383129715
