Material_Main,Initial GI (%),Additive_2,Initial pH,V3_Ventilation Duration (min),Initial C/N (%),Material_3,Compost volume (m3),V4_Ventilation Day, Composting Method,Additive_1,Initial Moisture Content (%),Additive_3,M1_is Enclosed,Period (d),V1_Ventilation Type,Application Rate (%DW),Turning times,Material_2,Additive_4,V5_Ventilation rate (L/min/kg iniDW),V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Food waste,27.32884658064516,Organic acid,4.988575050964844,7.752870082162497,42.03562941361776,Green waste,0.0551315789473684,13.0,Reactor,Phosphogypsum,63.45983390484099,None,1.0,119.0,Continuous,9.555656390313786,4.0,Husk,None,2.522545372384645,0.0,1.938857678018576,81.50110283893628,94.782989,8.67146620553709,0.3828662037849426,0.2009737732583549,18.879127143410965
Food waste,27.32884658064516,Mg(OH)₂,9.78495298217402,46.717436241662654,43.02575241254787,Poultry manure,0.0551315789473684,67.0,Reactor,MgHPO₄,63.14080513944304,None,1.0,128.0,Intermittent ,6.438107075217711,4.0,None,None,6.735976359639981,358.0,1.938857678018576,83.42081041759471,93.483058,8.699440151810967,0.5054934024810791,0.1764913948950735,22.58182614367088
Food waste,27.32884658064516,MgO,11.468169228215718,19.867381684045974,29.37185071025913,Poultry manure,0.0551315789473684,12.0,Windrow,MgO,60.06724083393466,None,0.0,67.0,Continuous,8.73982243638967,3.0,Woody peat,None,3.031627415347238,0.0,1.938857678018576,56.94783826720128,93.96222500000002,8.352404227855454,0.3683398067951202,0.2030783054434378,21.43727576261082
Food waste,27.32884658064516,None,6.130696233247425,12.787893044533648,43.88921487432631,Mature compost,0.0551315789473684,2.0,Reactor,Ferric salt,65.76967258209851,None,1.0,18.0,Continuous,6.993225462390882,3.0,None,None,5.348030095193545,0.0,1.938857678018576,85.09494124129466,96.291513,6.9406603954544615,0.848604679107666,0.2243990433377253,22.90710289023877
Food waste,27.32884658064516,Microbiological agent,7.565568861640592,55.22113860552333,30.445246097325317,Poultry manure,0.0551315789473684,1.0,Trough,Zeolite,45.48471147173912,None,0.0,14.0,Continuous,0.5736177458453551,4.0,Woody peat,None,6.68399415970396,0.0,1.938857678018576,59.02899915496427,93.40364100000002,9.069675570575894,0.1295697540044784,0.2160254431130748,27.23893481962073
Food waste,27.32884658064516,DCD,5.598887209613442,10.206091259606549,36.60002706713205,Green waste,0.0551315789473684,54.0,Windrow,Potassium phosphate,50.78509122444539,None,0.0,90.0,Intermittent ,8.240775203358838,1.0,Green Waste,None,4.758093212056367,90.0,1.938857678018576,70.96224349479667,94.19904800000002,10.334189703908752,0.665715754032135,0.1513628050122832,20.199325102813965
Food waste,27.32884658064516,Gypsum,4.437495172881147,3.150133462685732,6.410894015667068,Byproduct,0.0551315789473684,64.0,Trough,MgHPO₄,72.09178044619208,None,1.0,83.0,Intermittent ,7.1516300116698215,1.0,Plastic tube pieces,None,3.2159469293653995,1392.0,1.938857678018576,13.527459414278493,93.48453700000002,8.249687338691645,0.6671983599662781,0.1406652862038312,1000000.0
Food waste,27.32884658064516,Inorganic acid,9.979894767747156,52.57327056980085,20.854414170010383,None,0.0551315789473684,28.0,Trough,MgSO₄,54.50941911324833,None,0.0,53.0,Continuous,8.658664429296703,4.0,None,None,5.828289438848188,0.0,1.938857678018576,40.43374103410402,94.40669800000003,6.656853637502171,0.0518252290785312,0.2160462203473064,18.7379528767638
Food waste,27.32884658064516,Gypsum,9.089657296061826,12.576637443509451,13.948280764893289,Mature compost,0.0551315789473684,76.0,Windrow,Sodium salt,69.84962696952138,None,0.0,93.0,Intermittent ,9.588493506908318,4.0,Woody peat,None,5.474797737058573,1350.0,1.938857678018576,27.043731256172165,97.080818,7.3268983325709955,0.4011791050434112,0.1352515778541553,26.18845209101601
Food waste,27.32884658064516,MgO,9.949298039605464,26.0839861414467,29.54347837943428,None,0.0551315789473684,36.0,Trough,Calcium magnesium phosphate fertilizer,72.08934280882026,None,0.0,41.0,Continuous,9.332689041426498,4.0,Woody peat,None,4.5005658292272575,0.0,1.938857678018576,57.01134483636152,93.961129,6.948120250264532,1.2167255878448486,0.1919635004310615,1000000.0
Food waste,27.32884658064516,Biochar,4.652872591065954,0.0,17.876974257501676,Poultry manure,0.0551315789473684,0.0,Windrow,LB Culture,72.7273321653253,None,1.0,24.0,None,7.684319450220536,3.0,None,None,0.0,0.0,1.938857678018576,34.66090879889756,94.62031200000004,4.067865481515454,0.4209138453006744,0.1844033247544885,21.62199569694758
Food waste,27.32884658064516,Inorganic acid,9.413472294345198,4.003628995782651,38.80537076342712,Straw,0.0551315789473684,11.0,Trough,Sulfur,47.708111486437055,None,0.0,132.0,Intermittent ,9.977544513773523,4.0,Sawdust,None,6.448768910361372,216.0,1.938857678018576,75.23809105302824,96.502779,6.365048687368199,0.3818924725055694,0.1529297698228894,20.853496165479736
Food waste,27.32884658064516,Zeolite,6.265741421842245,43.58386172407366,20.488543185512054,Mature compost,0.0551315789473684,23.0,Trough,MgSO₄,49.02891031714282,None,0.0,38.0,Continuous,9.60019940892918,1.0,Plastic tube pieces,None,5.864174274784995,0.0,1.938857678018576,39.72436926664522,95.87111400000003,7.752870568049697,-0.0818365216255188,0.1980182096898994,21.29189036274899
Food waste,27.328846580645163,MgSO₄,6.786085372059347,0.8470919177402811,42.467035817464,Mature compost,0.0551315789473684,0.0,Trough,LB Culture,50.47448706476888,None,0.0,72.0,None,6.533123795525904,4.0,Green Waste,None,0.0,0.0,1.938857678018576,82.33753845737994,95.57488,8.525700703614076,0.5168452858924866,0.1628084752729666,12.467058988625428
Food waste,27.32884658064516,Calcium magnesium phosphate fertilizer,10.791149544446672,0.0,10.01972190940912,Mature compost,0.0551315789473684,0.0,Trough,MgHPO₄,73.44658782244123,None,0.0,74.0,None,9.48746286200993,2.0,Green Waste,None,0.742757030416993,0.0,1.938857678018576,19.35082156690582,94.28309100000004,7.474113857152991,0.5491988658905029,0.1696987976189167,1000000.0
Food waste,27.32884658064516,DCD,5.569022036601116,38.14361482325042,9.854552345322798,Green waste,0.0551315789473684,43.0,Windrow,Microbiological agent,46.278167354344646,None,0.0,132.0,Continuous,9.662118902338126,2.0,Soil,None,5.067211483784115,0.0,1.938857678018576,19.106574478165072,95.89674000000002,11.10818519535894,0.2894589006900787,0.1114097040236477,24.371305673408724
Food waste,27.32884658064516,None,5.095794313216189,33.52528812277347,7.582552157452234,None,0.0551315789473684,80.0,Reactor,Carbonatite,61.96457686242221,None,1.0,82.0,Continuous,9.949071407471155,2.0,Green waste,None,8.460307907843603,0.0,1.938857678018576,14.701489469452582,94.51008300000004,9.366735997485735,1.1322786808013916,0.1393548171816489,24.428807977868345
Food waste,27.32884658064516,DCD,9.692991427303244,0.5909593832475433,17.06989054187862,Straw,0.0551315789473684,0.0,Trough,Lignite,53.92315791053892,None,0.0,53.0,None,9.809028684604671,5.0,Straw,None,0.9890019792822876,0.0,1.938857678018576,33.09608834005804,95.85223700000004,5.313128840729179,0.4281794726848602,0.1587959084105007,23.14386732939673
Food waste,27.32884658064516,DCD,7.561148540009022,29.14567269448537,14.0608351794653,Green waste,0.0551315789473684,43.0,Reactor,Organic acid,51.78285766535739,None,1.0,99.0,Intermittent ,9.9621362583655,4.0,Green waste,None,2.411620892698981,640.0,1.938857678018576,27.26195824706,95.58312200000002,10.608818436703308,0.6003425717353821,0.1301051512318546,21.66504236204263
Food waste,27.32884658064516,Ca-superphosphate,5.345693297634362,46.91042996201284,5.20686586413631,Straw,0.0551315789473684,6.0,Reactor,Inorganic acid,78.18948653423777,None,1.0,118.0,Intermittent ,7.494934418617843,3.0,Sawdust,None,6.235069037114474,763.0,1.938857678018576,10.095371859093513,94.86756,7.50680944598963,1.193607211112976,0.1541730021102922,19.51601788496428
Food waste,27.32884658064516,Calcium magnesium phosphate fertilizer,4.961010615065453,54.03233371475984,17.898136567539225,Poultry manure,0.0551315789473684,47.0,Trough,Lime,69.34295417447083,None,0.0,81.0,Intermittent ,7.541407502663149,3.0,Straw,None,0.204113796467622,181.0,1.938857678018576,34.70193950619847,95.56536300000002,10.450897568883487,0.5875356793403625,0.1295958608544472,23.006925858808312
Food waste,27.32884658064516,Mg(OH)₂,5.6381605458558575,34.047564681368954,19.23137863653883,Straw,0.0551315789473684,53.0,Trough,Lignite,74.83389944899831,None,0.0,109.0,Intermittent ,6.490767703330091,3.0,Straw,None,0.1930109817937975,802.0,1.938857678018576,37.28690612833573,94.690703,10.052944932874826,0.6555905342102051,0.1418944040851517,18.488153857544937
Food waste,27.328846580645163,Inorganic acid,5.446608088174234,37.149566617323714,29.70917796506665,Straw,0.0551315789473684,30.0,Windrow,Mg(OH)₂,69.25654122615401,None,0.0,130.0,Intermittent ,7.10952200351578,4.0,Plastic tube pieces,None,5.9466427739991925,1189.0,1.938857678018576,57.60186780518978,96.198106,8.796887535697193,0.3931061327457428,0.1728501499729993,18.01300582069938
Food waste,27.32884658064516,Calcium magnesium phosphate fertilizer,9.958935025874226,15.60141502819294,22.9904382840619,Green waste,0.0551315789473684,13.0,Trough,Mg(OH)₂,64.71975635256882,None,0.0,67.0,Intermittent ,9.65226505384002,5.0,None,None,7.0169243432316,861.0,1.938857678018576,46.35203157986417,94.120103,8.362896601370421,0.3230576813220978,0.1575568014610961,1000000.0
Food waste,27.32884658064516,Mg(OH)₂,10.051932450362749,11.635614274477796,25.24323004036321,Poultry manure,0.0551315789473684,1.0,Windrow,Sodium salt,70.40223473724676,None,0.0,38.0,Continuous,7.181926991507338,0.0,Soil,None,1.118063113991994,0.0,1.938857678018576,48.94303038174738,94.588718,4.226379208056746,0.7855702638626099,0.1715227014939731,23.80516589582911
Food waste,27.32884658064516,Gypsum,4.424069799584973,6.123451336098387,20.21071153014324,Poultry manure,0.0551315789473684,0.0,Trough,LB Culture,57.78935141340793,None,1.0,22.0,Continuous,8.656221229675904,2.0,Woody peat,None,9.059117715031103,0.0,1.938857678018576,39.18569322843678,95.961794,5.195532739321495,0.0836270898580551,0.2310815116088642,27.677111266844832
Food waste,27.32884658064516,Gypsum,7.503622203238518,6.595533495875896,42.38732267426788,Poultry manure,0.0551315789473684,51.0,Trough,Forsterite,60.35584656630433,None,0.0,67.0,Continuous,6.560948877449092,4.0,Soil,None,6.83400598977005,0.0,1.938857678018576,82.18298601765515,95.47496300000005,9.044543320416036,0.9292629957199096,0.21220721413741,21.95452203634316
Food waste,27.32884658064516,Potassium phosphate,6.658113474372936,22.601886910580195,11.58308956737896,Green waste,0.0551315789473684,79.0,Windrow,MgCl₂,47.80313592370199,None,1.0,130.0,Continuous,6.79136088522886,3.0,Woody peat,None,8.715051727591224,0.0,1.938857678018576,22.45796214288956,92.92811000000002,9.768534609400849,0.2397920936346054,0.1354478469159132,26.909185929429697
Food waste,27.68088812682301,MgO,6.957934539233269,8.520241787801462,33.18635485387936,Poultry manure,0.0551315789473684,5.0,Trough,Urea,49.14951598022306,None,1.0,60.0,Intermittent ,9.603482178022396,4.0,Soil,None,9.613140849200128,528.0,1.938857678018576,64.34361891389302,95.908245,6.461603181134189,0.5210834741592407,0.1557449152741741,20.876860740549997
Food waste,27.32884658064516,None,9.90681204566225,0.0,45.37304425279467,Poultry manure,0.0551315789473684,0.0,Windrow,None,75.84866852036353,None,1.0,122.0,None,9.531813535535855,4.0,Plastic tube pieces,None,0.0,0.0,1.938857678018576,87.97187522460757,94.97336800000002,7.513601423221843,0.4401993453502655,0.2053893238470225,13.04918377733927
Food waste,27.32884658064516,Calcium magnesium phosphate fertilizer,9.33108997516634,56.9901042417269,14.938502422744502,Mature compost,0.0551315789473684,81.0,Trough,MgSO₄,46.08679862984699,None,0.0,114.0,Continuous,9.716704121148323,3.0,Husk,None,3.391498080775831,0.0,1.938857678018576,28.96363012043728,97.573823,10.734756626624865,0.2793818712234497,0.142166329893759,22.228686216543807
Food waste,27.32884658064516,MgO,9.933110645858475,13.851751695517818,22.736035598849416,Poultry manure,0.0551315789473684,19.0,Trough,K₂SO₄,61.4826505161798,None,0.0,118.0,Continuous,9.74602653954601,2.0,Green Waste,None,6.016926124197369,0.0,1.938857678018576,44.08193718853286,96.783083,8.665704556692807,0.0656218379735946,0.2091186334103185,18.146097633510323
Food waste,27.32884658064516,MgO,5.4535145624037975,30.7602581286626,39.42483585909426,None,0.0551315789473684,46.0,Windrow,Mature compost,56.17776780346699,None,0.0,92.0,Continuous,7.043780937343986,1.0,Byproduct,None,1.3147046890182643,0.0,1.938857678018576,76.43914571002699,95.22323900000004,10.787496287690798,0.3864928483963012,0.1805462769563874,18.87808368122143
Food waste,27.32884658064516,Potassium phosphate,7.601461618786854,35.83779478406797,23.79321161510733,Mature compost,0.0551315789473684,31.0,Windrow,Organic acid,69.31365049761025,None,0.0,115.0,Intermittent ,6.912601241660578,1.0,Soil,None,2.4076287737912603,1315.0,1.938857678018576,46.13165102467161,94.60832200000004,9.751523207458952,0.7273637652397156,0.1673710979985986,20.783375237652123
Food waste,27.32884658064516,DCD,7.487907637496614,1.7344045361007203,38.83778082758512,Poultry manure,0.0551315789473684,0.0,Trough,LB Culture,66.05498812924056,None,0.0,54.0,None,9.670230309591725,28.0,Soil,None,0.0,0.0,1.938857678018576,75.30092955476606,93.01959600000002,7.904735085425708,0.4217300117015838,0.1671368489338018,25.61187702513711
Food waste,27.32884658064516,Ca-superphosphate,6.564807314314649,0.0,44.081474607582,None,0.0551315789473684,0.0,Trough,Sodium phosphates,68.8058950071687,None,1.0,17.0,None,9.100819105436896,0.0,Byproduct,None,0.0,0.0,1.938857678018576,85.46770550129125,94.900741,3.2706795473570653,1.5360358953475952,0.1489967286948516,22.253271630710227
Food waste,27.32884658064516,Microbiological agent,6.202314648086089,59.41283516849722,33.714649156656584,Byproduct,0.0551315789473684,60.0,Windrow,Microbiological agent,68.13235547475738,None,1.0,111.0,Intermittent ,7.984646934458176,2.0,None,None,9.275070595121864,1343.0,1.938857678018576,65.36790637908612,93.81112600000002,8.602549523964448,0.4467502236366272,0.1441875211006018,21.96472398237841
Food waste,27.32884658064516,Microbiological agent,6.003560543894544,1.990296805469709,19.130510675058453,Mature compost,0.0551315789473684,20.0,Windrow,LB Culture,76.03272887994011,None,0.0,77.0,Continuous,9.64780632678344,4.0,Byproduct,None,0.2821239733296943,0.0,1.938857678018576,37.09133750675341,97.109662,7.955462235311302,0.3670940697193146,0.1416389549009121,13.812559221534665
Food waste,27.32884658064516,Mg(OH)₂,6.897166638542152,1.1263063372901652,24.20586164615659,Byproduct,0.0551315789473684,0.0,Windrow,Mature compost,62.01977533737001,None,0.0,27.0,None,9.842819828699373,0.0,Straw,None,0.0,0.0,1.938857678018576,46.93172070570607,96.940324,4.95815485366695,0.8002814650535583,0.1475844421600688,23.56895486424304
Food waste,27.32884658064516,MgO,9.694073641783843,14.847997952153484,9.629396876469128,Straw,0.0551315789473684,42.0,Reactor,MgCl₂,71.95492976681248,None,1.0,76.0,Intermittent ,9.993845613336184,3.0,Husk,None,6.285160996172485,21.0,1.938857678018576,18.67003006863026,95.22767300000004,8.774662248635753,0.0929360315203666,0.1703357960987416,21.383207180817976
Food waste,27.32884658064516,None,9.501154589836696,0.0,39.15456965243603,Mature compost,0.0551315789473684,0.0,Windrow,LB Culture,50.49804339417815,None,0.0,104.0,None,9.983079400474072,2.0,Plastic tube pieces,None,0.0,0.0,1.938857678018576,75.91513800013873,96.70504,7.731220710553261,0.4214212596416473,0.1288934429684055,14.115300402607405
Food waste,27.32884658064516,DCD,5.990269437188655,3.5004005622600687,43.48251035783662,Straw,0.0551315789473684,0.0,Reactor,Carbonatite,52.07391035518983,None,1.0,110.0,Continuous,6.938790502648843,2.0,Plastic tube pieces,None,2.3214258228186404,0.0,1.938857678018576,84.30639906681378,93.36348000000002,8.464149507804542,1.23784077167511,0.2378796958427206,17.776811246461794
Food waste,27.32884658064516,Biochar,6.895891014873592,41.87443380449247,42.61478735824564,Byproduct,0.0551315789473684,5.0,Windrow,Phosphogypsum,60.32714821769315,None,0.0,58.0,Intermittent ,9.666576952292328,1.0,Soil,None,6.380456880313156,967.0,1.938857678018576,82.62400766666352,95.243733,7.111654800584858,0.4137937128543854,0.1567305765999177,20.56619704104893
Food waste,27.32884658064516,Potassium phosphate,8.408258744994551,55.0047909995411,8.125892289555349,Byproduct,0.0551315789473684,69.0,Trough,Ca-superphosphate,51.83971257373111,None,1.0,113.0,Intermittent ,7.075198043979996,0.0,Sawdust,None,1.8637103641295272,774.0,1.938857678018576,15.754948656356332,93.187406,10.049758625660708,1.7582237720489502,0.1500046398751628,25.007866474641585
Food waste,27.32884658064516,Zeolite,5.582149566854937,30.96550132753741,39.32876328965379,Poultry manure,0.0551315789473684,11.0,Windrow,Phosphogypsum,62.01242494075021,None,0.0,16.0,Continuous,8.363022919768134,4.0,Soil,None,2.163985683840865,0.0,1.938857678018576,76.25287467112037,92.82264200000004,7.166499323106055,0.3573854863643646,0.1982180887950901,24.055071355133823
Food waste,29.403231908871877,Microbiological agent,9.713239390900286,51.92874177698019,17.548559582963446,Straw,0.0551315789473684,2.0,Reactor,MgSO₄,77.14312374903392,None,1.0,24.0,Intermittent ,9.733781436954793,2.0,Woody peat,None,0.8391328410446242,1283.0,1.938857678018576,34.024159485595135,98.35048,7.168031048105425,0.6099891662597656,0.1621139209837313,25.505419915261704
Food waste,27.32884658064516,Inorganic acid,6.78202731318777,36.870096160855866,42.09501321108674,Byproduct,0.0551315789473684,9.0,Trough,Sand,58.030739208277794,None,0.0,34.0,Continuous,7.168403283387638,0.0,Green Waste,None,7.753587126143575,0.0,1.938857678018576,81.61623957060893,93.664606,5.559381087392261,1.2247995138168335,0.178636049247718,20.522881762043884
Food waste,27.32884658064516,DCD,4.834136030876383,0.988319832076228,8.637427898213781,Mature compost,0.0551315789473684,0.0,Windrow,Sodium salt,79.61447733895832,None,0.0,22.0,None,8.880797617520408,2.0,Byproduct,None,0.0,0.0,1.938857678018576,16.746743398783643,95.551745,5.341525144784542,0.5657262206077576,0.1240012006717647,21.99095054256296
Food waste,27.32884658064516,Gypsum,5.249077506407069,5.53027955105269,13.516289115230755,Green waste,0.0551315789473684,20.0,Windrow,Phosphogypsum,55.51267535289629,None,0.0,89.0,Intermittent ,9.675333325062685,1.0,Straw,None,5.133224545764494,1184.0,1.938857678018576,25.430775314602936,95.212845,6.771654973646113,0.4560714066028595,0.1141414018498259,1000000.0
Food waste,27.32884658064516,Potassium phosphate,6.600472037682821,0.0,9.570961156895306,None,0.0551315789473684,0.0,Windrow,Microbiological agent,46.37134590588248,None,0.0,69.0,None,7.465059086747978,3.0,Husk,None,0.0,0.0,1.938857678018576,18.556731525064016,94.401229,7.826826348139124,0.4022592902183532,0.1145863088938902,15.33886820864068
Food waste,27.32884658064516,None,7.602453241630291,53.82402074905143,30.731346772561125,Straw,0.0551315789473684,7.0,Reactor,MgSO₄,72.89431566764735,None,1.0,27.0,Continuous,7.129823353804888,2.0,Woody peat,None,9.691379857169432,0.0,4.9725329140238905,59.58370764583152,94.06613600000004,1000000.0,1000000.0,1000000.0,1000000.0
Food waste,27.32884658064516,MgSO₄,4.939446493125992,56.8872366593105,12.018534078560084,Mature compost,0.0551315789473684,67.0,Trough,LB Culture,76.04911872489598,None,0.0,74.0,Continuous,6.477670941316744,5.0,Woody peat,None,2.4219495893880483,0.0,1.938857678018576,23.30222707674413,95.001022,10.041652550653035,0.266755610704422,0.1576959310513044,25.71937756157884
Food waste,27.32884658064516,Biochar,10.626853850468882,53.09719825958341,36.920706178725005,Mature compost,0.0551315789473684,7.0,Trough,Phosphogypsum,68.15309447346341,None,0.0,22.0,Intermittent ,9.669174223930508,2.0,Sawdust,None,9.765676547622014,1211.0,1.938857678018576,71.58399465248885,96.151652,6.0955198568303,0.2568981945514679,0.1588718857012936,25.268171035553245
Food waste,27.32884658064516,Potassium phosphate,4.316649241501923,23.353192554454846,43.86697943988254,Green waste,0.0551315789473684,5.0,Windrow,Mature compost,52.77098710248204,None,1.0,20.0,Continuous,9.928675350815473,1.0,Soil,None,8.458594510618816,0.0,1.938857678018576,85.05182989849928,94.49170200000005,6.881134369359687,0.0572663098573684,0.2009466507085,26.41297983876576
Food waste,27.32884658064516,Potassium phosphate,9.82166484672452,2.285112355871361,21.2547242885968,Green waste,0.0551315789473684,30.0,Trough,Lignite,63.66998797741073,None,0.0,50.0,Intermittent ,7.084669588313596,3.0,Husk,None,2.520081313734692,531.0,1.938857678018576,41.20988538111382,94.844938,6.850250033955934,0.6351490020751953,0.152060693791597,21.04619913086296
Food waste,27.52248397636214,Zeolite,11.646990055920272,45.26112467741823,21.82112508966556,Byproduct,0.0551315789473684,11.0,Reactor,Sodium phosphates,76.78729961334258,None,1.0,105.0,Intermittent ,9.912876804260945,0.0,Byproduct,None,3.8255764078695664,846.0,1.938857678018576,42.308055923101854,94.47038,4.04306483078989,1.5508686304092407,0.1512456404927359,17.19449833070825
Food waste,27.32884658064516,MgO,9.565076080179216,0.0,29.939810511292453,Byproduct,0.0551315789473684,0.0,Trough,Gypsum,74.26844988636229,None,1.0,99.0,None,9.812368541243844,4.0,Husk,None,0.0,0.0,1.938857678018576,58.04903148824064,94.94095600000004,7.513601423221843,1.255562663078308,0.1865716745755252,11.154977700314625
Food waste,27.32884658064516,MgSO₄,10.32181972355716,0.0,23.45917643361102,Green waste,0.0551315789473684,0.0,Windrow,Phosphogypsum,74.18747159378502,None,0.0,81.0,None,9.9628795791947,3.0,Byproduct,None,0.0,0.0,1.938857678018576,45.48400434829916,96.391018,6.731073639197144,0.5317286849021912,0.1493520712291464,11.951254761144618
Food waste,27.32884658064516,Organic acid,8.028661292396771,39.89554127275047,45.54792547204797,None,0.0551315789473684,47.0,Windrow,Inorganic acid,49.42701444176053,None,0.0,119.0,Continuous,3.855107392022242,4.0,Byproduct,None,5.392682501523344,0.0,1.938857678018576,88.31094501929809,92.50983500000002,8.908060868327853,1.1435986757278442,0.2010705765748513,19.335306705444324
