Material_2,M1_is Enclosed,Initial C/N (%),V1_Ventilation Type, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Turning times,V4_Ventilation Day,Material_3,Initial pH,Period (d),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Additive_3,Initial Moisture Content (%),Initial GI (%),Additive_4,Additive_2,Material_Main,V3_Ventilation Duration (min),Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Husk,0.0,37.00031670095247,Continuous,Windrow,6.405760876351213,12.0,14.0,Mature compost,4.97345578458683,33.0,Mature compost,0.314,0.0,None,44.87414437905787,27.32884658064516,None,MgO,Green waste,58.12805599820162,3.707649751963869,1.4280600332415827,52.83867349791127,113.33291000000004,7.088226592071654,0.9802387952804564,0.1905169456309636,25.118074778436974
Soil,0.0,35.098438343014394,Continuous,Trough,5.909776297216433,1.0,19.0,Poultry manure,7.922234478049428,87.0,Clay,0.314,0.0,None,46.40264867499286,27.32884658064516,None,Mg(OH)₂,Green waste,53.15510757422968,0.7390066403286644,1.4280600332415827,50.12267702685278,112.54801400000004,6.552175099437721,0.6961856484413147,0.2291907487291757,20.87302815326034
Byproduct,1.0,44.79793906028177,Continuous,Windrow,4.088224191091222,14.0,1.0,Mature compost,10.657118640802173,60.0,Sodium salt,0.314,0.0,None,75.5364744390923,27.32884658064516,None,Microbiological agent,Green waste,42.4276471255692,2.00996176807456,1.4280600332415827,63.97414634358038,116.40410700000004,8.99960388298157,0.5813086032867432,0.1934699495807489,22.14871425765504
Green waste,1.0,33.98518289224228,Continuous,Trough,1.8612423410266077,0.0,1.0,Green waste,8.159210947516392,40.0,Zeolite,0.314,0.0,None,76.91000686414256,27.328846580645163,None,Microbiological agent,Green waste,38.3581067611768,7.374752890406775,1.4280600332415827,48.53288141081678,116.34736100000008,8.467180875805816,0.593288004398346,0.1794010910696213,22.04185430413924
Soil,1.0,40.53629951514096,Continuous,Trough,3.014156591614393,22.0,3.0,None,4.621126880178455,53.0,Sodium phosphates,0.314,0.0,None,68.18486729017437,27.32884658064516,None,Mg(OH)₂,Green waste,39.08547833499631,6.2602703420581705,1.4280600332415827,57.88826923308295,115.98962600000004,10.468529606142914,0.9242480397224426,0.2290528937383381,25.513589994504056
Byproduct,1.0,35.43093610246069,Continuous,Windrow,0.8908857316271335,18.0,16.0,Mature compost,7.331861704906093,39.0,Potassium phosphate,0.314,0.0,None,46.585393149326094,27.328846580645163,None,Microbiological agent,Green waste,50.312804344249045,3.2197163925457506,1.4280600332415827,50.59750378826041,114.27307000000005,9.27998017443682,0.5701072216033936,0.2091866663170385,23.89095462281897
Byproduct,0.0,33.719930690838225,Continuous,Windrow,7.446460549100996,6.0,1.0,None,11.007326791366369,103.0,MgCl₂,0.314,0.0,None,51.55629453647165,27.32884658064516,None,Mg(OH)₂,Green waste,49.10675722829036,3.27272891485694,1.4280600332415827,48.1540853432623,115.35375400000008,5.886788062789652,0.5699271559715271,0.1844464777951693,18.855887374509493
None,1.0,31.789285112223983,Continuous,Windrow,6.569531604931212,10.0,5.0,Green waste,4.4779066527212255,25.0,None,0.314,0.0,None,53.10973485956197,27.32884658064516,None,None,Green waste,40.82132483033085,6.144362676273408,1.4280600332415827,45.39700755408874,116.47105500000004,9.52796273489516,1.0101978778839111,0.232236549850433,25.80471377296232
None,0.0,43.229272157844925,Continuous,Trough,8.682206524022432,13.0,5.0,Poultry manure,7.330544527935985,17.0,Calcium magnesium phosphate fertilizer,0.314,0.0,None,76.43212557217117,27.32884658064516,None,Ca-superphosphate,Green waste,35.065631289241686,9.600305982026205,1.4280600332415827,61.73399583474145,116.14517100000003,5.947242469786865,0.9825000166893004,0.2085329589438963,24.156376623598558
Plastic tube pieces,0.0,19.4838010964844,Continuous,Windrow,0.6991952537689172,15.0,26.0,Green waste,9.544858125017871,26.0,MgCl₂,0.314,0.0,None,76.61704607931178,27.32884658064516,None,Gypsum,Green waste,36.691504961066805,7.6768139089071665,1.4280600332415827,27.8240376415179,113.65518400000003,9.114599900511548,0.7731592655181885,0.1792333131213415,24.25796850168236
