Material_2,M1_is Enclosed,Initial C/N (%),V1_Ventilation Type, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Turning times,V4_Ventilation Day,Material_3,Initial pH,Period (d),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Additive_3,Initial Moisture Content (%),Initial GI (%),Additive_4,Additive_2,Material_Main,V3_Ventilation Duration (min),Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Woody peat,0.0,22.856565876978166,Continuous,Windrow,5.098576117929847,4.0,0.0,Green waste,6.222740794878412,19.0,Ca-superphosphate,0.0996875,0.0,None,72.97548913042456,27.32884658064516,None,Calcium magnesium phosphate fertilizer,Digestate,59.958413569248975,3.5110272136871554,2.754411318174137,59.7326270262515,114.15060300000006,5.815221756075295,0.9725171327590942,0.1680086695224935,1000000.0
Husk,1.0,6.833736338178171,Continuous,Windrow,9.842901137505628,26.0,1.0,Green waste,5.331175942568381,14.0,None,0.0996875,0.0,None,83.09408673854642,27.32884658064516,None,None,Digestate,35.78884155981227,2.905671044704817,2.754411318174137,18.82292071529584,115.09361800000008,10.915752835488766,0.949873149394989,0.1478765602170262,25.286883522177725
Straw,0.0,45.14226484823955,Continuous,Trough,6.626364303078277,6.0,13.0,Poultry manure,10.30983777555327,76.0,Calcium magnesium phosphate fertilizer,0.0996875,0.0,None,71.3089048101361,27.32884658064516,None,Zeolite,Digestate,57.60611600286376,6.25359104681808,2.754411318174137,124.3393943377202,112.45514800000004,6.552175099437721,0.7897162437438965,0.1843814894653548,1000000.0
Green waste,1.0,25.196061514590536,Continuous,Windrow,1.478356639169378,3.0,41.0,Mature compost,7.518592697526326,96.0,Sodium phosphates,0.0996875,0.0,None,63.86678813301248,27.32884658064516,None,MgSO₄,Digestate,35.62105379857553,7.750180098644512,2.754411318174137,69.40031700919997,114.07936100000003,10.70008616317238,1.142662763595581,0.1607250034349211,19.367740657986392
None,1.0,13.516476451652252,Continuous,Trough,3.291889859529451,27.0,8.0,Green waste,11.878274329658408,19.0,Carbonatite,0.0996875,0.0,None,48.26303530982796,27.32884658064516,None,Potassium phosphate,Digestate,53.07559918996286,9.091510313759748,2.754411318174137,37.22993572026516,113.89149100000007,8.50568092815613,0.8681622743606567,0.1380935858283677,24.776530059988826
Sawdust,0.0,36.31092757476675,Intermittent ,Windrow,0.1067617462938283,23.0,4.0,None,6.143391540295259,133.0,Sulfur,0.0996875,668.0,None,43.6874112360353,27.32884658064516,None,Potassium phosphate,Digestate,47.33482478949533,5.571806369861596,2.754411318174137,100.64096060647076,113.09846200000004,7.5945588661796,0.9777808785438538,0.1188337274142238,1000000.0
Plastic tube pieces,1.0,20.52603806392309,Continuous,Windrow,1.2004664223476158,17.0,5.0,None,5.08214049202819,14.0,Microbiological agent,0.0996875,0.0,None,45.28166770050994,27.32884658064516,None,Potassium phosphate,Digestate,37.97992773136448,0.1023039547797029,2.754411318174137,55.49638229967468,116.75222400000008,10.671375882500003,0.9488925337791444,0.1914158573093418,1000000.0
Soil,0.0,40.321527603209134,Continuous,Windrow,8.457875799481586,26.0,56.0,Byproduct,6.535491743492248,115.0,Sodium phosphates,0.0996875,0.0,None,58.72691985328089,27.32884658064516,None,Zeolite,Digestate,46.93406737625472,9.278798790551155,2.754411318174137,111.06207199635011,112.94218900000004,10.180372336982762,1.0430824756622314,0.146092843273831,24.664077510448205
Green waste,0.0,32.431671884710795,Continuous,Windrow,5.995737187005519,1.0,2.0,Green waste,6.355111876633007,50.0,Labile carbon source,0.0996875,0.0,None,51.475405401802696,27.32884658064516,None,Ca-superphosphate,Digestate,34.93366714818774,0.7520241105916925,2.754411318174137,89.33016410655736,115.16195900000008,5.89053729588207,1.2035926580429075,0.1577307529434242,16.895375712170498
Husk,0.0,41.89754711567322,Continuous,Windrow,3.063557371414296,22.0,73.0,Green waste,9.464455332506711,118.0,Phosphogypsum,0.0996875,0.0,None,50.62993461740249,27.32884658064516,None,Inorganic acid,Digestate,54.48750943221135,8.353340988163085,2.754411318174137,112.89963226218106,112.65834900000004,9.25761118438349,1.134983777999878,0.1532703478779917,1000000.0
