Period (d),Initial GI (%),Initial pH, Composting Method,Compost volume (m3),Application Rate (%DW),Additive_2,V2_Ventilation Interval (min),Material_3,Initial Moisture Content (%),M1_is Enclosed,V5_Ventilation rate (L/min/kg iniDW),Turning times,Material_Main,Initial C/N (%),Additive_4,V1_Ventilation Type,V3_Ventilation Duration (min),V4_Ventilation Day,Additive_3,Material_2,Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
100.0,27.32884658064516,6.365572688718893,Trough,4.210797122302158,7.61491053996285,Gypsum,902.0,None,58.728514567437365,1.0,1.7883357667561215,26.0,Sewage sludge,15.78981325167549,None,Intermittent ,3.4515290903764573,72.0,None,Soil,Organic acid,2.1457865217391303,33.88156845622318,96.92321100000002,7.768728512679765,0.4783268272876739,0.1622827998711499,29.411541859959
129.0,27.32884658064516,11.88154043883215,Trough,4.210797122302158,9.60357481623876,Inorganic acid,0.0,Mature compost,71.97155510669994,0.0,2.328219880593203,31.0,Sewage sludge,19.76976600226079,None,Continuous,2.2465481017263778,81.0,None,Byproduct,Urea,2.1457865217391303,42.421697425587695,99.14933900000004,7.680750430209045,0.8249497413635254,0.1951433652277904,28.49873014288833
108.0,27.32884658064516,8.123280134884773,Trough,4.210797122302158,8.819539638708086,Biochar,0.0,None,46.88085014321165,1.0,8.207573655419615,9.0,Sewage sludge,18.01600432009964,None,Continuous,2.830995832753393,68.0,None,Green Waste,Organic acid,2.1457865217391303,41.823876556986754,97.16991000000002,6.99596012727523,0.870778501033783,0.2196128680935137,1000000.0
72.0,27.32884658064516,5.707324693747911,Trough,4.210797122302158,9.792636153542029,Mg(OH)₂,0.0,Mature compost,75.52512861587914,0.0,8.521727580441063,9.0,Sewage sludge,4.913475700149202,None,Continuous,5.2398558957530605,56.0,None,Straw,MgHPO₄,2.1457865217391303,10.543269932272894,97.93289900000003,5.758608899046667,0.4784024357795715,0.190076726803839,27.039745131929557
86.0,27.32884658064516,11.355377804802895,Trough,4.210797122302158,7.903802568560319,Microbiological agent,0.0,Green waste,62.533213621571775,1.0,8.035617913748842,10.0,Sewage sludge,14.275534730930094,None,Continuous,3.1784738661120326,83.0,None,Straw,Gypsum,2.1457865217391303,30.63225001624864,100.00637400000004,5.681423345028882,1.0820616483688354,0.1851829672602011,30.85149010673877
103.0,27.32884658064516,4.981794643154744,Reactor,4.210797122302158,3.694772732894189,Calcium magnesium phosphate fertilizer,98.0,Green waste,71.25493109142131,1.0,5.5655932018815255,28.0,Sewage sludge,25.787711095481622,None,Intermittent ,2.398109023944728,84.0,None,Sawdust,Labile carbon source,2.1457865217391303,55.33492289518709,97.25025600000004,6.386192917140336,0.1359049826860427,0.1973668958230571,28.153199991074448
72.0,27.32884658064516,7.835444382678911,Windrow,4.210797122302158,5.536603256790668,Microbiological agent,0.0,Mature compost,49.254439012992925,0.0,8.514480289391551,12.0,Sewage sludge,28.533423284671755,None,Continuous,3.1446494874415425,55.0,None,Plastic tube pieces,MgHPO₄,2.1457865217391303,61.22663510332612,97.940602,5.927209969710304,0.3177220821380615,0.1938824241635276,27.831215564159884
69.0,27.32884658064516,8.10920366410156,Reactor,4.210797122302158,3.874708500765544,Inorganic acid,0.0,Byproduct,52.712912046799794,1.0,8.996429353252733,12.0,Sewage sludge,22.96184991042121,None,Continuous,17.270542101233918,64.0,None,Straw,MgCl₂,2.1457865217391303,49.2712280519787,96.311571,6.496759613289235,1.1032603979110718,0.2264566812796534,29.209997485765005
103.0,27.32884658064516,10.787030640764808,Windrow,4.210797122302158,5.237213259334001,Organic acid,0.0,Green waste,55.23183324917764,1.0,5.903762312567442,31.0,Sewage sludge,13.34957021528554,None,Continuous,4.1352406390656125,53.0,None,Byproduct,Forsterite,2.1457865217391303,26.707662636801157,98.11562900000004,7.459748040491402,0.8641341328620911,0.1956191874951696,1000000.0
122.0,27.32884658064516,4.96381758498404,Reactor,4.210797122302158,2.154366003191348,Mg(OH)₂,0.0,Straw,57.2286365981787,1.0,4.7634122038940765,6.0,Sewage sludge,30.011465868581706,None,Continuous,4.015007997097575,57.0,None,None,Biochar,2.1457865217391303,64.39819895843655,96.336544,5.811029875065554,0.558647632598877,0.2175105672693955,23.30297171708517
125.0,27.32884658064516,8.659412032041757,Windrow,4.210797122302158,7.663124171569749,Microbiological agent,731.0,Poultry manure,47.21899621743428,1.0,0.1655783504382668,28.0,Sewage sludge,18.538976472253644,None,Intermittent ,4.214428838400166,76.0,None,Woody peat,Sulfur,2.1457865217391303,39.78068584100072,96.52030800000004,7.406011051185713,1.1235460042953491,0.1264682757524921,28.937391751469796
98.0,27.32884658064516,12.04941594257491,Reactor,4.210797122302158,8.435974990822562,None,0.0,Byproduct,68.49325106428549,1.0,3.3452176945481926,22.0,Sewage sludge,23.709890335285795,None,Continuous,2.6663053469695357,81.0,None,Woody peat,Gypsum,2.1457865217391303,50.87636311336913,99.63141500000005,6.49913203246049,1.0775477886199951,0.1793376444689976,30.17040092941144
37.0,27.32884658064516,9.32652358659573,Windrow,4.210797122302158,1.0629893766361296,DCD,0.0,Byproduct,80.3113247070258,0.0,0.0,15.0,Sewage sludge,19.596852597854834,None,None,0.0,0.0,None,Green Waste,Ferric salt,2.1457865217391303,42.05066217298536,96.566739,0.2241987199831755,1.01633620262146,0.2180403066347461,30.02146617247774
75.0,27.328846580645163,8.977863420268248,Trough,4.210797122302158,1.165358208419419,Microbiological agent,0.0,Byproduct,52.20033616996032,0.0,0.0,8.0,Sewage sludge,13.250158444670893,None,None,0.0,0.0,None,Green Waste,MgHPO₄,2.1457865217391303,27.74417218760848,96.674649,2.4298043700776266,1.01633620262146,0.2041900930385632,1000000.0
20.0,27.328846580645163,4.348717509502582,Reactor,4.210797122302158,1.407348497794345,MgO,0.0,Mature compost,59.70053643214068,1.0,0.0,19.0,Sewage sludge,26.70020734354012,None,None,0.0,0.0,None,Sawdust,MgHPO₄,2.1457865217391303,57.16069178683918,96.566739,3.1146660375178623,0.0723095834255218,0.2550971694807894,1000000.0
68.0,27.32884658064516,5.96607770187598,Trough,4.210797122302158,6.672598736763646,Zeolite,0.0,Poultry manure,71.49039649619745,0.0,5.950368723317546,24.0,Sewage sludge,30.02168245016689,None,Continuous,2.4586673924439584,54.0,None,Soil,MgHPO₄,2.1457865217391303,64.4201215615003,97.991414,6.038290917743571,0.2776461839675903,0.194535550199978,27.956159529462383
115.0,27.32884658064516,6.65885766313246,Reactor,4.210797122302158,8.734008167143038,DCD,1092.0,None,72.53382282421586,1.0,9.968176619440982,11.0,Sewage sludge,14.487985749967438,None,Intermittent ,1.6183359582141232,61.0,None,Husk,MgSO₄,2.1457865217391303,30.42679029687742,95.942893,7.016465408673884,0.5550512671470642,0.1684342154788007,1000000.0
112.0,27.32884658064516,9.32056302067493,Reactor,4.210797122302158,0.5818198866178248,DCD,0.0,Mature compost,76.6941395359409,1.0,0.0,20.0,Sewage sludge,12.55911702418445,None,None,0.0,0.0,None,Green waste,Forsterite,2.1457865217391303,26.949184035439448,96.674649,2.386401819057016,1.0148104429244995,0.2393201957763986,24.27935268364744
102.0,27.32884658064516,9.791568678782246,Reactor,4.210797122302158,0.9524551291161554,Gypsum,0.0,Byproduct,56.79470895590947,1.0,0.0,18.0,Sewage sludge,8.588380049111713,None,None,0.0,0.0,None,None,Microbiological agent,2.1457865217391303,18.428830152957165,96.674649,5.485103742172731,1.01633620262146,0.1985095809942623,26.87053941829055
89.0,27.32884658064516,6.852180060896142,Reactor,4.210797122302158,5.478450814654489,Inorganic acid,0.0,Green waste,43.48298860204458,1.0,7.002129690823226,30.0,Sewage sludge,8.949367797895398,None,Continuous,59.59625692040261,58.0,None,Woody peat,Mg(OH)₂,2.1457865217391303,19.203432798810148,96.289198,7.029757328634866,0.491936594247818,0.2064115261597824,29.75069223739778
118.0,27.32884658064516,9.507262850811594,Windrow,4.210797122302158,0.4348139886177771,None,0.0,Green waste,82.26597147155653,0.0,0.0,30.0,Sewage sludge,5.684445600629594,None,None,0.0,0.0,None,None,None,2.1457865217391303,12.19760675339028,96.183988,6.605822990510353,1.0131365060806274,0.2200355416629615,24.781378861761397
82.0,27.32884658064516,6.25949225602621,Trough,4.210797122302158,1.120896023042287,Zeolite,0.0,Green waste,65.30851365461037,0.0,0.0,21.0,Sewage sludge,11.2569538815603,None,None,0.0,0.0,None,None,Mg(OH)₂,2.1457865217391303,24.15501991489108,96.674649,3.997490426468756,0.6977300047874451,0.2236626471124072,25.468198070587903
68.0,27.807254545823948,5.203197158895288,Trough,4.210797122302158,1.0247848839723157,MgO,0.0,Green waste,67.1781161439287,1.0,3.98733010946292,15.0,Sewage sludge,9.60984024005721,None,Continuous,58.20188334293896,68.0,None,Woody peat,Inorganic acid,2.1457865217391303,20.62066566318109,96.527214,5.357988175533969,0.469510018825531,0.2190597057101167,29.984415078529164
73.0,27.328846580645163,5.140032794001352,Windrow,4.210797122302158,2.987587624248575,Organic acid,0.0,Byproduct,65.90545526872918,1.0,3.4571260921979707,14.0,Sewage sludge,38.83320433875443,None,Continuous,3.803219101056405,69.0,None,Straw,Biochar,2.1457865217391303,83.32776646604074,97.11981700000004,5.279905311293072,0.4439279735088348,0.1374778903843803,1000000.0
95.0,27.32884658064516,9.254619290797898,Reactor,4.210797122302158,6.652886945830467,None,0.0,Green waste,66.73990715904485,1.0,4.8124704567712415,7.0,Sewage sludge,11.891665536399234,None,Continuous,2.4185216902002638,50.0,None,None,K₂SO₄,2.1457865217391303,26.094869824161957,95.284985,5.606064678650569,0.8567703366279602,0.2166692853857613,1000000.0
97.0,27.32884658064516,4.369518267118055,Windrow,4.210797122302158,8.300898832982668,DCD,0.0,Byproduct,81.36762272676097,0.0,8.87739772305149,31.0,Sewage sludge,14.626935820267027,None,Continuous,12.3239613649774,76.0,None,Husk,Sodium phosphates,2.1457865217391303,31.38628173747228,96.077855,6.296260897927,0.5468401908874512,0.1709983545872846,24.945664917993795
121.0,27.328846580645163,5.438609965031677,Windrow,4.210797122302158,1.423021771324511,None,0.0,Byproduct,73.44048689021938,0.0,0.0,16.0,Sewage sludge,7.314812645060254,None,None,0.0,0.0,None,Plastic tube pieces,None,2.1457865217391303,15.696026382817248,96.674649,4.725757529358101,0.1120438799262046,0.2210381184086866,1000000.0
28.0,27.32884658064516,8.040022129839262,Trough,4.210797122302158,1.384840853476137,Mg(OH)₂,0.0,Green waste,82.11914457021363,0.0,0.0,16.0,Sewage sludge,23.224177753486664,None,None,0.0,0.0,None,Husk,Biochar,2.1457865217391303,49.83412760190544,96.566739,1.1946325976049104,0.6975668668746948,0.2480470034356324,24.84616942266789
101.0,27.32884658064516,7.902442234056021,Trough,4.210797122302158,3.9952665819236186,Gypsum,0.0,Byproduct,44.38450321395671,0.0,2.806084543172477,27.0,Sewage sludge,13.360837015653654,None,Continuous,10.268955207413867,75.0,None,Woody peat,Ferric salt,2.1457865217391303,28.66950398734288,96.567811,6.648935647715653,0.4906902015209198,0.1817873148826423,29.08513256338649
