Material_Main,Additive_3,Initial Moisture Content (%),Compost volume (m3),Period (d), Composting Method,Turning times,M1_is Enclosed,V3_Ventilation Duration (min),V1_Ventilation Type,Initial C/N (%),Additive_1,Initial pH,Application Rate (%DW),V4_Ventilation Day,Additive_4,Material_2,Initial GI (%),V2_Ventilation Interval (min),Additive_2,V5_Ventilation rate (L/min/kg iniDW),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Goat manure,None,52.36933725093407,0.08,124.0,Reactor,9.0,1.0,36.46455610073874,Intermittent ,7.888568146992873,None,6.356883004732978,0.879216965479166,64.0,None,Woody peat,27.32884658064516,1394.0,None,6.600051855973733,Poultry manure,0.875,6.902497128618764,105.07324099999998,8.155031325925643,0.3534342646598816,0.1611336715677235,28.718948923204294
Goat manure,None,49.88646423813272,0.08,28.0,Reactor,10.0,1.0,28.60265749783417,Intermittent ,39.02728784064775,Ca-superphosphate,8.673465887850684,1.0535759660446042,23.0,None,Sawdust,27.32884658064516,1241.0,Organic acid,6.67126669823919,Byproduct,0.875,34.14887686056678,105.98560199999996,6.915487667663358,0.3531303405761719,0.1632779578533144,24.58019496821412
Goat manure,None,50.765241751846574,0.08,117.0,Trough,15.0,1.0,28.39872342185118,Intermittent ,37.36295217852649,Sand,7.443058598765084,0.2851014609702372,33.0,None,Straw,27.32884658064516,433.0,Inorganic acid,3.348792638742987,Straw,0.875,32.69258315621068,106.692307,7.805309096397466,0.6518933176994324,0.168589309987707,24.06121488401519
Goat manure,None,47.13668345268769,0.08,16.0,Trough,28.0,1.0,50.029020061279546,Intermittent ,25.907428837279323,Inorganic acid,8.499862282817215,4.9650284248372,15.0,None,Woody peat,27.32884658064516,545.0,MgO,9.955196232867175,None,0.875,22.669000232619407,104.840883,6.915487667663358,0.475452184677124,0.1346715503846731,26.12440324963284
Goat manure,None,52.226281365942775,0.08,40.0,Reactor,10.0,1.0,56.170051120012864,Intermittent ,32.81662812271625,Sulfur,10.18543225967207,7.966759694445798,11.0,None,Woody peat,27.32884658064516,626.0,Zeolite,2.9376818077625053,Green waste,0.875,28.71454960737672,103.87806799999998,5.814634610493108,0.6518933176994324,0.1291549829217277,24.53331182832255
Goat manure,None,47.83065737078459,0.08,89.0,Reactor,23.0,1.0,9.133471132720118,Intermittent ,34.54479575023278,Mature compost,11.707806909275831,0.1304053671509146,48.0,None,Sawdust,27.32884658064516,1019.0,Biochar,1.215726877048039,None,0.875,30.226696281453684,105.43033099999998,6.973967577163476,1.201632022857666,0.1417865455517466,25.83812907088062
Goat manure,None,50.996648371693006,0.08,43.0,Trough,28.0,0.0,54.0796172850244,Intermittent ,38.238538165781385,Sodium phosphates,12.05167503467954,0.1622069983125053,14.0,None,Sawdust,27.32884658064516,1002.0,None,1.6504065664470349,Straw,0.875,33.45872089505871,107.963257,7.566781762371264,0.6518933176994324,0.1436115007574658,25.3450620047596
Goat manure,None,43.76601248467647,0.08,54.0,Reactor,4.0,1.0,50.87649521631682,Intermittent ,12.523143658484177,Potassium phosphate,9.185675523854323,0.9651552353644112,43.0,None,Straw,27.32884658064516,1160.0,Organic acid,3.4121391815207005,Green waste,0.875,10.957569860557506,105.53911999999998,6.932009877933105,0.5771534442901611,0.1270998626414291,1000000.0
Goat manure,None,47.62523138246168,0.08,122.0,Windrow,8.0,0.0,6.326084466756279,Intermittent ,13.396916609455054,Phosphogypsum,4.578739708359965,0.4000725438475727,34.0,None,Plastic tube pieces,27.32884658064516,91.0,Zeolite,7.497773064092166,Mature compost,0.875,11.722302033273174,105.47927799999998,7.064114646481791,0.4497004449367523,0.1395948831437722,24.71324416935016
Goat manure,None,48.3926813597016,0.08,90.0,Trough,7.0,1.0,22.029634187119285,Intermittent ,38.99422217076082,Zeolite,7.278162135633707,9.65711581140596,31.0,None,Straw,27.32884658064516,1119.0,Microbiological agent,8.196642384693346,None,0.875,34.119944399415715,104.34810199999998,6.688421013052643,0.4368295073509216,0.1412641614106513,22.15429595431185
Goat manure,None,45.56396844749128,0.08,36.0,Trough,30.0,1.0,25.60222326662937,Intermittent ,11.82070891810563,Calcium magnesium phosphate fertilizer,8.333355124183708,5.702563244835779,31.0,None,Woody peat,27.32884658064516,759.0,None,5.140707334109653,Poultry manure,0.875,10.343120303342427,104.670135,6.915487667663358,0.437636137008667,0.1220074651685791,28.14900012683509
Goat manure,None,51.929777137686685,0.08,121.0,Trough,0.0,1.0,49.05967510303975,Intermittent ,5.744380495189132,MgHPO₄,4.7805836028188375,0.1205934228116456,34.0,None,Sawdust,27.32884658064516,236.0,Ca-superphosphate,3.300039241597103,Green waste,0.875,5.02633293329049,105.38721499999998,7.281732107461278,1.2034538984298706,0.1572645605966955,22.876191199832128
Goat manure,None,77.88944628177967,0.08,40.0,Reactor,5.0,1.0,1.8044900241825856,Intermittent ,43.38711275931982,Labile carbon source,10.433466027313838,0.5170577313621247,14.0,None,Soil,27.32884658064516,1407.0,None,2.841969862549249,Byproduct,0.875,37.96372366440484,103.46086699999998,6.49997606424591,0.6146349906921387,0.1594963373024938,23.5320831323454
Goat manure,None,53.744693035701474,0.08,32.0,Reactor,30.0,1.0,7.197899305394135,Intermittent ,24.668713488456277,Carbonatite,11.15327788872572,4.088977034288778,27.0,None,Sawdust,27.32884658064516,549.0,Zeolite,9.473026295742663,Poultry manure,0.875,21.58512430239924,103.15788899999995,6.915487667663358,0.475452184677124,0.1542680868137297,25.437612182045505
Goat manure,None,53.2686916384944,0.08,110.0,Reactor,11.0,1.0,57.76657729705296,Intermittent ,31.941283827634894,Gypsum,7.256315993769343,0.3606186426739748,36.0,None,Straw,27.32884658064516,1275.0,Zeolite,9.57617241442147,Byproduct,0.875,27.948623349180536,106.34489100000002,6.915487667663358,0.476106733083725,0.1499188074123412,25.751050682931023
Goat manure,None,51.80612895561924,0.08,93.0,Reactor,17.0,1.0,49.37106189883751,Intermittent ,34.30043128459211,Gypsum,6.136848934945792,4.8575608538840935,68.0,None,Straw,27.32884658064516,1399.0,Gypsum,2.481259984019768,None,0.875,30.012877374018096,103.514446,5.943072203200408,0.6494556069374084,0.1314951426677605,24.7653665527473
Goat manure,None,43.92870714443116,0.08,20.0,Reactor,10.0,1.0,5.094927981497004,Intermittent ,31.55616289186499,MgHPO₄,11.172543277999951,0.4261467781823472,5.0,None,Husk,27.32884658064516,718.0,Zeolite,3.569528987905014,Byproduct,0.875,27.611642530381864,104.778379,6.881075563401323,0.609536349773407,0.1678276850749604,28.360718233155858
Goat manure,None,44.34708430612493,0.08,29.0,Windrow,7.0,0.0,9.944483011516407,Intermittent ,13.792688499427149,Urea,9.72472885781703,9.844349286751116,9.0,None,Sawdust,27.32884658064516,547.0,MgO,5.609604225464551,Poultry manure,0.875,12.036732992977576,103.36770599999998,5.2079461419211945,0.3224689662456512,0.1444759023866283,1000000.0
Goat manure,None,51.76287166704421,0.08,103.0,Reactor,12.0,1.0,44.25251717861902,Intermittent ,43.634671434210624,Clay,9.535173974313096,0.3144098581614566,9.0,None,Husk,27.32884658064516,568.0,MgSO₄,6.621609009895194,Byproduct,0.875,38.18033750493429,104.43924,5.7862002745998815,0.3531303405761719,0.1555173943111372,21.439174890824816
Goat manure,None,47.82870620169182,0.08,47.0,Trough,14.0,0.0,45.40522612925745,Intermittent ,44.65330603695256,Ca-superphosphate,8.54853764070014,1.0998114330075082,27.0,None,Woody peat,27.32884658064516,1032.0,Zeolite,9.363280059324726,None,0.875,39.07164278233349,105.560189,6.915487667663358,0.475452184677124,0.1206084475014242,25.568950178295587
Goat manure,None,78.71333082067176,0.08,112.0,Trough,18.0,0.0,9.089104708099542,Intermittent ,24.085340013836998,Mature compost,5.811007271429033,0.2083770582625324,16.0,None,Straw,27.32884658064516,470.0,Microbiological agent,4.709852605244548,None,0.875,21.07467251210737,105.090723,6.915487667663358,0.646418035030365,0.1935142450422816,22.00878638939941
Goat manure,None,47.33660213285081,0.08,48.0,Reactor,1.0,1.0,18.613864348575497,Intermittent ,12.42176717818159,Potassium phosphate,6.367859098040725,0.3848214963521723,6.0,None,Green Waste,27.32884658064516,1380.0,Organic acid,6.045401012738961,Byproduct,0.875,10.86904628090889,104.846788,5.521130051749478,0.16892109811306,0.1499472976474594,21.176405791256126
Goat manure,None,43.589745175330535,0.08,101.0,Trough,11.0,0.0,25.939577378870368,Intermittent ,41.02050162465628,MgCl₂,5.924355953874314,8.880080356779999,75.0,None,Woody peat,27.32884658064516,511.0,MgSO₄,8.928947374057103,Mature compost,0.875,35.89293892157425,103.88795499999998,8.162591186447665,0.476106733083725,0.1242496077176487,25.692718717402887
Goat manure,None,47.929674210803256,0.08,27.0,Windrow,9.0,1.0,24.40888323855523,Intermittent ,28.28171589598366,Lime,4.334776281203468,1.1341455151305544,23.0,None,Straw,27.32884658064516,1378.0,None,6.698673645612011,Green waste,0.875,24.7465014089857,105.06566099999998,6.915487667663358,0.3534342646598816,0.1887293303074641,25.86964821498386
Goat manure,None,52.04893868754894,0.08,72.0,Reactor,21.0,1.0,50.90555873104482,Intermittent ,15.566878457439898,Sodium phosphates,8.7816859894276,7.131009935574406,42.0,None,Woody peat,27.32884658064516,517.0,Organic acid,0.5306891423403826,Byproduct,0.875,13.621018650259913,104.534339,7.794606442603258,0.6518933176994324,0.1058234811791812,27.597278887634417
Goat manure,None,48.15904623120871,0.08,65.0,Windrow,17.0,0.0,23.797666833046502,Intermittent ,38.07484620927774,Ca-superphosphate,6.586314202021147,3.615040789908978,65.0,None,Straw,27.32884658064516,862.0,Zeolite,2.074416581774297,Byproduct,0.875,33.31549043311802,103.36581399999996,5.954919891767394,0.6494556069374084,0.1423469297107794,23.95921202357793
Goat manure,None,47.16771882475732,0.08,57.0,Trough,20.0,0.0,5.594392741642158,Intermittent ,20.879613174111864,Potassium phosphate,10.422524884988356,2.410781810377284,27.0,None,Soil,27.32884658064516,1122.0,MgO,1.0774389726075395,Byproduct,0.875,18.26966152734788,104.99535199999995,7.794606442603258,0.6518933176994324,0.1354599284123822,25.73679920516438
Goat manure,None,51.8281932188248,0.08,91.0,Reactor,14.0,1.0,1.1713397325538466,Intermittent ,14.366725535452709,None,4.54120017234468,6.193249276645924,28.0,None,Woody peat,27.32884658064516,1283.0,None,5.675201076368243,None,0.875,12.57088484352112,104.71419899999997,8.155031325925643,0.3616349101066589,0.1294115198298275,24.03140974275741
Goat manure,None,48.941695568753225,0.08,21.0,Trough,15.0,1.0,13.565436525063175,Intermittent ,21.24142101876981,None,5.323438342105163,1.446716866130851,3.0,None,Sawdust,27.32884658064516,383.0,None,6.135400258631243,Straw,0.875,18.586243391423583,106.29231799999994,6.881075563401323,0.3616349101066589,0.2025726239826265,28.25587749862184
Goat manure,None,76.41825523015109,0.08,110.0,Trough,6.0,0.0,16.802703818607796,Intermittent ,28.54172477470524,Sodium phosphates,6.49992349325626,0.030231281858746,47.0,None,Straw,27.32884658064516,925.0,Potassium phosphate,5.439127036204084,Poultry manure,0.875,24.974009177867085,104.69671800000005,6.932009877933105,0.3298283517360687,0.1992773895305258,22.422714370270224
Goat manure,None,44.05808022634687,0.08,45.0,Trough,16.0,0.0,40.75092379991744,Intermittent ,17.72551945199775,Potassium phosphate,5.134137838900401,3.1371289657199286,30.0,None,Woody peat,27.32884658064516,1186.0,Organic acid,3.5656165384911107,Green waste,0.875,15.509829520498032,104.494128,7.805309096397466,0.6119740605354309,0.1625879587273187,25.053557119051707
Goat manure,None,52.3767816386576,0.08,57.0,Trough,23.0,1.0,55.91250535632718,Intermittent ,17.353925399114942,Mg(OH)₂,5.7377420758101625,0.1087724515323847,2.0,None,Husk,27.32884658064516,889.0,Potassium phosphate,7.965401367031763,Straw,0.875,15.184684724225574,104.168073,5.7862002745998815,0.4289041459560394,0.1714072693414447,24.5803922676636
Goat manure,None,44.36521243454983,0.08,73.0,Reactor,10.0,1.0,29.63791663529176,Intermittent ,11.91876753945423,Gypsum,11.15191895003975,0.1469854170210728,28.0,None,Sawdust,27.32884658064516,421.0,Calcium magnesium phosphate fertilizer,7.496479900731195,Byproduct,0.875,10.428921597022452,105.3292,6.915487667663358,0.9311046600341796,0.1452022750701141,26.26258158496096
Goat manure,None,44.97066142175895,0.08,35.0,Reactor,8.0,1.0,54.57524665285885,Intermittent ,22.59813399203215,Zeolite,5.343275567890033,1.148317160586179,28.0,None,Straw,27.32884658064516,1208.0,MgSO₄,9.35154008249414,Mature compost,0.875,19.77336724302813,105.46423899999998,6.688421013052643,0.4707721769809723,0.182025941514875,25.21741770958386
Goat manure,None,48.53337052450245,0.08,54.0,Reactor,10.0,1.0,40.08377150321458,Intermittent ,33.85990831738232,Calcium magnesium phosphate fertilizer,6.616863218519585,7.410334287027636,37.0,None,Straw,27.32884658064516,817.0,MgO,2.8518827269565463,Green waste,0.875,29.62741977770953,105.346587,6.495038972391152,0.6494556069374084,0.1297252876686215,23.344226883289693
Goat manure,None,51.4792965883313,0.08,72.0,Trough,4.0,1.0,46.38502332995897,Intermittent ,9.229024491994869,Sulfur,9.297210475529448,4.723124502616831,10.0,None,Sawdust,27.32884658064516,248.0,Potassium phosphate,2.7590886944181947,None,0.875,8.075396430495509,104.26973099999998,4.978477782804472,0.6170727014541626,0.1492627369739759,21.415882294134047
Goat manure,None,45.60499352580561,0.08,124.0,Reactor,30.0,1.0,51.354635277229775,Intermittent ,6.062910228884268,MgHPO₄,7.39234036401028,2.5204948511536136,69.0,None,Woody peat,27.32884658064516,171.0,Inorganic acid,2.772058966313191,Green waste,0.875,5.305046450273734,103.719756,7.771725021429168,0.6494556069374084,0.1436780794498645,27.42304808777488
Goat manure,None,52.138308597138575,0.08,126.0,Windrow,18.0,0.0,51.523425522615696,Intermittent ,42.192704034718055,Labile carbon source,7.834271532786586,6.034284441396944,34.0,None,Soil,27.328846580645163,584.0,Potassium phosphate,5.250709419388696,Green waste,0.875,36.918616030378296,103.680789,6.915487667663358,0.3616349101066589,0.1314593650969309,22.63824612723605
Goat manure,None,50.07327442394608,0.08,20.0,Trough,13.0,0.0,51.87243211415212,Intermittent ,41.83422469370511,Mature compost,9.527821290713206,0.1938415935648556,19.0,None,Soil,27.32884658064516,1187.0,None,1.801012722880606,Straw,0.875,36.60494660699197,107.68069199999998,7.18440765543131,0.6494556069374084,0.1366380259625735,28.94342826086254
Goat manure,None,48.834135080155605,0.08,75.0,Windrow,10.0,1.0,32.99191546016763,Intermittent ,18.1084385801836,Ca-superphosphate,5.641622617291066,6.419807051021847,37.0,None,Sawdust,27.32884658064516,898.0,MgO,2.9971212788209,Straw,0.875,15.844883757660652,103.199656,6.495038972391152,0.6494556069374084,0.1611229131799139,24.52987076698376
Goat manure,None,50.33896690901801,0.08,107.0,Windrow,5.0,0.0,40.06806926866967,Intermittent ,39.947122389875965,Sulfur,8.300892030050143,8.645910095394399,35.0,None,Sawdust,27.32884658064516,302.0,Zeolite,8.523779690282712,Poultry manure,0.875,34.95373209114147,104.716231,6.772663913484574,0.4181931912899017,0.1409697544620793,21.94163150404314
Goat manure,None,50.9265838075154,0.08,42.0,Reactor,16.0,1.0,46.457014844849645,Intermittent ,27.68779421107472,MgSO₄,10.451115033226031,0.7927246090584805,31.0,None,Husk,27.32884658064516,1162.0,Potassium phosphate,6.443168934815352,Straw,0.875,24.226819934690376,103.884077,8.155031325925643,0.3624000549316406,0.1516043456093505,26.0889761306486
Goat manure,None,43.49762658716583,0.08,64.0,Reactor,31.0,1.0,55.21841711216707,Intermittent ,29.71792807854897,Lignite,6.209732114983827,0.4121314902775029,45.0,None,Woody peat,27.32884658064516,227.0,Potassium phosphate,7.2086096602917,Green waste,0.875,26.003187068730348,107.90158100000002,6.915487667663358,0.3729714751243591,0.1928191483530502,26.74624354530315
Goat manure,None,70.86707994824243,0.08,49.0,Trough,25.0,0.0,55.83522243525835,Intermittent ,42.17479621580596,Lime,8.02000819616954,0.1170163298822435,23.0,None,Straw,27.32884658064516,841.0,MgO,0.4780943700783413,Byproduct,0.875,36.90294668883021,104.37024000000002,6.973967577163476,0.6494556069374084,0.1500520784577818,25.378593054978477
Goat manure,None,58.27001312628804,0.08,67.0,Reactor,8.0,1.0,36.36094977218383,Intermittent ,32.011513496383586,Urea,8.059742616055598,0.0242393363547801,17.0,None,Sawdust,27.32884658064516,626.0,Microbiological agent,9.016231004190455,Green waste,0.875,28.01007430933564,104.08126800000002,6.688421013052643,0.4738793671131134,0.155661538091905,22.74686324550473
Goat manure,None,65.04988554383516,0.08,48.0,Reactor,4.0,1.0,12.99227230927238,Intermittent ,44.97119060676424,Inorganic acid,5.987892825094112,0.2805012731946745,33.0,None,Soil,27.328846580645163,449.0,Mg(OH)₂,5.139985458063091,Straw,0.875,39.34979178091871,104.001171,6.920424759518118,0.4028156399726867,0.2210357812935092,22.82732401941993
Goat manure,None,52.41342249189079,0.08,103.0,Reactor,11.0,1.0,59.00604079136728,Intermittent ,31.03137083589495,Gypsum,7.66288258571059,8.206423766208202,39.0,None,Straw,27.32884658064516,738.0,Calcium magnesium phosphate fertilizer,5.456645071853501,Byproduct,0.875,27.15244948140808,103.613722,6.915487667663358,1.0398287773132324,0.1226155097413042,22.99221043849231
Goat manure,None,43.95055586298543,0.08,47.0,Trough,1.0,0.0,9.96609414631719,Intermittent ,41.664947962279456,Labile carbon source,6.454988348259303,7.336777745951498,8.0,None,Woody peat,27.32884658064516,791.0,MgSO₄,7.87122403228874,None,0.875,36.45682946699452,103.75240399999996,5.791137366454643,0.3346854448318481,0.1419800543175305,19.82658205129397
Goat manure,None,44.74188549044644,0.08,114.0,Reactor,3.0,1.0,0.0,None,35.45741793363123,Ferric salt,7.128962270065533,0.2145641864477754,0.0,None,Straw,27.32884658064516,0.0,Ca-superphosphate,0.0,Byproduct,0.875,31.025240691927323,102.008783,2.299531373296722,1.3316987752914429,0.2322131748033094,16.55470203853038
Goat manure,None,51.992877630084095,0.08,124.0,Trough,8.0,0.0,33.89565392817591,Intermittent ,29.160042011791692,MgCl₂,5.539664383151804,8.706649047272066,8.0,None,Woody peat,27.32884658064516,192.0,Potassium phosphate,2.091216613433059,Green waste,0.875,25.51503676031773,103.92001799999998,5.179336415159301,0.6497595310211182,0.147994621198249,21.939703952625017
Goat manure,None,63.56950307133795,0.08,85.0,Trough,28.0,0.0,5.207100384798206,Intermittent ,13.514105394181051,Calcium magnesium phosphate fertilizer,8.084624575596447,0.2410410598670354,49.0,None,Soil,27.32884658064516,951.0,Zeolite,5.913000181992437,Mature compost,0.875,11.82484221990842,104.10957600000002,6.915487667663358,0.3616349101066589,0.1309675663048133,28.401520492356514
Goat manure,None,44.27918325475492,0.08,108.0,Reactor,15.0,1.0,5.546953582837735,Intermittent ,10.056083700802716,Sulfur,5.895051113002879,0.1757483228471057,17.0,None,Straw,27.32884658064516,70.0,Zeolite,9.466357138846856,Poultry manure,0.875,8.799073238202377,107.861467,7.645963131948937,0.4746019244194031,0.1636471097193855,24.58406434763851
Goat manure,None,53.97004722400688,0.08,85.0,Trough,23.0,1.0,50.843461902581566,Intermittent ,19.7262025467543,Sand,4.860562652952678,0.863062303930715,30.0,None,Straw,27.32884658064516,1406.0,MgO,4.395188026964989,Poultry manure,0.875,17.260427228410013,104.71219200000002,7.805309096397466,0.6494318842887878,0.1763207802155404,25.367729123506063
Goat manure,None,45.1073341537791,0.08,109.0,Trough,21.0,1.0,24.086217119413767,Intermittent ,38.14957779912576,Mg(OH)₂,8.735136590741295,0.0739156147891773,21.0,None,None,27.32884658064516,359.0,Organic acid,3.976607135556809,Straw,0.875,33.38088057423504,105.52177499999998,6.915487667663358,0.6494556069374084,0.1676961033055239,23.01981721265496
Goat manure,None,45.0038702480126,0.08,120.0,Trough,7.0,1.0,34.35144597601141,Intermittent ,26.697206019877,LB Culture,4.835894923342786,1.2067344320959903,11.0,None,Straw,27.32884658064516,1399.0,Potassium phosphate,5.171335659596805,Green waste,0.875,23.360055267392376,105.40015499999998,5.791137366454643,0.435375452041626,0.1803701209212303,21.43115268968755
Goat manure,None,46.92828804670932,0.08,25.0,Trough,17.0,1.0,13.66218302346986,Intermittent ,40.49466730180346,Gypsum,7.203931489343235,0.5953299390923762,9.0,None,Sawdust,28.65370598505004,541.0,Potassium phosphate,2.0522191724701786,Green waste,0.875,35.432833889078026,106.25036799999994,4.5940653056133565,0.6494556069374084,0.1565481124696641,24.832282298765065
Goat manure,None,68.14124005024894,0.08,80.0,Trough,17.0,1.0,2.2046171389252334,Intermittent ,32.1625655061941,Mature compost,8.301159571048569,0.2348238991341256,10.0,None,Sawdust,27.32884658064516,280.0,MgO,5.287307059890907,Green waste,0.875,28.14224481791984,104.14789300000002,5.7862002745998815,0.3616349101066589,0.1796470572606905,23.88575623919699
Goat manure,None,53.539000103722,0.08,102.0,Reactor,31.0,1.0,11.996952028281694,Intermittent ,5.837406753507239,Gypsum,7.163016277155105,0.7403053593676645,33.0,None,Woody peat,27.32884658064516,1317.0,None,0.2063158317451452,Mature compost,0.875,5.107730909318834,104.45432999999998,6.973967577163476,0.6494556069374084,0.1033659170255506,25.897841066723533
Goat manure,None,50.02997996761557,0.08,23.0,Windrow,18.0,0.0,39.56448188326701,Intermittent ,32.94079232395281,Mature compost,9.262824379515028,1.4308890757482884,0.0,None,Woody peat,27.32884658064516,548.0,None,3.859781555121304,Poultry manure,0.875,28.82319328345871,105.133998,5.7862002745998815,0.6943565011024475,0.1415002733413821,27.78170659895154
