V4_Ventilation Day,V1_Ventilation Type,M1_is Enclosed,Material_Main,Additive_4, Composting Method,V3_Ventilation Duration (min),Additive_2,Period (d),V2_Ventilation Interval (min),Material_2,V5_Ventilation rate (L/min/kg iniDW),Initial pH,Turning times,Initial Moisture Content (%),Additive_1,Compost volume (m3),Additive_3,Application Rate (%DW),Initial GI (%),Initial C/N (%),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,Intermittent ,0.0,Sheep manure,None,Trough,27.646550625978566,MgO,50.0,927.0,Woody peat,3.3115939619500425,8.673306648896943,8.0,46.78978839299769,Mg(OH)₂,0.045,None,0.4282581788059447,27.32884658064516,35.05379359601572,Byproduct,1.97,69.05597338415097,106.033605,5.53188328986038,0.2477695047855377,0.1386386541887427,31.284865062495413
0.0,None,1.0,Sheep manure,None,Reactor,0.0,Zeolite,33.0,0.0,Plastic tube pieces,0.0,7.734948666788836,8.0,46.73550036842102,Urea,0.045,None,5.081338313015163,27.32884658064516,32.281043194778405,None,1.97,63.59365509371346,104.19335799999996,5.567252463103852,0.2677237689495086,0.1909362170517605,25.874063772177077
0.0,None,1.0,Sheep manure,None,Trough,0.0,Biochar,56.0,0.0,None,0.0,5.471267771532351,8.0,46.244177974430585,Microbiological agent,0.045,None,7.183779621296678,27.32884658064516,40.48016654599572,Poultry manure,1.97,79.74592809561156,103.95144100000002,5.300166773990991,0.3353800475597381,0.2012491021245475,23.005013569474645
0.0,None,1.0,Sheep manure,None,Trough,0.0,Inorganic acid,23.0,0.0,Green Waste,0.0,7.579148675678759,5.0,45.604959669319314,Ferric salt,0.045,None,7.29326330441779,27.32884658064516,32.41298910521734,None,1.97,63.85358853727816,104.24612700000004,4.785842441305867,0.1680230647325515,0.2356590916153832,23.76622690394507
27.0,Continuous,1.0,Sheep manure,None,Reactor,55.93971805469759,DCD,115.0,0.0,Woody peat,6.580947028342888,4.6639918677439685,21.0,45.69060669491924,Mature compost,0.045,None,2.122540763022367,27.32884658064516,39.99897841297077,Green waste,1.97,78.79798747355241,104.46103299999996,2.9917290470590907,0.0776804611086845,0.2259134591984431,24.78993222106812
8.0,Continuous,0.0,Sheep manure,None,Windrow,28.8973971612348,Zeolite,73.0,0.0,Sawdust,8.355406198536931,10.176675869241,18.0,46.22026161878468,Microbiological agent,0.045,None,9.635962528179553,27.32884658064516,32.344541341366906,Poultry manure,1.97,63.7187464424928,103.29776799999992,3.863296567963424,0.2860628664493561,0.1919550921109427,26.16547099686685
0.0,None,1.0,Sheep manure,None,Windrow,0.0,Gypsum,41.0,0.0,Husk,0.0,10.745628686824649,0.0,46.28580283379272,MgSO₄,0.045,None,4.815469000032936,27.32884658064516,45.4373375647394,Poultry manure,1.97,89.51155500253662,106.11408800000002,5.300166773990991,0.3331896364688873,0.1940056601043907,21.18867993798091
0.0,None,1.0,Sheep manure,None,Reactor,0.0,Zeolite,71.0,0.0,Soil,0.0,4.926473659058946,31.0,46.479688454719366,Potassium phosphate,0.045,None,8.327852908844445,27.32884658064516,37.44451272068666,None,1.97,73.76569005975271,103.70045799999995,6.437214253509733,0.2638454735279083,0.1899116377850607,25.787424546797645
7.0,Intermittent ,1.0,Sheep manure,None,Windrow,43.41649065389242,Gypsum,38.0,599.0,Sawdust,3.9605105553279216,4.833881020797986,14.0,44.05349334994756,Lignite,0.045,None,6.4081994444784085,27.32884658064516,34.6159325460416,Byproduct,1.97,68.19338711570195,105.605207,6.5670112912513,0.5863733887672424,0.1553066907214104,27.41443116195954
1.0,Continuous,1.0,Sheep manure,None,Trough,51.91179457207837,Zeolite,74.0,0.0,Byproduct,6.605280533895332,11.76207338920664,26.0,44.35336515966944,Ca-superphosphate,0.045,None,4.443593671963467,27.32884658064516,42.981023103102416,Poultry manure,1.97,84.67261551311177,103.49420499999992,3.551694845793956,0.0729941353201866,0.2232855979519928,23.46092145788203
