Material_Main,Turning times,V2_Ventilation Interval (min),M1_is Enclosed, Composting Method,Additive_4,Additive_2,Additive_1,Material_3,Material_2,Additive_3,Period (d),V1_Ventilation Type,V4_Ventilation Day,V3_Ventilation Duration (min),Compost volume (m3),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),Initial Moisture Content (%),Initial TN (%),Initial pH
-0.0237526571056175,-0.005286232142702558,0.004327895424523947,-0.02477953998666223,-0.004594782534151397,0.0,0.0,0.008414585976157697,-0.0018828426436212542,-0.004536583282197588,0.0,-0.0025064503479263066,0.0022781597135870246,-0.001958197679834858,-4.460988265957267e-05,-0.008823430770517894,0.0038594045459365263,-0.008514016541278428,-0.027958839347062937,-0.014254305648908823,-0.026155919420141057,-0.005570353480415163
-0.020502430683892424,-0.0015510520480950954,0.0032662366579596556,-0.018654034601556558,-0.004850060233546526,0.0,0.0,-0.019207685441705136,-0.0019395545711821058,-0.010318184963759315,0.0,-0.0027645938820350297,0.0017092490166291698,-0.0023416975477721647,-0.0006418436984150537,-0.004533820271733687,-0.0004239021874878289,-0.008248205406715179,-0.03142583464727235,-0.013147869875441328,-0.017473219487069806,-0.004601998311459298
-0.02139730962665534,-0.0013554927408417048,0.0033141128446327753,-0.019838299649973155,-0.005034664538479364,0.0,0.0,-0.015689348754293442,-0.0021169174056527517,-0.01047564152924746,0.0,-0.00250285487542118,0.0016173389718947418,-0.0025904563763703165,-0.0005097294751797312,-0.005404167641489723,-0.0019860669321956556,-0.008464850112485447,-0.030694363505947647,-0.013246399669777524,-0.01848464609172094,-0.0009454811629662759
-0.0009368622755390861,0.02127762161402825,0.013687172522792017,0.008379838261142953,0.003509361945947438,0.0,0.0,0.010177120307349175,-0.0010091457360803713,0.0016956977419634162,0.0,0.0014779567379987885,0.004493796142539486,-0.004110036403093497,0.0007444179574172073,-0.004137526898772343,0.022628935241424245,-0.00249350550189306,0.03348304698986155,0.004489654448248804,0.04635761186628468,0.007997066496760144
-0.014784034428683568,0.013176436081260866,0.007821386650218046,0.005808129802472117,0.001845192669385037,0.0,0.0,-0.007531799666877436,-0.001762920788961798,-0.0022184690680006653,0.0,-0.00028632448932806593,-0.0005691221350590911,-0.013378928490855216,-0.0005168820045221613,-0.008287883750063674,-0.032944443736064546,-0.00763502049522774,-0.009634157827691905,-0.008249119026153374,0.004394243666022188,-0.020672857774665945
-0.011675183304497424,0.013219509113625282,0.008457702600345611,0.006192004469322062,0.0019291014489232654,0.0,0.0,-0.0033713158789377097,-0.0017304071552154225,-0.002766701090436508,0.0,-9.537527858992568e-05,0.0005105319564986337,-0.013816969833039618,-0.00039835635576570053,-0.007586186141618229,-0.030502892086810243,-0.007411620819567029,0.004668578969439706,-0.006236248012635565,0.008711997502009957,-0.02156633597652903
-0.0030781990657128516,0.022277962994158206,0.008025003891249076,-0.013604983033979052,-0.007340747782781239,0.0,0.0,-0.006051443894323844,-0.002806076553391963,0.002965495304151893,0.0,0.0034815046537808566,-0.0005854016148759912,0.0024426628688122825,-0.00015106018131086103,0.014362230135314073,0.0017468964821867273,-0.0016829409163352789,0.01294452742598841,0.005042018313603368,-0.002542270764090138,0.0010776093934092028
-0.0030781990657128516,0.022277962994158206,0.008025003891249076,-0.013604983033979052,-0.007340747782781239,0.0,0.0,-0.006051443894323844,-0.002806076553391963,0.002965495304151893,0.0,0.0034815046537808566,-0.0005854016148759912,0.0024426628688122825,-0.00015106018131086103,0.014362230135314073,0.0017468964821867273,-0.0016829409163352789,0.01294452742598841,0.005042018313603368,-0.002542270764090138,0.0010776093934092028
0.015030510121637248,0.0059306726883555025,0.008790156359141337,-0.02276805902520334,0.0018014948226863425,0.0,0.0,0.016953440213691554,-0.0015440249546920923,-0.004785075325196971,0.0,-0.004089773114997954,0.004544878512704045,0.0044677159066293815,0.0006309775382602077,0.006295728095364418,0.009324855794329205,-0.004542647328662388,0.0015322648950527418,-0.0034451605830593934,0.01196374365493831,-0.00017128043467253738
0.004629458135104936,0.001246238310790238,0.0065273102709420055,-0.025381062187286925,7.278502458327915e-05,0.0,0.0,-0.025265489903585018,-0.00222861952996931,-0.009329251514630604,0.0,-0.004645661678495489,-7.81646532275186e-05,0.002111561939570166,-7.914949684717625e-05,-0.001720413479108576,-0.040086157082654186,-0.005226787744170882,-0.0011166521921441236,-0.007313140603073061,-0.007152203191079142,-0.007986075800025083
0.012146068865581762,0.00598247708747916,0.007917087111426198,-0.01633238512128029,0.00043716911539367384,0.0,0.0,-0.004696435890570704,-0.0024022040795141065,-0.007883162735206352,0.0,-0.0007218828928493887,0.004890598775231464,0.002701112144226036,3.7962043020732566e-05,0.0051021765382880105,-0.0018909861277590229,-0.004424065268424246,0.0014893699774342548,0.0005061744790394308,-0.004907889479256388,0.0018108039672805635
0.017566827936380525,0.011073609453683422,0.008088551785517819,-0.016396011539497882,0.000636360899947222,0.0,0.0,-0.0004434069950399806,-0.0016040609063056451,-0.004988693364415039,0.0,0.00036876932846079217,0.004593898507599176,0.0031858850542854475,0.00010720013690379801,0.01068047943017877,0.019408745708229102,-0.0037401452099174825,0.0027125287944835606,0.008675579562541263,-0.0025322309510318816,0.023148218811447678
0.016299547303672692,0.011954735075466082,0.007649860368291992,-0.015429232311420321,0.0002547737828469444,0.0,0.0,-0.002257390262871724,-0.001558267382401493,-0.00410573241942968,0.0,0.0002690081541489052,0.0037558761249834776,0.0029295784531360135,-4.344855363392238e-05,0.009422962807859236,0.01288658488854894,-0.0037385481764618373,0.002660770811756089,0.0073117193136229075,-0.0016013384609436237,0.013994824758440872
0.011193548814777028,0.006133424290130378,0.005924900391199681,-0.019801888050327853,-0.0013749556334195308,0.0,0.0,-0.007267487508849927,-0.0015501428863894163,-0.006973372809220568,0.0,-0.0009432083882428658,0.0030334167259312176,0.002259217137182407,-0.0002774851359195398,0.003796054905451218,-0.021141809530913942,-0.005356665542721866,-0.0008912975366848949,-0.002721652317750686,-0.01029907271973739,-0.02249127005425316
0.020463176454809457,0.028818528634083688,-0.00803628768793477,0.005622507564341674,0.001998809639350775,0.0,0.0,0.008246137157158186,-0.0011055469086744974,0.0013349833058031685,0.0,0.00048755503053309757,-0.00026580300297968616,0.004957639840833017,0.003913410591197101,0.006348897806903176,0.005999785399882815,0.018856781368045705,6.813334004420343e-05,0.0015599133059966519,-0.007618043038782845,0.021169795082941336
0.018383782313649347,0.024593368151107044,-0.007060637589663603,0.005352445094284645,0.0019270922262524326,0.0,0.0,-0.014838873219554415,-0.0016487800749545815,-0.0073008620742495735,0.0,0.0002568263002440462,-0.0005370203038213891,0.006814866123088813,0.005384640187300041,0.006949100941775454,-0.000738707154889613,0.02105812209336727,-0.0058537752299739985,0.0012058033165583083,-0.004325022158918601,0.022658491146298993
0.01838164298232539,0.024450377788869524,-0.006724643736507724,0.004781613911444046,0.00184930380521005,0.0,0.0,-0.012378405600958266,-0.0017034834189033213,-0.004808131425822074,0.0,-0.00028490871348232173,-0.000728418645833688,0.005148518308143293,0.006373434203735109,0.005568298613315465,-0.003142546801072944,0.018488313901187478,-0.008798933290666253,0.002371829758378832,-0.003240645260176519,0.015735908492247874
