V5_Ventilation rate (L/min/kg iniDW),Additive_4,Initial C/N (%),Compost volume (m3),Additive_1,Material_2,Additive_2,Initial pH,Application Rate (%DW),V2_Ventilation Interval (min),Initial GI (%),V4_Ventilation Day,M1_is Enclosed,V3_Ventilation Duration (min), Composting Method,Initial Moisture Content (%),Turning times,Material_3,Additive_3,Period (d),V1_Ventilation Type,Material_Main,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,None,20.474771418874038,0.08,Inorganic acid,Woody peat,Inorganic acid,5.887200412984062,2.5627073789509893,0,27.32884658064516,0.0,0.0,0,Windrow,55.781895871484394,23.0,Poultry manure,None,73.0,None,Goat manure,0.875,17.91542499151479,101.97445399999997,8.84826032163788,0.3125980794429779,0.15719223377336902,20.552322948358725
0.0,None,33.0,0.08,MgSO₄,Byproduct,Zeolite,6.038947531259144,2.2066091820849234,0,27.32884658064516,0.0,1.0,0,Reactor,65.85753769735118,12.0,Mature compost,None,15.0,None,Goat manure,0.875,28.875,103.64370499999997,7.0399417672536275,0.2906292974948883,0.20478615330382727,1000000.0
1.226573502292818,None,35.149685208546195,0.08,Sand,Byproduct,Gypsum,6.467464731266418,5.47901072954178,0,27.32884658064516,13.0,0.0,0,Trough,60.0,12.0,Poultry manure,None,14.0,Continuous,Goat manure,0.875,30.755974557477924,103.19563999999997,7.356619248703488,0.29775652289390564,0.19727623907437888,26.801283504700518
0.0,None,22.0,0.08,Lignite,Woody peat,Zeolite,7.0,4.556078878965652,0,27.32884658064516,0.0,0.0,0,Windrow,64.29688999923643,23.0,None,None,84.0,None,Goat manure,0.875,19.25,102.48088399999996,8.93578876411219,0.3270852565765381,0.1527883259758057,1000000.0
0.5208419329277589,None,29.30718653056479,0.08,Clay,None,Ca-superphosphate,6.0,2.16481113666766,0,27.32884658064516,48.0,0.0,0,Windrow,67.9068155215456,24.0,Mature compost,None,54.0,Continuous,Goat manure,0.875,25.643788214244193,102.34811899999994,7.0746151072182775,0.3348580300807953,0.18785529008537985,24.18860340502261
0.33431367216352004,None,24.510470467447306,0.08,Urea,Green Waste,Microbiological agent,5.301029233066521,4.543600791742609,0,27.32884658064516,18.0,0.0,0,Windrow,59.0,23.0,None,None,50.0,Continuous,Goat manure,0.875,21.44666165901639,103.51875899999996,8.384665202271893,0.3710944056510925,0.1765112113600607,24.875754453272556
0.5753600757478616,None,20.009352359510206,0.08,Urea,Sawdust,Microbiological agent,8.0,4.1316530839985735,0,27.32884658064516,65.0,0.0,0,Trough,56.576873239038065,29.0,Mature compost,None,71.0,Continuous,Goat manure,0.875,17.50818331457143,102.51434399999997,10.120863635374892,0.3581021726131439,0.190047659417108,26.86729895734231
0.057006127570435,None,33.0,0.08,Ferric salt,Green waste,Potassium phosphate,7.146573012125528,2.959480311347951,0,27.32884658064516,27.0,1.0,0,Windrow,64.92679040867112,25.0,Mature compost,None,82.0,Continuous,Goat manure,0.875,35.0,103.35849899999998,10.122104023939658,0.360046923160553,0.1926476122854649,1000000.0
1.21265828275243,None,39.50617790392165,0.08,Forsterite,Soil,MgO,6.0,4.6754864059825545,0,27.32884658064516,33.0,0.0,0,Trough,61.33244707360803,26.0,None,None,47.0,Continuous,Goat manure,0.875,34.56790566593145,103.41454899999997,7.0746151072182775,0.3672007620334625,0.1989848434263737,26.942699651972703
0.0,None,38.0,0.08,Forsterite,Byproduct,DCD,6.0,5.7510625576877485,0,27.32884658064516,0.0,0.0,0,Windrow,57.60860686723375,28.0,None,None,128.0,None,Goat manure,0.875,33.25,106.01501399999997,9.013872512249364,0.3132436275482178,0.14884003042504346,1000000.0
0.7159664972746906,None,26.0,0.08,K₂SO₄,Plastic tube pieces,None,7.3885731449885075,4.075819507026049,0,27.32884658064516,19.0,0.0,0,Windrow,52.0,30.0,None,None,39.0,Continuous,Goat manure,0.875,35.0,103.42924899999998,8.384665202271893,0.3587477207183838,0.17673277923366065,1000000.0
0.0,None,20.0,0.08,Sodium phosphates,Byproduct,MgO,6.58962561078337,4.562148514381646,0,27.32884658064516,0.0,1.0,0,Reactor,56.0,13.0,Mature compost,None,46.0,None,Goat manure,0.875,17.5,102.34862699999998,6.952413324779317,0.2802866399288177,0.18746680107155755,1000000.0
0.18460342394489704,None,21.31038789321805,0.08,Phosphogypsum,Byproduct,DCD,5.450430174089683,2.7710509496551223,0,27.32884658064516,6.0,0.0,0,Windrow,62.403562746595256,15.0,Green waste,None,16.0,Continuous,Goat manure,0.875,18.64658940656579,104.77696699999993,7.356619248703488,0.32915985584259033,0.1928154720496454,26.66496662957435
0.5531818761006901,None,32.92623250153505,0.08,Calcium magnesium phosphate fertilizer,Byproduct,Potassium phosphate,7.329253709834106,2.5911244451808466,0,27.32884658064516,49.0,0.0,0,Trough,65.79753930576358,29.0,None,None,65.0,Continuous,Goat manure,0.875,28.810453438843165,105.11905099999996,10.239831373481806,0.36154082417488104,0.19390428515540706,24.688040373395648
0.4928723906105279,None,33.93872868324513,0.08,MgO,Byproduct,Zeolite,7.0,2.299343346388163,0,27.32884658064516,58.0,0.0,0,Windrow,69.0,29.0,Green waste,None,121.0,Continuous,Goat manure,0.875,29.69638759783949,104.35798399999996,10.122104023939658,0.3867594599723816,0.17992850501747812,24.966743922624108
0.0,None,32.87392645687779,0.08,Mature compost,Byproduct,MgSO₄,7.0,2.8557128773401645,0,27.32884658064516,0.0,1.0,0,Windrow,50.83266199650568,22.0,Poultry manure,None,79.0,None,Goat manure,0.875,28.764685649768065,102.63891299999996,8.93578876411219,0.2809321880340576,0.18415930227790586,18.59098164983451
0.2561237529984384,None,37.46786286157389,0.08,MgCl₂,Husk,MgO,8.0,6.710828509316312,0,27.32884658064516,51.0,0.0,0,Windrow,62.629175094257754,13.0,Mature compost,None,61.0,Continuous,Goat manure,0.875,32.784380003877146,104.64131099999996,9.532007369055103,0.327779620885849,0.17341928002868115,25.62452108861498
0.0,None,22.0,0.08,LB Culture,Sawdust,MgO,6.0,9.602341048888293,0,27.32884658064516,0.0,0.0,0,Trough,64.09457211921632,27.0,None,None,104.0,None,Goat manure,0.875,19.25,102.89743899999996,9.013872512249364,0.3372848629951477,0.13990528407852154,1000000.0
0.030637300113004917,None,24.41615467235,0.08,Gypsum,Green Waste,DCD,8.0,2.572833367551109,0,27.32884658064516,47.0,0.0,0,Windrow,57.0,16.0,None,None,97.0,Continuous,Goat manure,0.875,21.36413533830625,103.54728199999994,9.259670260982736,0.3024472892284393,0.1795553843892967,24.32724995726773
0.0,None,26.900822312746538,0.08,Microbiological agent,Plastic tube pieces,Mg(OH)₂,8.0,6.0258822347875265,0,27.32884658064516,0.0,0.0,0,Trough,60.73962763596079,31.0,Green waste,None,133.0,None,Goat manure,0.875,23.538219523653225,102.92035899999996,9.013872512249364,0.3620783388614655,0.16207248818459633,20.584461363293922
1.7348340658813808,None,22.515471348860512,0.08,Urea,Byproduct,MgO,7.966095848390273,4.956646755651753,0,27.32884658064516,52.0,0.0,0,Trough,62.0,28.0,Mature compost,None,64.0,Continuous,Goat manure,0.875,19.701037430252946,104.49946699999997,8.38371751952556,0.546222984790802,0.1931699163411834,25.537008238236407
0.0,None,33.0,0.08,Ca-superphosphate,Green Waste,MgSO₄,6.0,2.633547808840383,0,27.32884658064516,0.0,0.0,0,Windrow,67.10449478085332,17.0,Green waste,None,94.0,None,Goat manure,0.875,28.875,102.40857899999996,8.93578876411219,0.31530070304870605,0.15692351317212128,1000000.0
0.0,None,18.0,0.08,Lime,Green Waste,Microbiological agent,6.0,5.023011947211356,0,27.32884658064516,0.0,0.0,0,Trough,59.476689587057045,14.0,Mature compost,None,47.0,None,Goat manure,0.875,15.75,103.53317899999996,7.205553957865111,0.2917302846908569,0.16838836871063542,1000000.0
0.4812375233854032,None,35.0,0.08,Labile carbon source,Byproduct,Mg(OH)₂,7.1463258688012345,3.58977083777525,0,27.32884658064516,80.0,0.0,0,Windrow,64.26794456509533,12.0,None,None,81.0,Continuous,Goat manure,0.875,30.625,104.39341299999997,9.094058070371254,0.3107288479804993,0.17890148324014266,1000000.0
0.0,None,33.0,0.08,MgSO₄,Green Waste,Mg(OH)₂,6.0,2.2103664841539965,0,27.32884658064516,0.0,1.0,0,Trough,62.90782386004269,15.0,Mature compost,None,102.0,None,Goat manure,0.875,28.875,103.18408099999996,9.295876653734574,0.29060834646224976,0.21989618441309566,1000000.0
1.7056285086636525,None,33.31823812544959,0.08,Zeolite,Straw,Organic acid,5.32904291530351,3.915565293770949,0,27.32884658064516,23.0,0.0,0,Trough,58.16190485369569,14.0,Mature compost,None,31.0,Continuous,Goat manure,0.875,29.15345835976839,103.86294399999996,8.56889162103464,0.5158001184463501,0.19043456351416493,27.443609021156693
0.0,None,28.0,0.08,Clay,Husk,Potassium phosphate,7.664255951153393,3.3940708244691318,0,27.32884658064516,0.0,0.0,0,Windrow,62.14851203403038,31.0,None,None,121.0,None,Goat manure,0.875,24.5,102.79275399999996,8.93578876411219,0.32773080468177795,0.15371707317643474,1000000.0
0.0,None,39.922461160902856,0.08,Sulfur,Byproduct,None,7.707271101094905,6.4641918180388425,0,27.32884658064516,0.0,0.0,0,Trough,63.0,10.0,Mature compost,None,14.0,None,Goat manure,0.875,34.93215351578999,104.04368999999996,6.12859694070902,0.28013506531715393,0.15207086883936596,24.070975404388186
1.018136581658613,None,28.0,0.08,Zeolite,Soil,Organic acid,8.0,2.8272405206981075,0,27.32884658064516,39.0,0.0,0,Windrow,66.12989641822548,25.0,Mature compost,None,78.0,Continuous,Goat manure,0.875,24.5,104.34281399999996,10.287716214551141,0.3732338547706604,0.20841732215077052,1000000.0
0.5897855744371525,None,28.54529305820561,0.08,Ferric salt,None,Potassium phosphate,8.0,2.92238372011832,0,27.32884658064516,58.0,0.0,0,Windrow,56.980558966197215,15.0,Green waste,None,84.0,Continuous,Goat manure,0.875,24.977131425929908,103.18029499999994,10.569720356036349,0.3579820692539215,0.1807787680222332,26.118412229533554
0.0,None,33.0,0.08,Lime,Sawdust,Inorganic acid,6.9744878016087055,5.577674635576893,0,27.32884658064516,0.0,0.0,0,Trough,50.06123056771565,25.0,Mature compost,None,31.0,None,Goat manure,0.875,28.875,103.26997399999996,6.670409183294106,0.3010028600692749,0.15742283111072622,1000000.0
0.0,None,30.0,0.08,Lignite,Green waste,None,7.364957218064553,3.963458810794667,0,27.32884658064516,0.0,0.0,0,Trough,54.61728331233915,16.0,Mature compost,None,19.0,None,Goat manure,0.875,26.25,102.60765399999997,7.0399417672536275,0.28013506531715393,0.18470503155083895,1000000.0
0.016659268983719944,None,37.0,0.08,Labile carbon source,Sawdust,Potassium phosphate,7.0,2.6817729523647387,0,27.32884658064516,63.0,0.0,0,Windrow,52.0,17.0,Poultry manure,None,106.0,Continuous,Goat manure,0.875,32.375,103.65601399999996,10.287716214551141,0.3297756016254425,0.1766943530491178,1000000.0
0.0,None,16.272285782597216,0.08,Carbonatite,Green Waste,MgO,5.049693141309924,3.8463697522531497,0,27.32884658064516,0.0,1.0,0,Windrow,69.0,24.0,None,None,63.0,None,Goat manure,0.875,14.238250059772565,102.45028299999996,8.465392957601205,0.33032169938087463,0.1687262466167912,19.79484952347335
0.0,None,12.140452127775973,0.08,LB Culture,Byproduct,MgSO₄,7.0,4.381369866910155,0,27.32884658064516,0.0,1.0,0,Trough,64.0,19.0,None,None,87.0,None,Goat manure,0.875,10.622895611803976,103.57196499999996,9.10140095472367,0.28556424379348755,0.17402754390537895,22.05451895277615
0.0,None,37.02459921908153,0.08,Labile carbon source,Woody peat,None,6.142244485624353,9.697504390021562,0,27.32884658064516,0.0,0.0,0,Windrow,69.86168457400181,18.0,None,None,95.0,None,Goat manure,0.875,32.39652431669635,102.588379,8.93578876411219,0.2877910435199737,0.13638024602826554,18.709916728606824
0.7077736593786075,None,27.58494073188909,0.08,Phosphogypsum,Sawdust,Zeolite,6.1214709303641035,3.789294892699092,0,27.32884658064516,48.0,0.0,0,Trough,62.0,17.0,None,None,80.0,Continuous,Goat manure,0.875,24.13682314040296,102.48726399999997,10.122104023939658,0.3244393169879913,0.18712530822064832,25.733543028272788
1.5997243330320878,None,10.639304053746166,0.08,None,Straw,None,8.0,4.158823545903844,0,27.32884658064516,61.0,1.0,0,Reactor,55.00512520506635,28.0,None,None,91.0,Continuous,Goat manure,0.875,9.309391047027894,102.25762799999998,10.276207535081594,0.5529488921165466,0.18257993663592506,28.58712734572441
0.0,None,28.133822361814108,0.08,Sodium phosphates,Straw,Inorganic acid,7.0,2.0871177484217642,0,27.32884658064516,0.0,1.0,0,Reactor,54.0,21.0,Mature compost,None,105.0,None,Goat manure,0.875,24.61709456658735,102.92565099999996,9.013872512249364,0.2684861719608307,0.21426491342529308,21.54177430535668
0.9743728313632029,None,28.75688108624637,0.08,Urea,Husk,Biochar,5.8495911440472765,6.6778086960219225,0,27.32884658064516,57.0,0.0,0,Windrow,52.926694658758954,24.0,None,None,92.0,Continuous,Goat manure,0.875,25.16227095046557,101.95273399999996,8.812053928886042,0.3493441939353943,0.17656570111070172,24.850747759448762
1.4854694998160545,None,39.97385276233399,0.08,MgCl₂,Soil,Microbiological agent,6.044395067120039,2.595586824179969,0,27.32884658064516,81.0,0.0,0,Windrow,66.0,17.0,Mature compost,None,86.0,Continuous,Goat manure,0.875,34.977121167042235,104.08231399999997,10.122104023939658,0.3216462135314941,0.19450573436108334,1000000.0
0.2125224946160591,None,32.62618745264749,0.08,Microbiological agent,Byproduct,Ca-superphosphate,7.0,5.1740927980104745,0,27.32884658064516,36.0,0.0,0,Windrow,60.0,31.0,Green waste,None,102.0,Continuous,Goat manure,0.875,28.54791402106655,104.76149299999996,8.977666119497524,0.3745628297328949,0.185457579895576,24.80197394114077
0.0,None,25.0,0.08,LB Culture,Sawdust,Microbiological agent,5.434008162627329,4.022481922680647,0,27.32884658064516,0.0,0.0,0,Trough,62.0,30.0,None,None,115.0,None,Goat manure,0.875,21.875,103.87711899999996,8.93578876411219,0.3371332883834839,0.15344280981895184,1000000.0
0.0,None,27.00258442644925,0.08,Calcium magnesium phosphate fertilizer,None,Potassium phosphate,6.0,2.7472667542842593,0,27.32884658064516,0.0,0.0,0,Windrow,60.0,19.0,Mature compost,None,58.0,None,Goat manure,0.875,23.627261373143092,104.05483399999996,8.999312445508766,0.2952140867710113,0.15597289822789487,20.833882595374345
