V4_Ventilation Day,V2_Ventilation Interval (min),M1_is Enclosed,Additive_4,Additive_2,Material_2,Additive_3, Composting Method,Initial C/N (%),Application Rate (%DW),Initial pH,Turning times,Initial Moisture Content (%),Additive_1,Compost volume (m3),Initial GI (%),Material_Main,Period (d),V3_Ventilation Duration (min),V1_Ventilation Type,Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
63.0,215.0,1.0,None,Organic acid,Sawdust,None,Windrow,26.77006190160181,4.934935174820605,7.6787852383208,11.0,67.94569106557923,Gypsum,0.045,27.32884658064516,Sheep manure,107.0,57.89427643578739,Intermittent ,Green waste,1.5441197664791126,1.97,52.737021946155565,95.83243999999996,6.495431224066563,1.1083029508590698,0.18049009337664013,27.854877809208666
27.0,1405.0,1.0,None,Gypsum,Woody peat,None,Reactor,13.354744758119645,3.9329539970823686,5.37211369026166,20.0,68.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,60.0,59.28381248097085,Intermittent ,None,0.967975518466656,1.97,26.308847173495693,95.80939999999997,5.820975608373747,1.1608786582946775,0.14931220414417526,28.335942782889678
35.0,0.0,1.0,None,Mg(OH)₂,Byproduct,None,Reactor,17.954578837288214,8.023838400069046,5.349158842939684,1.0,58.647087187616656,Lignite,0.045,27.32884658064516,Sheep manure,48.0,0.0,Continuous,Green waste,0.7062611444609723,1.97,35.37052030945779,95.30511900000002,1.2626818630420371,1.293746829032898,0.1904376015285565,19.398400546722268
74.0,0.0,1.0,None,Potassium phosphate,Byproduct,None,Reactor,15.670931917554718,2.5653799077626704,7.0,1.0,51.37281666032674,Calcium magnesium phosphate fertilizer,0.045,27.32884658064516,Sheep manure,88.0,0.0,Continuous,Byproduct,0.15493092965016042,1.97,30.871735877582797,95.31560000000002,0.9239539177389806,1.2653614282608032,0.17957931744168287,21.095384072658288
21.0,202.0,0.0,None,MgO,None,None,Windrow,37.70074820735978,8.715487988299783,7.0,9.0,53.20904501838437,Inorganic acid,0.045,27.32884658064516,Sheep manure,57.0,57.85242095161696,Intermittent ,Green waste,1.43057502720891,1.97,74.27047396849876,95.40950399999998,5.958357379598312,1.1010640859603882,0.1583173568631586,24.041698189935
46.0,226.0,0.0,None,Mg(OH)₂,Plastic tube pieces,None,Windrow,25.0,2.8313134698718936,6.0,28.0,66.0,MgSO₄,0.045,27.32884658064516,Sheep manure,69.0,57.7467322768694,Intermittent ,Green waste,1.7722497363655485,1.97,49.25,95.70857199999996,4.890213019445324,1.1608786582946775,0.15353330937051765,1000000.0
17.0,0.0,0.0,None,DCD,Byproduct,None,Windrow,36.71883162237758,6.15085964625193,7.0,25.0,69.7424215902101,Clay,0.045,27.32884658064516,Sheep manure,43.0,0.0,Continuous,None,0.03560423815082458,1.97,72.33609829608383,95.52712200000002,3.3589568729450114,1.2908185720443726,0.2101410442300042,24.644333851138835
33.0,1212.0,0.0,None,Zeolite,None,None,Windrow,22.13637487199607,3.6382102372658913,6.0,29.0,58.57611087158437,MgHPO₄,0.045,27.32884658064516,Sheep manure,69.0,59.34735093913145,Intermittent ,Mature compost,0.8721690142616221,1.97,43.60865849783225,95.77991899999995,7.339196955277009,1.1608786582946775,0.14399346013972322,24.65418173358293
27.0,1192.0,1.0,None,Zeolite,Sawdust,None,Trough,18.0,9.22865561448013,6.0,22.0,62.527227782956324,Inorganic acid,0.045,27.32884658064516,Sheep manure,48.0,59.74567155333767,Intermittent ,None,1.0738258142128887,1.97,35.46,96.14157099999996,6.458877543888588,1.1010640859603882,0.1557680475484555,1000000.0
23.0,1154.0,1.0,None,None,Byproduct,None,Trough,38.79792788993769,8.826444648851322,7.0,20.0,61.30827328170608,None,0.045,27.32884658064516,Sheep manure,42.0,58.51452627426478,Intermittent ,Poultry manure,0.8191045824927061,1.97,76.43191794317725,95.69894899999996,6.0666393684638615,1.0981645584106443,0.1652395735545602,26.115113441545468
11.0,942.0,0.0,None,DCD,Soil,None,Trough,20.050065588758926,6.16980838011647,7.235249660095342,13.0,57.0,MgHPO₄,0.045,27.32884658064516,Sheep manure,24.0,56.759126191903924,Intermittent ,Straw,1.0265442917729093,1.97,39.49862920985508,95.51626699999996,6.342388583219766,0.8462948799133301,0.16731718980409982,1000000.0
31.0,0.0,0.0,None,None,Byproduct,None,Trough,32.82162999288152,6.157267007657762,7.825883775935861,7.0,55.346944197896455,None,0.045,27.32884658064516,Sheep manure,52.0,0.0,Continuous,Straw,0.9564373417553462,1.97,64.65861108597659,95.52712200000002,3.0546107255419748,1.234438180923462,0.2531166367775584,24.543210761485753
74.0,0.0,1.0,None,DCD,Byproduct,None,Reactor,30.129506749870053,6.281645140534216,7.0,25.0,66.70369670006892,Urea,0.045,27.32884658064516,Sheep manure,129.0,0.0,Continuous,Green waste,1.7471883528828036,1.97,59.35512829724399,95.87626600000002,0.3552910819453958,1.3758702278137207,0.2220779193520501,26.14959140690701
51.0,860.0,1.0,None,MgO,Plastic tube pieces,None,Trough,14.195836707420865,5.5426692160658355,6.0,20.0,57.88259922751422,MgSO₄,0.045,27.32884658064516,Sheep manure,52.0,57.0617843628125,Intermittent ,Straw,0.5477332383012377,1.97,27.965798313619104,95.56830799999994,6.133992228655077,0.8462948799133301,0.14279292149997252,28.700904273015798
44.0,0.0,0.0,None,DCD,Byproduct,None,Trough,29.367475482641765,7.561056792471822,7.0,2.0,57.82706808300708,Lime,0.045,27.32884658064516,Sheep manure,132.0,0.0,Continuous,Mature compost,0.2614695755690466,1.97,57.85392670080428,96.22573500000004,2.6858803951087986,1.293746829032898,0.18725238519117388,18.28226219195248
0.0,0.0,1.0,None,MgSO₄,Byproduct,None,Trough,34.3953011142921,7.691484702031341,7.0,3.0,57.33989096809781,Ca-superphosphate,0.045,27.32884658064516,Sheep manure,61.0,0.0,None,None,0.0,1.97,67.75874319515545,94.963862,2.102700957827827,0.4179472029209137,0.2214804988215247,16.30561772359713
37.0,0.0,1.0,None,DCD,Byproduct,None,Reactor,29.45933726826129,3.6560712607278183,6.7439156246912715,9.0,64.59007202889734,K₂SO₄,0.045,27.32884658064516,Sheep manure,103.0,0.0,Continuous,Green waste,1.395212698452045,1.97,58.03489441847474,95.460986,0.510358925104031,1.2653614282608032,0.23600916381115736,23.593893844927717
8.0,876.0,0.0,None,Calcium magnesium phosphate fertilizer,Plastic tube pieces,None,Windrow,33.094146515850376,5.634608562075035,6.0,16.0,61.9646495407778,Lignite,0.045,27.32884658064516,Sheep manure,18.0,57.75656532772807,Intermittent ,Mature compost,0.3181282858609118,1.97,65.19546863622524,95.68803199999996,7.340172084666497,1.1277248859405518,0.13841108192890794,26.86673660859339
37.0,36.0,1.0,None,Organic acid,Soil,None,Windrow,26.99128706858049,4.292083826051325,7.0,19.0,64.95268367543284,Labile carbon source,0.045,27.32884658064516,Sheep manure,105.0,58.802528322092655,Intermittent ,Poultry manure,0.3926054447592955,1.97,53.17283552510356,95.58447199999996,5.820975608373747,1.1577814817428589,0.18268025091787005,26.15907041454195
54.0,0.0,1.0,None,Microbiological agent,Byproduct,None,Windrow,33.43702474526363,8.50976598482349,7.0,9.0,59.6406179032973,Clay,0.045,27.328846580645166,Sheep manure,56.0,0.0,Continuous,Poultry manure,0.8217931759527071,1.97,65.87093874816935,95.89047200000005,2.8959815694376565,1.293746829032898,0.2300811092791229,26.60428647500592
74.0,481.0,1.0,None,Gypsum,Green waste,None,Trough,23.12519582597741,4.909093100500511,7.0,2.0,68.0,Zeolite,0.045,27.32884658064516,Sheep manure,107.0,59.290344057386854,Intermittent ,Mature compost,1.9306487101266394,1.97,45.5566357771755,95.66800099999996,7.699872202666159,1.0931650400161743,0.14222101507479998,1000000.0
16.0,1055.0,0.0,None,Organic acid,None,None,Windrow,33.26751775705131,8.99247051597699,7.0,19.0,55.573738177362245,Calcium magnesium phosphate fertilizer,0.045,27.32884658064516,Sheep manure,42.0,59.05081903285895,Intermittent ,Byproduct,0.8499210250394351,1.97,65.53700998139108,95.40950399999998,7.701279068587411,1.1010640859603882,0.1532772080736109,24.777602739362607
61.0,588.0,1.0,None,Inorganic acid,None,None,Trough,25.635123536897225,3.1868722626012085,7.857868499647468,15.0,64.0,Gypsum,0.045,27.32884658064516,Sheep manure,88.0,58.33278015875082,Intermittent ,Straw,1.6965694940777991,1.97,50.50119336768754,95.58447199999996,5.820975608373747,1.0486382246017456,0.1553259505014466,26.50366220724477
42.0,768.0,1.0,None,Gypsum,Plastic tube pieces,None,Windrow,22.609938417938853,8.463860323368408,6.234291591309787,10.0,56.0,Sulfur,0.045,27.32884658064516,Sheep manure,90.0,58.909883193374434,Intermittent ,None,1.435228124800363,1.97,44.541578683339516,95.78780099999996,6.495804379168804,1.085926175117493,0.13414782672704295,25.20652104563323
82.0,156.0,1.0,None,None,Sawdust,None,Trough,19.720446301101717,3.0499948180045093,5.5612679303097154,10.0,69.0,Potassium phosphate,0.045,27.32884658064516,Sheep manure,82.0,59.43439778717214,Intermittent ,Byproduct,1.1481014385250574,1.97,38.849279213170384,95.75735899999997,7.127383439973178,1.1584426164627075,0.17119089059053913,29.48778879685955
23.0,193.0,1.0,None,Mg(OH)₂,Byproduct,None,Windrow,13.047730363169748,6.2018950167266285,5.861555496755134,29.0,64.0,Carbonatite,0.045,27.32884658064516,Sheep manure,58.0,57.10624654206318,Intermittent ,Green waste,1.8798754340602453,1.97,25.704028815444406,95.78826699999996,6.263051299204927,1.1039670705795288,0.15807343329553147,25.316743943444482
8.0,409.0,1.0,None,DCD,None,None,Windrow,29.949441520858407,6.9600517336671555,6.717799557552771,7.0,67.74425917606634,Clay,0.045,27.32884658064516,Sheep manure,17.0,57.89760159203875,Intermittent ,Poultry manure,0.4744348716551468,1.97,59.00039979609105,95.60108999999996,6.1404141408259125,1.1217247247695925,0.20252533284993365,24.71382021522476
55.0,0.0,1.0,None,Mg(OH)₂,Byproduct,None,Windrow,30.657829599275995,4.090919291782367,5.360511787125115,30.0,52.0,Organic acid,0.045,27.32884658064516,Sheep manure,119.0,0.0,Continuous,Mature compost,0.24925238635653124,1.97,60.39592431057371,95.111842,2.0169579573789878,1.2653614282608032,0.19436427599795167,22.783729850908877
34.0,0.0,1.0,None,MgO,Byproduct,None,Reactor,16.33168082563892,8.073808926742664,7.0,27.0,53.79835271946935,Sodium salt,0.045,27.32884658064516,Sheep manure,45.0,0.0,Continuous,Straw,1.7774978169329605,1.97,32.17341122650867,94.930762,2.7445259940355657,1.2653615474700928,0.18612370581625626,30.573480504479647
30.0,1068.0,0.0,None,None,Green waste,None,Trough,12.824707440921099,3.22388208732423,7.989059724160747,28.0,52.57884949680736,Lignite,0.045,27.32884658064516,Sheep manure,92.0,55.95875722772561,Intermittent ,Green waste,1.2200220530445338,1.97,25.26467365861457,95.03127999999997,5.446039268853105,1.1608786582946775,0.14894583033042152,26.040706601969827
20.0,468.0,0.0,None,Inorganic acid,Plastic tube pieces,None,Trough,14.0,5.64163912142833,7.0,21.0,52.58515982233489,Ferric salt,0.045,27.32884658064516,Sheep manure,60.0,54.363827929995615,Intermittent ,Green waste,0.4662285193354325,1.97,27.58,95.27924799999997,6.182556218602649,1.1039670705795288,0.15984616954247452,1000000.0
8.0,0.0,1.0,None,Biochar,Byproduct,None,Reactor,36.545000048397924,5.4055693808990695,7.041858074404668,3.0,65.21643132997292,Organic acid,0.045,27.32884658064516,Sheep manure,25.0,0.0,Continuous,None,1.366116533684834,1.97,71.99365009534391,94.945848,3.164461395123936,1.3161472082138062,0.2380473231372243,22.6165564300624
31.0,209.0,1.0,None,Microbiological agent,Husk,None,Reactor,17.0,6.233284365022337,6.0,3.0,59.0,Mature compost,0.045,27.32884658064516,Sheep manure,62.0,57.5797763474034,Intermittent ,None,1.737257057985107,1.97,33.49,96.04784699999996,6.1404141408259125,1.1039670705795288,0.14008239143566156,1000000.0
17.0,0.0,1.0,None,Potassium phosphate,Byproduct,None,Reactor,11.340108415515894,8.945765186465941,5.0,3.0,63.0,Urea,0.045,27.32884658064516,Sheep manure,21.0,0.0,Continuous,Byproduct,1.5169927505984262,1.97,22.340013578566317,95.57716100000002,0.9220208963046904,1.3787984848022459,0.1826799444368214,25.6727143030207
16.0,0.0,1.0,None,Microbiological agent,Byproduct,None,Reactor,36.22962846634749,4.583354636781039,6.697292977321059,2.0,51.0,Mg(OH)₂,0.045,27.32884658064516,Sheep manure,33.0,0.0,Continuous,Poultry manure,1.3926592983693251,1.97,71.37236807870455,95.876591,3.312307882967884,1.2951544523239136,0.24735880480154585,22.239328595357094
48.0,0.0,1.0,None,Gypsum,Byproduct,None,Windrow,29.0,8.288175382308474,7.0,18.0,56.0140167780729,Sand,0.045,27.32884658064516,Sheep manure,65.0,0.0,Continuous,Mature compost,0.7002706995067953,1.97,57.13,95.87626600000002,2.20445874576566,1.3415542840957642,0.19886662539901964,1000000.0
42.0,0.0,1.0,None,Microbiological agent,Byproduct,None,Reactor,35.842370675120065,4.583464586206639,5.0,4.0,52.04566282138658,MgSO₄,0.045,27.32884658064516,Sheep manure,109.0,0.0,Continuous,Byproduct,1.5281912230763526,1.97,70.60947022998653,95.52712200000002,3.1063068797373767,1.2951544523239136,0.245367316020005,20.367678622883915
70.0,1234.0,1.0,None,Gypsum,Plastic tube pieces,None,Trough,16.0,4.501730980614719,7.525109925460862,15.0,69.0,Mg(OH)₂,0.045,27.32884658064516,Sheep manure,114.0,58.09316292943709,Intermittent ,Green waste,0.1267826702629904,1.97,31.52,96.05736799999997,6.495431224066563,1.1083029508590698,0.13637251569276027,1000000.0
52.0,1382.0,1.0,None,Calcium magnesium phosphate fertilizer,None,None,Trough,28.917414010035195,5.25775702749879,6.0,23.0,54.0,Gypsum,0.045,27.32884658064516,Sheep manure,66.0,57.42183827984931,Intermittent ,Straw,1.399336322605453,1.97,56.967305599769325,95.88543399999998,7.185152526315969,0.8569865226745605,0.13406538179225602,25.039885840632238
22.0,0.0,0.0,None,MgO,Byproduct,None,Windrow,26.85270457919475,7.94929372926163,7.0,17.0,58.0,Gypsum,0.045,27.32884658064516,Sheep manure,38.0,0.0,Continuous,Mature compost,1.5880038360925448,1.97,52.899828021013654,94.94490199999998,2.995829064005949,1.293746829032898,0.2327950974277909,27.013013173889174
20.0,2.0,1.0,None,MgO,Green waste,None,Reactor,30.288561709142733,6.224004691122119,7.906704900873102,11.0,63.18238729449754,Sand,0.045,27.32884658064516,Sheep manure,46.0,42.80925435723779,Intermittent ,Green waste,1.090874011269827,1.97,59.66846656701119,96.46618600000004,4.78531663953986,1.2155743837356567,0.2234862300929444,25.9685473034517
29.0,0.0,0.0,None,Calcium magnesium phosphate fertilizer,Byproduct,None,Trough,17.78593603290691,7.3088801016186915,7.0,18.0,64.00264024467667,MgO,0.045,27.32884658064516,Sheep manure,33.0,0.0,Continuous,Byproduct,0.5795978476761579,1.97,35.03829398482661,94.85199200000001,1.0857197728126526,1.293746829032898,0.24711992346912764,29.4856485497966
36.0,0.0,1.0,None,Microbiological agent,Byproduct,None,Trough,39.0,8.386436973193874,7.831158067510566,31.0,54.0,Mature compost,0.045,27.32884658064516,Sheep manure,88.0,0.0,Continuous,Poultry manure,0.8719248942209645,1.97,76.83,95.52712200000002,2.4216507778755685,1.293746829032898,0.2303878367665683,1000000.0
17.0,0.0,0.0,None,Ca-superphosphate,Byproduct,None,Windrow,37.0,7.3142356263718735,7.0,27.0,63.0,Clay,0.045,27.32884658064516,Sheep manure,37.0,0.0,Continuous,Green waste,1.867695829604436,1.97,72.89,95.52712200000002,1.4712075935378048,1.293746829032898,0.2373136053192631,1000000.0
54.0,0.0,1.0,None,Inorganic acid,Byproduct,None,Reactor,36.79534400747712,6.43490746523769,7.0,19.0,55.79532555448273,Mg(OH)₂,0.045,27.32884658064516,Sheep manure,111.0,0.0,Continuous,Straw,0.32019726566986684,1.97,72.48682769472994,95.52712200000002,2.5796109883696707,1.2407937049865725,0.22775531477447156,23.660775069859422
44.0,815.0,1.0,None,None,Green Waste,None,Reactor,20.771389498763284,3.3116186663554767,6.0,30.0,57.2451954769409,Gypsum,0.045,27.32884658064516,Sheep manure,49.0,56.360129672734026,Intermittent ,Green waste,1.1949028215997424,1.97,40.91963731256367,95.00179899999992,5.0777282607582555,1.1608786582946775,0.13710388193037415,1000000.0
59.0,734.0,1.0,None,None,Green waste,None,Reactor,23.0,6.448772280018248,6.0,1.0,69.66545469652557,Sand,0.045,27.32884658064516,Sheep manure,114.0,57.32046346832525,Intermittent ,Byproduct,0.4570188570167095,1.97,45.31,95.73934799999996,7.129868530680769,1.0888291597366333,0.10855800669977292,1000000.0
48.0,1265.0,1.0,None,Zeolite,Plastic tube pieces,None,Windrow,34.601121448386,9.830139099325416,8.0,8.0,68.0,Potassium phosphate,0.045,27.32884658064516,Sheep manure,129.0,57.32151044363943,Intermittent ,Poultry manure,1.4208087100607332,1.97,68.16420925332042,95.476534,6.0666393684638615,1.083540678024292,0.191365612356758,25.754829127029872
14.0,812.0,1.0,None,Inorganic acid,Husk,None,Windrow,37.0,2.037507371976541,7.0,0.0,64.0,Phosphogypsum,0.045,27.32884658064516,Sheep manure,17.0,58.72993330854844,Intermittent ,Mature compost,0.8587613757256611,1.97,72.89,94.99978299999997,1000000.0,1000000.0,1000000.0,1000000.0
82.0,1089.0,1.0,None,Mg(OH)₂,Byproduct,None,Windrow,31.277881043373828,3.2340757012178125,7.0,12.0,68.24716753530245,K₂SO₄,0.045,27.32884658064516,Sheep manure,129.0,57.62040290789731,Intermittent ,Byproduct,0.09063232981572568,1.97,61.61742565544643,95.50828099999997,7.015240049580183,1.1608786582946775,0.12768954649041295,23.989332780990182
77.0,869.0,1.0,None,MgO,Plastic tube pieces,None,Trough,25.0,6.0396766712416525,6.532057937087207,9.0,68.81547387325539,Ca-superphosphate,0.045,27.32884658064516,Sheep manure,129.0,59.05850270440171,Intermittent ,Byproduct,0.8642476737083153,1.97,49.25,95.95653999999996,7.701279068587411,1.1039670705795288,0.14549268247903174,1000000.0
22.0,0.0,1.0,None,Calcium magnesium phosphate fertilizer,Byproduct,None,Windrow,28.55593779691027,9.870191603793117,6.0,15.0,60.0,MgCl₂,0.045,27.32884658064516,Sheep manure,31.0,0.0,Continuous,Mature compost,0.16198338866578732,1.97,56.25519745991323,96.23961600000004,2.20445874576566,1.2948535680770874,0.21444871125222492,26.579865721060568
10.0,1176.0,0.0,None,Calcium magnesium phosphate fertilizer,Green waste,None,Trough,35.06568157230721,8.802645488931601,6.0,5.0,66.30654380058502,Urea,0.045,27.32884658064516,Sheep manure,30.0,58.61854566739022,Intermittent ,Mature compost,1.0665736970038775,1.97,69.07939269744521,95.40950399999998,7.356722963424463,1.085926175117493,0.15964841201476004,23.3804538186202
0.0,0.0,0.0,None,Potassium phosphate,Byproduct,None,Trough,28.73600667459707,9.518039723709668,8.0,2.0,67.3983311937629,Potassium phosphate,0.045,27.32884658064516,Sheep manure,85.0,0.0,None,Poultry manure,0.0,1.97,56.609933148956245,95.645297,2.2211279751677617,0.4723104536533356,0.2280244142875277,15.48019913913625
10.0,0.0,0.0,None,Ca-superphosphate,Byproduct,None,Windrow,25.40014704947311,8.765053304063956,6.473195439619809,1.0,69.0,Ferric salt,0.045,27.32884658064516,Sheep manure,21.0,0.0,Continuous,Poultry manure,0.8553255069455643,1.97,50.03828968746203,95.761379,3.2231348187660136,1.293746829032898,0.21481591930293303,24.211434294743963
54.0,0.0,0.0,None,Mg(OH)₂,Byproduct,None,Trough,35.86499314354359,2.778347681611048,7.0,12.0,58.0,MgHPO₄,0.045,27.32884658064516,Sheep manure,108.0,0.0,Continuous,Straw,1.7632725183137277,1.97,70.65403649278088,95.111842,1.8497784443721643,1.2105581760406494,0.2185262725986111,26.17879058099433
0.0,0.0,0.0,None,Organic acid,Byproduct,None,Trough,27.68555805111495,9.51861911477197,6.0,20.0,57.0,Ca-superphosphate,0.045,27.32884658064516,Sheep manure,110.0,0.0,None,None,0.0,1.97,54.54054936069645,95.295828,2.5310766440649126,0.4190538823604584,0.1700063976649575,20.04246635786752
65.0,0.0,1.0,None,Gypsum,Byproduct,None,Reactor,32.65345834138091,5.438867381549957,7.0,26.0,66.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,119.0,0.0,Continuous,Green waste,0.1589694842276883,1.97,64.3273129325204,95.52712200000002,1.8946874769601425,1.2951544523239136,0.19232270415571315,27.349788164587196
83.0,1141.0,0.0,None,None,Husk,None,Trough,23.0,9.130550577459298,5.0,12.0,52.0,Sodium phosphates,0.045,27.32884658064516,Sheep manure,90.0,57.682884571624115,Intermittent ,Green waste,0.9276465750295441,1.97,45.31,96.16413099999995,5.3843900304383085,1.085926175117493,0.1612069133184142,1000000.0
18.0,1229.0,0.0,None,Mg(OH)₂,Green Waste,None,Trough,12.54037156670832,4.632295129834311,5.0,2.0,60.0,Carbonatite,0.045,27.32884658064516,Sheep manure,53.0,57.29309432219553,Intermittent ,Mature compost,0.3639973548942241,1.97,24.70453198641539,95.76882899999997,8.066447067093875,1.1083029508590698,0.1225980709392037,21.928311180222813
28.0,0.0,0.0,None,Mg(OH)₂,Byproduct,None,Windrow,31.0,9.83770291764493,6.9443245870819625,12.0,58.73972399469203,MgHPO₄,0.045,27.32884658064516,Sheep manure,40.0,0.0,Continuous,Straw,1.4299255751986104,1.97,61.07,95.89047200000005,3.0546107255419748,1.2373664379119873,0.23062956391776515,1000000.0
50.0,248.0,0.0,None,MgSO₄,Sawdust,None,Windrow,12.058699022026945,3.82516551757236,5.061243553756235,30.0,52.856630013893785,Sodium salt,0.045,27.32884658064516,Sheep manure,118.0,58.553509324801404,Intermittent ,None,1.88386597623568,1.97,23.75563707339308,95.80939999999997,5.978394072326312,1.1588376760482788,0.14799207867155365,26.89327974230176
