V4_Ventilation Day,V2_Ventilation Interval (min),M1_is Enclosed,Additive_4,Additive_2,Material_2,Additive_3, Composting Method,Initial C/N (%),Application Rate (%DW),Initial pH,Turning times,Initial Moisture Content (%),Additive_1,Compost volume (m3),Initial GI (%),Material_Main,Period (d),V3_Ventilation Duration (min),V1_Ventilation Type,Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
72.0,0.0,1.0,None,MgSO₄,Byproduct,None,Windrow,32.61615255070243,4.213301444723542,6.0,14.0,68.24488474984615,Sand,0.045,27.32884658064516,Sheep manure,81.0,0.0,Continuous,Straw,0.09197988668082413,1.97,64.25382052488378,95.111842,2.26659436808834,1.2243437767028809,0.1926026034451816,25.328279379858646
69.0,218.0,1.0,None,Inorganic acid,Soil,None,Reactor,23.211044730708714,6.160843618118245,7.0,28.0,64.92172054960079,MgO,0.045,27.32884658064516,Sheep manure,90.0,58.364912142053186,Intermittent ,Green waste,1.6392954899304282,1.97,45.725758119496156,95.95653999999996,5.579497370905295,1.1039670705795288,0.17163775360441966,28.21371160759727
24.0,728.0,1.0,None,Zeolite,Soil,None,Windrow,38.44473630269804,4.925352300011996,5.338260356950774,13.0,56.0,Potassium phosphate,0.045,27.32884658064516,Sheep manure,74.0,59.98665941345886,Intermittent ,Poultry manure,0.02505517671473556,1.97,75.73613051631514,95.53628999999997,6.799336263062076,1.0896728038787842,0.13254795382134096,1000000.0
53.0,0.0,0.0,None,Potassium phosphate,Byproduct,None,Trough,21.311904305486298,9.85142205802471,8.0,0.0,59.16909940599858,Lime,0.045,27.32884658064516,Sheep manure,87.0,0.0,Continuous,Mature compost,1.2011361573647197,1.97,41.98445148180801,95.66846899999999,2.6858803951087986,1.2948535680770874,0.17129210897122324,21.014468263634306
70.0,0.0,1.0,None,Calcium magnesium phosphate fertilizer,Byproduct,None,Trough,38.435210460936425,9.61711346592752,7.0,27.0,60.0,LB Culture,0.045,27.32884658064516,Sheep manure,98.0,0.0,Continuous,Green waste,1.577389396353602,1.97,75.71736460804476,95.89047200000005,1.2653855731659631,1.2948535680770874,0.22538503144529165,25.342556931266355
38.0,0.0,0.0,None,Microbiological agent,Byproduct,None,Trough,33.697687813011306,4.155190655941784,7.0,0.0,56.59980236959093,Urea,0.045,27.32884658064516,Sheep manure,65.0,0.0,Continuous,None,0.5209880581101833,1.97,66.38444499163226,95.56496900000002,3.0015090912403,1.341092824935913,0.16661831254336115,19.77783188758584
43.0,730.0,1.0,None,Microbiological agent,Soil,None,Trough,13.769651307604382,8.750287015255049,5.359902310089239,29.0,69.0,MgCl₂,0.045,27.32884658064516,Sheep manure,71.0,55.0923990777447,Intermittent ,None,0.7920606009273523,1.97,27.12621307598063,95.17614099999996,6.452455631717753,1.1010640859603882,0.14790823023531224,29.989329649595604
21.0,0.0,0.0,None,MgO,Byproduct,None,Trough,27.0,3.8512170459813473,5.751142101577164,3.0,64.0,Mature compost,0.045,27.32884658064516,Sheep manure,59.0,0.0,Continuous,Straw,1.8655090549876063,1.97,53.19,95.2051,2.7415941052606434,1.2169139385223389,0.22158265741630345,1000000.0
81.0,185.0,1.0,None,Zeolite,Woody peat,None,Trough,18.99648898631035,9.562035933625118,7.93710511473978,2.0,67.54558230115171,Microbiological agent,0.045,27.32884658064516,Sheep manure,105.0,59.23713104415615,Intermittent ,None,0.8334725891968968,1.97,37.42308330303138,95.85303199999996,6.133992228655077,1.1021708250045776,0.18645089399196674,27.424171282615248
59.0,444.0,0.0,None,Ca-superphosphate,Green Waste,None,Trough,20.0,7.2572921280017955,7.0,10.0,62.0,Calcium magnesium phosphate fertilizer,0.045,27.32884658064516,Sheep manure,107.0,57.80153297039831,Intermittent ,Byproduct,0.6338282037174883,1.97,39.4,95.76524099999996,7.880924883686769,1.1010640859603882,0.14789700562627614,1000000.0
5.0,242.0,1.0,None,Inorganic acid,Byproduct,None,Reactor,17.0,2.243501148575546,6.0,17.0,58.0,Ferric salt,0.045,27.481109304957943,Sheep manure,17.0,57.646206766478464,Intermittent ,Green waste,0.7464047248118117,1.97,33.49,96.73577999999996,4.515142675547223,1.1578694581985474,0.15921825219557853,1000000.0
49.0,553.0,1.0,None,None,Husk,None,Reactor,13.131091357738967,2.6534324128778,7.0,3.0,51.35024804359842,None,0.045,27.32884658064516,Sheep manure,56.0,59.97721074511684,Intermittent ,Poultry manure,0.4722564010154526,1.97,25.868249974745765,95.85191999999996,5.182960610522233,1.157979130744934,0.14461272015869564,22.389000440345555
34.0,0.0,1.0,None,DCD,Byproduct,None,Windrow,28.0,2.181324925981752,7.0,1.0,64.0,Carbonatite,0.045,27.32884658064516,Sheep manure,40.0,0.0,Continuous,Green waste,0.9793537644330468,1.97,55.16,95.914113,0.07890706598425776,1.2481677532196045,0.2023707710714934,1000000.0
35.0,116.0,1.0,None,Zeolite,Byproduct,None,Reactor,12.00694408645804,8.342069651888092,6.0,17.0,66.45582107872194,K₂SO₄,0.045,27.32884658064516,Sheep manure,82.0,56.9952812293225,Intermittent ,Mature compost,0.4369803924209228,1.97,23.65367985032234,95.61766699999994,7.1317757301018085,1.1010640859603882,0.17426796288293392,26.393503119571164
20.0,784.0,0.0,None,None,None,None,Trough,10.39360178712591,7.331763445394594,5.0,13.0,55.0,Biochar,0.045,27.32884658064516,Sheep manure,61.0,58.37082686055746,Intermittent ,Byproduct,1.0219645499521222,1.97,20.47539552063804,95.81728199999998,7.701279068587411,1.1010640859603882,0.15061937196988653,23.21773598862722
54.0,1005.0,1.0,None,MgSO₄,Green waste,None,Windrow,19.20536828393722,3.1457627456152584,7.0,15.0,62.0,Inorganic acid,0.045,27.32884658064516,Sheep manure,100.0,56.155197223431436,Intermittent ,Mature compost,1.5962644992627617,1.97,37.83457551935632,94.97923899999996,6.8123371976496445,1.1608786582946775,0.1457033544550466,27.252229697202505
16.0,725.0,1.0,None,Ca-superphosphate,Husk,None,Reactor,31.74965791737214,8.140307823850241,6.0,8.0,59.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,24.0,57.62628288902526,Intermittent ,Mature compost,0.5558649836761695,1.97,62.54682609722312,95.10020399999998,7.311421545201169,1.1010640859603882,0.14180309398290314,24.656192093553013
37.0,0.0,1.0,None,Potassium phosphate,Soil,None,Reactor,38.83012769593608,9.246357175236216,5.0,13.0,54.0,Mg(OH)₂,0.045,27.32884658064516,Sheep manure,61.0,0.0,Continuous,None,0.22771428151738005,1.97,76.49535156099407,94.28124,2.5796109883696707,1.293746829032898,0.2447926790625083,26.133883591965386
80.0,0.0,1.0,None,Inorganic acid,Byproduct,None,Trough,32.8518182372478,3.2026265119526864,5.441123826374073,2.0,52.0,Gypsum,0.045,27.32884658064516,Sheep manure,127.0,0.0,Continuous,Straw,0.2714901202239255,1.97,64.71808192737817,95.461311,2.5765430369854907,1.2169139385223389,0.19111578913047125,21.574073316477207
34.0,0.0,1.0,None,Calcium magnesium phosphate fertilizer,Byproduct,None,Reactor,23.0,4.366397197852754,6.0,30.0,51.107881732562284,Gypsum,0.045,27.32884658064516,Sheep manure,34.0,0.0,Continuous,Mature compost,1.1515610868481714,1.97,19.7,94.885274,2.3269066262761373,1.2653614282608032,0.20531775781875208,1000000.0
60.0,49.0,1.0,None,Organic acid,Byproduct,None,Trough,30.54172321301012,9.014254174651258,6.0,12.0,61.0,Sulfur,0.045,27.32884658064516,Sheep manure,101.0,59.044059624939145,Intermittent ,Straw,0.2330939406613206,1.97,60.167194729629934,95.76597899999996,6.495804379168804,0.8581751585006714,0.1741718900274789,27.205956180519088
45.0,1295.0,0.0,None,DCD,None,None,Windrow,18.304766237699024,5.285632837051,6.281620007020923,11.0,57.0,Lignite,0.045,27.32884658064516,Sheep manure,96.0,58.59777480986797,Intermittent ,Poultry manure,1.9587812462192715,1.97,36.06038948826708,96.00532699999997,7.075085477817982,1.105205774307251,0.15218366068730854,25.929134649580273
42.0,1358.0,1.0,None,Microbiological agent,Soil,None,Reactor,10.833540899456132,9.607137394950726,5.339998349780878,18.0,59.100242146585046,Urea,0.045,27.32884658064516,Sheep manure,60.0,58.649001249122456,Intermittent ,Byproduct,0.7553635710126985,1.97,21.342075571928575,96.02129099999996,6.908466396969607,1.087032914161682,0.12778123242735498,30.47261439003988
45.0,1024.0,1.0,None,None,Green Waste,None,Trough,11.048826564460123,8.224199673766098,7.0,25.0,57.99941443981607,Zeolite,0.045,27.32884658064516,Sheep manure,70.0,58.74152805498888,Intermittent ,Poultry manure,0.7252949058084617,1.97,21.766188331986445,95.81728199999998,6.271444080966675,1.0828289985656738,0.15056126195781322,28.003541214936966
51.0,739.0,0.0,None,DCD,Green waste,None,Windrow,20.0,5.469201648650248,7.0,10.0,59.0,Forsterite,0.045,27.32884658064516,Sheep manure,51.0,57.1574257135238,Intermittent ,Green waste,1.6782963339400332,1.97,39.4,95.51626699999996,6.509200707522621,1.1083029508590698,0.15287299564247295,1000000.0
24.0,523.0,0.0,None,Potassium phosphate,Woody peat,None,Windrow,39.429056648597935,8.291749321942707,6.064629895154545,27.0,53.0,Ferric salt,0.045,27.32884658064516,Sheep manure,64.0,57.76563977154437,Intermittent ,Mature compost,0.30762561334284233,1.97,77.67524159773794,95.10020399999998,7.658635487729169,1.1010640859603882,0.12299729258738107,23.64255553551014
21.0,498.0,1.0,None,MgSO₄,Byproduct,None,Windrow,18.89012015420143,8.504316129484671,5.0,8.0,59.79200457486084,Calcium magnesium phosphate fertilizer,0.045,27.32884658064516,Sheep manure,40.0,58.241404016624784,Intermittent ,Mature compost,0.12631659506682347,1.97,37.213536703776825,96.36398599999997,7.1317757301018085,1.1010640859603882,0.15882979627159344,24.15255961401902
8.0,0.0,0.0,None,Mg(OH)₂,Byproduct,None,Windrow,39.47892605090849,7.365943194736228,6.0,12.0,65.0,Biochar,0.045,27.32884658064516,Sheep manure,22.0,0.0,Continuous,None,0.90345167958378,1.97,77.77348432028974,95.59689399999999,3.3709813066099605,1.3169759511947632,0.22901623126843554,25.01663381290965
43.0,508.0,0.0,None,Potassium phosphate,Husk,None,Trough,28.258624597952647,9.649030381968922,5.977801063045675,17.0,62.0,Inorganic acid,0.045,27.32884658064516,Sheep manure,82.0,58.06821925604718,Intermittent ,Byproduct,1.8015052693143052,1.97,55.66949045796672,95.82567799999997,7.701279068587411,1.1021708250045776,0.15255740689805447,24.131390961548554
39.0,263.0,1.0,None,MgO,Green Waste,None,Reactor,24.0,5.894745115717067,5.325060490630217,25.0,63.0,Potassium phosphate,0.045,27.32884658064516,Sheep manure,111.0,59.44909925705248,Intermittent ,Mature compost,0.99514042480905,1.97,47.28,95.95653999999996,7.376464360802434,1.088434100151062,0.15395275120297014,1000000.0
48.0,0.0,1.0,None,Mg(OH)₂,Byproduct,None,Reactor,35.0,8.272865686463193,5.0,19.0,66.0,Lignite,0.045,27.32884658064516,Sheep manure,72.0,0.0,Continuous,Green waste,1.4656904652964655,1.97,68.95,95.52712200000002,1.2626818630420371,1.293746829032898,0.20607342281353705,1000000.0
39.0,62.0,0.0,None,Microbiological agent,Woody peat,None,Trough,28.41775494187932,6.2740640882167265,8.0,13.0,55.249493667023884,Sodium phosphates,0.045,27.32884658064516,Sheep manure,54.0,59.66090267746778,Intermittent ,Straw,0.3932065187753675,1.97,55.98297723550226,95.88543399999998,6.704200733733492,0.8536672592163086,0.1678534930085585,28.59534381273553
71.0,1165.0,1.0,None,Potassium phosphate,Green waste,None,Reactor,17.70229981634467,9.860042205565698,5.2183647845237315,4.0,53.0,Lime,0.045,27.32884658064516,Sheep manure,121.0,58.9904931502592,Intermittent ,Straw,0.12702472130299425,1.97,34.873530638198986,96.14157099999996,6.1404141408259125,0.8571584224700928,0.11998655609408873,23.872702123731926
0.0,0.0,1.0,None,None,Byproduct,None,Trough,28.826878651429528,6.95902634931675,7.171476307947534,23.0,65.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,36.0,0.0,None,None,0.0,1.97,56.78895094331618,94.932478,1.9519975930326048,0.4150188863277435,0.23006940930199585,26.11352850889702
23.0,620.0,0.0,None,MgSO₄,Sawdust,None,Windrow,24.31842068029376,3.539376899912255,8.0,31.0,62.0,Potassium phosphate,0.045,27.32884658064516,Sheep manure,71.0,58.95756613856676,Intermittent ,Poultry manure,1.1445182560121214,1.97,47.90728874017871,95.70857199999996,5.925940981171108,1.155345439910889,0.16248472532814198,26.108443476746988
4.0,0.0,1.0,None,MgSO₄,Byproduct,None,Trough,20.0,8.745035485073311,8.0,11.0,58.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,13.0,0.0,Continuous,None,1.1742847340695322,1.97,39.4,95.212018,2.3498738122278406,1.30326247215271,0.238237495443194,1000000.0
52.0,0.0,1.0,None,Organic acid,Byproduct,None,Reactor,32.428688950029056,8.816841197732337,6.922928737363431,10.0,69.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,75.0,0.0,Continuous,Byproduct,0.5518621656156786,1.97,63.88451723155725,95.89047200000005,2.1462697944860323,1.293746829032898,0.21574992604222049,23.98355814184234
31.0,1.0,1.0,None,Calcium magnesium phosphate fertilizer,Byproduct,None,Windrow,27.398887910692093,2.2578652070334373,7.675255601690211,10.0,60.0,Urea,0.045,27.32884658064516,Sheep manure,81.0,29.54302783179145,Intermittent ,Green waste,0.4589821198760291,1.97,53.97580918406342,96.455506,4.606578609521216,1.198278784751892,0.20479127616585724,24.0024120097138
82.0,458.0,0.0,None,Organic acid,Soil,None,Trough,12.97237528044688,5.728420938539733,6.0041297547538575,0.0,53.066664687944105,Biochar,0.045,27.32884658064516,Sheep manure,104.0,58.66438578506031,Intermittent ,None,1.8764084369203975,1.97,25.555579302480353,95.76882899999997,6.348810495390601,1.1039670705795288,0.13073033301541478,21.210094966120923
74.0,782.0,1.0,None,MgSO₄,Byproduct,None,Trough,37.0,9.880875202265234,6.0,27.0,57.0,Phosphogypsum,0.045,27.32884658064516,Sheep manure,80.0,54.70223883401979,Intermittent ,None,1.7336791229972983,1.97,72.89,94.98785899999996,6.385102771526537,1.0866378545761108,0.14360549659170502,1000000.0
41.0,1218.0,1.0,None,Ca-superphosphate,Straw,None,Windrow,32.716696426587944,3.768510936220308,7.0,14.0,63.0,Potassium phosphate,0.045,27.32884658064516,Sheep manure,105.0,57.497239982958575,Intermittent ,Poultry manure,0.905054160219362,1.97,64.45189196037825,95.28832199999997,5.933268563281892,1.155345439910889,0.15939761663939428,25.746781785291105
16.0,0.0,1.0,None,Microbiological agent,Byproduct,None,Reactor,17.123349388949755,8.983278487201142,6.0,1.0,60.05026731944054,LB Culture,0.045,27.32884658064516,Sheep manure,16.0,0.0,Continuous,Poultry manure,0.3848364924496584,1.97,33.732998296231024,95.747239,2.5860329005405047,1.293746829032898,0.22018008712313505,21.894509532058102
8.0,537.0,1.0,None,MgO,Byproduct,None,Reactor,25.0,7.748119166493245,7.914738293434955,16.0,59.0,Organic acid,0.045,27.32884658064516,Sheep manure,25.0,59.87825635052677,Intermittent ,Green waste,1.4287052442460166,1.97,49.25,95.96164099999994,5.193681107651403,1.1250195503234863,0.1689213733419472,1000000.0
61.0,435.0,0.0,None,Potassium phosphate,None,None,Trough,37.602286035182296,3.4092186514595215,7.642809614581079,26.0,66.04860299200243,Sodium salt,0.045,27.79191134986475,Sheep manure,82.0,59.658166987481174,Intermittent ,Byproduct,1.2566119828054092,1.97,74.07650348930913,95.28832199999997,7.246074362816956,1.1588376760482788,0.15484647169238738,26.178635933254327
58.0,1102.0,0.0,None,Microbiological agent,Woody peat,None,Trough,14.221910838684336,6.051374506272932,6.0,9.0,65.0,MgCl₂,0.045,27.32884658064516,Sheep manure,67.0,51.876096496499656,Intermittent ,Green waste,0.5939133139590882,1.97,28.01716435220814,95.04961999999996,5.274803451298679,1.1039670705795288,0.1282872876425435,29.03872979828203
0.0,0.0,1.0,None,Inorganic acid,Byproduct,None,Windrow,28.67924350345526,7.245562345441155,7.0,24.0,59.0,Inorganic acid,0.045,27.32884658064516,Sheep manure,88.0,0.0,None,None,0.0,1.97,56.49810970180686,94.932478,1.7807278552657304,0.4179472029209137,0.2283477859986108,20.918382741893996
26.0,0.0,0.0,None,Ca-superphosphate,Byproduct,None,Trough,25.23338041606745,2.55142628050192,5.706522378840448,10.0,57.47701887164033,Ferric salt,0.045,27.32884658064516,Sheep manure,40.0,0.0,Continuous,Byproduct,0.5309307189995871,1.97,49.70975941965289,94.824572,0.7761074298950335,1.2653614282608032,0.19714099183421568,25.669001700584626
18.0,120.0,1.0,None,Mg(OH)₂,Soil,None,Reactor,35.17295276776918,3.706027908636415,7.0,15.0,59.0,Zeolite,0.045,27.72959167140069,Sheep manure,49.0,58.46902086209943,Intermittent ,Mature compost,0.8596877882279097,1.97,69.29071695250529,95.28832199999997,6.786687024224758,1.1588376760482788,0.17474611832088094,1000000.0
20.0,757.0,1.0,None,MgO,Byproduct,None,Reactor,21.22285146424656,3.8369045032887947,6.0,15.0,55.0,Ferric salt,0.045,27.32884658064516,Sheep manure,21.0,59.174770647265284,Intermittent ,Byproduct,1.007286651713758,1.97,41.80901738456571,95.99987799999997,7.015240049580183,1.1608786582946775,0.15311111196725835,28.374078746628605
56.0,297.0,1.0,None,Microbiological agent,Sawdust,None,Reactor,32.01755642794612,6.4053721097619425,7.0,23.0,69.0,K₂SO₄,0.045,27.32884658064516,Sheep manure,93.0,57.33583641468467,Intermittent ,Byproduct,1.6988659850622276,1.97,63.07458616305386,95.53628999999997,8.019742471650089,1.1039670705795288,0.18856155600588687,28.49512400405308
73.0,0.0,1.0,None,Inorganic acid,Byproduct,None,Trough,29.094156837343586,5.1948369506832925,6.0,1.0,67.0,Urea,0.045,27.32884658064516,Sheep manure,82.0,0.0,Continuous,Mature compost,1.9559896834855743,1.97,57.31548896956686,96.32939300000002,3.0603304284444017,1.3802061080932615,0.1745264469977701,1000000.0
37.0,0.0,1.0,None,Inorganic acid,Byproduct,None,Trough,34.319391557474994,6.153900522057666,7.0,1.0,50.33659976481826,Mg(OH)₂,0.045,27.32884658064516,Sheep manure,108.0,0.0,Continuous,None,0.3244753094033745,1.97,67.60920136822574,95.980249,2.5796109883696707,1.2908185720443726,0.23230204904033705,18.181944050185088
16.0,0.0,1.0,None,Zeolite,Byproduct,None,Reactor,24.043976391596285,9.193248574453401,7.705466594432941,25.0,55.2232658744376,Ferric salt,0.045,27.32884658064516,Sheep manure,38.0,0.0,Continuous,Green waste,0.19596926032850748,1.97,47.36663349144468,95.202352,1.5753342420631156,1.293746829032898,0.24741368874298705,26.490690966487218
45.0,0.0,1.0,None,None,Byproduct,None,Reactor,37.67190562420747,9.85423428970908,6.0,26.0,53.06530124218389,LB Culture,0.045,27.32884658064516,Sheep manure,80.0,0.0,Continuous,Straw,0.31125895577440504,1.97,74.2136540796887,95.89047200000005,2.574008466875556,1.2437219619750977,0.2054010685240385,23.01286879203757
34.0,0.0,1.0,None,Potassium phosphate,Byproduct,None,Windrow,27.764862958034204,5.098096883677234,6.0,21.0,56.74781488238643,Organic acid,0.045,27.32884658064516,Sheep manure,34.0,0.0,Continuous,Straw,1.8358662551549765,1.97,54.696780027327385,95.87626600000002,3.4472660852121573,1.238774061203003,0.1999696926908017,27.94822423745783
33.0,827.0,1.0,None,Zeolite,Sawdust,None,Reactor,23.0,5.418840875614616,7.0,4.0,68.83858374091358,Gypsum,0.045,27.32884658064516,Sheep manure,41.0,53.10641691230329,Intermittent ,None,0.9667738977783248,1.97,45.31,94.99165799999993,6.866689123253294,1.1083029508590698,0.13274907785459614,1000000.0
52.0,24.0,0.0,None,DCD,Plastic tube pieces,None,Windrow,19.92448868663766,9.977138281380963,6.0,13.0,51.549482005486496,Biochar,0.045,27.32884658064516,Sheep manure,107.0,57.92763900936939,Intermittent ,Mature compost,1.4347116210355333,1.97,39.25124271267619,96.14157099999996,7.340172084666497,1.1021708250045776,0.17581528040991898,23.194051770019158
40.0,0.0,1.0,None,Inorganic acid,Byproduct,None,Trough,30.0,8.577867693278137,6.0,25.0,60.0,MgSO₄,0.045,27.32884658064516,Sheep manure,74.0,0.0,Continuous,Straw,1.1644053930415932,1.97,59.1,96.23961600000004,2.5675865547047207,1.2373664379119873,0.21752576546141267,1000000.0
34.0,1.0,1.0,None,DCD,Husk,None,Trough,36.61831575593324,4.29321355986053,7.039057469911418,22.0,68.79694200673478,Sulfur,0.045,27.653691973603,Sheep manure,67.0,48.19841497410517,Intermittent ,None,0.6447969337291327,1.97,72.13808203918848,96.22836099999999,7.646710694746162,1.1983253955841064,0.19469398921106967,1000000.0
