Material_2,Initial pH,Additive_3,Additive_2,Initial Moisture Content (%),V2_Ventilation Interval (min),Material_3,Application Rate (%DW), Composting Method,Additive_4,V1_Ventilation Type,Initial C/N (%),Compost volume (m3),Material_Main,Period (d),V3_Ventilation Duration (min),Additive_1,V4_Ventilation Day,M1_is Enclosed,Initial GI (%),Turning times,V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Husk,5.744057148208702,None,MgSO₄,52.2417833209458,0.0,None,2.673388759290771,Windrow,None,None,10.353260587569604,2.147162565177521,Cattle manure,23.0,0.0,Zeolite,0.0,1.0,27.32884658064516,21.0,0.0,1.596639959668374,16.5304295669733,107.381146,3.175598863009036,1.0963242053985596,0.1660241072212949,28.51478577211061
None,7.0,None,Calcium magnesium phosphate fertilizer,69.93036715622533,0.0,Byproduct,5.608608220213704,Windrow,None,None,29.40834408444729,2.147162565177521,Cattle manure,53.0,0.0,Sulfur,0.0,1.0,27.32884658064516,29.0,0.0,1.596639959668374,46.9545373129056,105.91568200000003,2.9153184041540565,1.0964362621307373,0.20871722953209984,25.65651682534097
Green waste,5.0,None,MgSO₄,56.082935193003905,0.0,Green waste,5.2059344708297335,Windrow,None,None,31.0,2.147162565177521,Cattle manure,66.0,0.0,Zeolite,0.0,1.0,27.32884658064516,29.0,0.0,1.596639959668374,49.4958387497196,106.259675,2.783213635605367,1.0907533168792725,0.1890357638847865,1000000.0
Straw,7.225568640997219,None,Calcium magnesium phosphate fertilizer,57.0,0.0,Straw,4.2025829366259195,Windrow,None,None,18.702403794880496,2.147162565177521,Cattle manure,50.0,0.0,Potassium phosphate,0.0,0.0,27.32884658064516,24.0,0.0,1.596639959668374,29.86100524075964,106.31628799999999,4.344848861835668,1.0379261970520022,0.17813669235298507,26.355584702349557
None,7.0,None,MgO,63.0,0.0,Byproduct,4.348904851482476,Reactor,None,None,38.27619313223683,2.147162565177521,Cattle manure,65.0,0.0,Lignite,0.0,1.0,27.32884658064516,29.0,0.0,1.596639959668374,61.113299458913495,106.85400500000004,2.9066003701202083,1.105520486831665,0.2403924500759175,21.331486957989817
None,5.994458461345054,None,MgO,67.14426685405067,0.0,None,9.034911882318118,Reactor,None,None,38.0,2.147162565177521,Cattle manure,39.0,0.0,Microbiological agent,0.0,1.0,27.32884658064516,31.0,0.0,1.596639959668374,15.96639959668374,109.72315350000002,3.14277298537902,1.0307316780090332,0.18496562677535788,1000000.0
Soil,6.224329618755879,None,Zeolite,56.0,0.0,Poultry manure,2.163136911611825,Windrow,None,Continuous,31.146488644670555,2.147162565177521,Cattle manure,38.0,0.0,Labile carbon source,20.0,0.0,27.32884658064516,28.0,1.9933431105085984,1.596639959668374,49.729728373438256,107.565102,7.0749377958781485,0.9571601748466492,0.2086536645769192,28.28364064701161
Straw,5.0,None,MgSO₄,56.0,0.0,Straw,8.103474842021598,Reactor,None,None,12.0,2.147162565177521,Cattle manure,34.0,0.0,Zeolite,0.0,1.0,27.32884658064516,28.0,0.0,1.596639959668374,19.15967951602049,109.33645100000004,3.4401198588712,1.0606179237365725,0.16131247340579688,1000000.0
Green waste,5.872454262110863,None,Ca-superphosphate,64.0,0.0,Mature compost,2.858347722397939,Trough,None,None,31.0,2.147162565177521,Cattle manure,36.0,0.0,Microbiological agent,0.0,0.0,27.32884658064516,27.0,0.0,1.596639959668374,49.4958387497196,110.17002200000003,2.885813207855049,1.0931034088134766,0.2407445605998749,1000000.0
Byproduct,6.0,None,Microbiological agent,66.0,0.0,Byproduct,5.01749940491008,Reactor,None,Continuous,23.0,2.147162565177521,Cattle manure,39.0,0.0,Sand,19.0,1.0,27.32884658064516,30.0,1.5938084057581516,1.596639959668374,36.722719072372605,108.42335100000004,7.510228805843649,0.30659016966819763,0.2492143211265012,1000000.0
Woody peat,7.1096053802730514,None,DCD,64.80956026751518,0.0,Mature compost,2.399553676525179,Reactor,None,None,12.293655256482367,2.147162565177521,Cattle manure,18.0,0.0,Zeolite,0.0,1.0,27.32884658064516,7.0,0.0,1.596639959668374,19.6285412328869,104.50922899999998,4.045887907809297,1.1833460330963137,0.1628411059418685,31.48248471294456
Green waste,6.076291400345559,None,Organic acid,51.12147062813642,0.0,Green waste,7.853862812864198,Reactor,None,None,37.0,2.147162565177521,Cattle manure,70.0,0.0,Organic acid,0.0,1.0,27.32884658064516,29.0,0.0,1.596639959668374,59.07567850772985,104.66498900000002,2.524677494568526,1.0223364830017092,0.2004526637340891,1000000.0
Green Waste,6.0,None,MgSO₄,51.0,0.0,Straw,5.315929181950136,Trough,None,Continuous,19.678340736177113,2.147162565177521,Cattle manure,42.0,0.0,Mg(OH)₂,14.0,1.0,27.32884658064516,26.0,0.8758660930282836,1.596639959668374,31.41922515935035,105.821673,6.939161282915926,0.8862987756729126,0.2376372633766482,27.37170089177736
Green Waste,6.0,None,Zeolite,56.90524227884996,0.0,None,3.1749521506980125,Reactor,None,Continuous,19.303779137591093,2.147162565177521,Cattle manure,29.0,0.0,Lignite,18.0,1.0,27.32884658064516,27.0,1.7219004485295737,1.596639959668374,30.821185143690638,105.761514,6.673026206519567,0.9253490567207336,0.2614711126158514,29.764906416887374
Soil,6.402213412422327,None,Zeolite,65.92952823176915,0.0,Straw,5.441029512275169,Trough,None,None,18.063587605363725,2.147162565177521,Cattle manure,72.0,0.0,MgSO₄,0.0,0.0,27.32884658064516,23.0,0.0,1.596639959668374,28.841045785694078,105.20233700000001,3.8137915993719984,1.0196862220764158,0.20012162512767076,24.277404065424854
Green Waste,6.0,None,Biochar,56.0,0.0,None,3.520921092122883,Trough,None,Continuous,12.036672102884241,2.147162565177521,Cattle manure,34.0,0.0,Urea,13.0,0.0,27.32884658064516,31.0,0.6290445479205262,1.596639959668374,19.21823166089053,108.8612,6.229184346443772,0.8671028614044191,0.20006265359314745,1000000.0
Straw,7.0,None,Microbiological agent,51.69033085899631,0.0,Mature compost,2.321055922044137,Reactor,None,None,38.23235486368244,2.147162565177521,Cattle manure,32.0,0.0,MgSO₄,0.0,1.0,27.32884658064516,31.0,0.0,1.596639959668374,61.0433055275769,110.98567350000002,3.278658030086814,1.0451841354370115,0.2651509688008807,29.11577177116145
Green waste,6.743844514922904,None,MgSO₄,55.0,0.0,Poultry manure,3.618276119450991,Trough,None,None,26.935239716020234,2.147162565177521,Cattle manure,22.0,0.0,Potassium phosphate,0.0,1.0,27.32884658064516,20.0,0.0,1.596639959668374,43.00588005384453,107.784722,3.0179179764037385,1.1139123439788818,0.2239318733497582,29.798934868813557
None,8.0,None,Inorganic acid,67.0,0.0,None,7.39406565043524,Reactor,None,Continuous,13.037340128406804,2.147162565177521,Cattle manure,30.0,0.0,Lime,16.0,1.0,27.32884658064516,28.0,1.056888564096896,1.596639959668374,20.815938216802312,106.78686000000002,6.570426634269884,0.8785902857780457,0.2217108304567475,28.67442117715983
Sawdust,5.197302985869671,None,None,65.13239410216438,732.0,None,7.797759175952486,Reactor,None,Intermittent ,27.42980738024037,2.147162565177521,Cattle manure,37.0,46.29283156007546,None,35.0,1.0,27.32884658064516,31.0,0.2278752123160637,1.596639959668374,43.795526549298245,108.94894199999999,6.456000736505003,1.0039266347885132,0.16242621102337435,28.505380836371344
None,5.0,None,Mg(OH)₂,52.0,0.0,Mature compost,4.165518447314382,Trough,None,None,35.199215938316826,2.147162565177521,Cattle manure,97.0,0.0,Urea,0.0,1.0,27.32884658064516,31.0,0.0,1.596639959668374,56.200474716112566,104.96696450000003,3.2246986282401715,1.1160175800323486,0.20566004787494632,20.435358378858293
Byproduct,6.0,None,Organic acid,67.0,0.0,Poultry manure,2.0939948941020567,Trough,None,None,13.513975208352988,2.147162565177521,Cattle manure,88.0,0.0,MgO,0.0,1.0,27.32884658064516,28.0,0.0,1.596639959668374,21.576952831624126,105.69833400000003,3.291646637635368,0.6342456340789795,0.1992475163341964,22.51913487088241
Green Waste,5.070064030750798,None,None,55.0,0.0,Green waste,2.785683822920013,Trough,None,Continuous,38.34549323024122,2.147162565177521,Cattle manure,33.0,0.0,Sulfur,12.0,1.0,27.32884658064516,29.0,0.6021247535750822,1.596639959668374,61.22394676459625,108.107299,6.614787732907046,0.8789108395576477,0.2376011014666363,27.160120131812896
Woody peat,6.989587339693802,None,Calcium magnesium phosphate fertilizer,54.0,0.0,None,2.313190103212502,Trough,None,None,17.381881473051365,2.147162565177521,Cattle manure,70.0,0.0,Microbiological agent,0.0,0.0,27.32884658064516,20.0,0.0,1.596639959668374,27.75260653409319,104.682603,4.045887907809297,1.0535762310028076,0.1949086542630187,1000000.0
None,7.351476586792392,None,MgO,68.37595761889713,0.0,Mature compost,6.299561259536599,Windrow,None,None,15.650805259924946,2.147162565177521,Cattle manure,34.0,0.0,Sodium phosphates,0.0,1.0,27.32884658064516,24.0,0.0,1.596639959668374,24.988701078984143,105.34229500000004,3.6410043702126735,1.1139123439788818,0.16719769491595315,26.62247156458404
Sawdust,7.0,None,None,55.0,0.0,Mature compost,9.992238539835563,Windrow,None,None,24.317412457307736,2.147162565177521,Cattle manure,42.0,0.0,Labile carbon source,0.0,1.0,27.32884658064516,29.0,0.0,1.596639959668374,38.82615244507504,108.47723300000004,3.8553811435739798,1.0511648654937744,0.19473580610599933,26.701385349377627
None,7.9611764744469475,None,Potassium phosphate,54.94781899242389,0.0,Mature compost,5.4798488441328255,Trough,None,None,18.314390383657933,2.147162565177521,Cattle manure,50.0,0.0,MgSO₄,0.0,0.0,27.32884658064516,31.0,0.0,1.596639959668374,29.241487523514465,108.83171750000002,3.6410043702126735,1.1192383766174316,0.183307127115352,23.06623130644165
Plastic tube pieces,6.0,None,Calcium magnesium phosphate fertilizer,58.0,0.0,Byproduct,6.6258193221999475,Trough,None,Continuous,12.510015676974941,2.147162565177521,Cattle manure,40.0,0.0,Sodium salt,34.0,0.0,27.32884658064516,29.0,1.463795823426595,1.596639959668374,19.973990925936,107.08160800000003,6.570426634269884,0.9010118246078492,0.18870432166534887,26.96499079405057
Sawdust,6.0,None,Zeolite,57.4843506178907,0.0,Mature compost,4.162336816291811,Windrow,None,Continuous,32.0,2.147162565177521,Cattle manure,30.0,0.0,Forsterite,19.0,0.0,27.32884658064516,26.0,0.9292903716607672,1.596639959668374,51.09247870938797,104.79365099999997,7.0749377958781485,0.9229760766029358,0.21233399634853128,1000000.0
Sawdust,7.510953912773224,None,DCD,63.34636395992815,0.0,Poultry manure,5.645386241197867,Trough,None,None,34.974599999929964,2.147162565177521,Cattle manure,46.0,0.0,Zeolite,0.0,1.0,27.32884658064516,30.0,0.0,1.596639959668374,55.841843933305704,107.1427695,3.5639304105767606,1.1180903911590576,0.20167508524774932,26.537539764653825
Byproduct,7.0,None,Potassium phosphate,58.0,903.0,None,3.374003046678125,Trough,None,Intermittent ,22.0,2.147162565177521,Cattle manure,29.0,17.15358080244821,Gypsum,10.0,0.0,27.32884658064516,28.0,1.8228782113083557,1.596639959668374,35.126079112704225,107.12927799999996,7.964048571930428,0.3567303717136383,0.1865214928327531,1000000.0
Straw,7.0,None,Organic acid,59.0,0.0,Mature compost,7.293885666143099,Windrow,None,Continuous,36.72290663318154,2.147162565177521,Cattle manure,39.0,0.0,Urea,37.0,0.0,27.32884658064516,30.0,1.3291278770133326,1.596639959668374,58.633260165708435,106.588272,7.296754438201322,0.952489733695984,0.20551225830093695,1000000.0
Woody peat,6.0,None,MgO,69.78102151111477,0.0,Byproduct,7.377376781054631,Trough,None,None,32.0,2.147162565177521,Cattle manure,39.0,0.0,Sand,0.0,1.0,27.32884658064516,27.0,0.0,1.596639959668374,51.09247870938797,105.69125800000003,3.723276375025292,1.0528366565704346,0.2450582227849768,1000000.0
Straw,5.806510230202933,None,Potassium phosphate,61.0,0.0,Byproduct,3.463704824316366,Windrow,None,Continuous,29.0,2.147162565177521,Cattle manure,46.0,0.0,Lignite,41.0,1.0,27.32884658064516,30.0,1.2023994280217571,1.596639959668374,46.30255883038285,105.292213,7.424660025406323,0.9403703212738036,0.2438642427385435,1000000.0
Sawdust,7.0,None,Potassium phosphate,50.68816594152907,1300.0,Byproduct,8.28189801551213,Windrow,None,Intermittent ,24.400991289224567,2.147162565177521,Cattle manure,45.0,56.77904719926426,Microbiological agent,37.0,0.0,27.32884658064516,31.0,1.0370838501994442,1.596639959668374,38.95959774789585,106.30784499999996,7.479864505151001,1.0343036651611328,0.17503830799548425,27.049482940564648
Sawdust,7.0,None,Biochar,52.0,0.0,Green waste,4.863974569659555,Trough,None,None,25.52436204416866,2.147162565177521,Cattle manure,44.0,0.0,Sodium phosphates,0.0,0.0,27.32884658064516,28.0,0.0,1.596639959668374,40.75321638476243,110.46587199999999,3.908422158490048,1.0900075435638428,0.19174378566357125,26.46493101348318
Soil,5.9140152962564505,None,DCD,64.0,0.0,Green waste,2.990772075076527,Windrow,None,None,25.637111704895226,2.147162565177521,Cattle manure,37.0,0.0,Urea,0.0,0.0,27.32884658064516,31.0,0.0,1.596639959668374,40.93323699851752,110.7724905,3.3899756363703424,1.034048557281494,0.1982632662414613,27.63561827969279
Sawdust,7.0,None,MgSO₄,56.0,0.0,Poultry manure,5.11312233577803,Reactor,None,None,13.052337405338145,2.147162565177521,Cattle manure,45.0,0.0,Sulfur,0.0,1.0,27.32884658064516,18.0,0.0,1.596639959668374,20.8398834684371,106.308608,4.01306203017928,1.1148176193237305,0.16159062331862806,26.84339141959587
None,6.062046404882397,None,DCD,54.0,1300.0,Straw,4.129259971479333,Reactor,None,Intermittent ,38.43516517520271,2.147162565177521,Cattle manure,64.0,46.02928215584463,LB Culture,29.0,1.0,27.32884658064516,31.0,1.7683895640099372,1.596639959668374,61.36712057518293,104.46006999999996,8.05748037395571,0.9927374124526978,0.1846584278373752,22.06146851543859
Woody peat,8.0,None,MgSO₄,67.0,0.0,Mature compost,4.3372694918161985,Windrow,None,None,14.6578244681405,2.147162565177521,Cattle manure,107.0,0.0,Sulfur,0.0,0.0,27.32884658064516,23.0,0.0,1.596639959668374,23.403268267637955,104.56844700000002,3.4778828283559746,1.0372080802917478,0.125404795025829,24.169940740784988
None,6.0,None,None,55.216955561423475,0.0,None,3.282620758087565,Windrow,None,None,21.594037393527312,2.147162565177521,Cattle manure,31.0,0.0,None,0.0,1.0,27.32884658064516,6.0,0.0,1.596639959668374,34.47790299307881,104.833044,3.0179179764037385,1.1491761207580566,0.22291988922517195,24.33723648194131
Soil,7.026027386949411,None,Biochar,57.0,186.0,Poultry manure,4.459467773770434,Windrow,None,Intermittent ,11.26551544472126,2.147162565177521,Cattle manure,47.0,59.10435898162021,Labile carbon source,25.0,0.0,27.32884658064516,29.0,0.19465064807246854,1.596639959668374,17.986972125303193,106.36062199999998,6.7075411747620635,1.040019989013672,0.12808300706697198,26.857202082364825
Green waste,5.686306662216297,None,Inorganic acid,66.0,0.0,None,4.632259276556179,Trough,None,None,33.0,2.147162565177521,Cattle manure,32.0,0.0,MgO,0.0,1.0,27.32884658064516,28.0,0.0,1.596639959668374,63.86559838673496,111.17465700000004,2.408368985286554,1.0794296264648438,0.23819694170695985,1000000.0
Green Waste,7.0,None,Calcium magnesium phosphate fertilizer,61.891792012440426,0.0,Byproduct,3.7606598434308394,Reactor,None,None,30.0,2.147162565177521,Cattle manure,36.0,0.0,Inorganic acid,0.0,1.0,27.32884658064516,29.0,0.0,1.596639959668374,47.89919879005122,109.84400400000004,3.516149361237392,1.1161034107208252,0.2350213868282427,1000000.0
Soil,7.0,None,Gypsum,53.00899416904095,0.0,None,8.641332908416482,Windrow,None,None,13.87166375840744,2.147162565177521,Cattle manure,28.0,0.0,Zeolite,0.0,0.0,27.32884658064516,28.0,0.0,1.596639959668374,22.1480526637569,107.75121200000004,4.01306203017928,1.0887570381164549,0.12247344053324545,28.084546816542314
Green Waste,6.0,None,Microbiological agent,69.0,0.0,None,6.5640959324075325,Trough,None,None,15.0,2.147162565177521,Cattle manure,50.0,0.0,Organic acid,0.0,0.0,27.32884658064516,28.0,0.0,1.596639959668374,15.96639959668374,108.08615600000005,3.0729992907593533,1.0932600498199463,0.1783964788836317,1000000.0
Byproduct,7.0,None,MgSO₄,53.599343073757886,0.0,Straw,2.43875035901452,Trough,None,None,25.0,2.147162565177521,Cattle manure,88.0,0.0,Phosphogypsum,0.0,0.0,27.32884658064516,28.0,0.0,1.596639959668374,39.91599899170935,106.43631699999999,3.777982246061309,0.4009394943714142,0.19350960507057266,1000000.0
Green waste,7.0,None,Inorganic acid,67.09561835545342,0.0,Byproduct,5.391512497456354,Windrow,None,None,12.0,2.147162565177521,Cattle manure,28.0,0.0,Sulfur,0.0,0.0,27.32884658064516,26.0,0.0,1.596639959668374,19.15967951602049,109.26295199999998,3.0729992907593533,1.0939741134643557,0.15222047740619926,1000000.0
Green Waste,5.0,None,MgO,57.76944628720099,0.0,Straw,6.350976597600447,Reactor,None,None,32.047679764045675,2.147162565177521,Cattle manure,53.0,0.0,MgCl₂,0.0,1.0,27.32884658064516,31.0,0.0,1.596639959668374,51.16860612593084,105.92325950000004,2.6251006999218185,1.0763287544250488,0.21490273826266326,25.696035244696606
Woody peat,7.0,None,Inorganic acid,65.0,0.0,Straw,2.1819300411218023,Windrow,None,None,37.0,2.147162565177521,Cattle manure,69.0,0.0,Potassium phosphate,0.0,1.0,27.32884658064516,22.0,0.0,1.596639959668374,59.07567850772985,105.40451499999999,3.5735775271963846,1.0366449356079102,0.2053872761053148,1000000.0
Sawdust,7.0,None,None,55.0,0.0,Byproduct,2.7114374646313744,Windrow,None,None,19.68742510918555,2.147162565177521,Cattle manure,29.0,0.0,None,0.0,1.0,27.32884658064516,20.0,0.0,1.596639959668374,31.43372963230415,106.91000699999996,4.045887907809297,1.1167571544647217,0.22174380388176035,29.464223897808623
None,6.0571022695176175,None,Mg(OH)₂,61.0,0.0,Byproduct,2.9263370645063445,Trough,None,None,36.717749934589456,2.147162565177521,Cattle manure,37.0,0.0,Potassium phosphate,0.0,1.0,27.32884658064516,28.0,0.0,1.596639959668374,58.62502677467635,111.62497400000002,2.5575033721985423,1.0931034088134766,0.2397272733366552,24.79403310804052
Plastic tube pieces,6.862136824175219,None,Potassium phosphate,65.0,0.0,Poultry manure,5.842013147689049,Trough,None,Continuous,33.415034910734356,2.147162565177521,Cattle manure,31.0,0.0,MgSO₄,20.0,1.0,27.32884658064516,31.0,0.8631921817422716,1.596639959668374,53.35177999219222,108.621059,7.542690186522796,0.9438673853874208,0.2645683480310235,29.0267222200555
Green Waste,6.0,None,Biochar,56.959225824203024,0.0,None,4.988538957611494,Reactor,None,None,34.492317336236965,2.147162565177521,Cattle manure,32.0,0.0,Sodium salt,0.0,1.0,27.32884658064516,30.0,0.0,1.596639959668374,55.07181216059816,110.76177050000004,3.4042597299747563,1.094848871231079,0.219945301126335,26.43110173356501
Sawdust,5.442512919348934,None,Biochar,67.0,0.0,Byproduct,4.988980114710461,Trough,None,None,15.85024026008352,2.147162565177521,Cattle manure,31.0,0.0,Lignite,0.0,1.0,27.32884658064516,22.0,0.0,1.596639959668374,25.30712696959379,106.57858200000004,3.567871660261695,1.0704796314239502,0.2047132246605136,27.51304157743253
Soil,8.0,None,Potassium phosphate,53.2166314678046,0.0,Byproduct,3.3398371473847877,Windrow,None,None,15.0,2.147162565177521,Cattle manure,42.0,0.0,Zeolite,0.0,1.0,27.32884658064516,25.0,0.0,1.596639959668374,23.94959939502561,106.81143700000004,4.045887907809297,1.0560574531555176,0.1441217046514523,1000000.0
Green Waste,5.084789212302076,None,Inorganic acid,58.21867789556822,0.0,Straw,4.0376342472357765,Windrow,None,None,23.458480648219954,2.147162565177521,Cattle manure,30.0,0.0,Mg(OH)₂,0.0,0.0,27.32884658064516,30.0,0.0,1.596639959668374,37.45474759605524,111.37394550000003,2.790031346100523,1.0795495510101318,0.1983581442375289,28.08308996885313
Straw,7.0,None,None,52.82853370097093,0.0,Byproduct,4.996817938878888,Windrow,None,None,10.564773900241262,2.147162565177521,Cattle manure,32.0,0.0,LB Culture,0.0,1.0,27.32884658064516,28.0,0.0,1.596639959668374,16.8681401739867,109.30216,4.045887907809297,1.0516366958618164,0.1635489515171489,29.21000695792386
Sawdust,5.0,None,Potassium phosphate,67.0,0.0,Poultry manure,4.6459110892001885,Trough,None,None,14.0,2.147162565177521,Cattle manure,71.0,0.0,Sodium phosphates,0.0,1.0,27.32884658064516,28.0,0.0,1.596639959668374,22.35295943535723,107.29183700000002,3.4778828283559746,1.100562334060669,0.16709433147998273,1000000.0
Husk,7.0,None,MgSO₄,61.0,0.0,Poultry manure,3.5386465603787576,Reactor,None,None,23.0,2.147162565177521,Cattle manure,37.0,0.0,MgSO₄,0.0,1.0,27.32884658064516,31.0,0.0,1.596639959668374,36.722719072372605,112.47977550000004,3.516149361237392,1.1139123439788818,0.2448185008056096,1000000.0
Green waste,7.0,None,Microbiological agent,69.63435784274671,0.0,Straw,3.0314579174470495,Reactor,None,None,38.879292838870676,2.147162565177521,Cattle manure,45.0,0.0,Sand,0.0,1.0,27.32884658064516,22.0,0.0,1.596639959668374,62.076232550189374,107.43342400000004,3.0523854803177937,1.0918099880218506,0.21857606541036773,25.666153317353864
None,5.706105854802925,None,Potassium phosphate,67.46685756474281,0.0,Green waste,4.318797905977403,Reactor,None,None,39.67205156934463,2.147162565177521,Cattle manure,27.0,0.0,Lignite,0.0,1.0,27.32884658064516,25.0,0.0,1.596639959668374,63.341982817640066,108.25952200000002,2.408368985286554,1.0794296264648438,0.2432144136437776,25.41457891152314
Green Waste,7.0,None,Microbiological agent,61.09194265295535,0.0,None,4.1590937288949315,Trough,None,None,34.0,2.147162565177521,Cattle manure,112.0,0.0,MgSO₄,0.0,1.0,27.32884658064516,24.0,0.0,1.596639959668374,54.28575862872472,105.234488,3.3840445926887024,1.1099774837493896,0.24222816897665098,1000000.0
