Material_3,V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),M1_is Enclosed,Period (d),Material_2,Additive_1,Additive_3, Composting Method,V3_Ventilation Duration (min),Compost volume (m3),Turning times,Initial Moisture Content (%),Initial GI (%),V2_Ventilation Interval (min),Additive_4,V4_Ventilation Day,Material_Main,Additive_2,Application Rate (%DW),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Poultry manure,None,0,38.200620634922586,1.0,32.0,Woody peat,Ca-superphosphate,None,Trough,0,0.05513157894736841,9.0,58.88826196832243,27.32884658064516,0,None,0,Food waste,Calcium magnesium phosphate fertilizer,7.009136007273202,7.0,1.938857678018576,74.06556662309451,96.06780100000006,8.478918865824749,1.3209139108657837,0.20303444577903307,25.335412295153265
Straw,None,0,16.0,1.0,63.0,Byproduct,MgHPO₄,None,Trough,0,0.05513157894736841,20.0,69.56517852670056,27.32884658064516,0,None,0,Food waste,DCD,2.83195730732166,5.8559275350962325,1.938857678018576,31.021722848297216,93.936223,7.775156183858173,0.667188823223114,0.1783033812373416,1000000.0
Straw,None,0,30.0,1.0,91.0,Byproduct,Carbonatite,None,Trough,0,0.05513157894736841,16.0,65.85202414211659,27.32884658064516,0,None,0,Food waste,MgO,9.86820602028678,5.898089044158128,1.938857678018576,58.16573034055728,94.48156,7.966722699527029,0.15629008412361145,0.18137778404189844,1000000.0
Poultry manure,None,0,35.0,1.0,50.0,Woody peat,Ca-superphosphate,None,Reactor,0,0.05513157894736841,13.0,52.0,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,5.698704832464683,6.884001647528146,1.938857678018576,67.86001873065015,96.26853100000004,5.679164150230228,1.224177360534668,0.20905907049248795,1000000.0
Mature compost,None,0,13.745033778622124,1.0,30.0,Woody peat,Sodium phosphates,None,Trough,0,0.05513157894736841,9.0,61.0,27.32884658064516,0,None,0,Food waste,MgO,5.091751444093402,7.0,1.938857678018576,26.649664276306186,93.85919100000002,10.520607370220294,0.4966532588005066,0.12125058837630902,27.874949218763522
Straw,None,0,27.749202331219745,1.0,30.0,Husk,Labile carbon source,None,Trough,0,0.05513157894736841,9.0,52.65325557016318,27.32884658064516,0,None,0,Food waste,MgO,5.6123505555503685,6.705105340420703,1.938857678018576,53.80175399877636,94.71936300000004,5.680909941791352,0.13869398832321167,0.21463293818782106,23.40726347763538
Straw,None,0,29.111743980476547,1.0,94.0,Straw,Lime,None,Trough,0,0.05513157894736841,5.0,53.0,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,6.893802213153893,5.821377912949253,1.938857678018576,56.44352833705801,94.25459300000004,6.208670217715532,1.0381885766983032,0.21421723256357608,15.755489473756073
Poultry manure,None,0,28.08468613415541,1.0,83.0,Green Waste,MgO,None,Reactor,0,0.05513157894736841,20.0,58.0,27.32884658064516,0,None,0,Food waste,MgO,9.321299640537953,6.0,1.938857678018576,54.45220934594906,94.534199,8.147214891873903,0.1322735995054245,0.17816861577687146,18.941249694757566
Poultry manure,None,0,26.887779921034586,1.0,85.0,None,Sand,None,Trough,0,0.05513157894736841,15.0,61.0,27.32884658064516,0,None,0,Food waste,MgO,9.10484106462927,6.0,1.938857678018576,52.13157854477161,94.53706400000002,9.992847094296113,0.08347613364458084,0.20089122134072232,18.160122733497907
Straw,None,0,32.0,1.0,59.0,None,Biochar,None,Trough,0,0.05513157894736841,6.0,63.0,27.32884658064516,0,None,0,Food waste,Inorganic acid,4.1324512642214595,7.0,1.938857678018576,62.04344569659443,96.55891000000004,7.999548577157045,0.7392770051956177,0.2622451575906876,1000000.0
Straw,None,0,36.918007618118615,1.0,129.0,Straw,MgCl₂,None,Reactor,0,0.05513157894736841,15.0,58.0,27.32884658064516,0,None,0,Food waste,MgO,7.302115279390469,6.244373967015723,1.938857678018576,71.57876252753758,94.93594399999999,8.72336515505456,0.3797556459903717,0.1805188620713961,21.01575555049664
Straw,None,0,16.122078656416022,1.0,87.0,None,LB Culture,None,Reactor,0,0.05513157894736841,8.0,62.99615992663661,27.32884658064516,0,None,0,Food waste,MgO,5.875531607436322,7.0,1.938857678018576,31.258415988611606,94.61188300000002,8.19560487913038,0.1404484063386917,0.1681212952697971,20.32840512267205
Byproduct,None,0,30.963589540838523,1.0,68.0,Plastic tube pieces,Ca-superphosphate,None,Reactor,0,0.05513157894736841,4.0,68.39827873698599,27.32884658064516,0,None,0,Food waste,Biochar,3.4826935442372298,5.0,1.938857678018576,60.033993320270454,94.87503600000004,7.664931312516598,0.3951236605644226,0.18550705975329967,17.371990149739357
Straw,None,0,11.0,1.0,45.0,Straw,Potassium phosphate,None,Trough,0,0.05513157894736841,17.0,69.0,27.32884658064516,0,None,0,Food waste,DCD,8.887528389112722,7.0,1.938857678018576,21.327434458204337,93.895775,11.204370035925626,0.2528447210788727,0.15638928450224235,1000000.0
Mature compost,None,0,36.31428868615399,1.0,107.0,Woody peat,MgCl₂,None,Trough,0,0.05513157894736841,9.0,62.65054600472146,27.32884658064516,0,None,0,Food waste,MgO,9.559387106271199,6.0,1.938857678018576,70.40823744093277,93.85919100000002,8.674975167798085,0.3566775023937225,0.16173434728985694,20.54851288058761
Poultry manure,None,0,38.18449834541767,1.0,108.0,Byproduct,Mg(OH)₂,None,Reactor,0,0.05513157894736841,6.0,65.0,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,6.023847945363321,7.0,1.938857678018576,74.03430779830066,94.03443400000006,8.147214891873903,1.0278276205062866,0.22958128474260855,17.482124532780233
Straw,None,0,10.461874017014402,1.0,130.0,Straw,Phosphogypsum,None,Reactor,0,0.05513157894736841,10.0,55.658818218793755,27.32884658064516,0,None,0,Food waste,MgO,4.23367918628818,7.0,1.938857678018576,20.284084764351412,94.90764300000002,11.204370035925626,0.7766164541244507,0.15279417289652292,24.535371704395352
None,None,0,24.822707301618568,1.0,72.0,Green Waste,Sand,None,Windrow,0,0.05513157894736841,15.0,59.79504133654055,27.32884658064516,0,None,0,Food waste,Calcium magnesium phosphate fertilizer,9.135366467629,6.105272092908222,1.938857678018576,48.127696640950916,93.83970500000004,9.992847094296113,1.2764074802398682,0.17540382572089794,18.922997175585497
Straw,None,0,30.50061648095517,1.0,103.0,Green waste,MgHPO₄,None,Windrow,0,0.05513157894736841,9.0,59.0,27.32884658064516,0,None,0,Food waste,DCD,6.611238841659031,6.0,1.938857678018576,59.13635444839986,94.25459300000004,8.19560487913038,0.12872451543807986,0.19561493630733656,17.80803736343052
None,None,0,15.0,1.0,39.0,Straw,Clay,None,Reactor,0,0.05513157894736841,7.0,64.99339355463512,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,4.6516627988316035,5.5182725982160346,1.938857678018576,29.08286517027864,94.30408100000004,8.446092988194733,1.511696457862854,0.1093743808430412,1000000.0
Green waste,None,0,11.0,1.0,63.0,Husk,Biochar,None,Reactor,0,0.05513157894736841,30.0,65.21791239046377,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,2.8330918070497204,5.333958264646929,1.938857678018576,21.327434458204337,95.62397600000004,7.530709894628362,1.5248360633850098,0.171384133382742,1000000.0
Poultry manure,None,0,38.83681807197356,1.0,44.0,Byproduct,Mature compost,None,Windrow,0,0.05513157894736841,14.0,66.0,27.32884658064516,0,None,0,Food waste,MgO,4.364575941426058,7.187015155648424,1.938857678018576,75.29906290865651,95.05329900000002,8.147214891873903,0.6961469650268555,0.2139939526670951,23.08605184156909
Green waste,None,0,19.0,1.0,73.0,Byproduct,Biochar,None,Trough,0,0.05513157894736841,5.0,66.0,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,6.473546247301582,5.749055941944488,1.938857678018576,19.388576780185762,95.86045600000006,7.951158589900569,1.1992908716201782,0.18387452617954197,1000000.0
None,None,0,14.605034848249314,1.0,97.0,Woody peat,Urea,None,Trough,0,0.05513157894736841,9.0,51.959429372810746,27.32884658064516,0,None,0,Food waste,Biochar,2.55035459224864,6.992564946258803,1.938857678018576,28.31708395325705,93.56248600000006,6.8963853370982635,1.4740321636199951,0.12378882579111675,22.148955878971172
Straw,None,0,13.284617437628127,0.0,78.0,Husk,Carbonatite,None,Windrow,0,0.05513157894736841,15.0,58.0,27.32884658064516,0,None,0,Food waste,Gypsum,3.5997887797159054,6.0,1.938857678018576,25.756982518484765,94.118075,7.966722699527029,0.6991404294967651,0.11000520326727084,19.893543296954906
Straw,None,0,35.0,1.0,38.0,Husk,Biochar,None,Trough,0,0.05513157894736841,16.0,59.0,27.32884658064516,0,None,0,Food waste,MgO,7.919643386537361,5.0,1.938857678018576,67.86001873065015,95.84011,7.999548577157045,0.016106430441141132,0.1934093752678636,1000000.0
None,None,0,30.0,1.0,89.0,Plastic tube pieces,Carbonatite,None,Reactor,0,0.05513157894736841,21.0,59.0,27.32884658064516,0,None,0,Food waste,DCD,8.429447012590026,5.0,1.938857678018576,58.16573034055728,93.985711,7.918332712270553,0.3741732537746429,0.16710852126703055,1000000.0
Straw,None,0,10.250191162001396,1.0,113.0,Husk,Organic acid,None,Trough,0,0.05513157894736841,15.0,58.0,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,3.4031714582753487,8.0,1.938857678018576,19.873661835604555,94.45091600000002,10.840584447432725,1.3841373920440674,0.16645568101110994,21.9539108067023
Straw,None,0,18.15487280060972,1.0,18.0,Straw,Lime,None,Reactor,0,0.05513157894736841,5.0,63.45176213599767,27.32884658064516,0,None,0,Food waste,MgO,7.814937392157428,6.4531407789980095,1.938857678018576,35.19971452291276,94.61188300000002,8.72336515505456,0.25276732444763184,0.1874517727621874,25.30834552012025
None,None,0,22.077778705189253,1.0,102.0,Byproduct,MgO,None,Trough,0,0.05513157894736841,12.0,68.90170009063303,27.32884658064516,0,None,0,Food waste,MgSO₄,4.755163810672504,8.0,1.938857678018576,42.8056707561512,92.64439899999999,8.147214891873903,0.7297713756561279,0.1887727989854651,22.73272615551102
Mature compost,None,0,24.574896317418197,1.0,35.0,None,Sulfur,None,Windrow,0,0.05513157894736841,16.0,65.8504002400818,27.32884658064516,0,None,0,Food waste,Gypsum,6.925123883535624,5.0,1.938857678018576,47.6472264115367,93.69183300000005,9.992847094296113,0.3613991141319275,0.17012983003794666,26.51201186494737
Straw,None,0,25.0,1.0,87.0,Byproduct,Ferric salt,None,Reactor,0,0.05513157894736841,12.0,58.0,27.32884658064516,0,None,0,Food waste,Inorganic acid,8.42906119958425,5.943527916210398,1.938857678018576,48.4714419504644,93.57749800000003,7.966722699527029,0.08436602354049683,0.18896945320098724,1000000.0
Green waste,None,0,23.865023669274503,1.0,119.0,Husk,Sulfur,None,Reactor,0,0.05513157894736841,7.0,56.74099131754079,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,8.391486093495393,7.0,1.938857678018576,46.270884377267926,93.44975500000004,8.5686456364099,1.09672749042511,0.18029998448549855,17.915755018367893
Mature compost,None,0,20.0,1.0,38.0,Woody peat,Ca-superphosphate,None,Trough,0,0.05513157894736841,25.0,58.0,27.32884658064516,0,None,0,Food waste,Biochar,5.715901562236708,7.0,1.938857678018576,38.777153560371524,95.29246600000002,8.478918865824749,1.2241160869598389,0.1924022031413244,1000000.0
Straw,None,0,21.806543299402172,1.0,16.0,Green Waste,Mature compost,None,Windrow,0,0.05513157894736841,11.0,65.36757734604619,27.32884658064516,0,None,0,Food waste,MgO,5.377293671698703,7.0,1.938857678018576,42.27978390709043,95.45991900000004,8.19560487913038,0.0965455248951912,0.2036501604680107,28.79118659864484
Byproduct,None,0,20.0,1.0,78.0,None,Ca-superphosphate,None,Reactor,0,0.05513157894736841,15.0,69.04845044600128,27.32884658064516,0,None,0,Food waste,Biochar,8.18322228549429,6.0,1.938857678018576,38.777153560371524,95.92123700000002,7.664931312516598,0.2660139799118042,0.1778426482789967,1000000.0
None,None,0,20.343227501781573,1.0,114.0,Soil,LB Culture,None,Windrow,0,0.05513157894736841,10.0,64.0,27.32884658064516,0,None,0,Food waste,MgO,8.496778714648372,6.0,1.938857678018576,39.442622837507855,94.22362300000003,8.674975167798085,0.5464265942573547,0.15528352096455056,21.019646507988213
Poultry manure,None,0,19.28057042795274,1.0,116.0,Sawdust,Mg(OH)₂,None,Reactor,0,0.05513157894736841,10.0,62.93056815872007,27.32884658064516,0,None,0,Food waste,Inorganic acid,3.2736178904592084,5.186476040779391,1.938857678018576,37.38228201081407,94.05234400000003,8.068368222855923,0.9705546498298644,0.1968299849626688,23.753749336652714
Poultry manure,None,0,29.339567722067613,1.0,92.0,None,Sodium phosphates,None,Reactor,0,0.05513157894736841,14.0,65.0,27.32884658064516,0,None,0,Food waste,DCD,9.09500876163055,6.0,1.938857678018576,56.88524614767678,94.23516400000004,9.992847094296113,0.09787260740995407,0.17443588183836875,18.045718973253752
Straw,None,0,25.730928107607042,1.0,113.0,Byproduct,Inorganic acid,None,Reactor,0,0.05513157894736841,10.0,60.0,27.32884658064516,0,None,0,Food waste,Biochar,6.5368457355502105,5.0,1.938857678018576,49.888607523977896,94.46306300000003,8.19560487913038,0.9845665097236632,0.2010931487138388,20.919379015623353
Green waste,None,0,23.0,1.0,24.0,Green waste,Ca-superphosphate,None,Trough,0,0.05513157894736841,10.0,69.0,27.32884658064516,0,None,0,Food waste,Calcium magnesium phosphate fertilizer,6.685022582412834,5.29677757867467,1.938857678018576,44.59372659442725,96.36167100000004,7.951158589900569,1.2459068298339844,0.1844472849140849,1000000.0
Poultry manure,None,0,31.026749403325468,1.0,21.0,Byproduct,Sand,None,Windrow,0,0.05513157894736841,15.0,57.0,27.32884658064516,0,None,0,Food waste,Biochar,8.238711125956787,6.3299750232674254,1.938857678018576,60.15645130459586,94.27120500000002,9.992847094296113,1.3187021017074585,0.1745408574949665,25.602266737391485
Mature compost,None,0,11.997198842044668,0.0,13.0,Husk,Ca-superphosphate,None,Trough,0,0.05513157894736841,6.0,68.7784094030971,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,2.637632438933069,6.356691789176818,1.938857678018576,23.260861089613872,93.953437,7.715800432339531,1.5074311494827268,0.13169004114574814,25.48307374919595
Poultry manure,None,0,21.37722252561565,1.0,28.0,Woody peat,MgSO₄,None,Trough,0,0.05513157894736841,14.0,64.4841516303764,27.32884658064516,0,None,0,Food waste,Calcium magnesium phosphate fertilizer,8.8757221606766,8.0,1.938857678018576,41.44739202850156,94.23516400000004,8.674975167798085,1.0400059223175049,0.1961339608225765,30.683775766398448
None,None,0,33.202187931775,1.0,58.0,Byproduct,Sodium salt,None,Reactor,0,0.05513157894736841,8.0,53.0,27.32884658064516,0,None,0,Food waste,Gypsum,6.669775588442122,5.0,1.938857678018576,64.37431699853768,93.60293400000006,7.19309237870159,0.0835365355014801,0.16040187297003314,24.47471290867653
Straw,None,0,11.727901851753966,1.0,72.0,Sawdust,Lignite,None,Windrow,0,0.05513157894736841,30.0,67.11603413090961,27.32884658064516,0,None,0,Food waste,MgO,2.871478441588128,6.0,1.938857678018576,22.738732552321448,93.833539,7.775156183858173,0.9206877946853638,0.15432371647107798,25.17441474061823
Poultry manure,None,0,33.64947704573287,1.0,104.0,None,Zeolite,None,Reactor,0,0.05513157894736841,16.0,63.0,27.32884658064516,0,None,0,Food waste,Biochar,8.065483227600236,6.0,1.938857678018576,65.241546931429,94.27120500000002,9.992847094296113,1.100615382194519,0.16420393040982584,21.62526112797803
Poultry manure,None,0,21.431652131132385,1.0,123.0,Soil,Phosphogypsum,None,Trough,0,0.05513157894736841,6.0,55.62190458718249,27.32884658064516,0,None,0,Food waste,Ca-superphosphate,5.282973112976877,8.0,1.938857678018576,41.55292328706921,94.03443400000006,10.520607370220294,1.0223860740661619,0.20207582423578796,21.616003260006647
Byproduct,None,0,26.720417757463913,1.0,18.0,Soil,Biochar,None,Trough,0,0.05513157894736841,1.0,69.0,27.32884658064516,0,None,0,Food waste,DCD,8.76659601522412,7.786801677970806,1.938857678018576,51.80708712892282,95.29043400000002,8.192691588440777,0.2120855450630188,0.16435396858783358,23.8879535588769
Straw,None,0,10.837930857766672,1.0,68.0,Green Waste,Biochar,None,Reactor,0,0.05513157894736841,13.0,65.18396144330696,27.32884658064516,0,None,0,Food waste,Inorganic acid,6.65474895369618,5.650386587903461,1.938857678018576,21.013205457415363,96.22078500000003,7.999548577157045,0.08935593068599701,0.18207139229341404,19.204062014544057
None,None,0,39.0,1.0,87.0,Woody peat,Clay,None,Reactor,0,0.05513157894736841,10.0,60.61593687953857,27.32884658064516,0,None,0,Food waste,Calcium magnesium phosphate fertilizer,9.536058957723156,6.0,1.938857678018576,75.61544944272447,94.51255100000004,8.446092988194733,1.0555377006530762,0.15209671874609287,1000000.0
Straw,None,0,10.318671319657607,0.0,61.0,Husk,Ca-superphosphate,None,Windrow,0,0.05513157894736841,27.0,52.0,27.32884658064516,0,None,0,Food waste,DCD,6.664545858449188,6.0,1.938857678018576,20.006435115068232,94.089471,5.484853639818018,0.1815321296453476,0.11820997094554728,21.080010694828367
None,None,0,35.13161399426287,1.0,20.0,None,Calcium magnesium phosphate fertilizer,None,Trough,0,0.05513157894736841,5.0,67.0,27.32884658064516,0,None,0,Food waste,Biochar,4.433992195885184,6.0,1.938857678018576,68.11519953396142,94.38948100000003,7.918332712270553,1.5142511129379272,0.1981126033116866,22.269150818728086
Straw,None,0,34.0,1.0,128.0,Byproduct,Mature compost,None,Reactor,0,0.05513157894736841,16.0,56.20442583696485,27.32884658064516,0,None,0,Food waste,DCD,9.217863862539216,6.645146704406478,1.938857678018576,65.9211610526316,94.49136400000002,8.19560487913038,0.0941563844680786,0.18298902264589095,1000000.0
Straw,None,0,20.0,1.0,13.0,Green Waste,Mature compost,None,Windrow,0,0.05513157894736841,4.0,60.0,27.32884658064516,0,None,0,Food waste,MgO,4.428108723741984,7.546403494609745,1.938857678018576,38.777153560371524,94.04422900000004,8.19560487913038,0.6838647127151489,0.2468391214393305,1000000.0
