Additive_3,V3_Ventilation Duration (min),Initial GI (%),Initial pH,Additive_4,Additive_1,Additive_2, Composting Method,Application Rate (%DW),Compost volume (m3),Period (d),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Turning times,V1_Ventilation Type,Material_2,M1_is Enclosed,Material_3,Material_Main,Initial Moisture Content (%),Initial C/N (%),V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
None,0.0,27.32884658064516,7.623343245418078,None,Zeolite,Mg(OH)₂,Windrow,9.990388490365117,0.0996875,44.0,0.0,0.0,0.0,None,Soil,0.0,Poultry manure,Digestate,58.16887040097969,31.413907498382734,0.0,2.754411318174137,86.52682236162079,108.19711600000004,12.518762017256126,0.9745988845825196,0.13453414161483113,20.137082482874987
None,0.0,27.32884658064516,6.0,None,Sulfur,Potassium phosphate,Reactor,5.4313884154708205,0.0996875,120.0,44.0,1.6350703755060447,6.0,Continuous,Green Waste,1.0,None,Digestate,61.0,33.090843740020965,0.0,2.754411318174137,91.14579452544552,107.61484099999998,10.033699458075018,1.133878469467163,0.1757918709827283,20.613410850736564
None,0.0,28.78699112792794,5.855401324061196,None,Ca-superphosphate,MgSO₄,Windrow,3.2843543207138577,0.0996875,28.0,0.0,0.0,0.0,None,Green waste,1.0,None,Digestate,69.6731013646329,38.20501669779702,0.0,2.754411318174137,105.23233040344401,110.81969400000004,12.667619943857648,1.1007134914398191,0.12060353045262745,17.016549603343428
None,14.734798102572341,27.32884658064516,7.0,None,Labile carbon source,Gypsum,Reactor,4.319179668851284,0.0996875,101.0,74.0,1.9910847553968904,7.0,Intermittent ,Green waste,1.0,None,Digestate,54.507054047455476,31.70368221727941,19.0,2.754411318174137,87.32498112707054,109.004685,8.327698629617599,1.404489278793335,0.1854627696533768,22.30702884288588
None,0.0,27.32884658064516,6.916044425480665,None,Clay,Organic acid,Windrow,4.629844525255703,0.0996875,78.0,0.0,0.0,25.0,None,Husk,0.0,None,Digestate,61.0,33.0,0.0,2.754411318174137,90.89557349974652,108.71154900000003,10.446407503726489,1.1066763401031494,0.1449177616265666,1000000.0
None,0.0,27.32884658064516,5.2382175817049434,None,Organic acid,Inorganic acid,Windrow,9.953386323563908,0.0996875,97.0,0.0,0.0,24.0,None,Straw,1.0,None,Digestate,62.58194286273219,34.601121448386,0.0,2.754411318174137,95.30572053895229,108.565157,9.54848908785537,0.98056161403656,0.14680435336518372,22.949544332100984
None,0.0,27.32884658064516,5.569850575153104,None,Sulfur,Organic acid,Trough,9.322496968729832,0.0996875,109.0,0.0,0.0,10.0,None,Byproduct,1.0,Green waste,Digestate,50.78062505144365,37.0,0.0,2.754411318174137,101.91321877244309,108.62030400000002,5.279874633206553,0.4775523841381073,0.13348421572862754,1000000.0
None,0.0,27.32884658064516,6.0,None,Microbiological agent,Zeolite,Trough,5.8077425676802,0.0996875,79.0,0.0,0.0,0.0,None,Straw,0.0,Mature compost,Digestate,51.0,39.2655793880723,0.0,2.754411318174137,108.15355628117143,110.05285200000004,8.250517344307259,1.1007134914398191,0.10307190509325484,14.735686688372894
None,0.0,27.32884658064516,7.847364943814711,None,Biochar,MgSO₄,Reactor,3.4304864245516384,0.0996875,122.0,0.0,0.0,13.0,None,Byproduct,1.0,Mature compost,Digestate,51.0,29.0,0.0,2.754411318174137,110.17645272696548,108.63621800000004,5.6684188961763855,0.7579747438430786,0.19191314441955956,1000000.0
None,0.0,27.32884658064516,7.625478916334333,None,Labile carbon source,None,Trough,6.685547799774168,0.0996875,47.0,0.0,0.0,14.0,None,Sawdust,1.0,None,Digestate,61.94244526785138,34.0,0.0,2.754411318174137,93.64998481792065,108.81707900000004,10.07098433248407,1.1066763401031494,0.17665120037858573,1000000.0
None,0.0,27.32884658064516,5.116341091855366,None,Ca-superphosphate,Organic acid,Trough,5.9916446390514855,0.0996875,34.0,13.0,0.4673252032570403,7.0,Continuous,Plastic tube pieces,1.0,None,Digestate,68.0,35.97436588459098,0.0,2.754411318174137,99.08820055665493,106.43718399999996,10.27800896142694,1.133878469467163,0.17805702593399966,21.95628459357714
None,0.0,27.32884658064516,6.0,None,Lime,MgO,Trough,3.7399048385533535,0.0996875,96.0,0.0,0.0,30.0,None,Green Waste,0.0,Mature compost,Digestate,51.0,32.252418371596875,0.0,2.754411318174137,88.83642620121391,109.12938700000002,6.011016189788786,1.1066763401031494,0.13271722747212875,17.93045833999342
None,0.0,27.32884658064516,6.0,None,Forsterite,Potassium phosphate,Reactor,5.216016337610671,0.0996875,84.0,0.0,0.0,23.0,None,Byproduct,1.0,None,Digestate,60.9685877441165,30.65735147601261,0.0,2.754411318174137,84.44295589077173,107.24616600000004,10.033699458075018,0.7579747438430786,0.17014761114632693,17.57198390623843
None,0.0,27.32884658064516,7.223186252796979,None,MgCl₂,Organic acid,Reactor,5.435164583061068,0.0996875,47.0,0.0,0.0,10.0,None,Husk,1.0,None,Digestate,67.0,36.0,0.0,2.754411318174137,99.15880745426891,108.89838000000003,10.27800896142694,1.1066763401031494,0.17417943601800026,1000000.0
None,0.0,27.32884658064516,6.0,None,Labile carbon source,Mg(OH)₂,Trough,9.5231004881753,0.0996875,58.0,0.0,0.0,19.0,None,Green Waste,1.0,Mature compost,Digestate,55.0,33.326952402484444,0.0,2.754411318174137,91.7961348976539,108.75898,5.279874633206553,0.98056161403656,0.14518415197681378,20.267637319385468
None,0.0,27.32884658064516,7.747753687696734,None,Mg(OH)₂,Inorganic acid,Trough,5.490437844623847,0.0996875,92.0,0.0,0.0,0.0,None,Byproduct,0.0,Mature compost,Digestate,65.0,31.0,0.0,2.754411318174137,85.38675086339825,109.93688900000002,12.969510651559725,0.7524987459182739,0.13800439049085314,1000000.0
None,0.0,27.32884658064516,5.049293791158458,None,Potassium phosphate,Potassium phosphate,Trough,9.852737264706569,0.0996875,72.0,0.0,0.0,0.0,None,Woody peat,0.0,None,Digestate,51.67541686774911,31.839595041587792,0.0,2.754411318174137,87.69934094863055,109.34303600000004,7.932083833376491,0.9745988845825196,0.10005604646521576,17.498863385548393
None,0.0,27.32884658064516,7.0,None,MgCl₂,MgSO₄,Trough,9.866988895368527,0.0996875,61.0,0.0,0.0,20.0,None,Soil,0.0,Green waste,Digestate,66.0,36.772444959412994,0.0,2.754411318174137,101.28643859314262,108.17694000000004,10.389480530215566,0.8224118947982788,0.13716110762293796,23.724720331997386
