Turning times,V1_Ventilation Type,Period (d),V3_Ventilation Duration (min),Material_2,Compost volume (m3),Initial Moisture Content (%),Additive_3,Material_3, Composting Method,Initial GI (%),Additive_4,Material_Main,V5_Ventilation rate (L/min/kg iniDW),V2_Ventilation Interval (min),Initial C/N (%),Additive_1,Initial pH,Additive_2,V4_Ventilation Day,M1_is Enclosed,Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
3.0,None,97.0,0,Sawdust,0.6277154746460176,66.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,25.55942111887486,Sodium phosphates,7.0,MgSO₄,0.0,1.0,4.345479686633008,2.0952942734506244,53.55450870309144,106.20556299999998,8.123568617030536,1.2032954692840576,0.2042848893804956,17.271605208730243
16.0,None,51.0,0,Straw,0.6277154746460176,61.0,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,15.0,Mg(OH)₂,6.0,MgSO₄,0.0,0.0,4.21267290629071,2.0952942734506244,31.42941410175937,103.12069000000002,8.123568617030536,1.114025354385376,0.14806472083595465,1000000.0
27.0,None,45.0,0,None,0.6277154746460176,64.0,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,34.0,Microbiological agent,5.2286777198594265,Microbiological agent,0.0,1.0,4.547365177091146,2.0952942734506244,71.24000529732123,106.91034100000005,8.123568617030536,1.1565260887145996,0.2143483339579275,1000000.0
7.0,None,69.0,0,Husk,0.6277154746460176,61.005520159037744,None,Mature compost,Windrow,27.32884658064516,None,Swine manure,0.0,0,39.468261668612826,Urea,7.0,None,0.0,1.0,4.427263236422083,2.0952942734506244,82.69762265729524,106.25529399999999,8.123568617030536,1.2222280502319336,0.2115261025136626,19.442476386604213
3.0,None,52.0,0,Sawdust,0.6277154746460176,51.0,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,22.873597951952476,Urea,7.0,Calcium magnesium phosphate fertilizer,0.0,0.0,4.799331652380337,2.0952942734506244,47.92691880193793,107.25970900000002,8.123568617030536,1.2409521341323853,0.1628915072888357,22.946292709207825
26.0,None,64.0,0,Green waste,0.6277154746460176,53.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,30.0,Gypsum,7.0,None,0.0,0.0,5.945432051749133,2.0952942734506244,62.858828203518726,106.68895300000004,8.405572758515747,1.1207826137542725,0.19208702719894072,1000000.0
20.0,None,64.0,0,None,0.6277154746460176,53.877735862359636,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,13.15132558328128,K₂SO₄,6.0,Mg(OH)₂,0.0,1.0,8.689696688836673,2.0952942734506244,27.55589718293396,107.31690300000002,8.405572758515747,1.114025354385376,0.1946747238561842,1000000.0
16.0,None,88.0,0,Soil,0.6277154746460176,55.287154862321174,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,26.059659103368016,Organic acid,7.0,Mg(OH)₂,0.0,0.0,9.598790501012543,2.0952942734506244,54.60265448736244,104.61860600000004,8.123568617030536,1.167796611785889,0.18056507353205695,23.223593339388124
21.0,None,93.0,0,Green waste,0.6277154746460176,54.0,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,33.134298074324626,Mature compost,8.0,Biochar,0.0,1.0,9.611843835493527,2.0952942734506244,69.42610500993845,106.34839900000004,5.336427862832851,1.2298084497451782,0.23056336657896095,22.236017844581777
12.0,None,121.0,0,Plastic tube pieces,0.6277154746460176,50.85326130820721,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,12.00727196986707,Mg(OH)₂,5.0,Organic acid,0.0,0.0,8.039596214248704,2.0952942734506244,25.15876819822667,106.26793800000004,8.123568617030536,1.1117687225341797,0.16524449181474285,23.791557919740537
7.0,None,77.0,0,Woody peat,0.6277154746460176,57.0,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,31.403434543768363,LB Culture,8.0,Potassium phosphate,0.0,1.0,6.218497238438796,2.0952942734506244,65.79943656623935,106.688453,8.405572758515747,1.168456792831421,0.2261391790697543,22.33850150005869
31.0,None,45.0,0,Woody peat,0.6277154746460176,61.776419457353384,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,36.700336430155566,Sodium phosphates,6.0,Organic acid,0.0,0.0,7.716648545190169,2.0952942734506244,76.8980047558163,107.20603300000003,8.123568617030536,1.1655399799346924,0.1636452618601006,30.277308635742425
15.0,None,79.0,0,Straw,0.6277154746460176,69.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,19.79347962681155,Sulfur,7.0,Inorganic acid,0.0,0.0,7.620619256540518,2.0952942734506244,41.473164513719844,107.04844900000003,8.123568617030536,1.1630860567092896,0.1708140813064888,25.292093597898184
27.0,None,56.0,0,Byproduct,0.6277154746460176,62.973934389520295,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,19.390067995097834,Gypsum,7.0,None,0.0,0.0,6.451574051099532,2.0952942734506244,40.62789843194672,105.54541,8.577996127180905,1.1117687225341797,0.2223771875033736,1000000.0
7.0,None,98.0,0,Husk,0.6277154746460176,57.0,None,Byproduct,Trough,27.32884658064516,None,Swine manure,0.0,0,32.668946739437715,Labile carbon source,6.0,MgO,0.0,0.0,4.019139477414375,2.0952942734506244,68.45105702280729,107.03065200000003,8.405572758515747,1.1834878921508791,0.18468754908781296,21.02967553701833
1.0,None,118.0,0,Woody peat,0.6277154746460176,67.88711382577898,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,20.455275405041327,Labile carbon source,7.0,Organic acid,0.0,1.0,2.0918014596840857,2.0952942734506244,42.8598214180385,106.084184,8.503350481238211,0.21570998430252075,0.17665395268863845,18.094772437537245
5.0,None,41.0,0,Green Waste,0.6277154746460176,53.27644247838207,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,26.78260190224892,Lignite,7.0,Organic acid,0.0,1.0,5.4206716044078735,2.0952942734506244,56.11743239388996,107.381117,8.123568617030536,1.1551556587219238,0.23132371321157064,1000000.0
12.0,None,70.0,0,Straw,0.6277154746460176,63.14093279938272,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,10.976295033507114,MgO,6.0,Potassium phosphate,0.0,1.0,2.1800918171809194,2.0952942734506244,22.998568127411986,106.54686800000003,7.296064855906362,1.1655399799346924,0.1927604629782984,26.66517908914861
6.0,None,48.0,0,Straw,0.6277154746460176,68.60502792105737,None,Byproduct,Trough,27.32884658064516,None,Swine manure,0.0,0,10.207051561154929,Sulfur,5.021021127377218,None,0.0,0.0,9.926447878367842,2.0952942734506244,21.386776684903182,107.637283,8.104620044907534,1.2132141590118408,0.1817585488959052,26.262238145973374
6.0,None,60.0,0,None,0.6277154746460176,53.84943142238841,None,None,Windrow,27.32884658064516,None,Swine manure,0.0,0,19.0,MgHPO₄,8.0,Ca-superphosphate,0.0,1.0,8.472999200062242,2.0952942734506244,39.810591195561855,105.83833700000002,8.123568617030536,1.2841862440109253,0.19088578663281486,1000000.0
4.0,None,90.0,0,Woody peat,0.6277154746460176,68.0,None,None,Trough,27.32884658064516,None,Swine manure,0.0,0,17.283551390521087,Inorganic acid,8.0,Biochar,0.0,1.0,3.78319665654166,2.0952942734506244,36.214126253448406,105.71217500000004,5.618432004318062,1.2864360809326172,0.18997978371787688,19.213751225162426
6.0,None,129.0,0,Green Waste,0.6277154746460176,54.852277877335474,None,Green waste,Reactor,27.32884658064516,None,Swine manure,0.0,0,15.897578070764773,K₂SO₄,5.0,Mg(OH)₂,0.0,1.0,6.4790445925235325,2.0952942734506244,33.31010429340765,107.54485800000002,8.405572758515747,1.1834878921508791,0.218067127301305,18.849737428541037
3.0,None,54.0,0,Husk,0.6277154746460176,57.0,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,34.422656227246044,None,8.0,None,0.0,1.0,7.1399009300944325,2.0952942734506244,72.12559446990811,107.64163000000002,8.123568617030536,1.2001092433929443,0.20309652333969708,20.924340673200124
20.0,None,86.0,0,Woody peat,0.6277154746460176,51.0,None,Mature compost,Windrow,27.32884658064516,None,Swine manure,0.0,0,24.819308202344605,Zeolite,6.0,Microbiological agent,0.0,0.0,7.840920280254702,2.0952942734506244,52.00375434737874,106.85548800000004,8.123568617030536,1.1655399799346924,0.15979585976096208,24.83384015157011
13.0,None,101.0,0,Woody peat,0.6277154746460176,69.0,None,Byproduct,Trough,27.32884658064516,None,Swine manure,0.0,0,15.327752957077957,Urea,7.065331662200179,Organic acid,0.0,1.0,9.217879019917136,2.0952942734506244,32.11615299583132,105.72648000000002,8.123568617030536,1.1565260887145996,0.2059201392276293,23.611920474277746
22.0,None,125.0,0,Woody peat,0.6277154746460176,68.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,33.33526413998629,MgCl₂,6.0,Microbiological agent,0.0,1.0,7.096777923133999,2.0952942734506244,69.84718805647724,106.78798800000004,8.123568617030536,1.1207826137542725,0.20179579687548196,25.306976491417704
9.0,None,107.0,0,Woody peat,0.6277154746460176,63.28237258583107,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,16.0,None,8.0,None,0.0,1.0,7.659830598119466,2.0952942734506244,33.52470837520999,106.87399400000004,8.123568617030536,1.1565260887145996,0.19205867952686131,1000000.0
21.0,None,91.0,0,None,0.6277154746460176,52.0,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,23.0,Sodium phosphates,6.0,None,0.0,1.0,9.101979937355113,2.0952942734506244,20.952942734506248,106.62765800000004,8.104620044907534,1.1565260887145996,0.19937948117339388,1000000.0
9.0,None,56.0,0,Plastic tube pieces,0.6277154746460176,65.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,23.0,Labile carbon source,6.0,Zeolite,0.0,1.0,8.884702951271176,2.0952942734506244,83.81177093802499,106.55045300000003,8.405572758515747,1.118441462516785,0.19582929839243401,1000000.0
19.0,None,24.0,0,Plastic tube pieces,0.6277154746460176,58.0,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,21.496597296302014,None,6.0,None,0.0,1.0,2.9863961401740733,2.0952942734506244,45.04169721361578,106.50425400000002,8.123568617030536,1.1565260887145996,0.2531109192119623,30.77095567438477
2.0,None,72.0,0,Husk,0.6277154746460176,60.0,None,Mature compost,Windrow,27.32884658064516,None,Swine manure,0.0,0,18.721288621265394,Potassium phosphate,7.0,Microbiological agent,0.0,1.0,3.886911923672007,2.0952942734506244,39.226608839753716,106.71598999999999,8.123568617030536,1.2001092433929443,0.20921246147515124,14.065217512326374
10.0,None,105.0,0,Green Waste,0.6277154746460176,59.96832971076568,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,25.050237553012852,Inorganic acid,5.0,MgSO₄,0.0,0.0,8.17618738793324,2.0952942734506244,52.4876192934056,106.88466100000004,8.405572758515747,1.114025354385376,0.19818973387720146,22.703553519869267
4.0,None,112.0,0,Woody peat,0.6277154746460176,59.28864535934064,None,Green waste,Reactor,27.32884658064516,None,Swine manure,0.0,0,27.0,Potassium phosphate,5.0,Ca-superphosphate,0.0,1.0,6.840621045715683,2.0952942734506244,83.81177093802499,107.35385700000002,8.123568617030536,1.263793706893921,0.1882248580685842,1000000.0
15.0,None,100.0,0,Straw,0.6277154746460176,54.0,None,Poultry manure,Trough,27.32884658064516,None,Swine manure,0.0,0,20.0,Zeolite,5.124807034771592,Inorganic acid,0.0,1.0,3.2031214816633113,2.0952942734506244,41.905885469012496,105.04163800000003,8.123568617030536,1.1540721654891968,0.23220922288095275,1000000.0
2.0,None,106.0,0,None,0.6277154746460176,59.0,None,Byproduct,Trough,27.328846580645166,None,Swine manure,0.0,0,37.0,Inorganic acid,5.0,Ca-superphosphate,0.0,1.0,8.26988300618638,2.0952942734506244,77.52588811767309,107.02537800000002,8.405572758515747,1.2563482522964478,0.19213973243771768,1000000.0
22.0,None,51.0,0,Plastic tube pieces,0.6277154746460176,57.25320027420359,None,Mature compost,Reactor,27.32884658064516,None,Swine manure,0.0,0,12.37307136831634,Inorganic acid,7.0,None,0.0,1.0,4.432392588958021,2.0952942734506244,25.925225583029107,107.023736,8.405572758515747,1.1117687225341797,0.18482342466491625,25.347555715337897
2.0,None,65.0,0,Sawdust,0.6277154746460176,57.33166519096473,None,None,Trough,27.32884658064516,None,Swine manure,0.0,0,11.0,Microbiological agent,8.0,Biochar,0.0,0.0,4.913129425173722,2.0952942734506244,23.04823700795687,105.966381,5.317479290709848,1.278990626335144,0.17717413204599802,1000000.0
3.0,None,20.0,0,Soil,0.6277154746460176,62.96218242763132,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,35.75876299895146,None,7.0,None,0.0,1.0,5.813018490639948,2.0952942734506244,74.92513133738106,105.14442700000001,8.123568617030536,1.1910953521728516,0.22478104092486667,26.521521962842666
5.0,None,103.0,0,Green waste,0.6277154746460176,56.0,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,18.26761486456285,Organic acid,8.0,Ca-superphosphate,0.0,1.0,5.805569746724848,2.0952942734506244,38.276028815320046,107.625923,8.123568617030536,1.2708852291107178,0.2100904496101331,16.931781273068797
19.0,None,70.0,0,Soil,0.6277154746460176,61.0,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,15.819021931544073,Sulfur,7.0,Gypsum,0.0,0.0,5.428568796615084,2.0952942734506244,33.14550606475413,107.04844900000003,8.123568617030536,1.155543565750122,0.1455829278011537,24.66769622560545
18.0,None,36.0,0,None,0.6277154746460176,62.55466506120595,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,39.0,MgSO₄,5.0,Mg(OH)₂,0.0,0.0,6.759472334111887,2.0952942734506244,81.71647666457434,104.152783,8.123568617030536,1.167796611785889,0.21757571734576214,1000000.0
24.0,None,68.0,0,None,0.6277154746460176,58.0,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,26.82847137379045,None,5.0,None,0.0,0.0,6.428721423451207,2.0952942734506244,56.213542434937146,106.94657100000003,8.123568617030536,1.1565260887145996,0.1900414473957506,23.77921154822207
5.0,None,129.0,0,Green waste,0.6277154746460176,60.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,16.855875812067524,Sodium phosphates,6.87032925965992,Potassium phosphate,0.0,1.0,6.1049995475983305,2.0952942734506244,35.318020063019965,107.333839,8.123568617030536,1.2089271545410156,0.22862496960114045,15.289903338847935
20.0,None,69.0,0,Plastic tube pieces,0.6277154746460176,58.76218572333252,None,Byproduct,Trough,27.32884658064516,None,Swine manure,0.0,0,31.0,Potassium phosphate,6.0,Calcium magnesium phosphate fertilizer,0.0,1.0,2.5451690020651783,2.0952942734506244,64.95412247696936,106.81338300000004,8.123568617030536,1.1910558938980105,0.2334631416678108,1000000.0
4.0,None,100.0,0,Soil,0.6277154746460176,61.37379693257918,None,Mature compost,Windrow,27.32884658064516,None,Swine manure,0.0,0,19.88849568731339,Sodium phosphates,5.376719420703318,Organic acid,0.0,1.0,8.479314125470994,2.0952942734506244,41.67225112117519,107.05713800000004,8.123568617030536,1.2077703475952148,0.16017857720040127,16.555633329431735
25.0,None,81.0,0,Woody peat,0.6277154746460176,56.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,38.14552853900899,Microbiological agent,8.0,Ca-superphosphate,0.0,1.0,2.407540351673476,2.0952942734506244,79.9261075055329,106.55689900000004,8.123568617030536,1.2119640111923218,0.2307760092630666,24.52384583885458
7.0,None,119.0,0,Green waste,0.6277154746460176,53.0,None,Mature compost,Windrow,27.55267972978957,None,Swine manure,0.0,0,36.708163906535674,Microbiological agent,7.0,Inorganic acid,0.0,0.0,8.282998502091562,2.0952942734506244,76.91440562225108,107.63827100000003,8.123568617030536,1.2325485944747925,0.19252155386401326,1000000.0
5.0,None,108.0,0,Husk,0.6277154746460176,54.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,32.148849859535574,K₂SO₄,8.0,MgO,0.0,1.0,9.956713224531507,2.0952942734506244,67.36130100870879,106.88913200000003,8.405572758515747,1.1792006492614746,0.18651222265189396,1000000.0
15.0,None,16.0,0,None,0.6277154746460176,62.0,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,32.93408511185915,Zeolite,8.0,Biochar,0.0,1.0,5.283417500936516,2.0952942734506244,69.00659993621393,105.450496,5.336427862832851,1.2244025468826294,0.222900367813132,28.27193212399786
12.0,None,119.0,0,Woody peat,0.6277154746460176,57.0,None,Mature compost,Trough,27.32884658064516,None,Swine manure,0.0,0,29.0,Potassium phosphate,6.0,Microbiological agent,0.0,1.0,7.461191158343969,2.0952942734506244,60.763533930068114,106.85548800000004,8.123568617030536,1.1565260887145996,0.19615531445016848,1000000.0
8.0,None,125.0,0,Green waste,0.6277154746460176,60.0,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,24.47983116882321,Inorganic acid,7.7957039339725815,Organic acid,0.0,0.0,4.897841249833887,2.0952942734506244,51.29245006307339,105.26172500000004,8.405572758515747,1.169716477394104,0.23556610362793234,21.489254137110983
6.0,None,118.0,0,Byproduct,0.6277154746460176,52.0,None,Poultry manure,Windrow,27.32884658064516,None,Swine manure,0.0,0,30.42287459348197,Microbiological agent,5.180250290680412,Biochar,0.0,0.0,9.278238457745461,2.0952942734506244,63.74487491762928,104.86197200000004,5.65278416916822,1.3068286180496216,0.2192107680185349,19.79020461142812
6.0,None,94.0,0,Plastic tube pieces,0.6277154746460176,56.0,None,Mature compost,Windrow,27.32884658064516,None,Swine manure,0.0,0,16.214213324620665,Sand,7.0,Calcium magnesium phosphate fertilizer,0.0,1.0,3.839290725676147,2.0952942734506244,33.97354832758449,107.87333700000003,8.123568617030536,1.2680760622024536,0.1808548309754296,20.185261573334678
17.0,None,121.0,0,Sawdust,0.6277154746460176,68.0,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,20.228205765882016,Zeolite,7.0,Microbiological agent,0.0,0.0,4.1589844976233215,2.0952942734506244,42.38404370343349,107.09055400000004,8.123568617030536,1.1655399799346924,0.18227077142866893,24.13862281254625
3.0,None,14.0,0,Woody peat,0.6277154746460176,65.0,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,39.611702542206245,Inorganic acid,6.0,Microbiological agent,0.0,0.0,2.6457049735575304,2.0952942734506244,82.99817349831427,106.771303,8.405572758515747,1.1343445777893066,0.1618902939445504,26.177983361595796
13.0,None,101.0,0,Green Waste,0.6277154746460176,51.784014286591464,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,30.621814349165497,Inorganic acid,5.0,Mg(OH)₂,0.0,1.0,4.5107325162970175,2.0952942734506244,64.16171224847464,106.77419400000002,8.405572758515747,1.114025354385376,0.22394095212673176,22.127930855754727
2.0,None,85.0,0,Husk,0.6277154746460176,65.0,None,Green waste,Windrow,27.328846580645166,None,Swine manure,0.0,0,27.794390921009523,LB Culture,7.0,None,0.0,1.0,6.513938163069812,2.0952942734506244,58.237428130839284,106.092895,8.405572758515747,1.1553518772125244,0.21032802045661164,15.128753787517581
15.0,None,90.0,0,Green Waste,0.6277154746460176,67.0,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,18.096479401355452,Sodium phosphates,5.01040296681833,Microbiological agent,0.0,1.0,3.5988872818431394,2.0952942734506244,37.917449659277274,106.77013200000003,8.123568617030536,1.1655399799346924,0.2306237897843028,23.31202754060886
7.0,None,45.0,0,None,0.6277154746460176,61.148974092187025,None,Byproduct,Windrow,27.32884658064516,None,Swine manure,0.0,0,17.519690022082663,MgSO₄,5.0,MgSO₄,0.0,1.0,7.490474584877893,2.0952942734506244,36.708906175899855,106.103001,8.123568617030536,1.22448468208313,0.2336469937660377,1000000.0
19.0,None,43.0,0,None,0.6277154746460176,69.0,None,Mature compost,Reactor,27.32884658064516,None,Swine manure,0.0,0,17.966667969630855,Potassium phosphate,8.0,Mg(OH)₂,0.0,1.0,4.082649569376859,2.0952942734506244,37.645456509756286,107.15893300000002,8.123568617030536,1.158782720565796,0.20359934546415787,26.77531558450837
29.0,None,119.0,0,Plastic tube pieces,0.6277154746460176,60.686724862778576,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,12.0,Sand,5.0,MgO,0.0,0.0,7.537176201324396,2.0952942734506244,25.14353128140749,106.35095300000003,8.123568617030536,1.167796611785889,0.17656205579691844,1000000.0
19.0,None,50.0,0,Soil,0.6277154746460176,54.26305135871919,None,Green waste,Windrow,27.32884658064516,None,Swine manure,0.0,0,28.12564677112249,MgHPO₄,8.0,Zeolite,0.0,0.0,3.655714089275984,2.0952942734506244,58.93150661662799,107.75445900000004,8.123568617030536,1.118441462516785,0.16484956142340962,28.500769181189195
18.0,None,73.0,0,Husk,0.6277154746460176,53.38481557730525,None,Green waste,Trough,27.32884658064516,None,Swine manure,0.0,0,37.0,Lime,5.242352294167596,Microbiological agent,0.0,0.0,6.2988235915732185,2.0952942734506244,77.52588811767309,106.32656600000004,8.123568617030536,1.1117687225341797,0.19978520977498992,1000000.0
16.0,None,69.0,0,None,0.6277154746460176,57.0,None,Mature compost,Reactor,27.32884658064516,None,Swine manure,0.0,0,39.575021491609135,MgSO₄,5.23073935132976,Organic acid,0.0,1.0,5.339323885116254,2.0952942734506244,82.921315903054,106.30521600000006,8.123568617030536,1.1565260887145996,0.2360963859390015,23.31214907553916
16.0,None,44.0,0,Woody peat,0.6277154746460176,63.0,None,Byproduct,Reactor,27.32884658064516,None,Swine manure,0.0,0,30.966947906554218,Labile carbon source,8.0,Inorganic acid,0.0,1.0,6.221554423701991,2.0952942734506244,64.88486861484687,106.77460600000003,8.405572758515747,1.1093147993087769,0.21872396801273747,30.15051465876083
