Material_3,Initial pH, Composting Method,V3_Ventilation Duration (min),Additive_2,M1_is Enclosed,Additive_1,V2_Ventilation Interval (min),Compost volume (m3),Initial GI (%),Material_Main,Initial C/N (%),V4_Ventilation Day,V1_Ventilation Type,Turning times,V5_Ventilation rate (L/min/kg iniDW),Additive_3,Period (d),Application Rate (%DW),Material_2,Initial Moisture Content (%),Additive_4,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
Mature compost,6.0,Windrow,0.0,Zeolite,1.0,Ca-superphosphate,0,0.15181,27.32884658064516,OFMSW,13.0,64.0,Continuous,25.0,1.1490141680614696,None,121.0,7.657313849527161,None,68.15610507879819,None,1.411,18.343,110.18148000000004,7.4344028807161955,0.5306783318519592,0.17656796406941974,1000000.0
Green waste,5.0,Windrow,0.0,DCD,0.0,Organic acid,0,0.15181,27.32884658064516,OFMSW,27.0,57.0,Continuous,3.0,0.13501559840229935,None,73.0,8.866055275818235,Green Waste,59.0,None,1.411,38.097,110.64851000000006,7.687698282506265,0.7123872637748718,0.1272378587283041,1000000.0
Green waste,6.0,Trough,0.0,Zeolite,1.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,37.44222882116055,62.0,Continuous,28.0,1.2665191630100705,None,121.0,7.775059314171827,Plastic tube pieces,51.47185212767889,None,1.411,52.83098486665753,110.69716300000003,5.833249500003135,0.5645419359207153,0.196135166268553,25.50456682794427
Mature compost,5.0,Windrow,0.0,None,1.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,29.95020905640525,24.0,Continuous,12.0,0.4989430926317233,None,42.0,6.039810742091906,Plastic tube pieces,57.0,None,1.411,42.25974497858781,110.28464400000006,8.240523210170206,0.4598593711853027,0.2057196618251683,25.178401811900574
None,6.097381641812451,Trough,0.0,MgO,1.0,Mg(OH)₂,0,0.15181,27.32884658064516,OFMSW,34.20531511427794,27.0,Continuous,13.0,0.1132115909097442,None,64.0,9.13942224780866,Plastic tube pieces,52.0,None,1.411,48.26369962624618,111.12192300000008,9.775882353530418,0.43109941482543945,0.17903450255857387,19.156491610030688
None,6.0,Reactor,0.0,Potassium phosphate,1.0,Sodium salt,0,0.15181,27.32884658064516,OFMSW,12.0,26.0,Continuous,14.0,0.04786929015433161,None,27.0,4.011165748016195,Husk,66.0,None,1.411,16.932000000000002,109.72359500000003,10.101495819895355,0.3945437073707581,0.16703762277374565,1000000.0
Poultry manure,6.968117780994092,Trough,0.0,MgSO₄,1.0,Phosphogypsum,0,0.15181,27.32884658064516,OFMSW,31.48961546284265,17.0,Continuous,3.0,0.3146809187858537,None,31.0,9.430991285157543,None,55.84679677023525,None,1.411,44.43184741807097,110.69793500000006,9.100471731846714,0.5360918045043945,0.21474484398189408,22.050599798540244
Green waste,5.818025546992357,Reactor,0.0,Gypsum,1.0,Sodium salt,0,0.15181,27.32884658064516,OFMSW,11.026933897511961,8.0,Continuous,17.0,0.4548109540293497,None,18.0,8.949369855339707,Plastic tube pieces,63.95272315774153,None,1.411,15.559003729389376,110.95760300000003,8.228940605741633,0.5059155821800232,0.17606875909661526,29.79743733709589
Poultry manure,6.0,Trough,0.0,DCD,1.0,Mg(OH)₂,0,0.15181,27.328846580645166,OFMSW,15.494387291378514,10.0,Continuous,13.0,1.0959230440342689,None,13.0,5.282452658641813,Green Waste,67.10428369993886,None,1.411,21.862580468135086,110.30306100000006,8.841390790193806,0.8129743933677673,0.2206641470651524,28.943645090104443
None,6.0,Reactor,0.0,Calcium magnesium phosphate fertilizer,1.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,31.7460145238005,36.0,Continuous,21.0,1.3578491467720295,None,40.0,9.614750284372072,Plastic tube pieces,64.76192549355714,None,1.411,44.793626493082506,111.02293300000004,8.39012139091454,0.5841354131698608,0.2201641459708312,27.376544548981425
Green waste,6.62601775396244,Trough,0.0,MgO,0.0,Potassium phosphate,0,0.15181,27.32884658064516,OFMSW,14.640168133457458,65.0,Continuous,17.0,0.8306342720898952,None,72.0,6.0179696940630105,None,57.13037339270713,None,1.411,20.657277236308477,109.47687600000003,8.433322887544827,0.447973757982254,0.17039886122845793,26.75271263097968
Green waste,6.0,Trough,0.0,MgSO₄,1.0,MgO,0,0.15181,27.32884658064516,OFMSW,38.879942213612814,56.0,Continuous,15.0,0.14523444584012354,None,97.0,7.3098549950706255,Plastic tube pieces,65.25075872480784,None,1.411,54.859598463407686,110.51566300000003,8.433322887544827,0.33465519547462463,0.1984213485661898,22.222943811239944
Byproduct,8.0,Trough,0.0,None,0.0,Urea,0,0.15181,27.32884658064516,OFMSW,10.627388546809764,56.0,Continuous,29.0,1.4475917486567262,None,82.0,9.61119422285301,Byproduct,52.0,None,1.411,14.995245239548574,110.46927200000006,6.047370804100335,0.369386613368988,0.1607859247574647,27.13165268520989
Green waste,8.0,Trough,0.0,Microbiological agent,0.0,Lime,0,0.15181,27.32884658064516,OFMSW,12.666511485577582,71.0,Continuous,27.0,1.2620491048984903,None,99.0,9.1473029090529,Husk,66.67518114406239,None,1.411,17.872447706149963,110.75692000000004,5.955160155781634,0.6130881309509277,0.1712608487039601,26.78945838223505
Mature compost,6.369112331993112,Windrow,0.0,Gypsum,1.0,Forsterite,0,0.15181,27.32884658064516,OFMSW,39.0,36.0,Continuous,31.0,1.4433994131673074,None,56.0,4.7654867895711215,Byproduct,68.0,None,1.411,55.028999999999996,110.26396400000004,7.5245611295539065,0.8685013651847839,0.19734790680731126,1000000.0
Mature compost,6.720680811125406,Trough,0.0,Potassium phosphate,1.0,MgCl₂,0,0.15181,27.32884658064516,OFMSW,24.06885377381664,54.0,Continuous,14.0,0.928328198522704,None,101.0,8.669814747104642,Green Waste,58.0,None,1.411,33.961152674855285,110.62487500000003,9.109178388316748,0.7972258925437927,0.2170202826833208,26.686754321042038
Green waste,6.0,Windrow,0.0,None,1.0,None,0,0.15181,27.32884658064516,OFMSW,20.427556127328728,62.0,Continuous,9.0,0.27273763228548376,None,133.0,8.206906116499539,Plastic tube pieces,53.0,None,1.411,28.82328169566084,110.51566300000003,8.433322887544827,0.33415016531944275,0.1797968988582016,26.20513445941135
Green waste,6.0,Reactor,0.0,MgO,1.0,Calcium magnesium phosphate fertilizer,0,0.15181,27.32884658064516,OFMSW,15.65020335050993,24.0,Continuous,31.0,1.0135317898859135,None,43.0,6.541477058220657,Plastic tube pieces,50.0,None,1.411,22.082436927569514,110.69023300000003,6.946499520245505,0.5236989259719849,0.19428865033269602,25.17969043371934
Byproduct,6.3298124988680655,Windrow,0.0,Mg(OH)₂,1.0,Lime,0,0.15181,27.32884658064516,OFMSW,37.0,62.0,Continuous,1.0,1.1235939372864068,None,66.0,8.871056379823766,None,61.70373717091586,None,1.411,52.207,110.23798500000004,8.23081745751601,0.33877032995224,0.19121041647883924,1000000.0
Green waste,6.0,Reactor,0.0,Potassium phosphate,1.0,LB Culture,0,0.15181,27.32884658064516,OFMSW,19.0,70.0,Continuous,13.0,1.4746382620775396,None,96.0,5.114327431983133,Byproduct,54.0,None,1.411,26.809,110.09000100000007,8.680999960944037,0.8199618458747864,0.20263558562352865,1000000.0
Green waste,6.0,Trough,0.0,Mg(OH)₂,1.0,Sulfur,0,0.15181,27.32884658064516,OFMSW,33.0,28.0,Continuous,20.0,1.0745925042804132,None,42.0,6.013020315499937,Plastic tube pieces,66.30064997877342,None,1.411,46.563,110.16087400000006,9.100026852758498,0.5222449898719788,0.22714596828197225,1000000.0
Poultry manure,5.623445286912311,Windrow,0.0,Zeolite,0.0,Sulfur,0,0.15181,27.32884658064516,OFMSW,20.81154375502514,55.0,Continuous,4.0,0.11387409955678995,None,106.0,2.7245766325580902,None,53.574249762938365,None,1.411,29.365088238340483,109.76041500000004,9.371386538361936,0.5874816179275513,0.1762393735028254,21.573563437959553
None,8.0,Trough,0.0,Ca-superphosphate,0.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,28.776482927016872,22.0,Continuous,0.0,1.7291620738567748,None,51.0,4.1927213697192505,None,63.0,None,1.411,40.60361741002082,109.67778100000004,8.873152008122252,0.5536820292472839,0.1981057414574892,20.758602529391762
Poultry manure,5.2745851920503775,Reactor,0.0,Calcium magnesium phosphate fertilizer,1.0,Potassium phosphate,0,0.15181,27.32884658064516,OFMSW,19.0,77.0,Continuous,25.0,1.3101142741605118,None,102.0,9.820637434591449,None,63.72741409306399,None,1.411,14.11,110.95489000000003,8.377223585852011,0.6216262578964233,0.18075642073011,1000000.0
Green waste,5.208767422939468,Reactor,0.0,Zeolite,1.0,Lignite,0,0.15181,27.32884658064516,OFMSW,34.957124692424486,11.0,Continuous,6.0,1.5590376168213018,None,28.0,9.710735209931196,Green waste,66.18746355743639,None,1.411,49.324502941010955,110.83546000000004,7.6042485893668355,0.586544930934906,0.24891289550313586,25.31106027339453
Poultry manure,6.0,Trough,0.0,None,1.0,None,0,0.15181,27.32884658064516,OFMSW,30.23828560685336,70.0,Continuous,31.0,0.9918594489932316,None,94.0,5.723696572993717,Husk,59.0,None,1.411,42.666220991270094,110.53426100000006,7.632426499466471,0.6104394197463989,0.21119300824202392,25.541521477312003
Poultry manure,5.694162406227156,Windrow,0.0,None,1.0,Forsterite,0,0.15181,27.32884658064516,OFMSW,26.349471048970734,66.0,Continuous,17.0,0.7901734219291456,None,100.0,8.617609722407128,Plastic tube pieces,63.81922031830075,None,1.411,37.179103650097716,111.18673300000006,9.371386538361936,0.5074716806411743,0.17783251108412865,26.488354250737252
Poultry manure,5.545267365464213,Trough,0.0,Organic acid,1.0,Calcium magnesium phosphate fertilizer,0,0.15181,27.32884658064516,OFMSW,14.0,58.0,Continuous,31.0,0.06090889381139841,None,63.0,7.184105166642599,Green Waste,64.0,None,1.411,19.754,110.73544000000004,7.215825053677893,0.9681110382080078,0.17143382145122704,1000000.0
Green waste,6.0,Reactor,0.0,Ca-superphosphate,1.0,MgO,0,0.15181,27.32884658064516,OFMSW,38.0,73.0,Continuous,27.0,0.4940046461565864,None,85.0,8.092776837579173,Husk,61.00948222875747,None,1.411,53.618,110.39424000000004,7.645824074307352,0.5016484260559082,0.20504686307174344,1000000.0
Poultry manure,6.0,Windrow,0.0,Gypsum,0.0,Lime,0,0.15181,27.32884658064516,OFMSW,24.051752158553906,52.0,Continuous,10.0,0.6601271787824787,None,103.0,8.756541610007295,Byproduct,68.0844636176586,None,1.411,33.93702229571956,110.90748000000004,9.371386538361936,0.7132971882820129,0.19150759823656302,25.486720388178142
Poultry manure,7.0,Trough,0.0,None,0.0,None,0,0.15181,27.32884658064516,OFMSW,23.361909190164628,48.0,Continuous,16.0,0.7404063956206386,None,52.0,8.753352581200245,Green waste,66.43825646901445,None,1.411,32.963653867322286,110.34130500000003,9.630467480014843,0.5010664463043213,0.21325910601531145,27.85407418656009
None,7.0,Windrow,0.0,DCD,1.0,Sand,0,0.15181,27.32884658064516,OFMSW,34.77773224375499,17.0,Continuous,0.0,0.04337545426850542,None,17.0,8.583189802546134,Green waste,63.0,None,1.411,49.07138019593829,110.84082000000005,7.954490623773809,0.38024255633354187,0.13833501941208548,25.09143823433709
Green waste,6.490228340823274,Windrow,0.0,Gypsum,1.0,MgHPO₄,0,0.15181,27.32884658064516,OFMSW,36.925954608903,56.0,Continuous,29.0,0.9878817798940888,None,131.0,9.070432965555682,Byproduct,55.0,None,1.411,52.10252195316214,111.06069300000004,6.7787211537859235,0.8470585346221924,0.17713925532106994,23.84634688004145
Green waste,6.0,Reactor,0.0,Calcium magnesium phosphate fertilizer,1.0,Sand,0,0.15181,27.32884658064516,OFMSW,23.90618010175307,43.0,Continuous,24.0,0.9946068861795224,None,97.0,8.901967427544152,Green waste,57.86713702748851,None,1.411,33.73162012357357,110.79310000000004,8.100309518027903,0.5348480343818665,0.19517561967661368,26.01475003708329
Poultry manure,7.0,Reactor,0.0,Ca-superphosphate,1.0,Phosphogypsum,0,0.15181,27.32884658064516,OFMSW,38.89904920189787,16.0,Continuous,11.0,1.3510305409281689,None,36.0,9.764823632508257,Husk,57.0,None,1.411,54.8865584238779,110.69257500000003,9.814869494787613,0.6159985065460205,0.21775819920550232,26.420287253182835
None,6.0,Reactor,0.0,None,1.0,Gypsum,0,0.15181,27.32884658064516,OFMSW,20.11941476846372,76.0,Continuous,23.0,0.9108797473251192,None,117.0,9.001698271837697,Byproduct,50.34029076749241,None,1.411,28.388494238302307,110.74719000000003,8.604808944506559,0.7742908000946045,0.19162402426918226,25.998966888353774
Poultry manure,5.443342190792142,Trough,0.0,Zeolite,1.0,Zeolite,0,0.15181,27.32884658064516,OFMSW,31.558033076216077,39.0,Continuous,29.0,0.4204632391388408,None,95.0,8.371305516064119,Green waste,52.889879375424655,None,1.411,44.52838467054089,110.67346000000003,7.159067235490401,0.5271823406219482,0.17520311074001824,24.06987253871641
None,5.0,Reactor,0.0,Gypsum,1.0,Inorganic acid,0,0.15181,27.32884658064516,OFMSW,33.10734643736509,83.0,Continuous,2.0,0.14183513872779718,None,98.0,7.612325235813807,Plastic tube pieces,68.58979305264896,None,1.411,46.71446582312214,110.46975300000004,8.611230856677393,0.3334290683269501,0.17902087103290892,24.772110260693307
Poultry manure,6.0,Windrow,0.0,Potassium phosphate,0.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,26.567024632686728,62.0,Continuous,1.0,1.242767092931167,None,133.0,7.516981976572032,Green Waste,51.0,None,1.411,37.486071756720975,110.29586000000003,8.361659778814076,0.8688126802444458,0.17721953320747413,23.005433781560573
Mature compost,6.336503441003053,Trough,0.0,None,1.0,None,0,0.15181,27.32884658064516,OFMSW,37.75282334401677,29.0,Continuous,8.0,1.362372626598253,None,76.0,4.252882515525452,Plastic tube pieces,57.0,None,1.411,53.26923373840767,110.09931700000007,9.775882353530418,0.5470643043518066,0.23961765868072535,21.22449487001808
None,5.4058939234919725,Reactor,0.0,DCD,1.0,Organic acid,0,0.15181,27.32884658064516,OFMSW,15.637074862451874,65.0,Continuous,29.0,1.8116752857011096,None,119.0,5.245414447987517,None,65.25470100906827,None,1.411,22.063912630919596,110.26993100000006,7.196976930895508,0.6213634610176086,0.19595650397046427,25.686963188956252
Poultry manure,6.8325000529165525,Trough,0.0,MgO,1.0,Organic acid,0,0.15181,27.32884658064516,OFMSW,22.0,45.0,Continuous,30.0,1.5631548158947188,None,119.0,9.165380303068588,Plastic tube pieces,58.0,None,1.411,31.041999999999998,111.29360800000003,7.7103628924322,0.6232724785804749,0.20044372023068285,1000000.0
Mature compost,5.093237618986708,Trough,0.0,Mg(OH)₂,1.0,Sodium salt,0,0.15181,27.32884658064516,OFMSW,11.273169128892553,17.0,Continuous,8.0,0.7896818685100253,None,17.0,9.272712455843816,Green waste,54.720217137429884,None,1.411,15.906441640867394,110.84082000000005,7.954490623773809,0.4964586198329926,0.15728836087537468,1000000.0
Byproduct,5.0,Trough,0.0,Potassium phosphate,1.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,30.0,63.0,Continuous,22.0,1.4685805309436777,None,97.0,6.219366270404287,Green Waste,69.37361013050753,None,1.411,42.33,109.55074300000004,6.770156882939672,0.3256118595600128,0.2046847536878192,1000000.0
None,6.196939814453208,Windrow,0.0,Zeolite,0.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,13.412741947323502,5.0,Continuous,11.0,1.947088815476545,None,15.0,8.603635051320405,None,59.0,None,1.411,18.92537888767346,110.68906000000004,8.447692190919879,0.5969098806381226,0.13838839422711796,27.947781196385087
Mature compost,6.0,Windrow,0.0,Mg(OH)₂,1.0,Sodium phosphates,0,0.15181,27.32884658064516,OFMSW,23.0,28.0,Continuous,8.0,0.3889275071241147,None,40.0,8.308606456916031,Plastic tube pieces,63.61524743030573,None,1.411,32.453,110.51566300000003,9.775882353530418,0.5192086100578308,0.19049433245417124,1000000.0
Poultry manure,7.0,Windrow,0.0,Gypsum,1.0,Lignite,0,0.15181,27.32884658064516,OFMSW,36.66804070533682,65.0,Continuous,26.0,1.124877468060864,None,103.0,8.78475416057693,Green Waste,51.0,None,1.411,51.738605435230255,110.59894500000004,8.965418731962151,0.8011533617973328,0.18339919732424426,1000000.0
Mature compost,5.103601015499844,Windrow,0.0,None,0.0,K₂SO₄,0,0.15181,27.32884658064516,OFMSW,38.66885481293687,26.0,Continuous,11.0,1.8772709666836407,None,30.0,7.274902008920235,Plastic tube pieces,69.0,None,1.411,54.56175414105393,110.27208300000004,9.151190337155613,0.5990402698516846,0.1892623026244281,27.12490630306529
Green waste,6.380590948004483,Windrow,0.0,Ca-superphosphate,1.0,Lignite,0,0.15181,27.32884658064516,OFMSW,22.0,16.0,Continuous,5.0,0.32032411868053723,None,45.0,8.567707606224921,Plastic tube pieces,60.0,None,1.411,31.041999999999998,111.07004600000003,8.424429623843903,0.5239289999008179,0.20874296737881626,1000000.0
Poultry manure,5.267944019388733,Trough,0.0,Ca-superphosphate,1.0,Urea,0,0.15181,27.32884658064516,OFMSW,22.554298064476413,38.0,Continuous,10.0,0.8725191439769491,None,52.0,9.515800572381421,Husk,64.98667735800625,None,1.411,31.824114568976224,111.05388000000006,9.3585744632589,0.5628722310066223,0.21087185726572452,28.40936015597651
Mature compost,6.474510704547701,Trough,0.0,Organic acid,1.0,K₂SO₄,0,0.15181,27.328846580645166,OFMSW,25.998927595697907,73.0,Continuous,5.0,0.07364258172337346,None,102.0,6.850263881283526,Green waste,60.0728656360569,None,1.411,36.68448683752976,110.22859300000006,9.03124199535102,0.374006450176239,0.203748919540583,21.56900306477567
Green waste,6.0,Windrow,0.0,Potassium phosphate,1.0,MgCl₂,0,0.15181,27.32884658064516,OFMSW,30.0,44.0,Continuous,30.0,1.40700543494238,None,60.0,4.095673958515478,Green waste,63.33219904695178,None,1.411,42.33,109.89816500000003,6.033096548747362,0.5606625080108643,0.20578458245782646,1000000.0
None,7.0,Windrow,0.0,Calcium magnesium phosphate fertilizer,0.0,Carbonatite,0,0.15181,27.32884658064516,OFMSW,39.788356022255456,76.0,Continuous,5.0,0.5559046080658625,None,102.0,9.275451323391072,Plastic tube pieces,53.50143858139147,None,1.411,56.141370347402436,110.52775800000003,8.519746620636813,0.5069738030433655,0.1594943678284576,21.925712203246032
Byproduct,7.0,Trough,0.0,DCD,1.0,Urea,0,0.15181,27.32884658064516,OFMSW,19.146558261672798,44.0,Continuous,23.0,1.4114322277906919,None,105.0,8.680551810378152,Husk,69.0,None,1.411,27.015793707220315,110.34211200000006,7.485192852477449,0.4036799967288971,0.20135248957646634,26.274029231324487
Mature compost,6.0,Windrow,0.0,MgO,0.0,MgCl₂,0,0.15181,27.32884658064516,OFMSW,24.3019275042893,73.0,Continuous,18.0,0.07765628406395586,None,89.0,8.487897337208715,Green waste,61.0,None,1.411,34.290019708552194,110.53010000000006,9.03124199535102,0.4229609668254852,0.1720697438711041,25.250077235028183
Poultry manure,6.592504794860455,Trough,0.0,MgO,1.0,Potassium phosphate,0,0.15181,27.32884658064516,OFMSW,35.868948782012595,51.0,Continuous,25.0,1.4772101512258513,None,77.0,9.504252070920037,Green Waste,59.0,None,1.411,50.61108673141978,110.94294500000004,8.706337790309242,0.8226673007011414,0.18770386151234786,24.02450486012145
Poultry manure,5.729565048854128,Windrow,0.0,Ca-superphosphate,1.0,Lime,0,0.15181,27.32884658064516,OFMSW,21.847358838447146,69.0,Continuous,27.0,1.2805000462734215,None,113.0,9.56540622657198,Plastic tube pieces,64.49075480056976,None,1.411,30.826623321048924,111.44339300000006,8.32978873955441,0.6189228892326355,0.18339390067916134,27.68488554272452
Mature compost,5.0,Trough,0.0,Zeolite,1.0,K₂SO₄,0,0.15181,27.32884658064516,OFMSW,12.0,39.0,Continuous,12.0,1.9736758753321728,None,56.0,9.900690630477378,Green Waste,60.702784065717324,None,1.411,16.932000000000002,110.83546000000004,8.284121224977481,0.8544619083404541,0.1715202854255737,1000000.0
None,6.0,Reactor,0.0,None,1.0,Ca-superphosphate,0,0.15181,27.32884658064516,OFMSW,34.0,51.0,Continuous,31.0,0.8717713122100501,None,115.0,8.21828591870927,None,62.0,None,1.411,47.974,110.50631000000004,7.2792303699976415,0.5681478977203369,0.20372058779854926,1000000.0
