Initial pH,Period (d),V4_Ventilation Day,Initial C/N (%),Material_3,Additive_4,Material_Main,V1_Ventilation Type,M1_is Enclosed, Composting Method,V3_Ventilation Duration (min),Application Rate (%DW),Initial Moisture Content (%),Additive_3,V5_Ventilation rate (L/min/kg iniDW),Material_2,Additive_2,Compost volume (m3),Initial GI (%),Additive_1,Turning times,V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
8.874364081510844,63.0,7.0,32.0,None,None,OFMSW,Continuous,1.0,Windrow,0.0,8.465166170446043,67.0,None,1.30021766252015,Green waste,Organic acid,0.15181,27.32884658064516,LB Culture,30.0,0.0,1.411,46.76172316361318,107.29584749999998,2.57122720861016,1.4858039617538452,0.2027479908227496,1000000.0
9.55143616665109,73.0,0.0,12.0,Mature compost,None,OFMSW,None,1.0,Windrow,0.0,4.714051652498545,79.28260586836944,None,0.0,Straw,Organic acid,0.15181,27.32884658064516,Zeolite,31.0,0.0,1.411,20.65573534627196,107.27758749999995,3.400966583813751,1.3506358861923218,0.1474021006894035,1000000.0
7.0,77.0,0.0,24.0,None,None,OFMSW,None,1.0,Reactor,0.0,5.439576827457682,80.51689342618441,None,0.0,Straw,Gypsum,0.15181,27.32884658064516,MgHPO₄,30.0,0.0,1.411,46.00572930692813,104.71939600000002,3.018356396180236,1.2340763807296753,0.2199975004422238,1000000.0
5.0,127.0,0.0,38.0,None,None,OFMSW,None,0.0,Windrow,0.0,2.2647741345127805,55.0,None,0.0,Woody peat,None,0.15181,27.32884658064516,Potassium phosphate,31.0,0.0,1.411,39.01146324458101,108.249212,3.018356396180236,1.4561761617660522,0.1654108110964508,1000000.0
8.0,94.0,0.0,29.0,None,None,OFMSW,None,0.0,Windrow,0.0,3.248584215482697,67.0,None,0.0,Woody peat,None,0.15181,27.32884658064516,K₂SO₄,31.0,0.0,1.411,29.713200135303023,108.62771099999998,3.400966583813751,1.462595820426941,0.1483830394560495,1000000.0
7.0,94.0,75.0,31.0,Mature compost,None,OFMSW,Intermittent ,0.0,Trough,50.67049563281726,5.717175531005266,50.0,None,0.298882965415759,Husk,Zeolite,0.15181,27.32884658064516,Sodium phosphates,30.0,1024.0,1.411,52.03841810698478,105.3353685,4.039392466846285,1.1581015586853027,0.1436628236894593,1000000.0
5.0,18.0,15.0,37.0,Poultry manure,None,OFMSW,Continuous,1.0,Reactor,0.0,4.041174235510516,51.0,None,1.2045319671736985,Green Waste,None,0.15181,27.32884658064516,Carbonatite,27.0,0.0,1.411,8.578267285436835,106.96147600000002,2.214061316583908,1.1674801111221311,0.2269342702852897,1000000.0
11.431708520609682,103.0,76.0,40.62971029009688,Poultry manure,None,OFMSW,Intermittent ,1.0,Windrow,5.005087984460266,9.172872350583308,70.5301188372475,None,1.1636350167232803,Soil,None,0.15181,27.32884658064516,Clay,31.0,164.0,1.411,57.3285212193267,104.89591799999997,4.706053885593908,1.3414714336395264,0.1486345902430728,26.38599141337894
5.0,69.0,61.0,36.0,Mature compost,None,OFMSW,Continuous,1.0,Reactor,0.0,5.244024446013043,62.0,None,0.0819855928707466,None,Potassium phosphate,0.15181,27.32884658064516,MgCl₂,30.0,0.0,1.411,51.10201098386883,106.3827275,2.214061316583908,1.2228904962539673,0.2122529785503811,1000000.0
10.984831680099983,59.0,8.0,24.0,Mature compost,None,OFMSW,Intermittent ,1.0,Reactor,33.403199185075806,3.1260604682816933,56.0,None,0.6742900864319903,Woody peat,Organic acid,0.15181,27.32884658064516,Carbonatite,28.0,1201.0,1.411,27.233482101878284,106.124041,4.706053885593908,1.1099693775177002,0.1229649181997492,1000000.0
8.498937579668391,74.0,69.0,39.0,Mature compost,None,OFMSW,Intermittent ,1.0,Reactor,41.54422195467819,3.0593959499684784,75.98498880156875,None,0.4330388001830283,Byproduct,Microbiological agent,0.15181,27.32884658064516,Lignite,31.0,538.0,1.411,12.642567767456624,106.49554649999996,4.4114501268128885,1.169440746307373,0.1381260601005561,1000000.0
8.0,77.0,43.0,15.0,Poultry manure,None,OFMSW,Continuous,1.0,Reactor,0.0,7.577925015553775,63.0,None,1.0672651151257102,Husk,None,0.15181,27.32884658064516,Phosphogypsum,31.0,0.0,1.411,26.884713330541828,108.1459785,2.493798088869948,1.1792184114456177,0.1941144780620495,1000000.0
11.655166861138191,53.0,0.0,29.0,Straw,None,OFMSW,None,1.0,Reactor,0.0,5.829849717619133,76.02544948926646,None,0.0,Husk,None,0.15181,27.32884658064516,LB Culture,29.0,0.0,1.411,18.05302124411354,106.90220499999998,2.7900648953664327,1.135949969291687,0.1830323249717985,1000000.0
8.717846737541027,76.0,26.0,33.0,Mature compost,None,OFMSW,Continuous,1.0,Windrow,0.0,9.27158375052716,68.0,None,0.602519289511743,Byproduct,None,0.15181,27.32884658064516,Lime,27.0,0.0,1.411,45.25230756756107,105.94625299999998,2.586118976550512,1.4615329504013062,0.1865942755511604,1000000.0
10.22346255566055,82.0,43.0,35.0,Green waste,None,OFMSW,Intermittent ,1.0,Windrow,48.76371182949087,2.4223523025896245,64.0,None,0.791851627615352,Straw,Zeolite,0.15181,27.32884658064516,Sand,31.0,376.0,1.411,52.48466108749548,105.01010349999996,4.706053885593908,1.344082951545715,0.1273452894135187,1000000.0
8.0,70.0,0.0,27.0,Straw,None,OFMSW,None,1.0,Windrow,0.0,4.430888952013712,80.33186800200721,None,0.0,Straw,None,0.15181,27.32884658064516,None,30.0,0.0,1.411,26.295010236864783,109.218702,3.400966583813751,1.462595820426941,0.1906618306753486,1000000.0
8.0,28.0,0.0,17.0,Straw,None,OFMSW,None,1.0,Windrow,0.0,4.940425813614923,66.0,None,0.0,Green waste,Organic acid,0.15181,27.32884658064516,Calcium magnesium phosphate fertilizer,31.0,0.0,1.411,11.808153293924605,110.60852900000005,2.882385783046997,1.4652765989303589,0.1916296781264877,1000000.0
8.819682340542125,89.0,17.0,30.0,Mature compost,None,OFMSW,Continuous,1.0,Reactor,0.0,7.873887161957638,69.0,None,1.612082918040025,Plastic tube pieces,Organic acid,0.15181,27.32884658064516,Lime,25.0,0.0,1.411,46.46488199040913,104.15789999999996,2.493798088869948,1.1932798624038696,0.2187458765066621,1000000.0
9.04195068883446,106.0,10.0,22.0,None,None,OFMSW,Continuous,0.0,Trough,0.0,2.21804015963954,55.0,None,0.10728490714741,Woody peat,Gypsum,0.15181,27.32884658064516,Sodium salt,29.0,0.0,1.411,51.71980406015984,103.23995,3.0704421542972686,1.134562849998474,0.1626655250337521,1000000.0
6.0,39.0,0.0,18.0,Poultry manure,None,OFMSW,None,1.0,Trough,0.0,7.045036496679314,60.0,None,0.0,Sawdust,Organic acid,0.15181,27.32884658064516,Biochar,30.0,0.0,1.411,29.128385847587,109.98589600000004,2.2679264629490627,1.3140987157821655,0.2041839341918244,1000000.0
10.719781349410209,20.0,19.0,30.0,Straw,None,OFMSW,Intermittent ,1.0,Reactor,10.181013666994447,4.391019574793978,60.0,None,0.1615653053089221,Byproduct,None,0.15181,27.32884658064516,None,30.0,43.0,1.411,17.836521033938578,107.85668149999998,4.4114501268128885,1.1323570013046265,0.1678309678636418,1000000.0
8.0,131.0,0.0,34.0,Poultry manure,None,OFMSW,None,1.0,Reactor,0.0,5.514745293585337,67.0,None,0.2943869908418041,Byproduct,Zeolite,0.15181,27.32884658064516,Organic acid,30.0,0.0,1.411,46.97306591085399,108.7080095,2.882385783046997,1.2430821657180786,0.2150763672486718,1000000.0
8.0,74.0,0.0,39.0,Green waste,None,OFMSW,None,1.0,Reactor,0.0,4.1995670825855,81.15488560347806,None,0.0,Sawdust,None,0.15181,27.328846580645163,Potassium phosphate,30.0,0.0,1.411,9.794228379333076,108.9029835,2.650536650582578,1.240496039390564,0.1944747302635478,1000000.0
9.155048593640906,46.0,21.0,33.0,Poultry manure,None,OFMSW,Continuous,0.0,Trough,0.0,4.087109535291444,83.01438761316139,None,0.2670951189008355,Husk,Zeolite,0.15181,27.32884658064516,MgO,30.0,0.0,1.411,21.063011536583566,106.68874549999995,2.493798088869948,1.10629403591156,0.1968399466486023,1000000.0
8.411112966423865,78.0,17.0,16.0,Mature compost,None,OFMSW,Continuous,1.0,Reactor,0.0,2.2986198159394595,54.0,None,1.8448140681695309,Byproduct,Zeolite,0.15181,27.32884658064516,Clay,28.0,0.0,1.411,32.26489707912192,105.686345,2.586118976550512,1.17389976978302,0.1883123675492466,1000000.0
6.0,124.0,0.0,14.0,Mature compost,None,OFMSW,None,1.0,Windrow,0.0,5.660737344026445,69.0,None,0.0,Plastic tube pieces,Zeolite,0.15181,27.32884658064516,Lime,30.0,0.0,1.411,51.468996444339794,107.8190475,2.407454707732918,1.4561761617660522,0.145366018055377,1000000.0
7.0,56.0,46.0,27.0,None,None,OFMSW,Intermittent ,1.0,Reactor,52.64974220220244,2.06229743157162,70.0,None,1.447374592983418,None,Potassium phosphate,0.15181,27.32884658064516,Biochar,28.0,1094.0,1.411,54.1204967113942,105.640342,3.996515204731257,1.1289290189743042,0.1848774966495186,1000000.0
5.0,68.0,38.0,42.04406163949624,Straw,None,OFMSW,Continuous,0.0,Trough,0.0,7.336369937622478,58.0,None,1.6797697861774894,Green waste,Zeolite,0.15181,27.32884658064516,Mg(OH)₂,29.0,0.0,1.411,59.32417097332919,107.885889,2.214061316583908,1.1788994073867798,0.1836583921518292,24.861916757837736
6.0,23.0,0.0,33.0,Poultry manure,None,OFMSW,None,0.0,Trough,0.0,4.770256353348464,51.0,None,0.0,Soil,Organic acid,0.15181,27.32884658064516,Sulfur,31.0,0.0,1.411,13.177171707501737,107.647372,3.018356396180236,1.2340763807296753,0.1507483607566651,1000000.0
11.24580392241958,43.0,0.0,40.0,Poultry manure,None,OFMSW,None,1.0,Reactor,0.0,6.412786673412193,57.0,None,0.0,Green waste,None,0.15181,27.32884658064516,Zeolite,30.0,0.0,1.411,36.25965790155355,107.19867549999998,2.882385783046997,1.1431711912155151,0.1746328938009699,1000000.0
7.0,52.0,0.0,25.0,Green waste,None,OFMSW,None,1.0,Reactor,0.0,8.23981864831539,58.0,None,0.0,Husk,Potassium phosphate,0.15181,27.32884658064516,Potassium phosphate,23.0,0.0,1.411,44.204987401426,102.13047499999996,2.407454707732918,1.2340763807296753,0.1899696936150844,1000000.0
7.0,86.0,0.0,37.0,Mature compost,None,OFMSW,None,0.0,Windrow,0.0,2.0353816736743378,68.0,None,0.0,None,Potassium phosphate,0.15181,27.32884658064516,Sand,31.0,0.0,1.411,14.646584710333936,107.8706135,2.407454707732918,1.4561761617660522,0.1539747366473487,1000000.0
10.018508004813588,74.0,18.0,35.0,Straw,None,OFMSW,Intermittent ,1.0,Trough,18.79170829370904,8.789946226799588,69.0,None,1.530165009450858,Byproduct,None,0.15181,27.32884658064516,None,31.0,273.0,1.411,21.436560633493468,106.34683349999996,4.4114501268128885,1.0943564176559448,0.1718605815477109,1000000.0
10.570387032881834,87.0,26.0,27.0,Green waste,None,OFMSW,Intermittent ,0.0,Trough,21.05883373145452,4.117913946120619,76.25328168006433,None,1.85309671223116,Green waste,None,0.15181,27.32884658064516,MgHPO₄,30.0,57.0,1.411,45.92451589129107,107.04318049999998,4.4114501268128885,1.0930848121643066,0.1677392650238876,1000000.0
8.0,36.0,19.0,38.0,Straw,None,OFMSW,Continuous,1.0,Reactor,0.0,3.017130520119964,51.0,None,0.6644218221468525,Plastic tube pieces,Potassium phosphate,0.15181,27.32884658064516,Potassium phosphate,29.0,0.0,1.411,29.95814876577625,108.307427,2.493798088869948,1.1786130666732788,0.2181304496911833,1000000.0
10.505260281493616,92.0,52.0,39.0,None,None,OFMSW,Continuous,1.0,Trough,0.0,5.073707232698563,53.0,None,1.7169086993843905,Green Waste,MgO,0.15181,27.32884658064516,Calcium magnesium phosphate fertilizer,30.0,0.0,1.411,46.31241877678001,107.811506,2.586118976550512,1.0735288858413696,0.2043655347830451,1000000.0
8.0,124.0,0.0,33.0,None,None,OFMSW,None,1.0,Windrow,0.0,9.666350867980496,67.0,None,0.0,Straw,Potassium phosphate,0.15181,27.32884658064516,Labile carbon source,29.0,0.0,1.411,52.61579201475198,108.6010155,3.400966583813751,1.462595820426941,0.1806413442045151,1000000.0
8.430045265841143,120.0,0.0,43.22068800006281,Poultry manure,None,OFMSW,None,0.0,Windrow,0.0,6.602559868007752,67.0,None,0.0,Green Waste,MgSO₄,0.15181,27.32884658064516,Clay,30.0,0.0,1.411,60.98439076808862,106.183808,2.882385783046997,1.4652401208877563,0.1599474039204091,19.60550487353123
8.0,92.0,0.0,24.0,Green waste,None,OFMSW,None,1.0,Reactor,0.0,4.756498695396746,67.0,None,0.0,None,Mg(OH)₂,0.15181,27.32884658064516,Calcium magnesium phosphate fertilizer,29.0,0.0,1.411,24.26319499844469,105.17935500000002,2.7900648953664327,1.240496039390564,0.2080583064611852,1000000.0
7.0,65.0,0.0,16.0,Straw,None,OFMSW,None,0.0,Trough,0.0,7.244573247942178,58.0,None,0.0,Green waste,Zeolite,0.15181,27.32884658064516,Potassium phosphate,27.0,0.0,1.411,15.947501127179445,104.54253799999998,2.407454707732918,1.243019461631775,0.1450938486230649,1000000.0
5.0,108.0,0.0,25.0,Green waste,None,OFMSW,None,0.0,Windrow,0.0,5.297117039421336,78.15185232785714,None,0.0,Sawdust,Organic acid,0.15181,27.32884658064516,Biochar,27.0,0.0,1.411,8.604896216367328,105.728735,2.2679264629490627,1.5361982583999634,0.1681062938987572,1000000.0
6.286691477361846,59.0,31.0,20.37047354310015,Mature compost,None,OFMSW,Intermittent ,1.0,Reactor,2.461259612687683,9.803176308498282,57.0,None,0.2055006785627899,Husk,MgO,0.15181,27.32884658064516,Ca-superphosphate,31.0,297.0,1.411,53.057112257066585,108.67285300000005,4.039392466846285,1.1375941038131714,0.1460324761370054,1000000.0
11.299227462313969,118.0,8.0,24.0,Mature compost,None,OFMSW,Continuous,1.0,Windrow,0.0,7.332931623571805,66.0,None,0.7570552957343966,None,MgO,0.15181,27.32884658064516,Forsterite,30.0,0.0,1.411,22.234755809504733,103.14459449999998,2.493798088869948,1.3435722589492798,0.2009134488692582,1000000.0
6.0,24.0,0.0,39.0,Straw,None,OFMSW,None,1.0,Windrow,0.0,5.041344379959176,67.0,None,0.0,Soil,Microbiological agent,0.15181,27.32884658064516,Forsterite,28.0,0.0,1.411,45.44399733584313,104.917693,3.018356396180236,1.4561761617660522,0.180634745626437,1000000.0
8.0,126.0,0.0,30.0,Poultry manure,None,OFMSW,None,1.0,Reactor,0.0,4.945978259205902,70.0,None,0.0,Woody peat,Potassium phosphate,0.15181,27.32884658064516,Mature compost,29.0,0.0,1.411,35.43298833948293,108.6010155,3.400966583813751,1.240496039390564,0.1932292687266952,1000000.0
8.778598606749833,36.0,0.0,43.15636622545807,Mature compost,None,OFMSW,None,1.0,Windrow,0.0,2.0379056338897508,51.00000000000001,None,0.0,Byproduct,Microbiological agent,0.15181,27.32884658064516,Urea,20.0,0.0,1.411,60.89363274412134,102.11548699999994,2.882385783046997,1.4942220449447632,0.1667530694556445,24.201616411644345
8.022011516820298,15.0,12.0,13.0,Poultry manure,None,OFMSW,Intermittent ,0.0,Windrow,11.250338037108438,7.782007993331986,53.0,None,1.3928637755723658,Green Waste,None,0.15181,27.32884658064516,Inorganic acid,30.0,971.0,1.411,37.7855849455311,107.39859349999998,4.4114501268128885,1.409257173538208,0.1490311903679499,1000000.0
7.0,61.0,0.0,29.0,Green waste,None,OFMSW,None,0.0,Windrow,0.0,6.275923048236553,62.0,None,0.0,Green Waste,None,0.15181,27.32884658064516,None,29.0,0.0,1.411,20.417340324541343,108.876148,2.2252683448248964,1.4598857164382937,0.1723419964246733,1000000.0
11.638309638243864,73.0,28.0,24.0,Green waste,None,OFMSW,Continuous,1.0,Windrow,0.0,7.433344574175635,56.0,None,1.5857761025608954,Byproduct,Zeolite,0.15181,27.32884658064516,Zeolite,26.0,0.0,1.411,37.89973420247781,103.04373099999997,2.586118976550512,1.3173233270645142,0.1843675208743005,1000000.0
8.409594009717814,112.0,0.0,39.0,Straw,None,OFMSW,None,0.0,Trough,0.0,5.225871363759252,80.98045369760814,None,0.0,Green Waste,None,0.15181,27.32884658064516,Gypsum,28.0,0.0,1.411,37.398823864103285,106.77788599999998,2.882385783046997,1.2489250898361206,0.1556714863391893,1000000.0
6.0,110.0,31.0,11.999999999999998,Poultry manure,None,OFMSW,Continuous,0.0,Trough,0.0,8.84072848355983,76.34933579031949,None,0.6332010382493103,Plastic tube pieces,None,0.15181,27.32884658064516,Ca-superphosphate,29.0,0.0,1.411,44.59150195105488,109.73219900000004,2.214061316583908,1.1764036417007446,0.1724156753810697,1000000.0
8.204363918691678,53.0,0.0,27.0,Mature compost,None,OFMSW,None,0.0,Trough,0.0,4.469386735296711,73.88983648480338,None,0.0,Straw,None,0.15181,27.32884658064516,None,26.0,0.0,1.411,25.835481112707,104.36869699999995,3.400966583813751,1.240496039390564,0.1695289636310327,1000000.0
5.0,41.0,0.0,28.0,Poultry manure,None,OFMSW,None,1.0,Reactor,0.0,2.3956388110869407,53.0,None,0.0,Green Waste,None,0.15181,27.32884658064516,Inorganic acid,31.0,0.0,1.411,52.809051569199646,108.5951735,2.2252683448248964,1.2435706853866575,0.2157101713975842,1000000.0
7.0,40.0,24.0,25.0,Straw,None,OFMSW,Intermittent ,1.0,Reactor,12.635945005097868,2.907215664300171,83.51290447142523,None,0.3259542527351122,Woody peat,Potassium phosphate,0.15181,27.32884658064516,Mg(OH)₂,28.0,1065.0,1.411,29.59518817167683,103.35952699999996,4.426317113307869,1.1574976444244385,0.1746333220295069,1000000.0
6.0,82.0,0.0,26.0,Green waste,None,OFMSW,None,1.0,Windrow,0.0,3.3807786051147586,59.0,None,0.0,Green Waste,None,0.15181,27.32884658064516,Zeolite,30.0,0.0,1.411,20.653983600491983,109.2328045,2.2252683448248964,1.4598857164382937,0.1739060476938533,1000000.0
8.521450097843815,70.0,0.0,36.0,Green waste,None,OFMSW,None,1.0,Reactor,0.0,7.829920805211002,82.48583491785215,None,0.0,Woody peat,Organic acid,0.15181,27.32884658064516,Urea,29.0,0.0,1.411,56.14925602472056,107.662937,3.400966583813751,1.2701343297958374,0.173277766496068,1000000.0
5.0,36.0,0.0,36.0,None,None,OFMSW,None,1.0,Reactor,0.0,9.05832045634708,81.81904129549665,None,0.0,Sawdust,Microbiological agent,0.15181,27.32884658064516,Ca-superphosphate,31.0,0.0,1.411,9.270672563477651,110.43846800000004,2.2679264629490627,1.2340763807296753,0.1821579117953185,1000000.0
11.08301181682667,99.0,0.0,41.90729760962815,Mature compost,None,OFMSW,None,1.0,Windrow,0.0,3.1717846506758374,69.0,None,0.0,Green waste,MgSO₄,0.15181,27.32884658064516,Forsterite,30.0,0.0,1.411,59.131196927185314,104.4283075,2.882385783046997,1.3526602983474731,0.1588796096100806,18.4568075918428
11.052879606304444,89.0,0.0,13.0,Mature compost,None,OFMSW,None,1.0,Windrow,0.0,6.830893815403688,51.0,None,0.0,Straw,None,0.15181,27.32884658064516,MgHPO₄,27.0,0.0,1.411,52.15629638019131,105.65318699999996,3.400966583813751,1.3506358861923218,0.0961796245986302,1000000.0
8.0,30.0,0.0,20.0,Mature compost,None,OFMSW,None,1.0,Reactor,0.0,7.221636515359744,78.17244726752622,None,0.0,Sawdust,Zeolite,0.15181,27.32884658064516,Phosphogypsum,27.0,0.0,1.411,28.488414487928992,104.77349399999996,2.650536650582578,1.240496039390564,0.1945974567082533,1000000.0
9.74557819146388,122.0,0.0,36.0,Straw,None,OFMSW,None,1.0,Reactor,0.0,3.31708308528064,69.0,None,0.0,Woody peat,None,0.15181,27.32884658064516,Labile carbon source,31.0,0.0,1.411,13.863456872875608,107.35567449999996,3.400966583813751,1.135949969291687,0.1680081201142979,1000000.0
5.0,80.0,0.0,32.0,Straw,None,OFMSW,None,0.0,Trough,0.0,3.62678802290648,73.09601588255379,None,0.0,Sawdust,Potassium phosphate,0.15181,27.32884658064516,Ca-superphosphate,29.0,0.0,1.411,10.038599844692266,108.59067600000004,2.2679264629490627,1.2340763807296753,0.1556726943116595,1000000.0
8.0,83.0,0.0,13.0,Straw,None,OFMSW,None,0.0,Windrow,0.0,9.765796777716652,76.07668648382855,None,2.3860214649697897,Plastic tube pieces,Potassium phosphate,0.15181,27.32884658064516,Forsterite,31.0,0.0,1.411,47.74303068229489,107.9801355,2.7900648953664327,1.4529205560684204,0.1667585920416182,1000000.0
8.0,49.0,0.0,17.0,Green waste,None,OFMSW,None,1.0,Reactor,0.0,9.69949151357354,64.0,None,0.0,Green waste,Zeolite,0.15181,27.32884658064516,Urea,30.0,0.0,1.411,45.550997160020046,108.0862165,2.882385783046997,1.2483738660812378,0.1749045184548096,1000000.0
11.476901877454104,95.0,15.0,25.0,Mature compost,None,OFMSW,Continuous,1.0,Trough,0.0,3.6924414710371583,67.0,None,0.9219915475758356,Green Waste,None,0.15181,27.32884658064516,Lime,27.0,0.0,1.411,52.54814969556375,105.67500399999996,2.586118976550512,1.0686973333358765,0.2323674468097447,1000000.0
8.0,115.0,0.0,42.69676378074124,Mature compost,None,OFMSW,None,1.0,Windrow,0.0,4.413769847749047,73.38596816986175,None,0.0,Soil,None,0.15181,27.32884658064516,None,30.0,0.0,1.411,60.245133694625885,108.617442,3.400966583813751,1.462595820426941,0.1941954600141847,20.40139380276897
8.53716789481578,31.0,21.0,34.0,Mature compost,None,OFMSW,Continuous,1.0,Windrow,0.0,4.579191574977118,78.23574767286728,None,0.5940755416294696,Plastic tube pieces,Zeolite,0.15181,27.32884658064516,Ca-superphosphate,30.0,0.0,1.411,19.35607974632475,108.34106000000004,2.493798088869948,1.4582713842391968,0.212253261036384,1000000.0
8.0,102.0,23.0,25.76698323813225,Straw,None,OFMSW,Continuous,0.0,Trough,0.0,9.892653331368514,54.0,None,1.6192914348469265,Straw,Potassium phosphate,0.15181,27.32884658064516,Ferric salt,30.0,0.0,1.411,47.44808593739493,109.23823199999995,3.0704421542972686,1.1750081777572632,0.1938344455497331,1000000.0
5.0,131.0,29.0,11.0,Poultry manure,None,OFMSW,Continuous,1.0,Windrow,0.0,7.931660308880148,78.1835387631275,None,1.3265791804413174,Plastic tube pieces,Organic acid,0.15181,27.32884658064516,Sodium phosphates,29.0,0.0,1.411,33.661129108426074,108.16370300000004,2.214061316583908,1.4196182489395142,0.1782651303233548,1000000.0
8.0,94.0,0.0,15.198525898524084,Poultry manure,None,OFMSW,Continuous,1.0,Reactor,0.597631952367927,4.1320667256789685,73.51968073100292,None,0.81905433597055,None,Microbiological agent,0.15181,27.32884658064516,Potassium phosphate,28.0,0.0,1.411,8.749159366305081,105.47843499999996,2.7900648953664327,1.1904042959213257,0.2181572297023322,1000000.0
8.812950489143823,112.0,0.0,33.0,None,None,OFMSW,None,1.0,Windrow,0.0,5.408935589744994,64.0,None,0.0,Soil,Zeolite,0.15181,27.32884658064516,Urea,29.0,0.0,1.411,39.29501918263003,106.845905,3.400966583813751,1.4922338724136353,0.1486170892834817,1000000.0
