Initial pH,Material_Main,Additive_3,Initial Moisture Content (%),Initial GI (%),V3_Ventilation Duration (min),Material_2,V1_Ventilation Type, Composting Method,Additive_1,Period (d),Initial C/N (%),M1_is Enclosed,Additive_4,Material_3,V5_Ventilation rate (L/min/kg iniDW),Turning times,Additive_2,V2_Ventilation Interval (min),Compost volume (m3),V4_Ventilation Day,Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,Swine manure,None,70.3372802867199,27.32884658064516,0.0,Byproduct,Continuous,Reactor,Forsterite,81.0,13.0,1.0,None,Straw,1.299036454326655,12.0,Calcium magnesium phosphate fertilizer,0.0,0.6277154746460176,57.0,4.689434845015459,2.0952942734506244,53.67703860513098,112.648517,4.697500755732185,0.4480698108673095,0.2218401660985641,1000000.0
7.0,Swine manure,None,69.0,27.32884658064516,0.0,Woody peat,Continuous,Windrow,MgCl₂,115.0,23.0,0.0,None,Mature compost,0.0297059579934433,7.0,Calcium magnesium phosphate fertilizer,0.0,0.6277154746460176,79.0,2.653808055681864,2.0952942734506244,16.775809600052323,111.70700700000005,4.191573050768411,0.428051084280014,0.1511829189872372,1000000.0
5.0,Swine manure,None,76.13089638194933,27.32884658064516,0.0,Plastic tube pieces,Continuous,Windrow,Zeolite,83.0,20.0,0.0,None,Straw,1.544962271893928,31.0,Ca-superphosphate,0.0,0.6277154746460176,42.0,3.5478666445181632,2.0952942734506244,19.350933921691645,111.534243,4.951186209120335,0.4332156479358673,0.1683246998848775,1000000.0
7.0,Swine manure,None,75.52028141411975,27.32884658064516,30.794272274012787,Sawdust,Intermittent ,Reactor,Lime,32.0,34.0,1.0,None,Mature compost,1.920868779614688,28.0,DCD,45.0,0.6277154746460176,31.0,8.335230840586442,2.0952942734506244,29.944494249098348,109.201967,6.960852653060803,0.5615314245223999,0.2104125832671206,1000000.0
8.0,Swine manure,None,63.0,27.32884658064516,0.0,Straw,Continuous,Windrow,K₂SO₄,88.0,14.0,1.0,None,Poultry manure,0.3443833772924858,16.0,Calcium magnesium phosphate fertilizer,0.0,0.6277154746460176,75.0,8.291698409489037,2.0952942734506244,68.29685619112695,113.70722900000004,4.933659844044848,0.4266234636306762,0.2114855357008728,1000000.0
8.0,Swine manure,None,52.0,27.32884658064516,0.0,None,Continuous,Reactor,Lime,106.0,35.0,1.0,None,Byproduct,1.6088567530586917,12.0,Ca-superphosphate,0.0,0.6277154746460176,50.0,2.720792735181773,2.0952942734506244,63.21128983720172,112.422511,5.469349438918209,0.4503313601016998,0.255376432252265,1000000.0
6.0,Swine manure,None,67.0,27.32884658064516,0.0,Straw,Continuous,Trough,Inorganic acid,82.0,37.0,0.0,None,Byproduct,1.001568791000249,10.0,Ca-superphosphate,0.0,0.6277154746460176,65.0,9.47851698097069,2.0952942734506244,47.52286912454526,111.950549,4.307347527500702,0.4288850128650665,0.1791516229047851,1000000.0
8.0,Swine manure,None,66.0,27.32884658064516,0.0,Green waste,Continuous,Windrow,Biochar,133.0,29.0,0.0,None,Green waste,1.793328210634925,31.0,Ca-superphosphate,0.0,0.6277154746460176,41.0,3.76353602490175,2.0952942734506244,11.361816568438933,111.813493,5.187345297432998,0.4332156479358673,0.2480971868604005,1000000.0
7.0,Swine manure,None,59.0,27.32884658064516,0.0,Plastic tube pieces,Continuous,Trough,Sand,92.0,26.0,0.0,None,None,1.8838197526025184,22.0,Biochar,0.0,0.6277154746460176,53.0,6.355553434459298,2.0952942734506244,82.84263703025486,112.327175,1.8134555509259596,1.2076810598373413,0.1944799587840575,1000000.0
8.574626648357405,Swine manure,None,58.0,27.32884658064516,0.0,Green Waste,Continuous,Reactor,Mg(OH)₂,105.0,29.0,1.0,None,None,1.349726248367141,22.0,Ca-superphosphate,0.0,0.6277154746460176,30.0,9.827304472754204,2.0952942734506244,62.61413468719447,109.40448,5.187345297432998,0.417308360338211,0.2343943459244291,1000000.0
5.0,Swine manure,None,80.8773403512175,27.32884658064516,0.0,Green waste,Continuous,Windrow,Inorganic acid,78.0,42.4671845467774,0.0,None,Mature compost,0.815079953683503,12.0,Calcium magnesium phosphate fertilizer,0.0,0.6277154746460176,69.0,5.645540491502769,2.0952942734506244,88.98124859043354,112.81461300000002,4.697500755732185,0.4266234636306762,0.1792802002537057,25.872634028799155
6.0,Swine manure,None,69.0,27.32884658064516,0.0,None,Continuous,Trough,Mature compost,110.0,42.72567585535303,1.0,None,Byproduct,0.1157677071655318,18.0,DCD,0.0,0.6277154746460176,62.0,3.974944990594748,2.0952942734506244,89.52286394902882,113.32001200000002,4.415496614246974,0.5344568490982056,0.190914956673357,23.238174061647392
8.428135612409461,Swine manure,None,54.0,27.328846580645163,0.0,Husk,Continuous,Windrow,Potassium phosphate,76.0,41.517561606775445,1.0,None,Byproduct,0.7631451794944843,22.0,Biochar,0.0,0.6277154746460176,30.0,8.723537700749835,2.0952942734506244,86.99150908231009,112.56498900000004,2.093192323212,1.2063053846359253,0.2020863765877668,24.236618705849896
7.0,Swine manure,None,62.0,27.32884658064516,1.1436331755904527,Woody peat,Intermittent ,Trough,Ferric salt,86.0,17.0,1.0,None,Straw,1.0560805451733946,3.0,Calcium magnesium phosphate fertilizer,341.0,0.6277154746460176,78.0,7.64565029291863,2.0952942734506244,32.75017246526923,109.975808,8.966824040464545,0.1718208491802215,0.1862113026554691,1000000.0
