Initial pH,Initial GI (%),Turning times,V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Additive_4,Material_Main,Initial C/N (%),Initial Moisture Content (%),Material_3,Additive_3,Period (d),Additive_1,V2_Ventilation Interval (min),Compost volume (m3),Application Rate (%DW),M1_is Enclosed,Additive_2,V3_Ventilation Duration (min),Material_2,V1_Ventilation Type, Composting Method,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,27.32884658064516,5.0,12.0,1.923253313267996,None,Sewage sludge,38.0,72.53911737913833,Poultry manure,None,79.0,MgSO₄,464.0,4.210797122302158,3.321015429762612,1.0,Ca-superphosphate,43.812506273974606,Sawdust,Intermittent ,Reactor,2.1457865217391303,76.65562218706219,93.27421100000004,11.365077242866764,1.1806703805923462,0.1670203221818723,1000000.0
8.0,27.32884658064516,13.0,6.0,0.6941120834878294,None,Sewage sludge,26.0,72.08850800466934,None,None,79.0,Calcium magnesium phosphate fertilizer,586.0,4.210797122302158,7.030383945393157,1.0,Microbiological agent,54.69023438262768,Straw,Intermittent ,Windrow,2.1457865217391303,57.7021374626006,93.45784500000002,10.65926650260042,0.9060925245285034,0.1899207348047657,1000000.0
11.94533656543654,27.32884658064516,10.0,26.0,1.0216235309541886,None,Sewage sludge,28.0,74.18809743902847,Straw,None,87.0,Potassium phosphate,621.0,4.210797122302158,6.95173248187758,1.0,Organic acid,53.37623737840496,None,Intermittent ,Reactor,2.1457865217391303,45.7006312838968,91.42959799999996,13.797621726602868,0.9192649722099304,0.16073332190838,1000000.0
8.603222618955481,27.32884658064516,25.0,2.0,0.8662056451962552,None,Sewage sludge,21.0,75.66418885414149,Poultry manure,None,113.0,Sodium phosphates,749.0,4.210797122302158,6.300801166894967,0.0,Ca-superphosphate,52.0867917423465,Husk,Intermittent ,Trough,2.1457865217391303,74.24324665609744,96.09628399999998,13.956658815291904,0.7584750056266785,0.1569559098077849,1000000.0
10.025759496243245,27.32884658064516,26.0,32.0,1.0212968564145126,None,Sewage sludge,40.4792005019057,69.0,Byproduct,None,51.0,Urea,1039.0,4.210797122302158,6.41066808127042,1.0,Ca-superphosphate,50.72825415092196,Green Waste,Intermittent ,Trough,2.1457865217391303,86.8597228477651,93.90592599999998,12.666627338306952,1.1681612730026243,0.1562904544944017,26.823944178666714
8.701906208655078,27.328846580645163,19.0,44.0,1.0992559388697276,None,Sewage sludge,34.0,54.0,None,None,128.0,Forsterite,655.0,4.210797122302158,7.84591054381352,1.0,Calcium magnesium phosphate fertilizer,50.88902255791409,Green Waste,Intermittent ,Reactor,2.1457865217391303,39.018845367734784,94.26810599999996,9.695744580805018,1.1644129753112793,0.1591801689292837,1000000.0
8.0,27.32884658064516,29.0,13.0,0.7440286163392724,None,Sewage sludge,21.0,50.0,Poultry manure,None,99.0,Labile carbon source,0.0,4.210797122302158,4.010466392543872,0.0,Calcium magnesium phosphate fertilizer,0.0,Straw,Continuous,Windrow,2.1457865217391303,68.64686480073233,91.76969566666664,5.973746767859377,0.8729028701782227,0.2131904675590951,1000000.0
5.0,27.32884658064516,0.0,1.0,1.9919395708196248,None,Sewage sludge,13.0,54.0,Green waste,None,63.0,Sulfur,1348.0,4.210797122302158,5.154381779093684,1.0,Mg(OH)₂,52.48575371381235,Green waste,Intermittent ,Reactor,2.1457865217391303,50.429147201705725,93.10886899999996,8.915793698208265,1.0722835063934326,0.1379601935868561,1000000.0
11.564385186362513,27.32884658064516,5.0,26.0,1.694972622007944,None,Sewage sludge,41.29666702813935,55.0,None,None,83.0,Ferric salt,988.0,4.210797122302158,5.710123179876727,1.0,Gypsum,57.85465514374978,Byproduct,Intermittent ,Trough,2.1457865217391303,88.61383150173016,95.928435,8.65808400634636,1.2710870504379272,0.1448082273037552,23.02112051078802
9.400404261965368,27.402557013383205,1.0,48.0,1.109988881037034,None,Sewage sludge,40.0,59.0,Mature compost,None,126.0,Calcium magnesium phosphate fertilizer,406.0,4.210797122302158,8.866389058431036,1.0,Ca-superphosphate,59.852908527889866,Woody peat,Intermittent ,Trough,2.1457865217391303,32.45902099164432,96.36613799999998,10.950497801013269,1.0862932205200195,0.1404746989160127,1000000.0
11.08888356303881,27.32884658064516,12.0,23.0,1.0550790188889458,None,Sewage sludge,34.0,69.0,None,None,91.0,MgCl₂,182.0,4.210797122302158,4.122481825523229,1.0,DCD,50.86891647697841,Sawdust,Intermittent ,Reactor,2.1457865217391303,16.58267826074791,95.59611799999998,12.660872422085776,0.9100128412246704,0.1805383800372744,1000000.0
6.0,27.32884658064516,8.0,2.0,1.3651664641915815,None,Sewage sludge,39.0,51.0,Poultry manure,None,121.0,Lime,996.0,4.210797122302158,7.402199386475205,1.0,DCD,49.68043081547805,None,Intermittent ,Reactor,2.1457865217391303,18.390325090694223,93.486849,11.091254937185315,1.1666712760925293,0.1824945724341776,1000000.0
8.0,27.32884658064516,3.0,14.0,1.016172513647441,None,Sewage sludge,28.0,69.0,None,None,96.0,Lime,665.0,4.210797122302158,3.0390788088474574,0.0,DCD,39.288501411059045,Green waste,Intermittent ,Windrow,2.1457865217391303,73.25729644817798,91.23208600000002,11.947347165546365,1.134289264678955,0.1627684622584418,1000000.0
12.0084017866469,27.32884658064516,16.0,43.0,1.4685663799268978,None,Sewage sludge,16.0,79.98030438503153,None,None,81.0,MgHPO₄,132.0,4.210797122302158,4.4109146595254005,1.0,DCD,47.47675940211403,Green Waste,Intermittent ,Windrow,2.1457865217391303,47.32473258518301,92.787425,12.374526608314053,1.1686747074127195,0.1920587688939285,1000000.0
7.0,27.32884658064516,20.0,21.0,1.3066560527662618,None,Sewage sludge,14.0,82.78790589064194,None,None,95.0,MgHPO₄,352.0,4.210797122302158,9.64800341746808,0.0,Ca-superphosphate,58.04358862153517,Green waste,Intermittent ,Windrow,2.1457865217391303,30.51360067565657,95.601942,13.499441737325125,0.7908287048339844,0.1754216873979796,1000000.0
8.58181151029483,27.32884658064516,4.0,36.0,0.6832694357953921,None,Sewage sludge,22.0,59.0,Green waste,None,94.0,LB Culture,184.0,4.210797122302158,5.196894381829795,1.0,MgSO₄,53.60461175285116,None,Intermittent ,Trough,2.1457865217391303,67.78390350369448,91.21940499999997,8.948933320243341,1.1259785890579224,0.1418612729553399,1000000.0
