V4_Ventilation Day,M1_is Enclosed,V3_Ventilation Duration (min),Turning times,Period (d),Material_Main,V1_Ventilation Type,Additive_4, Composting Method,Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial GI (%),Additive_2,Additive_3,Material_2,Material_3,Initial pH,Initial C/N (%),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,0.0,0.0,6.0,106.0,Poultry manure,Continuous,None,Windrow,6.521756346526693,1.5619809522686934,64.0,27.32884658064516,Ca-superphosphate,None,Husk,Straw,8.841960360374998,29.528502451341375,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,79.59574656200303,96.24669900000002,4.792318171237994,0.6875168085098267,0.2143692436062348,1000000.0
0.0,1.0,0.0,10.0,85.0,Poultry manure,None,None,Windrow,7.884862972069313,0.0,72.62127509429496,27.32884658064516,Ca-superphosphate,None,Byproduct,Straw,9.450445998395825,34.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,48.767029785747134,97.420752,5.770163505661858,0.2558042109012604,0.2175587181507259,1000000.0
0.0,1.0,0.0,15.0,128.0,Poultry manure,None,None,Reactor,5.652916645529054,0.0,69.0,27.32884658064516,Biochar,None,Green waste,Straw,11.809188435936989,26.0,Microbiological agent,0.6292491869918699,0.0,2.4967368849582217,75.98426301296703,98.00076500000002,6.894812997615518,0.2853644788265228,0.2334494869286844,1000000.0
0.0,1.0,0.0,14.0,58.0,Poultry manure,None,None,Trough,3.917065523923837,0.0,81.83509287875813,27.32884658064516,Microbiological agent,None,Woody peat,Straw,9.381384375096037,44.53349976427761,Mature compost,0.6292491869918699,0.0,2.4967368849582217,111.18843147775016,97.738762,6.490179900907367,0.2793771624565124,0.2138056038657941,26.415228045931983
6.0,1.0,0.0,25.0,40.0,Poultry manure,Continuous,None,Reactor,8.230276405101648,1.7425195442564778,79.29352798980273,27.32884658064516,Ca-superphosphate,None,Soil,None,5.0,33.0,Gypsum,0.6292491869918699,0.0,2.4967368849582217,19.396418812349392,95.38928400000005,9.21773613990327,0.7990207672119141,0.1914453671484779,1000000.0
29.0,1.0,0.0,23.0,59.0,Poultry manure,Continuous,None,Windrow,3.8748680076663984,1.8345314222992584,58.0,27.32884658064516,Biochar,None,Green waste,Straw,10.358696488888988,37.0,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,12.676456750458096,98.23514700000004,7.001135703239124,0.8213188648223877,0.2184410477926447,1000000.0
0.0,1.0,0.0,2.0,16.0,Poultry manure,None,None,Windrow,9.060667082380084,0.0,57.0,27.32884658064516,Biochar,None,Green waste,Straw,6.0,35.0,Biochar,0.6292491869918699,0.0,2.4967368849582217,70.61548802515541,96.44965200000004,6.894812997615518,0.3538065254688263,0.2045882354852893,1000000.0
63.0,0.0,0.0,17.0,128.0,Poultry manure,Continuous,None,Trough,9.73592684028926,1.233731817964553,82.50545576509171,27.32884658064516,Microbiological agent,None,Green Waste,Straw,5.0,39.0,Phosphogypsum,0.6292491869918699,0.0,2.4967368849582217,27.555763747965937,99.37661299999998,4.9477464496124455,0.7867554426193237,0.1637206587560525,1000000.0
0.0,1.0,0.0,29.0,123.0,Poultry manure,None,None,Reactor,6.639167605271569,0.0,64.0,27.32884658064516,None,None,Green waste,Straw,5.0,35.0,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,86.26593033902739,97.55695900000003,5.770163505661858,0.2925595641136169,0.2089307747889572,1000000.0
32.0,1.0,0.0,15.0,52.0,Poultry manure,Continuous,None,Windrow,2.7813763494393555,0.858007300817927,52.0,27.32884658064516,MgSO₄,None,Green waste,Mature compost,5.0,43.69038144428407,Sulfur,0.6292491869918699,0.0,2.4967368849582217,109.08338686983832,96.52413400000005,5.17849099784763,0.8635692000389099,0.1966455560084868,23.83941602602664
0.0,0.0,0.0,23.0,96.0,Poultry manure,None,None,Windrow,5.488657159933733,0.0,52.0,27.32884658064516,Gypsum,None,Byproduct,Straw,5.0,41.86544192873071,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,104.52699306853845,98.36905400000003,5.553962624412749,0.2621234059333801,0.1838252121078074,20.005059546005956
0.0,0.0,0.0,30.0,77.0,Poultry manure,None,None,Trough,4.553649897698328,0.0,73.74037739288697,27.32884658064516,Biochar,None,Soil,Straw,10.457300926266887,44.95085985118207,Lime,0.6292491869918699,0.0,2.4967368849582217,112.2304698010339,98.84422899999998,8.61334070419651,0.2897004187107086,0.1988223713513566,23.83503980518066
26.0,1.0,0.0,19.0,85.0,Poultry manure,Continuous,None,Reactor,6.733648814712452,1.6979652036962134,62.952228793568985,27.32884658064516,Biochar,None,Woody peat,Straw,9.998453422803586,19.0,Gypsum,0.6292491869918699,0.0,2.4967368849582217,77.02687619941479,99.00913699999997,8.257709723354772,0.6339980959892273,0.2055241231373342,1000000.0
9.0,1.0,0.0,31.0,23.0,Poultry manure,Continuous,None,Reactor,8.816483173088027,1.9466388447800893,57.49181518523474,27.32884658064516,DCD,None,Plastic tube pieces,Straw,8.812620041936613,40.0,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,86.97218246388823,96.342754,6.747490555869447,0.6818241477012634,0.21813493962498,1000000.0
4.0,0.0,0.0,3.0,25.0,Poultry manure,Continuous,None,Windrow,8.614868722655743,1.249633700439602,76.85666774488541,27.32884658064516,Zeolite,None,Soil,Straw,5.0,32.0,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,53.04616463002744,97.40509600000004,5.158939274646658,0.8033161759376526,0.1874098861736587,1000000.0
0.0,1.0,0.0,12.0,65.0,Poultry manure,None,None,Trough,3.400513021408638,0.0,75.72536701409166,27.32884658064516,Biochar,None,Byproduct,Mature compost,8.0,40.181515249942,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,100.32267121804148,97.06279400000004,8.712260482504485,0.2622887790203094,0.2184863130399958,18.19397978597018
34.0,1.0,0.0,1.0,57.0,Poultry manure,Continuous,None,Reactor,4.370967903899427,0.3511366305973307,79.07842279633056,27.328846580645163,DCD,None,Green Waste,Straw,8.547837426852102,35.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,64.8679558586139,95.410966,6.061451536862218,0.9674057960510254,0.1900896663291087,1000000.0
0.0,0.0,0.0,11.0,130.0,Poultry manure,None,None,Windrow,9.545192501799002,0.0,73.17536332723613,27.32884658064516,Ca-superphosphate,None,Straw,Straw,9.3417026053157,40.0,Microbiological agent,0.6292491869918699,0.0,2.4967368849582217,44.840745241527,96.945254,4.337040502813519,0.3062313497066498,0.20347049012763,1000000.0
0.0,0.0,0.0,13.0,132.0,Poultry manure,None,None,Windrow,8.04163592812522,0.0,83.2448411095837,27.32884658064516,None,None,Sawdust,Straw,5.0,38.32142736421876,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,86.63203903908038,97.27452199999998,3.970419399404856,0.2931499183177948,0.1856722563109866,1000000.0
43.0,1.0,0.0,18.0,91.0,Poultry manure,Continuous,None,Reactor,6.310289731889611,1.8832513120619745,59.0,27.32884658064516,Microbiological agent,None,Woody peat,Straw,7.0,34.0,Lime,0.6292491869918699,0.0,2.4967368849582217,23.064561546213888,97.050479,7.133060231401113,0.6727784872055054,0.2114841172721702,1000000.0
0.0,0.0,0.9113177241021874,19.0,58.0,Poultry manure,None,None,Windrow,6.319229294153256,0.0,66.0,27.32884658064516,Zeolite,None,Soil,Straw,5.0,44.19454495688044,Sodium phosphates,0.6292491869918699,0.0,2.4967368849582217,110.34215050778776,98.16031599999998,4.337040502813519,0.2940657436847687,0.160619569224487,26.312682221242184
0.0,0.0,0.0,17.0,112.0,Poultry manure,None,None,Windrow,6.171062140120327,0.0,60.0,27.32884658064516,MgO,None,Green waste,Straw,5.0,43.44688627643093,MgHPO₄,0.6292491869918699,0.0,2.4967368849582217,108.47544350295028,98.596343,3.970419399404856,0.2940657436847687,0.1961757010230382,20.66795045175476
41.0,0.0,0.0,24.0,91.0,Poultry manure,Continuous,None,Windrow,3.22513440153536,1.398714714882304,70.0,27.32884658064516,Biochar,None,Green waste,Mature compost,5.0,38.0,Zeolite,0.6292491869918699,0.0,2.4967368849582217,72.17760944023485,97.86387700000004,8.317064662873948,0.9688622951507568,0.1738685371992522,1000000.0
0.0,1.0,0.0,12.0,58.0,Poultry manure,None,None,Windrow,5.303204559295922,0.0,52.0,27.32884658064516,MgSO₄,None,Woody peat,None,11.612415114281664,43.66036586462008,Organic acid,0.6292491869918699,0.0,2.4967368849582217,109.0084458649678,95.014582,9.54380901467502,0.2989199459552765,0.1712801568809555,26.317103089510574
0.0,1.0,0.0,17.0,25.0,Poultry manure,None,None,Reactor,9.718991090898127,0.0,67.0,27.32884658064516,MgO,None,Green Waste,Straw,8.455602562346616,45.07642322262608,Gypsum,0.6292491869918699,0.0,2.4967368849582217,112.54396850191787,97.904917,5.770163505661858,0.3062313497066498,0.2010324246218828,23.59940430287061
0.0,0.0,0.0,10.0,54.0,Poultry manure,None,None,Trough,6.418234681346677,0.0,62.0,27.32884658064516,Inorganic acid,None,Woody peat,Straw,7.843874787743474,43.08202683134708,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,107.56448546858402,96.95907400000004,4.337040502813519,0.2940657436847687,0.1744052240603899,24.99318044721051
0.0,1.0,0.0,11.0,47.0,Poultry manure,None,None,Trough,6.93218777882396,0.0,83.71997769944562,27.32884658064516,Potassium phosphate,None,Green Waste,Straw,10.656946239226508,36.0,Sand,0.6292491869918699,0.0,2.4967368849582217,82.3210234714745,96.192416,5.770163505661858,0.2931499183177948,0.2070437340805157,1000000.0
4.0,1.0,0.0,20.0,104.0,Poultry manure,Continuous,None,Windrow,8.044752746358935,0.1116289865568109,52.0,27.32884658064516,Biochar,None,Byproduct,Mature compost,7.0,29.0,Sulfur,0.6292491869918699,0.0,2.4967368849582217,46.13802049867531,96.10124300000004,10.388421212340551,0.4426474273204803,0.2019698594287831,1000000.0
0.0,1.0,0.0,26.0,80.0,Poultry manure,None,None,Reactor,4.545232378407854,0.0,70.09739884147503,27.32884658064516,Zeolite,None,Straw,Straw,5.0,33.0,MgSO₄,0.6292491869918699,0.0,2.4967368849582217,12.381262577865389,97.309429,7.739276406201424,0.2989920377731323,0.2135302535354542,1000000.0
5.0,1.0,11.487226722424488,21.0,128.0,Poultry manure,Intermittent ,None,Windrow,7.347984132966786,0.0013291191948299,78.60006253640418,27.32884658064516,None,None,Woody peat,Straw,9.179224590580134,31.0,None,0.6292491869918699,2.0,2.4967368849582217,16.726318380756748,97.133964,7.133060231401113,0.7906325459480286,0.206528087713839,1000000.0
63.0,0.0,0.0,15.0,84.0,Poultry manure,Continuous,None,Trough,5.75919952532593,0.2943481149908311,50.0,27.32884658064516,Biochar,None,Woody peat,Straw,5.0,44.421791825706215,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,110.90952614717634,103.44044799999998,8.344185971853252,0.8371160626411438,0.1725602733274784,27.03143101633587
0.0,1.0,0.0,5.0,69.0,Poultry manure,None,None,Trough,9.858524809663477,0.0,82.91522000416361,27.32884658064516,Ca-superphosphate,None,Woody peat,Straw,7.0,40.0,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,42.846030899992606,99.19514500000004,6.155733181193522,0.3062313497066498,0.253323965876543,1000000.0
31.0,1.0,0.0,15.0,72.0,Poultry manure,Continuous,None,Trough,3.7198765861227914,1.260788670793398,72.79939432642486,27.32884658064516,None,None,Green waste,Byproduct,5.0,45.488484362145286,None,0.6292491869918699,0.0,2.4967368849582217,113.5727767478134,96.86929100000002,9.380621594319068,0.9694162011146544,0.2039900735071666,22.75638166558636
30.0,1.0,0.0,12.0,48.0,Poultry manure,Continuous,None,Reactor,5.277390809192677,0.9596540972781222,72.9979792620502,27.32884658064516,Biochar,None,Green waste,Straw,8.7572241719196,45.081571537604205,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,112.55682248981915,100.288355,8.435197534109927,0.9447586536407472,0.2245227689181962,23.27763886226484
0.0,0.0,0.0,11.0,60.0,Poultry manure,None,None,Trough,3.075541859738542,0.0,59.0,27.32884658064516,Microbiological agent,None,Byproduct,Straw,10.710772290397752,42.74791597883616,Lignite,0.6292491869918699,0.0,2.4967368849582217,106.73029857945517,96.112472,4.3048661191187,0.2605956196784973,0.1825394020875839,23.35260535167812
0.0,0.0,0.0,25.0,113.0,Poultry manure,None,None,Trough,3.082190245510523,0.0,65.0,27.32884658064516,Calcium magnesium phosphate fertilizer,None,Husk,Straw,7.0,40.0,MgO,0.6292491869918699,0.0,2.4967368849582217,38.82505588332056,94.976818,4.3048661191187,0.2787868082523346,0.1971193831997713,1000000.0
0.0,0.0,0.0,13.0,103.0,Poultry manure,None,None,Windrow,4.385954381729464,0.0,50.0,27.32884658064516,Biochar,None,Sawdust,Straw,7.0,23.0,Mature compost,0.6292491869918699,0.0,2.4967368849582217,27.63521959721901,96.414289,6.792717859425285,0.2700135111808777,0.1927615644442538,1000000.0
0.0,1.0,0.0,7.0,118.0,Poultry manure,None,None,Reactor,9.014661149620538,0.0,61.0,27.32884658064516,Potassium phosphate,None,Plastic tube pieces,Straw,5.0,38.36379066025327,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,68.79477409186082,96.73845800000002,5.770163505661858,0.3045342564582824,0.2157339787043381,1000000.0
17.0,1.0,0.0,13.0,101.0,Poultry manure,Continuous,None,Reactor,9.314762293849146,0.0038602063093067,66.0,27.32884658064516,Biochar,None,Husk,None,5.0,45.09136350624723,Inorganic acid,0.6292491869918699,0.0,2.4967368849582217,112.58127045910652,99.85682500000004,10.952866799620796,0.7468252182006836,0.1953693862804728,19.246883138404183
0.0,0.0,0.0,27.0,123.0,Poultry manure,None,None,Windrow,2.6835859974055936,0.0,60.0,27.328846580645163,Biochar,None,Husk,Straw,10.760236575687577,12.0,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,75.27418181403593,97.010662,6.109815679033263,0.2020911872386932,0.1198105411644543,1000000.0
72.0,1.0,0.0,5.0,77.0,Poultry manure,Continuous,None,Trough,6.317802642510251,1.1389234001644986,52.0,27.32884658064516,Ca-superphosphate,None,Soil,Straw,8.964152566924758,28.0,Mature compost,0.6292491869918699,0.0,2.4967368849582217,40.04009504681101,95.659845,7.133060231401113,0.6732967495918274,0.2046076867632912,1000000.0
0.0,1.0,0.0,21.0,102.0,Poultry manure,None,None,Windrow,6.036391170632297,0.0,74.75108817690091,27.328846580645163,Gypsum,None,Husk,Straw,5.0,14.0,Gypsum,0.6292491869918699,0.0,2.4967368849582217,66.55165349503935,97.18751399999998,5.770163505661858,0.2529594302177429,0.1741069935124151,1000000.0
9.0,0.0,0.0,20.0,91.0,Poultry manure,Continuous,None,Trough,3.341871984421825,0.3069973814792057,67.0,27.32884658064516,None,None,Green waste,Straw,5.0,10.0,Lime,0.6292491869918699,0.0,2.4967368849582217,16.91159307388568,95.87034399999996,4.261707430605215,0.9424514174461364,0.1824423069614658,1000000.0
4.0,1.0,0.0,27.0,108.0,Poultry manure,Continuous,None,Reactor,7.048634110900824,1.02831060899863,73.89526094241329,27.32884658064516,Mg(OH)₂,None,Woody peat,Straw,5.0,31.0,MgSO₄,0.6292491869918699,0.0,2.4967368849582217,75.14787934320401,97.5705,6.977631953026662,0.7913414239883423,0.218296625768596,1000000.0
30.0,1.0,0.0,22.0,71.0,Poultry manure,Continuous,None,Reactor,3.220703704567909,1.481234482945656,78.218805804496,27.32884658064516,Gypsum,None,Husk,Poultry manure,5.0,40.20309712460526,Zeolite,0.6292491869918699,0.0,2.4967368849582217,100.37655548055976,95.923655,6.196668534268216,0.9674057960510254,0.1815883298073219,20.721459480302013
20.0,1.0,0.0,29.0,23.0,Poultry manure,Continuous,None,Trough,9.248435803682176,1.0361315696037643,61.0,27.32884658064516,Biochar,None,Plastic tube pieces,Straw,5.0,43.03771070036224,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,107.45383974975556,103.260688,7.872140047823107,0.6395880579948425,0.2212770358355026,25.444753939469365
0.0,0.0,0.0,25.0,39.0,Poultry manure,None,None,Windrow,5.257879238128669,0.0,73.72270529022302,27.32884658064516,Microbiological agent,None,Woody peat,Straw,8.914375679956965,44.33733369961416,Phosphogypsum,0.6292491869918699,0.0,2.4967368849582217,110.69865642852784,97.49953999999998,5.920583727821413,0.2989920377731323,0.1856607798022647,28.41181509187158
48.0,1.0,0.0,10.0,70.0,Poultry manure,Continuous,None,Reactor,4.00826748230804,1.5098604856644562,61.794213150187474,27.32884658064516,Biochar,None,Husk,Straw,5.0,42.067387621809885,Gypsum,0.6292491869918699,0.0,2.4967368849582217,105.03119832920768,102.747138,7.001135703239124,0.8213188648223877,0.222080558761941,22.35614443023123
19.0,1.0,0.0,29.0,57.0,Poultry manure,Continuous,None,Windrow,9.755704274440689,0.7746377783965264,75.13278907310978,27.32884658064516,MgO,None,Green waste,Straw,5.0,32.0,Phosphogypsum,0.6292491869918699,0.0,2.4967368849582217,28.89336646405486,98.263254,6.747490555869447,0.7867554426193237,0.1830246719353104,1000000.0
70.0,0.0,25.178355297923197,10.0,72.0,Poultry manure,Intermittent ,None,Trough,2.7453582889009445,1.684268159267823,80.26924870555412,27.32884658064516,Ca-superphosphate,None,Sawdust,Straw,10.51821544490062,39.0,Gypsum,0.6292491869918699,51.0,2.4967368849582217,88.10525978444096,96.155917,5.286529016204563,0.9679543375968932,0.1903250913761725,1000000.0
0.0,1.0,0.0,28.0,95.0,Poultry manure,None,None,Windrow,7.039083682409399,0.0,59.0,27.32884658064516,Gypsum,None,Green Waste,Straw,11.526310807636982,29.0,Sulfur,0.6292491869918699,0.0,2.4967368849582217,38.70339720161789,95.968115,5.770163505661858,0.2925595641136169,0.191950761173469,1000000.0
16.0,0.0,0.0,23.0,96.0,Poultry manure,Continuous,None,Windrow,3.237044106890941,1.8544963784240511,70.0,27.32884658064516,Biochar,None,Woody peat,Poultry manure,5.0,40.965573345936775,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,102.28025798626174,99.93718700000004,7.623376058004879,0.9251435995101928,0.175607940242399,22.86751977974704
0.0,1.0,0.0,27.0,129.0,Poultry manure,None,None,Reactor,9.27451579637589,0.0,52.0,27.328846580645163,Microbiological agent,None,Woody peat,Straw,8.0,31.0,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,20.61945185942724,97.007097,6.155733181193522,0.3050525188446045,0.1989163423488778,1000000.0
23.0,1.0,0.0,24.0,106.0,Poultry manure,Continuous,None,Reactor,6.244903421185236,1.9397903847840072,54.0,27.32884658064516,Biochar,None,Green Waste,Straw,6.0,40.9351264366388,Forsterite,0.6292491869918699,0.0,2.4967368849582217,102.20424006478451,99.27290600000002,7.872140047823107,0.6310345530509949,0.2135891887100626,19.26307331980478
30.0,1.0,0.0,6.0,85.0,Poultry manure,Continuous,None,Reactor,9.68316033246586,1.0026734329579523,58.0,27.32884658064516,Biochar,None,Straw,Mature compost,7.0,42.835196618305055,Mature compost,0.6292491869918699,0.0,2.4967368849582217,106.94821537135992,96.81363100000004,11.33843647515246,0.6826135516166687,0.1953006787752028,19.432130216551123
0.0,1.0,0.0,15.0,91.0,Poultry manure,None,None,Reactor,8.979688848244098,0.0,58.0,27.32884658064516,Ca-superphosphate,None,Straw,Green waste,5.0,33.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,38.65898910185581,94.98773400000005,7.992689613936209,0.1727486848831176,0.1879745810597728,1000000.0
56.0,1.0,0.0,14.0,120.0,Poultry manure,Continuous,None,Windrow,7.89112109088569,1.826234267347264,76.80760233184525,27.32884658064516,Potassium phosphate,None,Byproduct,Byproduct,5.0,40.79365769009367,LB Culture,0.6292491869918699,0.0,2.4967368849582217,101.85102982721646,96.65803000000004,11.179226071048369,0.5698869228363037,0.1911132096884456,23.140960844988797
47.0,1.0,0.0,17.0,51.0,Poultry manure,Continuous,None,Reactor,7.4460093174129085,1.249911255215159,66.0,27.32884658064516,None,None,Woody peat,Straw,7.0,41.03566401147728,Zeolite,0.6292491869918699,0.0,2.4967368849582217,102.455255936208,98.82778199999998,7.133060231401113,0.7730836868286133,0.2048699452516118,25.42317565475244
53.0,0.0,0.0,28.0,124.0,Poultry manure,Continuous,None,Windrow,6.268014440482988,0.1412096576639354,54.0,27.32884658064516,Potassium phosphate,None,Sawdust,Straw,5.0,27.0,Gypsum,0.6292491869918699,0.0,2.4967368849582217,27.10329658774853,96.85845499999998,4.9477464496124455,0.6732967495918274,0.1681618067344781,1000000.0
0.0,1.0,0.0,15.0,28.0,Poultry manure,None,None,Reactor,2.481120922650981,0.0,81.61760446199834,27.32884658064516,Biochar,None,Straw,Green waste,8.618628554699264,44.119847325289136,LB Culture,0.6292491869918699,0.0,2.4967368849582217,110.15565017577472,96.26096700000002,7.009270193436847,0.137706771492958,0.2082559197440091,27.00813334013156
0.0,1.0,0.0,18.0,130.0,Poultry manure,None,None,Windrow,6.168284018555673,0.0,69.0,27.32884658064516,Zeolite,None,Woody peat,Green waste,10.735583130925589,40.07305104919412,Urea,0.6292491869918699,0.0,2.4967368849582217,100.05186464733671,95.008279,7.992689613936209,0.1506960690021515,0.1725055332339302,22.63868239548513
8.0,0.0,0.0,11.0,66.0,Poultry manure,Continuous,None,Windrow,5.704517565467297,1.949815299717868,63.0,27.32884658064516,DCD,None,Green waste,Straw,5.0,23.0,Organic acid,0.6292491869918699,0.0,2.4967368849582217,33.32113306044084,96.55767799999998,4.9477464496124455,0.9049990773200988,0.1771759491152263,1000000.0
9.0,1.0,0.0,23.0,83.0,Poultry manure,Continuous,None,Reactor,9.588656666866076,0.7484680852032706,71.55540998620296,27.32884658064516,Biochar,None,Green Waste,Byproduct,5.0,40.0,Microbiological agent,0.6292491869918699,0.0,2.4967368849582217,95.78729175534924,99.23936800000004,12.411629495438085,0.78907310962677,0.1984879275535616,1000000.0
0.0,1.0,0.0,3.0,106.0,Poultry manure,None,None,Trough,8.738208106536375,0.0,66.0,27.32884658064516,Ca-superphosphate,None,Green waste,Straw,8.264730335943376,44.30415101746573,Zeolite,0.6292491869918699,0.0,2.4967368849582217,110.615808002066,98.37237799999998,5.770163505661858,0.3045342564582824,0.2235203410950766,15.741410840147491
0.0,0.0,0.0,14.0,84.0,Poultry manure,None,None,Windrow,7.946331097713641,0.0,74.88682026973059,27.32884658064516,MgSO₄,None,Byproduct,Straw,5.0,25.81963872072247,Gypsum,0.6292491869918699,0.0,2.4967368849582217,54.88938707474862,97.142994,3.970419399404856,0.2558042109012604,0.1959111302229905,1000000.0
0.0,1.0,0.0,23.0,77.0,Poultry manure,None,None,Trough,2.484553404866904,0.0,72.26034229904184,27.32884658064516,MgO,None,Woody peat,Straw,11.604642962260996,20.0,Lime,0.6292491869918699,0.0,2.4967368849582217,80.28828879517692,95.61009799999998,5.787337810023587,0.2811046540737152,0.2114828624347709,1000000.0
0.0,1.0,0.0,7.0,57.0,Poultry manure,None,None,Reactor,9.721660640491995,0.0,65.0,27.32884658064516,Biochar,None,Sawdust,Straw,11.93308818479442,43.886072469161206,LB Culture,0.6292491869918699,0.0,2.4967368849582217,109.57197586970432,99.22046199999996,6.894812997615518,0.2949525713920593,0.2107604896648841,23.51316493344328
32.0,0.0,0.0,21.0,108.0,Poultry manure,Continuous,None,Windrow,9.855861104151789,0.1568423046501394,63.0,27.32884658064516,Calcium magnesium phosphate fertilizer,None,Soil,Straw,5.0,19.640228871171807,Mg(OH)₂,0.6292491869918699,0.0,2.4967368849582217,54.61754970907564,96.32562399999998,5.314367553021109,0.6893156170845032,0.1776646226810597,1000000.0
0.0,1.0,0.0,18.0,70.0,Poultry manure,None,None,Windrow,7.735250709947084,0.0,59.0,27.32884658064516,Potassium phosphate,None,Plastic tube pieces,Straw,11.287186562653332,36.0,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,41.498621038163286,94.83006199999998,5.770163505661858,0.2925595641136169,0.1942375673078136,1000000.0
0.0,0.0,0.0,14.0,84.0,Poultry manure,None,None,Windrow,5.147538428344572,0.0,55.0,27.32884658064516,Biochar,None,Green Waste,Straw,11.358138020035954,15.0,Sodium salt,0.6292491869918699,0.0,2.4967368849582217,88.20412497932325,97.41018399999996,8.24671960078785,0.2283237725496292,0.1606423752175246,1000000.0
75.0,0.0,0.0,21.0,81.0,Poultry manure,Continuous,None,Trough,2.278990765119781,1.545803661334027,60.0,27.32884658064516,Ca-superphosphate,None,Byproduct,Green waste,5.0,41.90546003575801,Ferric salt,0.6292491869918699,0.0,2.4967368849582217,104.62690775241973,97.98616100000002,3.411170715859712,0.4576438963413238,0.1892020110820082,25.486578902964748
3.0,1.0,44.14769272214097,3.0,106.0,Poultry manure,Intermittent ,None,Trough,6.191336142530697,0.8035420096104764,73.12914977465279,27.32884658064516,Biochar,None,Plastic tube pieces,Straw,9.350683468233877,22.0,Clay,0.6292491869918699,855.0,2.4967368849582217,92.32032971923392,95.49277999999995,9.110899545158633,0.8022681474685669,0.1873635086344428,1000000.0
50.0,1.0,0.0,19.0,85.0,Poultry manure,Continuous,None,Windrow,6.286586513847989,0.3385666100606235,54.0,27.32884658064516,None,None,Byproduct,Straw,10.69952646420116,29.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,31.167692375283348,96.381441,6.747490555869447,0.4689144194126129,0.1893001826822112,1000000.0
0.0,0.0,0.0,3.0,55.0,Poultry manure,None,None,Windrow,5.801515003155957,0.0,69.0,27.32884658064516,Biochar,None,None,Mature compost,5.0,33.0,Inorganic acid,0.6292491869918699,0.0,2.4967368849582217,37.62095275758284,96.25376800000004,8.168323347507211,0.2985671460628509,0.1615965120953477,1000000.0
49.0,1.0,0.0,22.0,117.0,Poultry manure,Continuous,None,Reactor,4.094753957284313,0.1068100847514261,53.0,27.32884658064516,Biochar,None,Byproduct,Straw,8.0,37.0,Biochar,0.6292491869918699,0.0,2.4967368849582217,13.903284480774502,98.87714700000004,7.001135703239124,1.3292399644851685,0.2354484652697269,1000000.0
71.0,1.0,0.0,28.0,109.0,Poultry manure,Continuous,None,Trough,4.684055086956414,1.3750624945504393,66.0,27.32884658064516,Potassium phosphate,None,Byproduct,Straw,9.453039973354128,43.37798931939445,Inorganic acid,0.6292491869918699,0.0,2.4967368849582217,108.30342592905592,98.173603,7.310548042156269,0.5759665369987488,0.2016339016004346,24.57175077134495
35.0,1.0,0.0,0.0,130.0,Poultry manure,Continuous,None,Reactor,2.689623176638082,0.0237625735792403,51.0,27.328846580645163,Biochar,None,None,Green waste,8.633453720438709,33.0,MgHPO₄,0.6292491869918699,0.0,2.4967368849582217,28.75052016100914,94.42984200000002,6.082080935106921,0.8545358180999756,0.1652115609400764,1000000.0
0.0,1.0,0.0,21.0,130.0,Poultry manure,None,None,Trough,3.760725472938716,0.0,55.0,27.32884658064516,Biochar,None,Byproduct,Green waste,10.686700962225313,35.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,42.63600003533588,96.13367300000004,9.011186007880612,0.1136825233697891,0.2114588466708037,1000000.0
26.0,1.0,0.0,31.0,100.0,Poultry manure,Continuous,None,Trough,6.620075273530953,0.7127372858603265,57.0,29.488962099211903,None,None,None,Straw,5.0,38.29504610403298,Gypsum,0.6292491869918699,0.0,2.4967368849582217,77.33136548632687,98.27750199999996,6.747490555869447,0.6698493957519531,0.2164247825573513,1000000.0
0.0,1.0,0.0,12.0,19.0,Poultry manure,None,None,Windrow,9.233089018921628,0.0,75.97481835121569,27.32884658064516,Biochar,None,Sawdust,Straw,5.0,33.0,Phosphogypsum,0.6292491869918699,0.0,2.4967368849582217,98.97931361130316,101.41973,6.894812997615518,0.2944362461566925,0.1980726459013773,1000000.0
