V4_Ventilation Day,M1_is Enclosed,V3_Ventilation Duration (min),Turning times,Period (d),Material_Main,V1_Ventilation Type,Additive_4, Composting Method,Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial GI (%),Additive_2,Additive_3,Material_2,Material_3,Initial pH,Initial C/N (%),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,1.0,0.0,26.0,17.0,Poultry manure,None,None,Reactor,7.136776070926783,0.0,72.24083500848101,27.32884658064516,Biochar,None,Straw,Mature compost,5.0,35.0,Gypsum,0.6292491869918699,0.0,2.4967368849582217,88.64943638733241,97.81079300000005,9.671948816010524,0.2956641614437103,0.1797092708135907,1000000.0
26.0,0.0,0.0,9.0,76.0,Poultry manure,Continuous,None,Windrow,3.2879590630833637,0.5784017360868867,83.50140058229792,27.32884658064516,None,None,Straw,Straw,7.0,45.27543995086676,Lignite,0.6292491869918699,0.0,2.4967368849582217,113.0408609080401,96.13331399999998,4.628328534013878,0.9674057960510254,0.2074673105114383,20.933334240349414
30.0,0.0,1.5014257742498316,3.0,101.0,Poultry manure,Intermittent ,None,Trough,7.582476386811059,1.6429544759292267,78.63365339189929,27.32884658064516,None,None,Green Waste,Byproduct,5.0,40.0,None,0.6292491869918699,38.0,2.4967368849582217,54.35014460399906,95.13101600000002,11.231244082896003,0.7757788300514221,0.15011393712658,1000000.0
0.0,1.0,0.0,24.0,19.0,Poultry manure,None,None,Windrow,4.4571140285538045,0.0,52.0,27.32884658064516,Organic acid,None,Byproduct,Green waste,5.0,44.815385372411306,LB Culture,0.6292491869918699,0.0,2.4967368849582217,111.89222567291644,97.54468100000004,7.109144500424878,0.1132011860609054,0.1957457700433847,25.448338852753217
0.0,1.0,0.0,17.0,117.0,Poultry manure,None,None,Reactor,2.789364791023233,0.0,73.80981531888386,27.32884658064516,Biochar,None,Woody peat,Straw,7.0,35.0,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,32.53446040553037,100.210484,6.727021976400491,0.2700856029987335,0.2159745573510066,1000000.0
43.0,1.0,0.0,3.0,84.0,Poultry manure,Continuous,None,Windrow,6.756694535724298,1.5587311737603733,78.90011700888607,27.32884658064516,MgO,None,Woody peat,Straw,8.0,33.0,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,47.32393542267065,97.14442600000004,7.133060231401113,0.7736740112304688,0.1952416872262898,1000000.0
0.0,1.0,0.0,30.0,110.0,Poultry manure,None,None,Reactor,6.74775617954845,0.0,73.83169208876413,27.32884658064516,MgSO₄,None,Green Waste,Straw,8.0,43.63076524862264,Lignite,0.6292491869918699,0.0,2.4967368849582217,108.93454091518952,97.474198,5.770163505661858,0.2931499183177948,0.2153739502376199,17.16458670667626
64.0,1.0,0.0,19.0,65.0,Poultry manure,Continuous,None,Windrow,3.4167844393685285,1.507810401990804,60.0,27.32884658064516,Zeolite,None,Woody peat,Byproduct,5.0,41.858940702384295,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,104.51076121692188,94.73156400000002,9.766191269850728,0.8655914664268494,0.1844497571244641,26.93672270910755
0.0,1.0,0.0,22.0,63.0,Poultry manure,None,None,Trough,7.897559443849657,0.0,72.01985938159365,27.32884658064516,Gypsum,None,None,Straw,8.0,43.87228768276813,Inorganic acid,0.6292491869918699,0.0,2.4967368849582217,109.53755888506548,96.111844,5.770163505661858,0.2931499183177948,0.2167931014285392,17.68688210545473
33.0,0.0,0.0,8.0,130.0,Poultry manure,Continuous,None,Trough,6.523203495796003,0.0296015664780193,61.0,27.32884658064516,Mg(OH)₂,None,Sawdust,Straw,5.0,32.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,13.119291515599468,96.883713,4.9477464496124455,0.6698493957519531,0.1874867173105268,1000000.0
26.0,0.0,0.0,2.0,34.0,Poultry manure,Continuous,None,Windrow,8.796430416156952,1.6169493243584605,70.0,27.32884658064516,None,None,Soil,Straw,5.0,21.0,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,91.33194480157292,97.36031400000005,5.314367553021109,0.7920335531234741,0.1825335867620249,1000000.0
53.0,1.0,0.0,5.0,85.0,Poultry manure,Continuous,None,Reactor,9.659508698743288,1.0900388621201695,50.0,27.32884658064516,Ca-superphosphate,None,Plastic tube pieces,Straw,8.918205704778554,40.85780640045631,Sulfur,0.6292491869918699,0.0,2.4967368849582217,102.01119227850138,97.78012999999996,6.727550645377689,0.6834490895271301,0.1990759488786562,22.84509063924309
0.0,1.0,0.0,10.0,63.0,Poultry manure,None,None,Windrow,3.8993934822383385,0.0,60.83023265219208,27.32884658064516,Biochar,None,Straw,Straw,9.490337622563278,25.0,Ca-superphosphate,0.6292491869918699,0.0,2.4967368849582217,54.60958322847644,96.588545,7.429864067284274,0.2694952487945556,0.1858598405394886,1000000.0
18.0,1.0,0.0,6.0,52.0,Poultry manure,Continuous,None,Reactor,7.227008141121423,1.7196175843360002,61.0,27.32884658064516,Biochar,None,Husk,Straw,11.164042744410963,24.0,Biochar,0.6292491869918699,0.0,2.4967368849582217,49.79565442399239,98.14453800000004,7.872140047823107,1.3621844053268433,0.2513672407296483,1000000.0
64.0,0.0,0.0,21.0,65.0,Poultry manure,Continuous,None,Trough,5.327348730691034,0.8067069730387186,66.0,27.32884658064516,Biochar,None,Green Waste,Green waste,7.0,43.34383041338155,Lime,0.6292491869918699,0.0,2.4967368849582217,108.21814012846367,97.26079900000003,10.773652071232345,0.9892933964729308,0.1983981937409615,24.57685176599626
74.0,1.0,0.0,17.0,92.0,Poultry manure,Continuous,None,Trough,9.505854041583634,0.2892619292042442,51.0,27.32884658064516,Biochar,None,Soil,Straw,8.430241497830972,28.0,Mg(OH)₂,0.6292491869918699,0.0,2.4967368849582217,80.25348865284751,98.350462,8.257709723354772,0.6412129998207092,0.1915847958845537,1000000.0
0.0,0.0,0.0,1.0,48.0,Poultry manure,None,None,Trough,8.714957137751316,0.0,55.0,27.32884658064516,Biochar,None,Green Waste,Straw,9.21815066659676,40.18414691827249,Sodium salt,0.6292491869918699,0.0,2.4967368849582217,100.32924180143118,99.91872800000002,6.663176375779954,0.2943641543388366,0.1978474681199764,17.86882854566868
0.0,1.0,0.0,23.0,44.0,Poultry manure,None,None,Reactor,5.4720762049592135,0.0,80.42203265940907,27.32884658064516,Organic acid,None,None,Straw,5.0,22.0,MgO,0.6292491869918699,0.0,2.4967368849582217,13.879233412261406,96.56091899999996,7.353706730669755,0.2989920377731323,0.2229022212953,1000000.0
34.0,1.0,0.0,0.0,121.0,Poultry manure,Continuous,None,Reactor,6.018118713179432,0.9429581102660682,50.0,27.32884658064516,Mg(OH)₂,None,Green Waste,Straw,9.25614837050434,16.0,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,72.18435485296594,96.82514400000004,6.296929417104972,0.6405211687088013,0.1673925664485266,1000000.0
0.0,1.0,0.0,30.0,81.0,Poultry manure,None,None,Reactor,2.5831583763769927,0.0,70.47873581233054,27.32884658064516,Zeolite,None,Green Waste,Byproduct,5.0,41.39960625159455,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,103.36392395110308,95.75208400000002,6.528431582520946,0.1347514241933822,0.1912768233880396,19.98745493153053
0.0,1.0,0.0,21.0,72.0,Poultry manure,None,None,Windrow,5.345389241954541,0.0,83.38671983212828,27.32884658064516,Zeolite,None,Byproduct,Straw,10.21108528722396,44.62169856905447,Mg(OH)₂,0.6292491869918699,0.0,2.4967368849582217,111.4086406868458,97.937368,7.353706730669755,0.2616463303565979,0.2182817583869636,20.244902001761048
0.0,1.0,0.0,11.0,23.0,Poultry manure,None,None,Windrow,4.856140595099243,0.0,79.44228483144519,27.32884658064516,Microbiological agent,None,Soil,Straw,5.0,18.0,Clay,0.6292491869918699,0.0,2.4967368849582217,13.38890785191642,96.38187,7.739276406201424,0.2993665039539337,0.2044278165758377,1000000.0
0.0,1.0,0.0,11.0,76.0,Poultry manure,None,None,Windrow,4.161295448449893,0.0,63.0,27.32884658064516,Ca-superphosphate,None,Plastic tube pieces,Straw,5.0,26.0,Sodium salt,0.6292491869918699,0.0,2.4967368849582217,88.31820923553137,97.659355,6.104610225375703,0.2787868082523346,0.205127268665441,1000000.0
41.0,1.0,0.0,10.0,120.0,Poultry manure,Continuous,None,Reactor,9.296251343978442,1.2378761810774033,50.00000000000001,27.32884658064516,Zeolite,None,Husk,Straw,5.0,42.62546207509932,Mature compost,0.6292491869918699,0.0,2.4967368849582217,106.4245634012883,99.524152,6.727550645377689,0.6823424100875854,0.2162802433428956,23.16438912397445
0.0,1.0,0.0,2.0,41.0,Poultry manure,None,None,Windrow,2.600821733971872,0.0,66.0,27.32884658064516,Biochar,None,None,Straw,6.0,39.0,Inorganic acid,0.6292491869918699,0.0,2.4967368849582217,13.605813720288452,96.713208,6.341452300868827,0.2694952487945556,0.2041358892764074,1000000.0
11.0,0.0,0.0,24.0,121.0,Poultry manure,Continuous,None,Windrow,5.117262047600084,0.8618394213466349,81.46859438551414,27.32884658064516,Biochar,None,Sawdust,Straw,9.022242011568505,45.03840426951253,Ferric salt,0.6292491869918699,0.0,2.4967368849582217,112.4490451793518,99.244703,8.560562265223167,0.9447586536407472,0.2000004919768281,22.7124005024129
0.0,1.0,0.0,5.0,121.0,Poultry manure,None,None,Windrow,4.512144756496675,0.0,60.0,27.32884658064516,DCD,None,Green Waste,Straw,8.0,44.56366285950125,Forsterite,0.6292491869918699,0.0,2.4967368849582217,111.26374079015956,97.454487,7.353706730669755,0.2984016835689544,0.2364682373100654,13.48584726718252
0.0,1.0,0.0,5.0,19.0,Poultry manure,None,None,Windrow,5.631817250700294,0.0,74.93519092007831,27.32884658064516,None,None,Green Waste,Straw,5.0,28.0,Microbiological agent,0.6292491869918699,0.0,2.4967368849582217,23.76887580476321,98.398795,5.770163505661858,0.2946560978889465,0.2319531974644617,1000000.0
38.0,0.0,0.0,10.0,85.0,Poultry manure,Continuous,None,Windrow,3.3276836725001075,0.2277552465270023,56.0,27.32884658064516,Calcium magnesium phosphate fertilizer,None,Byproduct,Straw,11.99637917892302,40.0,Urea,0.6292491869918699,0.0,2.4967368849582217,37.80457639439707,96.73425,4.261707430605215,0.4717224538326263,0.1824907306335182,1000000.0
0.0,1.0,0.0,25.0,74.0,Poultry manure,None,None,Trough,3.168178590977039,0.0,65.0,27.32884658064516,Potassium phosphate,None,Sawdust,None,5.0,42.448359149533616,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,105.9823839945944,95.637465,7.185542781737847,0.2787868082523346,0.198637046813558,22.100987864276835
0.0,1.0,0.0,25.0,32.0,Poultry manure,None,None,Trough,7.641200709316632,0.0,57.0,27.32884658064516,Biochar,None,Byproduct,Straw,7.0,44.00598435625832,Gypsum,0.6292491869918699,0.0,2.4967368849582217,109.87136430116462,101.13675,6.894812997615518,0.2022600173950195,0.2047107428786392,22.83609229502748
0.0,1.0,0.0,1.0,60.0,Poultry manure,None,None,Trough,6.221699180774105,0.0,76.83426690653205,27.32884658064516,Zeolite,None,Plastic tube pieces,Straw,5.0,16.0,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,82.48586507100087,96.808739,5.770163505661858,0.2590589225292206,0.2037807083752691,1000000.0
0.0,1.0,0.0,4.0,130.0,Poultry manure,None,None,Windrow,4.827185069129812,0.0,63.0,27.32884658064516,Zeolite,None,Green waste,Straw,7.0,40.0,Carbonatite,0.6292491869918699,0.0,2.4967368849582217,26.23108956317156,96.63655500000004,7.353706730669755,0.2984016835689544,0.237806103152845,1000000.0
0.0,0.0,0.0,19.0,52.0,Poultry manure,None,None,Windrow,7.288842044334601,0.0,82.55011677466791,27.32884658064516,Biochar,None,Straw,Straw,10.792443583200315,28.0,Forsterite,0.6292491869918699,0.0,2.4967368849582217,35.58353482406986,97.208923,7.029797479188617,0.2824614942073822,0.1848611511311295,1000000.0
41.0,1.0,0.0,11.0,104.0,Poultry manure,Continuous,None,Trough,4.549958993569257,0.0264813342241132,63.0,27.328846580645163,Biochar,None,Woody peat,Green waste,7.000000000000001,43.200634918640056,Zeolite,0.6292491869918699,0.0,2.4967368849582217,107.86061865498274,98.55815800000003,11.92027618678685,0.8860588073730469,0.1779444321605725,23.015674050785247
8.0,1.0,0.0,12.0,82.0,Poultry manure,Continuous,None,Windrow,4.743308641628734,0.7989403173955798,61.0,27.32884658064516,Inorganic acid,None,Straw,Straw,5.0,34.0,MgSO₄,0.6292491869918699,0.0,2.4967368849582217,19.994737151588687,97.637125,7.69611771768794,0.9093350172042848,0.2196163797270442,1000000.0
0.0,0.0,0.0,26.0,59.0,Poultry manure,None,None,Windrow,9.598196103489435,0.0,64.0,27.32884658064516,Biochar,None,Soil,Straw,8.934263555424224,31.0,Microbiological agent,0.6292491869918699,0.0,2.4967368849582217,60.65899740279347,97.570316,7.029797479188617,0.2949525713920593,0.1744750365964742,1000000.0
0.0,0.0,0.0,24.0,66.0,Poultry manure,None,None,Windrow,6.092034233176865,0.0,73.51626578872677,27.32884658064516,Mg(OH)₂,None,Woody peat,Straw,5.0,40.0,Biochar,0.6292491869918699,0.0,2.4967368849582217,36.102275958957605,97.26952600000004,4.337040502813519,0.3554573357105255,0.1438173588457279,1000000.0
0.0,1.0,0.0,20.0,121.0,Poultry manure,None,None,Reactor,6.916188865801723,0.0,69.0,27.32884658064516,Ca-superphosphate,None,Byproduct,Straw,9.115987135573295,15.0,K₂SO₄,0.6292491869918699,0.0,2.4967368849582217,51.01075115772489,97.049616,5.770163505661858,0.253784716129303,0.1990228072897772,1000000.0
43.0,0.0,0.0,11.0,94.0,Poultry manure,Continuous,None,Trough,3.0373584067788686,1.1025087662320032,71.12121449634964,27.32884658064516,Inorganic acid,None,Plastic tube pieces,Straw,5.0,43.97953911091398,LB Culture,0.6292491869918699,0.0,2.4967368849582217,109.80533748168166,98.36392899999998,4.261707430605215,0.9674057960510254,0.1970066473551305,24.67939723058929
53.0,1.0,0.0,1.0,110.0,Poultry manure,Continuous,None,Trough,2.8098004959026897,1.906595690765632,75.95475412925893,27.32884658064516,Organic acid,None,Byproduct,Poultry manure,7.0,31.0,Clay,0.6292491869918699,0.0,2.4967368849582217,97.47758713596066,94.128102,5.17849099784763,0.5749980807304382,0.1864700709932628,1000000.0
0.0,1.0,0.0,16.0,21.0,Poultry manure,None,None,Windrow,8.750418505095858,0.0,82.85904251697573,27.32884658064516,Biochar,None,Straw,Green waste,5.0,27.0,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,44.45724385542392,97.76474000000005,10.079696446968702,0.1746787130832672,0.2080361256291628,1000000.0
0.0,0.0,1.264422542414757,28.0,40.0,Poultry manure,None,None,Trough,7.0095618419971375,0.0,70.0,27.32884658064516,Biochar,None,Woody peat,Straw,5.0,16.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,49.12696104494736,100.28021599999995,7.029797479188617,0.2211568802595138,0.1606480671450409,1000000.0
0.0,1.0,0.0,23.0,70.0,Poultry manure,None,None,Reactor,4.74056893285167,0.0,52.0,27.32884658064516,Potassium phosphate,None,Woody peat,Green waste,8.0,45.57711392720197,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,113.7940614519882,96.18905999999998,9.467410733362051,0.1528110653162002,0.2072012186313718,21.38946918019532
0.0,1.0,0.0,28.0,108.0,Poultry manure,None,None,Trough,9.91456959547741,0.0,67.0,27.32884658064516,Biochar,None,Woody peat,Green waste,8.0,42.17088949310292,MgHPO₄,0.6292491869918699,0.0,2.4967368849582217,105.28961526892718,98.170632,10.079696446968702,0.175785407423973,0.2330732590140645,21.79714654053214
0.0,1.0,0.0,1.0,65.0,Poultry manure,None,None,Trough,7.087618744249656,0.0,52.0,27.32884658064516,Ca-superphosphate,None,Byproduct,Straw,5.152893142398232,11.0,Gypsum,0.6292491869918699,0.0,2.4967368849582217,53.67792468994838,99.16659,5.770163505661858,0.2481624335050583,0.1854354361324003,1000000.0
0.0,1.0,0.0,15.0,121.0,Poultry manure,None,None,Reactor,6.984861576727319,0.0,70.0,27.32884658064516,Biochar,None,Woody peat,Straw,9.166230681603318,12.0,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,47.550194382891135,99.315939,7.2803826731471855,0.2150574475526809,0.177022487454461,1000000.0
0.0,1.0,0.0,1.0,111.0,Poultry manure,None,None,Reactor,3.63728734158561,0.0,68.0,27.32884658064516,Inorganic acid,None,Woody peat,Straw,10.302791662597867,11.0,Forsterite,0.6292491869918699,0.0,2.4967368849582217,94.00061441945572,95.32795699999996,6.490179900907367,0.2376806437969207,0.1626703738524735,1000000.0
0.0,1.0,0.0,13.0,89.0,Poultry manure,None,None,Reactor,7.594286318319427,0.0,57.0,27.32884658064516,Biochar,None,Straw,Straw,8.0,38.0,Sodium phosphates,0.6292491869918699,0.0,2.4967368849582217,74.45776972399908,98.046989,7.2803826731471855,0.2818711400032043,0.2062820309497101,1000000.0
64.0,1.0,0.0,16.0,87.0,Poultry manure,Continuous,None,Windrow,6.780609266652268,0.6579957177422078,65.0,27.32884658064516,Biochar,None,Byproduct,Straw,9.30153351470846,42.69677952306645,MgSO₄,0.6292491869918699,0.0,2.4967368849582217,106.60262430416893,101.00270700000002,7.872140047823107,0.4836507737636566,0.1871084160168958,25.482450104615967
50.0,0.0,0.0,14.0,122.0,Poultry manure,Continuous,None,Windrow,4.328740626116174,0.621093874377646,55.0,27.32884658064516,Calcium magnesium phosphate fertilizer,None,Byproduct,Straw,11.079207320119387,44.40279500997962,Sodium phosphates,0.6292491869918699,0.0,2.4967368849582217,110.86209609665498,96.954483,4.261707430605215,0.4722407162189483,0.1769005747166409,23.71881272861326
0.0,1.0,0.0,3.0,96.0,Poultry manure,None,None,Windrow,9.65862809981386,0.0,51.0,27.32884658064516,Biochar,None,Woody peat,Byproduct,8.0,34.0,Lignite,0.6292491869918699,0.0,2.4967368849582217,56.66137776175727,96.044331,11.480207874096129,0.173564463853836,0.210456950173047,1000000.0
13.0,0.0,0.0,28.0,131.0,Poultry manure,Continuous,None,Windrow,9.245725903288678,0.0561345999194551,68.0,27.32884658064516,Mg(OH)₂,None,Soil,Straw,8.0,40.0,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,55.77615980606727,96.153022,5.314367553021109,0.785648763179779,0.1926825263815547,1000000.0
0.0,0.0,0.0,3.0,87.0,Poultry manure,Continuous,None,Windrow,6.83977049340848,1.829780750432064,80.09239334380942,27.32884658064516,Ca-superphosphate,None,Green waste,Straw,7.0,34.0,Mg(OH)₂,0.6292491869918699,0.0,2.4967368849582217,66.3132590796304,95.146811,3.970419399404856,0.2931499183177948,0.193709572101828,1000000.0
0.0,0.0,0.0,0.0,96.0,Poultry manure,None,None,Windrow,9.52186254773804,0.0,73.45996485245388,27.32884658064516,Biochar,None,Straw,Poultry manure,5.0,37.0,Phosphogypsum,0.6292491869918699,0.0,2.4967368849582217,46.23120042556428,97.09886100000004,7.439810191468144,0.3827745616436004,0.1838061808283556,1000000.0
0.0,1.0,0.0,27.0,29.0,Poultry manure,None,None,Windrow,4.666103411574472,0.0,53.0,27.32884658064516,DCD,None,None,Straw,5.0,25.0,MgCl₂,0.6292491869918699,0.0,2.4967368849582217,80.30967453100645,96.900793,7.353706730669755,0.2989199459552765,0.2121573219925961,1000000.0
0.0,0.0,0.0,17.0,20.0,Poultry manure,None,None,Trough,7.960636393308006,0.0,65.0,27.32884658064516,Ca-superphosphate,None,Straw,Straw,9.211791926067072,43.924180457637135,Sodium phosphates,0.6292491869918699,0.0,2.4967368849582217,109.66712149014374,96.704348,4.337040502813519,0.2925595641136169,0.173828984977897,28.244871760302622
15.0,1.0,0.0,0.0,109.0,Poultry manure,Continuous,None,Reactor,9.02095494906629,1.2880289259916244,62.0,27.32884658064516,MgSO₄,None,Byproduct,Straw,7.0,42.3239460398426,Biochar,0.6292491869918699,0.0,2.4967368849582217,105.67175719465646,97.63582100000004,6.316869327596731,1.3656457662582395,0.2405728617852463,15.173971257068182
32.0,0.0,0.0,15.0,128.0,Poultry manure,Continuous,None,Windrow,8.046321230499307,0.8901098454842753,70.0,27.32884658064516,None,None,Byproduct,Straw,5.0,31.0,Sodium salt,0.6292491869918699,0.0,2.4967368849582217,83.17517996423672,98.31785099999998,4.9477464496124455,0.5687426924705505,0.1787666267176069,1000000.0
61.0,0.0,0.0,28.0,83.0,Poultry manure,Continuous,None,Trough,4.662960764799338,0.0568704940185478,73.5651890604595,27.32884658064516,Mg(OH)₂,None,Green waste,Straw,5.0,42.718641784904285,Zeolite,0.6292491869918699,0.0,2.4967368849582217,106.65720861968803,99.608678,5.510803935899264,0.9870208501815796,0.1713636239523666,25.285711038516272
25.0,1.0,0.0,16.0,97.0,Poultry manure,Continuous,None,Reactor,4.723262275819474,1.1659707454942223,66.0,27.32884658064516,Biochar,None,Straw,Byproduct,5.0,43.65719018385443,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,109.00051702566536,98.59021000000004,13.380308560551752,0.9886276721954346,0.1880989948588434,22.81151171584255
0.0,1.0,0.0,21.0,80.0,Poultry manure,None,None,Trough,8.667510666470232,0.0,80.3657159208471,27.32884658064516,Ca-superphosphate,None,Plastic tube pieces,Straw,5.0,37.0,MgSO₄,0.6292491869918699,0.0,2.4967368849582217,23.497884353403094,98.24983,5.770163505661858,0.3051246106624603,0.2238394103815063,1000000.0
0.0,0.0,0.0,18.0,60.0,Poultry manure,None,None,Trough,3.904819206287047,0.0,58.0,27.32884658064516,Gypsum,None,Woody peat,Straw,8.356867712731205,36.0,Clay,0.6292491869918699,0.0,2.4967368849582217,98.55029357201175,95.47853400000002,4.671487222527364,0.2787868082523346,0.1565778991691986,1000000.0
25.0,1.0,0.0,5.0,130.0,Poultry manure,Continuous,None,Trough,7.138938693748291,1.2094288375236606,75.9593643023274,27.32884658064516,MgO,None,Green Waste,Byproduct,5.0,43.5913925987997,Potassium phosphate,0.6292491869918699,0.0,2.4967368849582217,108.83623776811804,96.133136,11.179226071048369,0.7757788300514221,0.1753724303891403,18.337487476998824
0.0,0.0,0.0,12.0,60.0,Poultry manure,None,None,Windrow,6.045234627966985,0.0,78.60022662530683,27.32884658064516,Biochar,None,Straw,Green waste,5.0,43.68204347599223,Mg(OH)₂,0.6292491869918699,0.0,2.4967368849582217,109.06256915685844,98.84617700000004,8.942692081874052,0.1516326963901519,0.1667578710799661,25.39770192040736
0.0,1.0,0.0,23.0,56.0,Poultry manure,None,None,Windrow,8.61972336622866,0.0,53.0,27.32884658064516,MgO,None,Green waste,Straw,5.0,44.87937359580978,Sodium phosphates,0.6292491869918699,0.0,2.4967368849582217,108.83689065047945,99.737471,5.770163505661858,0.3050525188446045,0.1808817467672948,1000000.0
