Title,Author,Location,Journal,Material_0,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Physical,Molasses,,,,3.629764065,71,8.8,1.44,,,,,47.5,13.775,,,76.2,8.7,1.95,,,,,36.28960084,8.636925,,,15.09375,26.86125,,13.54166667,,,,1987.04375,,,Reactor,1,0,1,1,1,15,0.17,0.279411765,Continuous,0,,15,0.290381125,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Physical,Molasses,,,,7.30994152,71.5,8.6,1.55,,,,,48,13.68,,,76.1,8.7,2.05,,,,,36.57539749,8.74152,,,15.48709677,24.624,,11.61290323,,,,1906.308,,,Reactor,1,0,1,1,1,15,0.17,0.282352941,Continuous,0,,15,0.292397661,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Physical,Molasses,,,,9.976720984,69,8.7,1.36,40.8,30,,,48.5,15.035,,,73.1,8.7,1.85,,,,,36.38581784,9.787785,,,12.09124088,18.79375,,9.124087591,,,,1783.90275,,,Reactor,1,0,1,1,1,15,0.17,0.285294118,Continuous,0,,15,0.266045893,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,None,,,,,0,70,8.4,1.72,,,,,50.55,15.165,,,76,8.8,2.62,,,,,34.8795,8.37108,,,15.91627907,28.05525,,10.75581395,,,,1499.8185,,,Reactor,1,0,1,1,1,15,0.17,0.297352941,Continuous,0,,15,0.263765249,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Physical,Office paper,,,,13.0971896,71.8,8.2,1.66,,,,,50.36,14.20152,,,73.5,8.8,2.28,,,,,32.74388196,8.67712872,,,16.07951807,25.562736,,10.84337349,,,,1332.812652,,,Reactor,1,0,1,1,1,15,0.17,0.296235294,Continuous,0,,15,0.281659991,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Physical,Office paper,,,,24.36647173,69.6,8.3,1.58,,,,,50.22,15.26688,,,76,8.8,2.52,,,,,32.951016,7.90824384,,,17.38227848,37.403856,,15.50632911,,,,1997.671248,,,Reactor,1,0,1,1,1,15,0.17,0.295411765,Continuous,0,,15,0.262005072,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Physical,Office paper,,,,37.59079389,70.3,8.3,1.47,,,,,49.98,14.84406,,,73.5,8.7,2.1,,,,,30.80842642,8.164233,,,21.42857143,36.367947,,16.66666667,,,,1848.827673,,,Reactor,1,0,1,1,1,15,0.17,0.294,Continuous,0,,15,0.269468057,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,None,,,,,0,70.6,8.6,1.59,,,,,47,13.818,,,75.8,8.5,2.03,,,,,35.34438843,8.553342,,,20.97044025,35.2359,,16.03773585,,,,1251.9108,,,Reactor,1,0,1,1,1,15,0.17,0.276470588,Continuous,0,,6,0.289477493,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Chemical,NaH?PO?·H?O,Na?HPO?·2H?O,,,3.104791777,70.8,8.6,1.57,,,,,47.43,13.84956,,,74.7,8,2.06,,,,,35.25342545,8.91911664,,,15.50063694,32.546466,,14.96815287,,,,1205.604198,,,Reactor,1,0,1,1,1,15,0.17,0.279,Continuous,0,,6,0.28881784,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Chemical,NaH?PO?·H?O,Na?HPO?·2H?O,,,3.436883051,70.1,8.6,1.55,,,,,47.488,14.198912,,,74.8,8.5,2.16,,,,,36.004384,9.073104768,,,16.72387097,29.8177152,,13.5483871,,,,1080.537203,,,Reactor,1,0,1,1,1,15,0.17,0.279341176,Continuous,0,,6,0.281711726,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Chemical,NaH?PO?·H?O,Na?HPO?·2H?O,,,3.685446,69.8,8.9,1.55,,,,,47.529,14.353758,,,75.2,8.8,2.07,,,,,36.63680973,9.085928814,,,15.46387097,33.7313313,,15.16129032,,,,1304.756602,,,Reactor,1,0,1,1,1,15,0.17,0.279582353,Continuous,0,,6,0.278672665,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,None,,,,,0,71.5,9.1,1.62,,,,,50.55,14.40675,,,75.8,8.8,2.3,,,,,33.45699793,8.0965935,,,20.20987654,34.5762,,14.81481481,,,,1911.775725,,,Reactor,1,0,1,1,1,15,0.17,0.297352941,Continuous,0,,15,0.27764763,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Chemical,NaH?PO?·H?O,Na?HPO?·2H?O,,,3.668852355,72.3,9,1.35,,,,,51.069,14.146113,,,76.6,8.4,1.98,,,,,34.15621301,7.992553845,,,17.13333333,31.82875425,,16.66666667,,,,1823.433966,,,Reactor,1,0,1,1,1,15,0.17,0.300405882,Continuous,0,,15,0.282763187,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Chemical,NaH?PO?·H?O,Na?HPO?·2H?O,,,7.017404988,71.3,8.7,1.31,,,,,51.589,14.806043,,,73.8,8.8,1.7,,,,,37.12813073,9.727570251,,,14.74045802,25.1702731,,12.97709924,,,,1673.082859,,,Reactor,1,0,1,1,1,15,0.17,0.303464706,Continuous,0,,15,0.270159961,,0
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,Chemical,NaH?PO?·H?O,Na?HPO?·2H?O,,,10.35226864,71.1,8.7,1.25,,,,,52.109,15.059501,,,74.4,8.7,1.5,,,,,41.17832305,10.5416507,,,16,24.84817665,,13.2,,,,1335.777739,,,Reactor,1,0,1,1,1,15,0.17,0.306523529,Continuous,0,,15,0.265613051,,0
Effect of superphosphate as additive on nitrogen and carbon losses during pig manure composting,"Yiming Luo et al.,2013",China,Applied Mechanics and Materials,Manure,Swine manure,Corn stalk,,None,,,,,0,,,,,18.89189189,,,,,,,,,,,9.778761062,,,,,,,40.1,,,35.3,1,68.4,,,0.21,,Windrow,0,1,0,1,0,70,1.2,,None,,,,,,10
Effect of superphosphate as additive on nitrogen and carbon losses during pig manure composting,"Yiming Luo et al.,2013",China,Applied Mechanics and Materials,Manure,Swine manure,Corn stalk,,Chemical,Superphosphate,,,,3.3,,,,,18.89189189,,,,,,,,,,,10.45833333,,,,,,,36.4,,,28,0.9,64.1,,,0.03,,Windrow,0,1,0,1,0,70,1.2,,None,,,,,,10
Effect of superphosphate as additive on nitrogen and carbon losses during pig manure composting,"Yiming Luo et al.,2013",China,Applied Mechanics and Materials,Manure,Swine manure,Corn stalk,,Chemical,Superphosphate,,,,6.6,,,,,18.89189189,,,,,,,,,,,9.435483871,,,,,,,34.3,,,21.2,0.8,66.5,,,0.16,,Windrow,0,1,0,1,0,70,1.2,,None,,,,,,10
Effect of superphosphate as additive on nitrogen and carbon losses during pig manure composting,"Yiming Luo et al.,2013",China,Applied Mechanics and Materials,Manure,Swine manure,Corn stalk,,Chemical,Superphosphate,,,,9.9,,,,,18.89189189,,,,,,,,,,,10.18450185,,,,,,,28.1,,,16.8,0.8,60.6,,,0.24,,Windrow,0,1,0,1,0,70,1.2,,None,,,,,,10
Effect of superphosphate as additive on nitrogen and carbon losses during pig manure composting,"Yiming Luo et al.,2013",China,Applied Mechanics and Materials,Manure,Swine manure,Corn stalk,,Chemical,Superphosphate,,,,13.2,,,,,18.89189189,,,,,,,,,,,10.6440678,,,,,,,21.7,,,14.8,0.9,55.1,,,0.22,,Windrow,0,1,0,1,0,70,1.2,,None,,,,,,10
Effect of superphosphate as additive on nitrogen and carbon losses during pig manure composting,"Yiming Luo et al.,2013",China,Applied Mechanics and Materials,Manure,Swine manure,Corn stalk,,Chemical,Superphosphate,,,,16.5,,,,,18.89189189,,,,,,,,,,,12.09580838,,,,,,,11.5,,,8.3,1.2,42.2,,,0.08,,Windrow,0,1,0,1,0,70,1.2,,None,,,,,,10
Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Rapeseed marc,,None,,,,,0,71.68,,0.83,27.3,32.89156627,,,,200,,,,,0.93,,,,,,105,,,40.7,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.5,Continuous,0,,21,,,
Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Rapeseed marc,,Physical,Biochar,,,,3.5,,,0.821,27.8,33.86114495,,,,202,,,,,0.963,,,,,,106,,,38.3,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.505,Continuous,0,,21,,,
Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Rapeseed marc,,Physical,Biochar,,,,10.6,,,0.807,28.7,35.5638166,,,,206,,,,,1.036,,,,,,109,,,32.2,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.515,Continuous,0,,21,,,
Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Rapeseed marc,,Physical,Biochar,,,,17.7,,,0.794,29.5,37.15365239,,,,210,,,,,1.083,,,,,,113,,,26.7,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.525,Continuous,0,,21,,,
Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Rapeseed marc,,Physical,Biochar,,,,24.7,,,0.782,30.2,38.61892583,,,,214,,,,,1.132,,,,,,117,,,20.4,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.535,Continuous,0,,21,,,
Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Rapeseed marc,,Physical,Biochar,,,,31.8,,,0.723,30.7,42.46196404,,,,218,,,,,1.187,,,,,,120,,,14.6,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.545,Continuous,0,,21,,,
Biochar accelerates organic matter degradation and enhances N mineralisation during composting of poultry manure without a relevant impact on gas emissions,"M. Sánchez-García et al.,2015",Spain,Bioresource Technology,Manure,Poultry manure,Barley straw,,None,,,,,0,65.9341,5.94937,3.2,29.5,9.21875,9.93563,0.0985222,3000,1021.977,8.04075,0.0132118,51.8242,9.12,2.77,19.0299,6.87,10.02,53.4975,,,2.52632,0.033713,73.7,,,,,,,,,,Windrow,0,1,0,0,0,135,4.5,0.666666667,None,,,,,,11
Biochar accelerates organic matter degradation and enhances N mineralisation during composting of poultry manure without a relevant impact on gas emissions,"M. Sánchez-García et al.,2015",Spain,Bioresource Technology,Manure,Poultry manure,Barley straw,,Physical,Biochar,,,,3,66.989,6.54776,3.2,31.1,9.71875,7.69195,0.0985222,3000,990.33,8.50255,0.00683371,44.3077,9.09,2.58,21.3108,8.26,9.09,52.9064,,,1.3854,0.178132,74.9,,,,,,,,,,Windrow,0,1,0,0,0,135,4.5,0.666666667,None,,,,,,11
不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Sewage sludge,Straw,,None,,,,,0,68.45,7.85,2.53,31.843,12.58616601,,,62.5,19.71875,,,45.6122,,2.10548,27.2063,12.92166157,,,,,,,,,0.440853636,,0.228125,,6.34881,,0.28012436,,Reactor,1,1,1,1,1,44,0.273,0.228937729,Intermittent ,20,20,44,0.46008,,6
不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Sewage sludge,Straw,,Physical,Biochar,,,,5.890009954,66.71,7.89,2.511,33.567,13.36798088,,,63.75,21.222375,,,37.5603,,2.00107,29.5263,14.75525594,,,,,,,,,0.368384545,,0.241106719,,5.55165,,0.232371079,,Reactor,1,1,1,1,1,44,0.275,0.231818182,Intermittent ,20,20,44,0.451058824,,6
不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Sewage sludge,Straw,,Physical,Biochar,,,,11.86352204,67.58,8.1,2.522,35.865,14.22085646,,,65,21.073,,,41.5306,,2.09871,30.6862,14.62145794,,,,,,,,,0.326110909,,0.215053763,,5.4021825,,0.211626934,,Reactor,1,1,1,1,1,44,0.277,0.23465704,Intermittent ,20,20,44,0.442384615,,6
不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Sewage sludge,Straw,,Physical,Biochar,,,,21.4148812,65.41,8.17,2.506,37.124,14.81404629,,,67.5,23.34825,,,39.3043,,1.95274,30.8327,15.78945482,,,,,,,,,0.259680909,,0.170499603,,6.4698075,,0.24485508,,Reactor,1,1,1,1,1,44,0.282,0.239361702,Intermittent ,20,20,44,0.426,,6
Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Manure,Poultry manure,Sawdust,,None,,,,,0,55,8.20028,3.2,41,12.8125,,,,,,,,9.06162,,,,,,,,,,,,,12.84,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Manure,Poultry manure,Sawdust,,Chemical,MgCl?,KH?PO?,,,4.12,,6.61765,,,,,,,,,,,8.98459,,,,,,,,,,,,,,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Manure,Poultry manure,Sawdust,,Chemical,MgCl?,KH?PO?,,,6.5,,6.34454,,,,,,,,,,,8.82353,,,,,,,,,,,,,,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Manure,Poultry manure,Sawdust,,Chemical,MgCl?,KH?PO?,,,11.04,,6.2465,,,,,,,,,,,8.53641,,,,,,,,,,,,,,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sewage sludge,Sawdust,,Chemical,H?SO?,,,,,57.9,3.51,2.13,,,,,,,1.80688,0.0137143,,4.14245,2.23,,,,,,,2.47175,0.0355749,3.76,,,,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,,22,,,11
Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sewage sludge,Sawdust,,Chemical,H?SO?,,,,,58.2,4.45,2.05,,,,,,,2.22533,0.0329008,,4.22649,2.18,,,,,,,2.48784,0.0328357,4.01,,,,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,,22,,,11
Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sewage sludge,Sawdust,,Chemical,H?SO?,,,,,59.4,5.51,2.14,,,,,,,2.41845,0.0219379,,7.81472,2.79,,,,,,,4.16169,2.40125,24.8,,,16.2936,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,,22,,,11
Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sewage sludge,Sawdust,,Chemical,H?SO?,,,,,57.5,6.48,2.15,,,,,,,2.83692,0.0383833,,8.10886,2.67,,,,,,,4.15096,2.12987,28.1,,,18.7427,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,,22,,,11
Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sewage sludge,Sawdust,,None,,,,,0,58.2,7.56,2.13,,,,,,,2.96569,0.0383853,,8.62143,1.92,,,,,,,3.26575,1.67757,44.7,,,33.8826,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,,22,,,11
"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat Straw,,None,,,,,0,,,,,,,,,,0.526066,0.150324,,5.06,,,21.26,5.64,56.41,,,2.38312,0.786177,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,,,,,,
"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat Straw,,Physical,Bentonite,,,,2,,,,,,,,,,0.510441,0.136501,,6.2,,,18.64,4.7,63.78,,,1.84963,1.00562,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,,,,,,
"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat Straw,,Physical,Bentonite,,,,4,,,,,,,,,,0.468742,0.12095,,7.54,,,15.4,3.02,74.46,,,0.89424,1.45313,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,,,,,,
"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat Straw,,Physical,Bentonite,,,,6,,,,,,,,,,0.442701,0.101944,,8.23,,,12.6,2.78,85.47,,,0.5022,1.2838,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,,,,,,
"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat Straw,,Physical,Bentonite,,,,10,,,,,,,,,,0.395827,0.0794816,,9.84,,,10.41,2.12,93.15,,,0.4526,1.10929,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,,,,,,
Effects of biochar amendment on ammonia emission during composting of sewage sludge,"Krystyna Malinska et al.,2014",Poland,Ecological Engineering,Sewage sludge,Sewage sludge,Sawdust,,None,,,,,0,70.9,7.04,2.1,42,20,,,20,5.82,,,66.9,8.33,,,24,,,,,,,24.4,21.79159747,,,,,,12.44103545,,,Reactor,1,1,1,1,1,16,0.045,0.444444444,Continuous,0,,16,0.515463918,,3
Effects of biochar amendment on ammonia emission during composting of sewage sludge,"Krystyna Malinska et al.,2014",Poland,Ecological Engineering,Sewage sludge,Sewage sludge,Sawdust,,Physical,Biochar,,,,14,71.7,7.28,2,42,21,,,20,5.66,,,71.3,8.42,,,22,,,,,,,9.2,22.39269884,,,,,,13.16755653,,,Reactor,1,1,1,1,1,16,0.045,0.444444444,Continuous,0,,16,0.530035336,,3
Effects of biochar amendment on ammonia emission during composting of sewage sludge,"Krystyna Malinska et al.,2014",Poland,Ecological Engineering,Sewage sludge,Sewage sludge,Sawdust,,Physical,Biochar,,,,14,68.3,7.25,1.7,42.5,25,,,20,6.34,,,70.8,8.32,,,25,,,,,,,8.5,18.77861558,,,,,,12.04442692,,,Reactor,1,1,1,1,1,16,0.045,0.444444444,Continuous,0,,16,0.47318612,,3
A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Manure,Cow manure,Poultry manure,Wheat straw,Physical,Superphosphate,,,,0,60,,,,,,,25,10,,,,,,,,,,,,,,,,0.1686,,0.084,,0.1535,2349,0.355,,Reactor,1,1,0,1,1,76,0.1625,0.153846154,Continuous,0,,76,0.1275,"010d,v5=0.3;1115d,v5=0.12;1620d,v5=0.06;2176d,v5=0.03",7
A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Manure,Cow manure,Poultry manure,Wheat straw,None,,,,,7.5,60,,1.57,43.02,27.40127389,,,25,10,,,,,,,,,,,,,,,,0.1326,,0.1,,0.1527,2202,0.355,,Reactor,1,1,0,1,1,76,0.1625,0.153846154,Continuous,0,,76,0.1275,"010d,v5=0.3;1115d,v5=0.12;1620d,v5=0.06;2176d,v5=0.03",7
A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Manure,Cow manure,Poultry manure,Wheat straw,Physical,Superphosphate,,,,0,60,,,,,,,25,10,,,,,,,,,,,,,,,,0.1046,,0.1,,0.0776,1894,0.355,,Reactor,1,1,1,1,1,76,0.1625,0.153846154,None,,,,,,3
A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Manure,Cow manure,Poultry manure,Wheat straw,None,,,,,7.5,60,,1.57,43.02,27.40127389,,,25,10,,,,,,,,,,,,,,,,0.0931,,0.067,,0.0322,1878,0.18,,Reactor,1,1,1,1,1,76,0.1625,0.153846154,None,,,,,,3
The addition of modified attapulgite reduces the emission of nitrous oxide and ammonia from aerobically composted chicken manure,"Kaizhi Xie et al.,2012",China,Journal of the Air & Waste Management Association,Manure,Poultry manure,Rice husk,Mushroom residue,None,,,,,0,55,7.87459,1.094658467,33.3734,30.4875,2.33818,18.9917,1000,450,2.90787,0.683382,,7.10706,1.430800636,32.1013,22.4359,0.435455,98.9221,,,3.25748,0.123014,,,,17.965,8.62769,,,,,,Reactor,1,1,1,1,1,45,2.4,0.416666667,Intermittent ,30,17,45,6.67,,180
The addition of modified attapulgite reduces the emission of nitrous oxide and ammonia from aerobically composted chicken manure,"Kaizhi Xie et al.,2012",China,Journal of the Air & Waste Management Association,Manure,Poultry manure,Rice husk,Mushroom residue,Physical,Artifactitious attapulgite,,,,0.444444444,55,7.73601,1.126532432,32.8418,29.153,2.30636,19.4087,1000,450,2.86062,0.703876,,7.46596,3.124335802,30.4873,9.75801,0.823636,120.626,,,2.3315,0.519379,,,,3.22179,1.27637,,,,,,Reactor,1,1,1,1,1,45,2.4,0.416666667,Intermittent ,30,17,45,6.67,,180
The addition of modified attapulgite reduces the emission of nitrous oxide and ammonia from aerobically composted chicken manure,"Kaizhi Xie et al.,2012",China,Journal of the Air & Waste Management Association,Manure,Poultry manure,Rice husk,Mushroom residue,Physical,Raw attapulgite,,,,0.444444444,55,7.7218,1.03963782,32.5285,31.2883,2.28727,16.9045,1000,450,2.52991,0.642379,,7.3558,2.378626,31.5696,13.2722,0.639091,114.157,,,2.41653,0.649206,,,,5.63813,3.0741,,,,,,Reactor,1,1,1,1,1,45,2.4,0.416666667,Intermittent ,30,17,45,6.67,,180
Reduction of nitrous oxide emission from pig manure composting by addition of nitrite-oxidizing bacteria,"Yasuyuki Fukumoto et al.,2006",Japan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Manure,Poultry manure,Sawdust,,None,,,,,0,61.9,7.5,2.36,,,,,13,,2.1,0.1,,,,,,,,,,,,,,,10.351,8.85,,,,,,Reactor,1,1,1,1,1,112,0.026,0.5,Continuous,0,,112,2.024,,12
Reduction of nitrous oxide emission from pig manure composting by addition of nitrite-oxidizing bacteria,"Yasuyuki Fukumoto et al.,2006",Japan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Manure,Poultry manure,Sawdust,,Biological,NOB ,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,2.046,1.75,,,,,,Reactor,1,1,1,1,1,112,0.026,0.5,Continuous,0,,112,2.024,,12
Reduction of nitrous oxide emission from pig manure composting by addition of nitrite-oxidizing bacteria,"Yasuyuki Fukumoto et al.,2006",Japan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Manure,Poultry manure,Sawdust,,Biological,NOB ,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,2.362,2.02,,,,,,Reactor,1,1,1,1,1,112,0.026,0.5,Continuous,0,,112,2.024,,12
固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Food waste,Corn stalk,,None,,,,,0,60.59701493,6.1837,1.9,38,20,1.7447,9.74889,,,,,,8.58963,,,,1.7553,93.0576,,,,,,,,24.9,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,,30,0.2,,4
