Additive_2,V4_Ventilation Day,Initial GI (%),V2_Ventilation Interval (min),Period (d),Additive_4,Application Rate (%DW), Composting Method,Material_Main,Turning times,Initial pH,M1_is Enclosed,Additive_3,Material_2,Initial Moisture Content (%),Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),V3_Ventilation Duration (min),Additive_1,Compost volume (m3),V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
13.0,25.681212803011448,0.1401790845836696,16.472938473033643,55.021678716976844,1.0,21.62232323504108,2.0,2,18.123124165150575,10.846724195173438,0.0,5.0,0.0,44.72765356241714,3.0,8.530652904495703,4.943422396574217,8.747586147040439,18.0,26.10061435962313,2.0,6.011522759241158,46.35675705182727,104.57535399999998,4.597350636739317,0.9815148711204529,0.14775390021873816,23.18482175415568
