Additive_2,V4_Ventilation Day,Initial GI (%),V2_Ventilation Interval (min),Period (d),Additive_4,Application Rate (%DW), Composting Method,Material_Main,Turning times,Initial pH,M1_is Enclosed,Additive_3,Material_2,Initial Moisture Content (%),Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),V3_Ventilation Duration (min),Additive_1,Compost volume (m3),V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
5.0,4.896956638343711,78.677075511438,12.596775633460599,48.068225773152264,1.0,4.824809533568084,0.0,4,28.10726610289664,4.992148710623616,0.0,4.0,8.0,48.56248878782947,9.0,9.617344122095,5.302249997482992,57.46609041934697,36.0,17.86472949850966,0.0,6.665332281945326,46.55777034117175,103.15954499999997,6.366953481847561,1.0004299879074097,0.1547022374865552,24.610838112388244
