Additive_2,V4_Ventilation Day,Initial GI (%),V2_Ventilation Interval (min),Period (d),Additive_4,Application Rate (%DW), Composting Method,Material_Main,Turning times,Initial pH,M1_is Enclosed,Additive_3,Material_2,Initial Moisture Content (%),Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),V3_Ventilation Duration (min),Additive_1,Compost volume (m3),V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
5.0,32.760239454848715,0.0001582026289985013,14.204721846751731,117.95155835955518,1.0,3.0816508508813807,1.0,6,5.203411001534485,6.763965062541784,1.0,5.0,0.0,46.70718839602098,2.0,9.762459299039566,12.896472410983506,35.47605399243848,6.0,25.587683455212364,1.0,4.061785434342569,46.98937735558937,101.464077,4.862255904804057,0.9935132265090942,0.13649712379330972,19.972157883755944
