Additive_2,V4_Ventilation Day,Initial GI (%),V2_Ventilation Interval (min),Period (d),Additive_4,Application Rate (%DW), Composting Method,Material_Main,Turning times,Initial pH,M1_is Enclosed,Additive_3,Material_2,Initial Moisture Content (%),Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),V3_Ventilation Duration (min),Additive_1,Compost volume (m3),V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,0.0,76.02683586447088,7.348809732672935,34.89753225939186,1.0,4.099121238888683,2.0,5,17.992805211173614,6.8354099100358905,1.0,3.0,12.0,46.317079635555615,2.0,7.745455390356385,36.20864922057184,57.315603395000586,37.0,7.238554621349114,1.0,4.401653039167886,34.583037644532425,100.53903599999995,4.264531981657125,0.13345956802368164,0.20924083468448573,25.965527881724405
