Additive_2,V4_Ventilation Day,Initial GI (%),V2_Ventilation Interval (min),Period (d),Additive_4,Application Rate (%DW), Composting Method,Material_Main,Turning times,Initial pH,M1_is Enclosed,Additive_3,Material_2,Initial Moisture Content (%),Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),V3_Ventilation Duration (min),Additive_1,Compost volume (m3),V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,65.96987413871533,0.0010543722738048332,34.99885354498565,77.44766375214263,1.0,29.287864448243326,0.0,1,8.511773723432924,8.6068422078566,1.0,3.0,12.0,78.94374520813426,5.0,9.97516595815265,31.676695184316955,58.19839002148675,35.0,24.918482027219262,0.0,6.27214170771912,48.486484831239544,99.54808499999996,6.503462348213539,1.0110173225402832,0.20840631675618781,24.64884321652608
