Additive_2,V4_Ventilation Day,Initial GI (%),V2_Ventilation Interval (min),Period (d),Additive_4,Application Rate (%DW), Composting Method,Material_Main,Turning times,Initial pH,M1_is Enclosed,Additive_3,Material_2,Initial Moisture Content (%),Material_3,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),V3_Ventilation Duration (min),Additive_1,Compost volume (m3),V1_Ventilation Type,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
1.0,2.067549843029437,2.9562134335750727,1.0513717510634333,93.18694350091995,1.0,26.685071220918896,1.0,8,13.378238941301557,5.241608265371685,0.0,5.0,3.0,47.54149831416119,4.0,9.609698335722111,24.580142151053867,57.31371531379669,7.0,25.425110294225263,1.0,7.140676963869586,48.19407892913224,104.99612300000001,8.506651964542922,0.2158527970314026,0.19799511048907256,22.55218136848307
