material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,N2O-N loss  (%)
5,4.333272674292046,1.8057977560047682,21.83048398142135,35.27149522488333,0.6082412741937446,0,5.510942525547121,0,[7.268674]
5,11.551277512514144,30.313273636287065,65.87709678952169,33.01827384319395,0.6911317237507048,7,3.981938630363629,1,[6.914368]
3,5.953668449938966,33.70709730890842,87.40730278304474,28.564351236068106,0.8569482871081504,8,19.540210256996318,3,[7.03759]
5,11.419860050827273,10.350926972549743,24.636127731040837,31.097808468789452,1.9759915051730328,5,26.324274578122086,4,[6.916739]
2,1.8419151299453569,2.543511317869636,84.24815227174629,17.330729316131507,9.104957288363765,3,18.443850952899236,4,[7.675843]
2,3.073888301372368,1.3439778254874328,46.43039062838962,31.304809011241012,1.9740829461176497,3,18.441838398060202,1,[10.502311]
3,4.495163396751307,28.96858388263707,81.90689700113958,38.58285809790084,-0.4513107353796153,7,19.582804142340972,0,[5.461787]
3,0.9481399964879829,10.733785964537965,63.96346720256044,5.348635141371157,2.354323175776016,10,14.384022864026985,1,[6.811293]
0,5.8753240852217905,28.280530845626483,45.52316679500317,26.68057734055701,1.4985327685117156,0,27.059714226044466,1,[7.0548306]
2,7.923591565626889,11.134628753314587,81.09914551238421,44.731864455606384,4.92369271985736,0,19.4708348033336,1,[8.127146]
1,8.826628612095153,37.462832438360955,74.34186914690109,42.96248897555424,3.9895469439724005,0,21.237111525623245,4,[7.2035766]
3,0.8891145300999992,8.030176178898502,83.7727363336743,41.776339916140266,1.5635144044155553,0,13.979375555884396,0,[9.030517]
0,9.604034420319511,0.6381091335688913,37.27496460853652,39.061104265837756,2.1453801914219617,0,15.65215236635193,2,[6.9515085]
5,10.978404070777696,14.33123566504682,12.437195285659973,22.60430416970022,1.2994351435623681,0,32.51637841550695,3,[7.4670897]
3,6.945932051919909,9.795822217979044,65.36781212778591,28.039283099714233,3.023652179470866,10,9.914155208951248,3,[6.4719386]
0,2.9431981334820714,10.629837878264901,38.83830338998861,32.435497845994085,1.8316731657034229,10,28.636828307051875,3,[9.846177]
5,3.0556564671419757,15.299591190596868,21.981376125352863,-0.9800761081638248,7.404004531100487,4,6.2081172300436025,1,[6.877593]
0,0.9394278814272452,10.0594576171174,8.074292740573046,52.93486201736212,2.845276399321266,3,15.876601600090995,3,[6.969382]
3,3.0652571211024178,7.702458064575728,76.64282280030963,-0.46484920020274745,4.961959609055622,6,27.681702180334753,3,[7.411413]
4,8.471983584285153,28.147793817328083,0.8569772674635616,34.93268092156082,0.13019560693636412,0,21.45113462740846,4,[7.7425485]
0,3.0910252066713797,24.519734279732848,14.66896332957823,37.32799363927607,-0.5773333005418849,5,15.781127381601099,2,[8.281728]
3,0.7008324412527078,13.13167144606914,33.19720079245845,39.149133479619174,0.18387478412543112,7,14.800899248225033,1,[7.0978703]
0,2.9942542320924863,9.144113759492658,64.34602363391762,27.67770422707505,4.180343675857136,3,25.446051137280577,3,[9.808679]
2,7.829989847526455,23.564849338382302,85.65884146823672,23.879784847898065,1.5692432182875624,6,21.96859552290955,1,[7.3409834]
0,10.436727000723348,26.22641231920888,83.72890652974547,31.203752305045903,0.6133595557089045,9,19.092476835237367,4,[6.6785493]
5,3.048465403910117,22.117431143095477,69.99916689729082,53.68145419956937,1.1060517069770475,0,8.260388266658666,4,[8.862025]
2,11.43582784671413,7.966051357923241,63.63990689664443,23.42981009765298,0.999564916903527,6,10.855012911901724,2,[7.4678082]
4,3.010290077159631,19.743787635489667,10.926272536034196,9.430117983987792,-0.7458749444345395,7,1.7058083690553394,4,[6.4413686]
4,-0.0038404935031557397,19.60625948058783,81.8261537771357,21.03770101982725,3.18183408902207,8,17.424772967446014,4,[6.6182494]
5,0.8400881113641672,6.630827161372598,66.56549275917637,50.95435155346223,-0.006291821406170017,0,28.207513607683605,4,[9.270855]
2,5.074350164855515,32.77416657909177,65.83901803841498,39.201085280571455,1.9336220389209768,0,27.04749107027939,4,[8.237673]
1,3.026858271866061,36.36660006853552,48.41844502349462,40.97798568543761,2.7741717144187374,2,9.100395590679017,4,[7.770598]
4,6.9544757396114605,18.726082177387216,65.90392909676335,23.801543245498895,2.168001052368111,0,14.008682980915646,3,[9.484215]
3,3.0139891263302285,28.00988381912248,10.876640825146215,43.18347025382733,5.760621988285141,2,6.505774007712848,3,[7.175196]
5,2.752576310320546,18.156357669468953,75.07428718780498,23.240434624442482,2.980289493885592,4,23.20953939688602,0,[7.8043385]
5,10.589837441236922,18.421209317482973,30.16370433388445,35.057921385875176,3.903007637018847,2,9.856646365746471,3,[6.636074]
4,3.0319542775985706,12.728572315410126,64.6749683237721,18.81681879940228,1.2225146217058835,2,8.275563076874647,2,[7.9334273]
0,10.27097084274421,15.45058576933863,36.39972400305701,32.35996572830854,3.0301235319095543,0,16.844509349387135,1,[7.3608723]
3,0.9290252704973951,8.19761135783495,81.80218425939255,23.805254205323404,0.9714520685583887,1,20.735391837984622,3,[7.6855593]
2,11.147945484030512,33.42820801922283,30.11283944768242,25.545011617640505,0.996101910694863,0,34.17160357609257,2,[7.7884727]
0,0.8696076740847709,6.049155446811983,71.73611995892553,42.183703585523375,6.002511615232226,10,24.475158559370467,3,[6.024766]
2,0.7160806709575089,40.976793336591946,13.653713553576623,53.621677277159094,8.798159494958094,8,13.984100385725323,2,[7.008187]
3,4.987558048404167,20.765776852639764,14.671709396771654,24.35376426759144,0.9062913790666567,0,21.993452872676972,0,[7.1991916]
5,5.3338922823233155,16.20165335533873,6.203194003929631,23.381670147360566,4.086516962567581,8,29.46594963701231,0,[7.478603]
4,4.934927336271006,8.08960756638678,14.32071209602846,37.57793816703603,0.9518412820627686,3,28.584566522112674,2,[5.69978]
3,0.7136997541041056,7.256824986027498,77.37740190076727,55.14441299201526,9.721543685107866,6,6.347509794817779,2,[8.792997]
1,8.417543915418557,11.420477100631349,37.022386535397274,35.942580956455885,0.43772039157164944,0,23.359934527258858,3,[7.9616823]
1,3.077082527996298,3.3014926838333,35.96095388431742,52.90148428827371,3.046938576265764,1,29.369174376165375,0,[6.4282475]
5,10.586560624573586,23.86679096359619,24.678655360744123,45.02972572357842,3.6062545284897247,0,23.70630032326381,4,[6.93012]
5,7.800390551352206,21.305217918663278,9.884356267762758,35.06221084984422,0.977822168966169,0,33.846091767803735,1,[8.956231]
3,6.710906211368518,12.622752337325975,87.72723046313412,21.208318078375417,8.735215297236737,6,8.15882310208356,3,[5.9889917]
3,0.833185739509559,15.161667871402194,21.183589794047226,47.110928008411136,5.20090877926785,10,31.353960209218574,0,[7.848835]
5,3.2712554430637226,17.740764670884275,81.33721581506653,26.48012367500956,3.4926673071989693,10,31.982449973120882,4,[8.742608]
2,4.198898380842222,13.319511611935527,63.72930828718958,34.19784253603667,0.5973720343871327,9,8.609509135582496,3,[7.191641]
5,2.9322260784995673,13.895782554029644,54.54905761289523,34.898010151334006,0.45290842799445463,0,21.47695838839161,1,[13.3621]
3,2.8668989801696414,2.806653152645055,66.844919335614,29.153163702255213,0.6443493123126476,3,8.840948555723108,1,[8.283769]
2,8.88870295537344,20.806359313585894,81.71140884416548,31.892151386357895,1.275623591692968,7,11.478701525504004,1,[7.46024]
1,3.3112621916369926,0.10150211983359458,64.60400452124021,35.186853686951366,1.0915667354497662,6,4.113378124665391,3,[7.127354]
2,6.875573476240468,9.068558145858653,78.11017475504767,34.4323187220257,1.1956419731243115,0,10.102210553700065,1,[7.923865]
5,1.664318640857581,0.357132207110813,81.74782980991706,13.143923475188704,3.0675829202018967,9,9.956095655763725,4,[9.020974]
5,3.136072730005661,16.06086382937194,17.806071936911547,13.90626868101416,1.6804093539302798,4,30.012326529399598,0,[8.06201]
2,0.8121273231515269,33.520156929670335,87.4047123657501,35.699400240103024,10.615112512283519,10,21.29425530520773,0,[8.283652]
5,7.996314556237216,7.891715880674408,46.69881735591898,25.830848123824556,4.071523806376944,1,31.926434434019033,4,[6.2368493]
5,5.4969897944188,7.884372073989912,30.60539347185653,34.1805940302241,-0.33174694401751514,6,2.2736628179542437,1,[6.2330365]
4,-0.2711416043335291,23.217620299443695,34.48469172625032,51.35811816482748,1.631666156940216,0,18.586182056250866,3,[6.628224]
4,2.93166703128337,32.04439717834141,85.88841048286149,34.764949014137365,0.22655432824856114,6,8.747370625798958,0,[9.83743]
1,3.029739449743208,10.200853813187237,83.80054764324574,6.98927753430244,10.252347133094235,8,26.813872555676383,3,[8.296116]
3,8.431103548725215,32.57035352397602,49.433273575865755,31.19384439932862,1.9413810350203917,0,34.23209500165571,3,[8.5539255]
3,-0.4291609765641794,10.078673322739348,82.12614139303474,35.9671013669182,-0.8541227470397855,3,8.320175748739814,3,[6.643677]
3,3.0398057473354885,2.463437570445093,77.50595085480352,24.05072996005643,1.8080195998415407,2,9.383193731462853,4,[10.499155]
4,3.356356169145532,12.419010421911985,41.21198952072359,37.07881433220901,4.842229931304323,5,16.756103831544195,2,[6.0586424]
2,4.903107084978207,33.59743168505693,50.32884413821489,44.0036885274326,-0.36544200626858414,0,26.846594222108276,4,[7.2309237]
3,10.203095769101278,6.2008378105389665,81.50525249114452,30.7597306508121,2.4651556706101596,4,9.495791686424042,1,[7.0704618]
3,0.897261312718636,7.421388052389485,87.37013594636839,48.265455091133745,9.14527819829282,1,30.187170090054643,2,[8.569924]
4,0.8917781938442855,3.3873605187726223,27.091586883020852,54.823197674999655,8.98374262360582,10,10.116023759605492,3,[8.157097]
5,8.386358663852182,-0.5245928892976321,54.383401648125584,32.70705376058281,3.069284356269499,3,23.774344879759514,4,[7.154745]
0,0.9558577825123554,12.722618409240944,81.72822165637193,17.868529659591648,0.34499707101655175,7,9.70900884719142,2,[8.646221]
5,2.9492254296633638,4.4126207395513655,4.554315931709505,23.45888617868028,2.4487529397133443,10,14.880606813148688,3,[11.802556]
1,7.17793742605482,9.503741707646675,64.43482096119098,29.530513021821186,3.943687319256342,1,8.462042346311362,4,[6.3405766]
1,0.2822455341522154,176.11817011011257,23.013609249158332,12.930746814807774,7.652579211067589,0,6.301151618704067,1,[4.655103]
3,6.269203300289759,11.648554741127738,81.71918842961216,26.376165769678185,-0.6974011248063448,0,23.81134818729065,4,[9.503486]
2,5.693673983255304,0.8453190471713927,11.532671195756587,30.764330840086426,3.1074376512754958,5,22.188759477753123,0,[6.075476]
5,2.4867838273046687,21.414335956680635,60.015344651602106,30.392538070304898,0.8336873035633515,0,22.960643681040622,4,[6.8087716]
4,8.391338174073383,25.760779102239383,80.22539700519809,34.295875004665696,2.8459952010700387,0,3.5954350809920097,3,[7.502298]
3,1.797203918115736,3.0657547352248766,66.41585920521649,37.1731233430405,6.455302107547697,0,16.108086662735445,4,[7.960929]
3,10.666958296709458,32.62287033834739,74.46559167927303,34.76312373925083,0.5315924434171181,0,4.242161995967223,4,[8.247417]
2,4.188488972645629,10.720961414540138,30.024930165270387,35.643741063754774,-0.9366911779973547,10,30.5747152627064,3,[6.9155836]
5,10.172158296889044,33.553153802564054,81.16663102613663,3.86733321019758,0.2719568986700891,1,7.858219398070717,3,[6.586251]
5,2.318282964951699,2.047437294373723,85.18008116707719,17.078052990356607,9.712149051605394,5,24.584076805971502,2,[7.994125]
5,2.7136713724581893,22.575964675054756,88.48003259904519,20.16880464541894,2.790606536148296,2,19.707718565658233,2,[7.730735]
4,0.9162787273840883,34.51790282771162,85.54289726817564,5.915201439607873,3.9602907733191524,9,5.097749538442912,2,[7.3090386]
5,7.828125121573159,3.655727630057279,43.43003189411404,32.56545412717179,4.883898242640467,9,17.52704699332332,2,[6.547471]
5,8.37658417750745,33.538014432238086,29.655895811570414,32.37417414670318,3.7063992155806185,0,3.3363393834550252,4,[7.283926]
0,2.9714475391291764,5.535704327373923,80.90426380286755,18.751302451017175,7.100834735117337,5,29.33132819927998,2,[7.206772]
0,2.937497945751269,-0.8350196931404725,22.98311276068261,24.238248600234993,3.4194939784270284,10,13.37496684732467,2,[9.722836]
2,6.81621320724316,-0.477295263844725,45.38107071560414,31.315487851510238,1.1299055615666425,8,30.37149903179292,2,[6.666839]
5,9.500907246198643,7.277888916831699,88.34230172103425,24.676376807802065,3.1430943655375327,9,3.020165517502819,0,[7.5273037]
0,-0.8879543075906531,45.70610534243284,65.79139030564149,51.13435536881981,7.363530559076654,0,7.83123161405628,1,[6.949513]
0,8.991289088635547,-0.9896184868648248,28.21518235369868,40.554780472835866,0.3393308851886446,0,30.01149754092686,2,[7.107168]
3,4.885712394213414,24.79488421596795,67.5978299352608,31.416309487785345,-0.9400084287644689,9,13.120194957012178,1,[6.4881535]
