material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,CO2-C loss  (%)
1,4.136641302928343,77.40436157332573,14.756321988202384,3.783946233004981,9.364057414788716,9,2.458001700380546,3,[51.29022504]
1,3.9342929401889233,58.44113671327046,33.24903872846205,2.312743023553769,2.026312967345794,7,0.2468582817119369,3,[54.42863005]
1,4.153509371186537,50.86233834241145,70.73819854666176,47.15761815468604,6.3604394689351,0,2.049556782174557,1,[60.83786355]
5,11.221933177106129,47.692474090222376,54.22680282435291,4.839108542673812,2.5413512111308547,8,2.113538045762011,2,[51.74146777]
4,1.4274325224660211,77.53729905004033,12.177238639684635,11.796391112501952,4.254093042604438,8,1.4194372293184898,3,[55.40978358]
0,6.650033959133816,59.95686919565772,5.3998658189118105,18.13668876090888,-0.7147071099151603,8,0.009840666633888162,2,[56.2759552]
3,8.7988542232409,112.58029662783201,50.92097168262674,12.098795705712334,2.8302380917606698,10,2.3281283676536564,4,[51.81443461]
0,3.4947796595007734,63.60204016767301,38.628862394938174,11.503219609253605,6.836935154508539,4,1.293442491605802,1,[55.76737321]
3,5.78842824984085,58.25179608635102,69.51132156372778,33.92677495037934,0.06927379394033206,4,1.302118213716044,3,[54.79840555]
2,-0.2990720951194057,66.34072335923041,45.09628875359927,18.831100003029757,0.5330374898239709,7,0.8374795829153833,0,[58.63902741]
1,-0.05652198050039969,58.01372630792895,54.864620555700576,7.300908753156426,5.014332147777511,4,0.3455567961447077,2,[55.35488175]
4,10.534587323185082,61.25480247014841,82.73925820385578,14.50003187903387,7.474357015288257,0,2.4673834442113405,3,[60.95346466]
0,8.360216267085546,54.3333240570244,32.1920515442034,8.978856129278336,2.344016054681621,8,0.9109808632853049,0,[56.83801391]
1,4.089258943286924,44.83792032637549,69.77696686305917,53.211089751066055,-0.13734939233864885,6,1.454149039864955,1,[54.3187128]
1,3.3651957319706884,80.77927303366775,69.42212068845065,14.725868288423737,5.244669673702963,6,0.08195840673759347,2,[61.1255218]
4,7.354758412203015,162.82744897721346,74.78614618553476,12.121707313111338,6.0196705309501795,0,0.5081807853244129,0,[51.98565062]
2,6.53177595126199,65.80476002518328,21.345872529574386,19.394944106106514,1.3695574757228437,9,1.0678527341598656,3,[57.88224073]
4,6.256867190851119,57.77758641092742,47.559730651117356,12.672246839122863,0.5534339886452806,6,0.9153901224205896,3,[52.689057]
5,5.423897227061849,112.26211257569983,64.96485083252206,20.09688339847396,4.15521742759658,10,0.867111130629242,2,[58.29548087]
5,3.447619104093679,58.78732769298969,86.62476650800566,9.332116803187814,7.334131353761555,0,2.461652243578225,1,[60.88383884]
1,5.689675722804893,69.87716820593577,50.5316573808181,17.294281809861946,1.3876156482003958,6,0.5641600458522653,3,[53.99578404]
1,10.295241181134,50.036786247038094,64.65092655046648,7.867974784617289,1.8683646030675463,6,2.3195535014546707,0,[63.04063911]
2,4.8639515991544835,115.70644130341,53.01737528840482,9.692591823674736,3.461743182228598,0,2.0189211723241307,4,[53.32379557]
2,5.431277259820991,110.39799739990661,77.6623593183549,9.804713845773716,1.4930251947301039,0,2.1457411660431145,1,[57.64729301]
3,7.053667995602428,61.97510318886996,82.04280175121029,10.092549662742398,9.112368213530404,3,0.7615863804475556,4,[54.21955732]
3,7.163794401649781,111.09523811153812,68.71860840747165,42.748328192673604,1.694695534264329,6,0.5119352883732624,0,[51.00128603]
