material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,NH3-N loss  (%)
2,2.570378741568507,43.33757918477278,40.623166120324754,46.26695882195572,-0.6570252080707686,2,46.30789031903439,4,[28.80063084]
1,3.129986633245002,124.46883245100463,4.849439590802829,29.338833282277417,8.792417040786628,1,33.701807021504806,4,[35.42639857]
2,10.23697878684359,127.26179177105837,15.755230080859443,24.88330541483157,9.472887354566383,4,25.41438971025914,2,[24.32986391]
1,3.0691646693717933,102.36633516835673,34.72273339891002,26.893887486223047,8.654256553244732,4,44.27338052406707,4,[43.11437303]
3,7.8748119909929795,196.11364107217878,6.669604496514584,33.546487317589055,9.450565416789575,6,47.51759568236567,0,[29.95433739]
2,6.441564902288373,45.824024526691574,2.002960505471278,21.394351962148072,10.26788470519262,8,40.52796619330828,3,[35.01338394]
0,2.7804904551881093,61.99243909701492,32.1724894649733,49.525552924307235,10.148736066790175,4,49.19112782782664,2,[28.1017556]
0,2.3769270508698406,185.94767528716028,13.787958048055774,27.865062346143272,8.542651016869165,3,48.49357788146439,4,[40.92902895]
3,9.920664707581377,102.78216538608005,40.652611217068234,17.36668992944232,8.961408699802515,0,34.21484653162505,4,[31.39754598]
3,7.620456316293366,151.9115409678142,37.81984890481708,38.41061269051564,8.721720417344082,6,49.109596096447376,3,[35.73092043]
3,5.188435841563932,160.53514885587705,41.1981162013276,35.118384584902955,9.075532757224138,8,47.25078143524285,4,[42.2497963]
3,2.015718064817265,25.063588215759587,25.274575814369776,33.104463900193444,9.283363229010257,3,45.874786807598255,2,[28.02901692]
3,3.1125645420100954,51.83175820167423,11.831016818449966,20.234420631910584,7.954187307042593,1,46.74182387003463,3,[31.2224499]
5,6.3021975662725565,100.49749972494115,18.73889943151153,26.03899210513403,9.780100347871212,7,43.58544809700765,3,[27.68883904]
0,3.7234413316618724,55.981406119714684,24.996416938127926,28.189527483507817,9.809303906904631,4,40.934064031831966,4,[37.64872611]
3,2.945484883281547,169.14832168886124,31.08746342156103,48.11252597690803,9.11384773101115,9,48.89654311010994,0,[27.8176476]
3,7.563800424906635,147.1859837941495,5.587022771134691,33.45887998040055,9.115612634619191,11,19.76019062947912,4,[28.00698614]
3,9.489640187529316,96.19110878552584,15.29396424293149,44.44793845818496,9.945416207503737,5,35.616504081037554,4,[33.598692]
3,6.598188664096716,108.41917185817465,6.121546513496583,53.21066183897382,8.910813171090492,6,20.67606511503716,3,[27.72587143]
4,6.420430799917206,56.07490719040102,23.92501525680276,33.183672820263965,10.171204352215435,4,30.171848332222346,4,[31.30193239]
3,3.10921243458363,180.0115265937041,37.636125321487235,28.545478468464164,8.69305710375121,4,15.589001906065894,4,[35.75024677]
0,2.994905066485977,55.27168909960072,17.470974786360372,35.82367749958286,8.692108032851463,2,40.98003737757053,3,[36.27977319]
0,6.0961133531602965,158.05503892705906,42.582912292782254,41.25210475128222,8.79898982839861,4,23.146686474556837,3,[25.15946757]
4,8.412162226026402,101.3725488377136,43.68929324574658,18.537948376669334,9.59239290154102,5,35.49755489295748,4,[30.08571154]
3,6.933461929104776,91.33404216833154,8.874304055753933,21.57214960585714,8.946209272382317,3,40.602594433857355,4,[40.7196981]
3,7.883484469986927,150.73341193875487,12.520940909412973,19.2823948472919,8.928820444421653,5,2.196019690029894,3,[27.26793021]
