material_0,initial CN(%),initial moisture content(%),initial pH,material_1,Excipients,initial TN(%),initial TC(%),Additive Species,NH3-N loss (%)
0,29.755670954132174,15.140382416453697,10.423341134663318,2,31,5.134963776325164,97.0911941063847,0,[17.87467332]
2,10.261517495423087,16.139765172412062,-0.41440217148985925,5,47,2.716998144091891,57.52564469005865,4,[17.23865377]
3,21.38848645502158,-0.22431940357026503,8.974924290662553,2,70,6.363549084795433,75.76571416035725,1,[20.65292839]
0,27.442000815274042,39.27280749779102,-0.9720651970284395,3,55,2.0564571151202466,171.01673208719802,4,[22.76819406]
2,27.739328907506767,24.85617480081129,8.832837443065868,5,33,8.761896633470627,37.80734438217833,2,[24.99281948]
0,28.394585893441104,34.58256791917795,10.225614323324608,2,69,0.6309622135218338,71.28765743998486,4,[26.87473472]
5,21.675309405107832,15.309784001718619,10.68947954193086,2,58,1.9235433228188934,-0.3328199706248094,0,[24.93513818]
2,26.099896081058077,40.58897043131845,8.245966798513592,2,45,3.3971254755007765,11.177548063679339,4,[30.30128104]
5,21.185029774367035,68.44682903513214,9.75710500885155,5,22,5.1309314424288095,22.861559830568076,1,[22.97982551]
1,32.08800020277223,15.18559455202167,6.4019066238203735,1,76,-0.018539857342663613,133.1845541525754,4,[16.80902669]
4,28.977014944353964,39.15387054868094,-0.6074754292898763,5,57,-0.16693997230323487,181.11844801215406,4,[24.19850297]
6,12.068187238819103,40.08545484767451,-0.21439042956757481,3,60,1.6041978614182848,40.83977650025376,3,[19.32972919]
0,8.611653475476377,33.45329901011097,9.526122309639574,3,66,-0.04635071205909169,69.26303014434495,1,[20.53420825]
3,30.483339449769957,28.29728520595806,8.3060377463677,5,55,8.197041714895825,58.48488510671661,1,[18.60986132]
5,22.721586132465006,28.15329184087304,8.626236346512739,2,56,2.010806643960742,16.225910105633375,1,[33.97744797]
4,20.40817457147415,23.09667499216567,10.496640769405507,2,0,0.9691510458559074,114.7493938368382,4,[18.87823147]
1,33.82106783160933,23.034112040383256,2.909577161880826,3,63,1.3192576264105087,130.6239341110523,4,[19.58608894]
4,22.522726485881286,33.371535702578065,1.533992154624499,4,56,0.14881318386858977,27.29123970869815,3,[23.47466061]
5,12.624508502065746,40.59390220385041,4.2507223314854805,0,37,-0.22908506561716657,25.377428475028033,2,[20.56227395]
4,31.151447625071306,8.956737845644192,10.10382924395973,5,33,1.8737405395083795,183.99856151267653,4,[20.33927804]
1,31.590580482062897,13.637458167207788,1.5065440209856091,5,58,-0.5687787626801049,50.12839744270182,2,[20.71468467]
4,22.95612284742393,7.1577398011913065,10.114494015416199,3,45,10.241715488987808,5.869588818996835,4,[22.18078712]
4,28.067409104495404,37.68297070405768,7.4974690520645275,1,31,3.384851609054431,5.178419751405979,0,[15.85772296]
4,18.83558478640541,47.41310660890936,9.099701310179155,2,36,2.3319464168562307,63.58447794616883,4,[26.69144261]
2,31.308525242224626,37.809376909092734,9.058946407876007,3,13,5.30736242330611,64.7884343467654,1,[20.09257482]
1,4.23516169580835,5.9979647208187945,9.813012623577682,2,46,4.327867896917833,58.792532084763764,4,[23.11407328]
3,0.6729761524456822,66.67342203417031,8.64173118729039,2,63,4.471691867752609,41.46263735102032,1,[19.61681172]
3,28.260802668845926,6.4214097889768365,8.857566457573487,3,65,11.458926928946576,106.29710697845846,1,[22.27512033]
1,11.84213423456923,44.13818769079208,8.764069570575442,4,66,13.047794609722727,74.83195578837011,4,[19.73450953]
