material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,TN loss  (%)
3,5.6374439491590485,110.77520986469797,83.08692939219064,10.249117557708049,6.793615320215426,6,27.931077583157546,2,[38.38233532]
6,3.7095212511030473,142.53383300931043,73.66707543537804,2.769898496791308,6.851423869803365,1,3.10000798351496,3,[37.85715489]
5,5.082167223071473,144.56845352007522,82.68381595400507,5.281756679473464,5.200551001744758,7,19.970219211835296,4,[39.51998915]
4,10.547569904347956,24.75054760741714,83.92856257903338,0.2162970869579306,7.121276285752922,7,12.651640535071868,3,[37.8446609]
5,8.319436442683031,84.83190987139137,76.60024060587958,15.872863253215328,4.574241000592815,7,14.755224992243683,4,[36.43442468]
6,4.5525564811952535,19.628419282802994,65.08254062744875,14.420801963678189,1.7694855255361404,6,21.235236052920186,4,[41.91614847]
5,4.220523512229839,161.3953710699594,79.13447673246102,6.481755305607405,2.3584376720621716,5,0.249928980613215,4,[36.2806784]
3,8.973483734703201,34.81513718808741,81.22721372651563,4.873695116723929,8.004660019768325,4,28.936112439168127,1,[38.07143068]
4,4.84971613092879,22.10232661228323,62.52940954698262,3.8891009641468797,1.9438660851669645,8,15.066089233426785,4,[36.97863905]
4,10.446099874337909,11.384825531528904,69.95905477436969,14.76574138044431,3.4717828746297847,3,27.03303845326768,0,[37.41032028]
6,8.618440957067788,130.1722911345633,71.36881723265805,2.0087696100276946,6.863969053125172,10,24.355279608447027,3,[36.46394738]
4,5.817137984634883,174.7729387522562,77.53584647333196,4.270106627785967,8.15812716767858,9,23.704225716300655,4,[40.8435922]
4,6.991463134838812,41.662123928306464,70.1575220638649,20.34847798843999,4.934844595846887,10,11.137927345157042,4,[39.64671845]
5,7.468445046935919,177.32765367902536,68.90095211382933,4.943199984892435,-0.08429485488435029,9,6.031655349831423,4,[41.39294069]
4,10.079961083784976,0.10501684086056606,68.87086431292582,13.060049997027251,1.3975855723581907,11,32.521577126369465,0,[38.85451406]
6,2.449739197985036,25.542224618206774,18.597118636558513,11.218598757455197,1.4149373739604623,10,17.174493002112666,4,[36.00448448]
2,7.706869594759818,80.56514996097982,71.74961445008236,15.339810639987778,10.028684306120299,7,1.8785996649775485,4,[39.9901356]
5,2.923806210635131,1.7012149377832744,70.97062821575464,10.100599724165404,1.3307580943713733,5,24.8381374557269,2,[37.96118443]
3,-0.8773337968193003,23.01765863405508,63.41490504823185,21.07934369973048,8.403115663651755,3,35.29076202638364,4,[40.85700013]
6,7.242079279274044,13.618918544992576,74.33615785306229,8.454144409800538,3.7551600253907633,6,3.4934981836999226,3,[39.93746278]
4,1.0408013414523598,0.6821392677673306,80.90083283758392,38.76254903060003,8.929791147431727,10,34.74617942737629,2,[35.80784383]
5,3.049798925661678,9.513629191961009,73.22557588194117,5.667163844197004,6.891362558736178,1,22.196596518579543,1,[35.68508556]
3,0.0999855418060629,29.608838525155814,71.98869638813606,40.515830208417334,8.167156608418292,6,10.467915487297947,4,[47.84392099]
3,6.858569322445858,23.29936743407151,66.52363888569914,10.322318021503278,2.475206138310253,6,22.975382086847194,2,[38.56338538]
3,4.550438260534105,34.42926813636463,72.07467208895997,5.918359100410806,8.260400050389359,3,1.509139986459849,4,[49.61579429]
3,10.418168061573736,22.20071857946149,78.55698785964978,3.1625733899221746,1.5540433988554376,10,26.85890702288552,4,[40.97601024]
3,8.053740470546144,55.861766287555895,81.5706360741908,9.94138853114335,4.539204101301159,10,2.7980854408261884,4,[41.82777996]
6,8.117540104855584,171.12902499232575,70.45438414399372,5.732013727174759,0.1250441956013105,9,22.32011450520774,3,[36.46870218]
1,5.421147599162198,58.90227018060979,71.93629206223086,0.06088473091315816,7.081624858502403,6,9.795943860927178,4,[37.49554792]
4,6.860408468886129,103.45448700023547,74.03007729444724,2.866945518276995,9.834394051784667,6,9.552076728198175,3,[33.84387259]
3,6.240707323807904,157.84103974909615,64.96281809413378,6.732409539612432,6.902317878374398,4,20.728053023104927,4,[40.28402039]
3,5.931325982240137,65.36362454684856,72.05229421205607,6.911275143477597,6.945108319486558,0,3.025924384655236,4,[44.19343567]
4,5.829562729835917,52.35713715775241,68.02972729580225,4.150463269871755,2.189175984677103,5,28.709821431237003,4,[37.60268304]
4,6.757030481058372,17.314939692371787,65.72534348992178,10.792799927842692,7.88270839068244,10,33.08601151041577,0,[40.48679486]
1,6.8014734068613025,14.498138445393304,71.18005037540479,16.265285654412907,6.532436338683242,5,3.141476750601446,3,[36.56985266]
6,5.8522715379232055,139.01365584791873,83.03667483409778,8.131728347549567,7.263380316293283,10,2.0389558745026313,4,[38.97988344]
2,10.279026409399505,42.06873086061963,77.54965329582394,7.14733221638882,5.178356552747193,11,8.439342612467488,2,[36.61092749]
3,0.9694971220098244,33.30945064239939,67.50464654793292,20.675011716804242,7.794203582627128,5,3.4704943422295433,4,[43.72246332]
6,5.715895145039512,187.34416288111245,70.73537965047544,13.765049106256518,2.9747940820012135,3,12.64970409303541,4,[37.74933386]
2,10.256404512582431,44.65009732461968,76.79247364685112,-0.1275726758820328,6.792213004954944,1,34.01798118824669,3,[37.30599587]
1,3.612952293890909,137.8377055196886,84.46135952819176,9.475828525593377,1.3466133539856755,9,17.197378481295868,4,[36.32347198]
2,4.1839986452671,116.80003673744565,77.4715711817332,8.249505234374604,4.977151648175307,10,28.213512608031646,4,[36.69603597]
2,4.706346411895233,34.38923561665666,75.45085035692522,6.139728317261013,7.914910845303439,11,7.835746280955985,3,[40.64951162]
2,7.92390993853428,100.61458481507941,65.79331086443537,4.750141968618872,6.139626126823238,1,16.57397899500887,4,[35.65496788]
4,5.432109760405494,177.97918685289986,78.46147019890819,8.844494727726797,8.401518507148557,10,8.952291683828081,4,[38.37729207]
3,5.673082025664815,37.05931155065514,62.82264280805552,12.61628870782326,4.62600230261879,8,28.315285241787244,3,[38.36814504]
3,3.5770131271763983,6.232957136293432,86.72541084817362,12.129690805348533,8.143217725672116,0,26.512916374741696,0,[35.70198924]
1,6.030049654467042,33.4727846386306,72.18759061628185,-0.1249832304392493,8.177342683304461,10,16.05964771326153,0,[36.53764148]
6,6.694841102764231,147.46444771794933,85.86466198149904,10.684456975383306,4.812411813598914,10,23.538199742697135,4,[37.05454172]
0,3.723228153472645,12.746926698640836,78.13290836029861,7.776318384715503,0.762682158042933,7,26.103995256022863,4,[37.20264662]
4,3.2896346967236036,145.33988735484252,65.04833219977866,7.480672712372982,1.0401661353254021,8,11.626990020025758,3,[40.24142786]
4,5.732914480182272,120.07386119469884,71.49134521974429,5.69155819317717,6.924385754534059,0,2.4005287930716044,2,[39.92332078]
4,7.559190746330458,20.610019957257695,71.06460820100742,20.834780954893773,6.779579935907768,8,1.7824705715877351,4,[43.01810144]
4,9.154085789395422,87.46223430451866,63.02708696589217,6.560990302498971,5.304260187181446,6,16.88527409118939,3,[34.72037588]
3,2.3539625761911753,15.132218366676554,77.90689557414315,1.4755170452541404,0.1167965577889778,10,19.71202267044561,4,[37.80044775]
4,5.9299261825016405,26.6253779611014,69.98561555764863,11.694196321213962,5.101016421817538,4,6.644033323015556,3,[39.93639697]
5,9.166973470157869,128.45678830548673,89.73347064136507,10.021568025435467,4.498785950677901,8,9.034290624478846,4,[37.78247739]
2,7.532745453001043,113.2553550599839,77.53097200787694,3.2040963726988942,8.192491278910119,3,32.303531502555465,2,[34.91224466]
6,9.241744370995155,12.62795731525398,74.07636071901942,13.895343990068817,0.2257733170753189,4,14.257510217609102,4,[38.92183477]
2,5.908576001588467,112.48028226970902,65.30768611992455,5.664191506791186,6.945630721788534,0,2.117138899169758,2,[36.387143]
6,5.153074351772778,66.20103647112965,65.33035312254498,0.3413136010960489,1.1813475739706054,8,11.531071163027779,4,[41.42945164]
5,8.05530889238772,24.992377427759827,72.54607180917118,13.37701634009712,4.900292797297928,6,2.2876003921798302,3,[44.60474495]
3,4.549333695963757,60.887153930297075,81.38578681937975,14.080409087666554,10.450559138212625,7,22.287542879602587,4,[36.73421109]
4,4.21375371519335,131.6111063780625,75.55734219171552,1.241518778395494,6.757528462644554,8,12.053874449821379,3,[38.41059062]
3,10.027015287815956,30.89427481289395,61.086330406808955,15.271005540215558,7.895934949962819,0,35.40585221537586,4,[36.93136161]
6,2.92700508298787,50.53949620840975,73.16866679359174,2.673121316544414,-0.9835861038070329,11,34.20865521079756,4,[38.88730028]
2,9.403579795869842,21.000555712320715,71.7734523646583,0.680102614670151,6.7935189059222,8,17.664561089150922,4,[46.46274507]
3,2.9087023093411197,106.79411867334899,74.80410223154368,13.703676934737928,0.9031768346454185,7,26.963282281396925,0,[34.37748769]
2,4.699977494623691,73.20830302070733,73.43567346249083,4.333190628132761,8.1166756979856,8,29.416341127445566,0,[35.06829103]
5,5.733936052159246,47.8299483416453,28.991890810939964,21.231742727966946,-0.9557170287022818,2,21.92561120710666,4,[34.47105049]
4,3.850606106818382,151.92981952757805,74.36985752877068,7.988435501258177,7.480367780988635,6,17.341058841202813,1,[33.39398103]
2,9.013666443042425,4.133045942907024,89.56012166263424,14.038081095413578,7.885117883757525,9,33.70015802788734,3,[39.05624825]
4,0.6027386798083576,19.074950517018504,68.96808782235432,39.86645104126216,7.8686871533970395,6,7.777875629038263,3,[38.52582953]
3,7.512883352442879,83.29155566044956,70.13310290420189,1.443598412253861,0.08210234551377948,9,28.581701886914757,4,[37.85736775]
6,6.925577897256654,17.1910463361477,67.27253175485168,13.199857985715338,3.187610556098865,8,27.857933387284405,2,[36.81130202]
3,8.757912719009642,79.02779801827793,76.40707418384065,3.940884205362428,-0.4584464114702832,6,17.490327267347862,4,[38.52817966]
5,9.219063822917752,48.50095081393996,59.66301005586774,10.617527173187215,4.374202547261285,11,15.031342385187825,4,[41.59024476]
3,6.9652348090098855,37.8949087431505,72.49161096548903,9.777946380148677,4.320235054792481,11,30.160088136706037,0,[37.16892315]
5,5.634001269011231,13.557647897906119,65.13601150331151,1.5564041794670047,8.78375244444771,0,35.69917237664056,4,[36.48433444]
5,6.1260948013181205,139.12693030750086,82.8538929812151,8.607015952415356,7.927959736698771,7,13.75724925002517,4,[39.82092993]
5,6.197804947975675,45.782752247254145,25.267232361291736,7.503621198112048,2.8183125211450415,8,14.498708836624834,4,[36.81543181]
2,8.536543574740115,21.515467243022442,65.70383002458358,12.021667880047769,3.6021091226098774,6,36.17221888858661,1,[35.68334384]
3,8.446783852161564,13.527002083064824,65.19334127523484,16.119104078524277,7.936446379615681,7,25.415129554650196,4,[47.72600637]
5,4.298673797922854,10.774735975182917,84.7807024872562,5.113663344207121,2.4549062242396182,8,14.655253248963577,4,[42.74531323]
5,9.542879866135113,36.35460173126799,65.22083566763172,9.858443058579558,4.321718448063362,6,20.761002909206557,3,[43.48574726]
5,2.985767818324209,20.68767663240435,79.6920796064479,0.8513172424485586,-0.44161665231170033,11,34.029896125593915,2,[36.67943913]
4,3.1704675056896523,76.32331678189396,74.99841947612549,4.538640369919632,6.893161699460848,7,14.280469656396484,4,[41.14443165]
2,0.3592867467656875,5.505603027625548,80.90052878627607,46.299480478520366,8.267816979758424,7,19.914465142879905,2,[38.71910716]
5,2.50010951478386,74.70110779093747,65.02010894797604,4.330820366513911,4.540983037884656,8,17.040022125157684,2,[37.94236518]
1,5.386600796966952,41.83330808460582,88.26999771320419,4.261799720470218,6.769783134885767,10,37.30083636398501,4,[37.92166554]
2,7.690830111739887,41.23293708325102,75.00478023345781,11.342663011980967,6.447539516738722,3,2.381312338184864,2,[42.40205397]
6,7.613663731958042,194.4043058131334,78.0326587057279,-0.5457145791879765,2.957142940048748,7,12.100062441897412,4,[35.19096478]
4,2.9300170488272084,159.88452784840865,72.45706387646963,20.640693469693304,7.774647854408546,10,5.869489396390848,4,[35.4876936]
5,9.234997907382354,172.6740849148265,73.44305269078649,9.08246489896429,-0.7887202137513006,9,3.4894803772037455,2,[39.00582357]
3,8.310565707162592,82.62670469768946,77.47888578367458,2.811986562308451,7.531953340157684,8,21.192117172948798,3,[37.05127033]
3,3.742476539694147,11.411307159857662,80.64669916313242,11.218550978095672,9.700753083319396,6,18.581502827056674,4,[40.82413188]
6,4.7713722968095205,31.348414925807646,73.16458222311512,1.0984172212120094,8.02256918869027,3,2.245792086768759,4,[44.712657]
6,3.1794751368647,52.797742481961556,65.39934060175057,25.966961706356468,4.5358146779880215,8,13.768744091013673,4,[40.04773526]
4,2.3763104876521988,86.30281064586767,65.48381740862537,40.86943077962677,-0.5726825813037266,10,19.004995191217162,3,[36.6850722]
3,10.277469485545096,18.59456516878599,77.70627891329579,11.047263105927447,1.8561591694624124,1,21.230957895095408,4,[37.95877652]
