material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,TC loss  (%)
1,2.4652468813839614,169.19050950523774,21.70372537798678,-0.77169161133118,7.9314065089348755,4,19.834997128038392,4,[63.8061711]
0,2.710344237872836,40.47980091759885,7.126613309893269,2.7852818012626184,10.656430145902227,6,11.116108253652698,2,[56.37309329]
1,1.8455474439582105,165.05069151329474,-0.9318317299772193,11.202038782191256,3.9228987792490777,7,7.002525755689084,2,[56.70622448]
1,2.8392526901381405,191.59573655096787,23.3798435022582,14.205394382665515,10.698115855068467,5,0.32152360697233817,4,[58.41632314]
1,2.124639318712393,78.5630958356981,28.098300847359972,15.363782586402,1.5424336090047488,6,40.6869671283459,2,[57.55020177]
1,2.7129863884100613,126.58458006061299,10.05099071444641,3.203743482038359,2.1056203369319,3,22.085025912663014,2,[52.48372736]
1,-0.9947122817871012,192.53433729384537,4.070309514353292,10.307563853980543,0.08946736284574652,0,28.25159378103993,3,[55.89503515]
1,5.476123603061066,39.827948997734005,68.8611203921489,3.8297850534890063,10.69114033825549,4,53.67180485709302,0,[62.08619925]
1,8.135294751577423,44.493712809095356,68.27622563003138,1.6526002552074832,9.847079145708916,5,52.70507091114953,1,[56.19473906]
2,2.8169758180245728,27.91551426796563,60.5439967375729,16.994814455263068,4.639878009703559,5,47.53166694423641,1,[55.43982883]
2,0.6472313397155094,56.28162669925949,73.63317938855737,6.890948669927609,6.138856654828712,4,57.864814200445956,1,[57.7257907]
0,2.466442773491021,43.64349725683277,53.18661403264033,20.1351714055203,8.649709824917991,5,32.26216637586259,4,[57.9946802]
1,2.5953850356923582,47.02997791043508,42.56716732087235,16.874624317374497,1.621101273860492,6,27.038688791851957,1,[62.48658783]
2,8.405078701867144,50.62102595295297,67.62297016367482,49.45771894667807,6.779107971010493,0,54.39980495747647,0,[58.48442601]
3,5.0766591984451,36.003837996112956,25.01650899005627,10.376816456442075,-0.09751572370655825,4,47.33951790019856,1,[54.63010642]
1,6.316866780483638,190.27439811350928,18.102067233743586,11.1659175048913,7.881129302848912,6,23.854498848933538,4,[58.29212126]
2,6.312596989931219,29.298630518300502,68.23172151824063,22.550638712522556,2.9456257925934533,3,50.8541713353318,0,[56.62796573]
1,-0.9281903496704188,-0.060761529444847806,23.921984591023026,9.273812462983683,10.056554801116357,0,41.708657892278595,3,[61.3397063]
4,7.59868367976849,29.204972859418884,65.67120097582223,43.169203275780276,0.274846249178442,0,54.55190735882274,0,[60.46020695]
0,2.5162599001936083,47.38165018025086,4.661847088419915,8.64904329398676,3.0178854914600572,4,23.671234024161624,3,[57.03566427]
