Initial C/N (%),Material_Main,Initial moisture content (%),Method,Initial pH,Material_2,Time Period,Initial TN (%),Initial TC (%),Additive_1,Additive Species,N2O-N loss (%)
1.0895185550847026,5.913532845069326,62.23411550986025,3.6026894285534192,1.5047065204675096,0.39885016399788364,115.47081950736319,9.30251695461763,8.413567272977737,4.700781915632865,3,[63.61461958]
5.641118496105295,2.927117076829562,4.843068903906727,1.3197950248009591,5.91572203296156,0.12044619106305388,7.200260153233636,11.945924642017204,32.024685698255986,0.5326748097441963,2,[70.304341]
4.932516638344348,3.051213450936217,86.58431361557174,0.7648779746586023,5.852795263672593,0.3812911409896813,3.9309569957442196,12.991901327719319,170.9251158800531,3.941589578793843,4,[69.91642189]
28.37542387483966,2.520164654709598,29.534595343531212,0.12499447702295408,4.302727545499608,0.06628051029545612,21.883898307003903,10.899481506997791,143.29625120652665,2.146557355684561,1,[67.80758118]
44.11507792173428,7.980041633829522,63.26139512046979,3.6053772421366044,9.512586516482582,0.9524199893224483,7.421562700772196,4.1105534545598506,144.97798630676567,3.7383723177975354,0,[42.67678402]
10.383233359544096,3.2275487066868194,83.76232033912186,3.709992853987049,6.616251831152825,0.08933095274049221,78.36599065655457,9.303405116247742,12.249583980267179,6.460291068806986,2,[60.18891249]
46.982253203863834,3.387065774477694,0.7664701956528914,3.5151004236519663,3.5666435664468605,0.16052704323858247,29.02358276574695,7.378118279289803,7.162003159517653,0.24510635584608942,1,[67.35822297]
33.945004193074105,3.9597985501565103,32.35574991426028,2.0638098558055895,6.676657929583525,0.0922554624609867,18.13182776776694,12.602724725593754,77.86643925321498,5.754182247522032,4,[67.96980851]
0.9433644344677071,4.4813999896017584,82.44431670884147,3.8043770464343822,9.06913335278014,0.3627306517621831,86.32575731510848,11.65184822304605,11.853784276433595,3.7455853309010823,0,[59.40355082]
31.174777719150462,6.928527824902069,51.13105670806201,3.0162214380893944,10.50638775573811,0.34685300247217665,78.46028704082703,14.25527562958704,65.01569990944424,2.932581856486175,0,[56.78721926]
41.366720093921735,5.045931028513376,69.46530386099496,3.801455171486749,2.0528626299805657,0.04865804790024186,76.06966493812644,9.473347339615776,30.08980502519168,0.2532474899920769,4,[60.86310528]
