Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4,Composting Method,M1_is Enclosed,Period (d),V4_Ventilation Day,V1_Ventilation Type,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),NH3-N loss (%)
9,0,3,31,13,2,0,2,0,55.0,0.0,2,0.0,0,7,0.0,11.25,60.04,0.0,15.39,4.51
9,0,3,31,13,2,0,2,0,55.0,0.0,2,0.0,0,14,0.0,11.25,60.04,0.0,15.39,2.5
8,0,3,31,13,2,0,2,0,42.04,23.07,2,3.76,0,11,4.83,1.42,64.28,0.79,20.52,4.44
8,0,3,31,13,2,0,2,0,42.04,23.07,1,3.76,8,6,4.83,1.42,64.28,0.79,20.52,2.18
8,6,3,31,13,2,0,0,1,35.0,35.0,0,0.0,0,5,0.0,0.06,72.1,0.2,11.37,21.16
9,6,3,31,13,2,0,0,1,56.0,0.0,2,0.0,0,7,0.0,1.2,67.6,0.0,18.98,35.7
9,6,3,40,13,2,0,0,1,56.0,0.0,2,0.0,0,7,3.3,1.2,67.6,0.0,18.98,27.4
9,6,3,40,13,2,0,0,1,56.0,0.0,2,0.0,0,7,6.6,1.2,67.6,0.0,18.98,20.7
9,6,3,40,13,2,0,0,1,56.0,0.0,2,0.0,0,7,9.9,1.2,67.6,0.0,18.98,15.7
9,6,3,40,13,2,0,0,1,56.0,0.0,2,0.0,0,7,13.2,1.2,67.6,0.0,18.98,12.9
7,6,3,31,13,2,0,0,1,28.0,0.0,2,0.0,0,8,0.0,0.13,61.46,0.0,30.88,36.3
7,6,3,8,13,2,0,0,1,28.0,0.0,2,0.0,0,8,2.0,0.13,60.66,0.0,30.04,33.2
7,6,3,8,13,2,0,0,1,28.0,0.0,2,0.0,0,8,4.0,0.13,59.71,0.0,30.35,26.6
7,6,3,8,13,2,0,0,1,28.0,0.0,2,0.0,0,8,6.0,0.13,60.45,0.0,30.57,20.4
7,6,3,8,13,2,0,0,1,28.0,0.0,2,0.0,0,8,8.0,0.13,60.07,0.0,30.88,14.9
7,6,3,8,13,2,0,0,1,28.0,0.0,2,0.0,0,8,10.0,0.13,59.45,0.0,31.04,10.7
0,6,3,31,13,2,0,1,0,64.0,0.0,2,0.0,0,11,0.0,1.0,74.0,0.0,20.63,8.12
0,6,3,31,13,2,0,1,1,64.0,0.0,2,0.0,0,11,0.0,1.0,74.0,0.0,20.63,7.47
0,6,3,31,13,2,0,1,1,64.0,0.0,2,0.0,0,11,0.0,1.0,74.0,0.0,20.63,16.56
0,6,3,31,13,2,0,1,1,64.0,64.0,0,0.0,0,11,0.0,1.0,74.0,1.16,19.21,22.51
7,6,1,31,13,2,0,0,1,25.0,25.0,1,30.0,4,0,0.0,0.06,60.0,0.08,19.77,0.04
7,6,1,31,13,2,0,0,1,25.0,25.0,1,30.0,4,0,0.0,0.06,60.0,0.83,20.12,10.76
7,6,1,31,13,2,0,0,1,25.0,25.0,1,30.0,4,0,0.0,0.06,60.0,1.64,20.02,19.91
9,3,3,31,13,2,0,1,0,55.3,0.0,2,0.0,0,0,0.0,0.4,77.53,0.0,6.53,2.6
9,0,3,31,13,2,0,1,0,56.7,0.0,2,0.0,0,0,0.0,0.4,66.71,0.0,6.81,1.2
9,0,3,31,13,2,0,1,0,64.1,0.0,2,0.0,0,0,0.0,0.4,66.36,0.0,9.22,0.55
9,0,3,31,13,2,0,1,0,61.3,0.0,2,0.0,0,0,0.0,11.43,67.68,0.0,7.35,0.15
9,0,3,31,13,2,0,1,0,62.7,0.0,2,0.0,0,0,0.0,12.04,66.26,0.0,7.24,0.25
8,5,3,31,13,2,0,0,1,50.0,50.0,0,0.0,0,0,0.0,0.03,72.13,0.22,19.11,19.06
8,6,3,31,13,2,0,0,1,50.0,50.0,0,0.0,0,0,0.0,0.03,69.74,0.21,13.27,13.7
8,2,3,31,13,2,0,0,1,50.0,50.0,0,0.0,0,0,0.0,0.03,71.05,0.21,13.56,11.68
9,6,3,31,13,2,0,0,1,28.0,28.0,1,30.0,4,2,0.0,0.07,60.0,0.86,15.04,18.35
9,6,3,31,13,2,0,0,1,28.0,28.0,1,30.0,4,2,0.0,0.07,60.0,0.93,19.96,20.72
9,6,3,31,13,2,0,0,1,28.0,28.0,1,30.0,4,2,0.0,0.07,60.0,0.9,24.99,25.05
9,6,3,31,13,2,0,0,1,28.0,28.0,1,30.0,4,2,0.0,0.07,60.0,0.91,30.23,25.95
2,3,3,31,13,2,0,0,1,28.0,28.0,1,30.0,6,4,0.0,0.06,66.9,1.21,25.0,34.9
2,0,3,31,13,2,0,0,1,28.0,28.0,1,30.0,6,4,0.0,0.06,58.6,0.96,20.9,18.2
2,0,3,31,13,2,0,0,1,28.0,28.0,1,30.0,6,4,0.0,0.06,53.1,0.86,18.7,6.5
2,0,3,31,13,2,0,0,1,28.0,28.0,1,30.0,6,4,0.0,0.06,47.5,0.76,16.8,1.4
0,3,3,31,13,2,0,2,0,42.04,23.07,2,3.76,0,0,4.83,1.42,64.28,0.79,20.52,16.06
0,3,3,31,13,2,0,2,0,42.04,23.07,2,3.76,0,0,4.83,1.42,64.28,0.79,20.52,7.55
7,5,3,31,13,2,0,0,1,50.0,50.0,0,0.0,0,0,0.0,0.02,73.67,0.2,9.89,13.53
9,3,3,31,13,2,0,1,0,65.0,0.0,2,0.0,0,15,0.0,13.55,80.3,0.0,15.4,35.57
9,6,3,31,13,2,0,1,0,65.0,0.0,2,0.0,0,15,0.0,13.55,70.4,0.0,28.3,27.93
9,6,3,31,13,2,0,1,0,65.0,0.0,2,0.0,0,15,0.0,11.58,71.6,0.0,30.2,25.77
9,0,3,31,13,2,0,1,0,65.0,0.0,2,0.0,0,15,0.0,13.55,70.1,0.0,24.7,11.03
0,6,3,31,13,2,0,2,0,88.0,0.0,2,0.0,0,1,0.0,10.0,72.5,0.0,24.8,11.0
0,6,3,31,13,2,0,2,0,88.0,0.0,2,0.0,0,1,0.0,10.0,72.5,0.0,24.8,17.0
0,6,3,31,13,2,0,2,0,88.0,0.0,2,0.0,0,3,0.0,10.0,72.5,0.0,24.8,18.0
0,6,3,31,13,2,0,2,0,85.0,0.0,2,0.0,0,0,0.0,10.0,74.8,0.0,22.3,1.0
0,6,3,31,13,2,0,2,0,85.0,0.0,2,0.0,0,1,0.0,10.0,74.8,0.0,22.3,2.0
0,6,3,31,13,2,0,2,0,85.0,0.0,2,0.0,0,3,0.0,10.0,74.8,0.0,22.3,2.0
8,0,3,31,13,2,0,1,0,37.0,37.0,1,20.0,5,5,0.0,1.0,65.0,0.51,25.0,19.13
8,0,3,4,13,2,0,1,0,37.0,37.0,1,20.0,5,5,5.0,1.0,65.0,0.51,25.0,14.06
8,0,3,4,13,2,0,1,0,37.0,37.0,1,20.0,5,5,10.0,1.0,65.0,1.33,25.0,16.01
0,6,3,42,13,2,0,2,0,51.0,0.0,2,0.0,0,13,5.6,11.31,65.0,0.0,15.0,9.75
0,6,3,31,13,2,0,2,0,51.0,0.0,2,0.0,0,13,0.0,7.16,65.0,0.0,20.0,6.62
0,6,3,31,13,2,0,2,0,51.0,0.0,2,0.0,0,13,0.0,11.4,65.0,0.0,25.0,4.66
0,6,3,31,13,2,0,2,0,51.0,0.0,2,0.0,0,13,0.0,6.94,65.0,0.0,30.0,4.13
0,6,3,31,13,2,0,2,0,51.0,0.0,2,0.0,0,13,0.0,6.94,65.0,0.0,35.0,3.11
8,0,3,31,13,2,0,1,0,26.0,26.0,1,20.0,5,0,0.0,1.3,70.0,0.52,20.42,11.57
8,0,3,31,13,2,0,1,0,26.0,26.0,1,20.0,5,0,0.0,1.3,70.0,0.52,20.42,14.24
8,0,3,31,13,2,0,1,0,26.0,26.0,1,20.0,5,0,0.0,1.3,70.0,0.52,20.42,18.32
8,5,4,11,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,63.45,0.3,11.68,18.38
8,5,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,62.82,0.3,10.89,18.09
8,5,4,31,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,63.53,0.36,11.38,28.35
8,5,3,11,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,61.74,0.27,12.39,20.67
8,5,4,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,62.52,0.3,12.04,13.88
8,5,3,31,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,62.08,0.28,9.49,29.42
8,6,3,31,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,60.35,0.28,12.19,22.73
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,61.11,0.27,12.47,20.33
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,62.01,0.28,12.04,17.22
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,62.56,0.3,11.48,11.78
8,0,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,61.58,0.27,12.56,14.71
8,5,3,31,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,63.18,0.3,9.95,29.84
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,57.57,0.24,13.48,9.14
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,61.18,0.26,11.3,7.92
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,60.59,0.28,10.25,5.05
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,59.92,0.28,10.59,14.82
8,6,3,38,13,2,0,0,1,22.0,22.0,0,0.0,0,0,0.0,0.0,61.03,0.26,10.29,23.29
8,5,3,31,13,2,0,0,1,42.04,23.07,1,3.76,7,0,4.83,1.42,64.28,0.79,20.52,2.66
8,5,3,24,13,2,0,0,1,42.04,23.07,1,3.76,7,0,4.83,1.42,64.28,0.79,20.52,1.58
8,5,3,24,5,2,0,0,1,42.04,23.07,1,3.76,7,0,4.83,1.42,64.28,0.79,20.52,1.86
8,5,3,15,13,2,0,0,1,42.04,23.07,1,3.76,7,0,4.83,1.42,64.28,0.79,20.52,3.85
9,6,3,31,13,2,0,2,1,56.0,56.0,0,0.0,0,0,0.0,1.37,69.4,0.11,29.0,16.5
9,6,3,42,13,2,0,2,1,56.0,56.0,0,0.0,0,0,1.73,1.37,71.1,0.11,24.7,27.5
9,6,3,42,13,2,0,2,1,56.0,56.0,0,0.0,0,0,0.32,1.37,69.2,0.11,19.5,36.2
9,6,3,39,13,2,0,2,1,56.0,56.0,0,0.0,0,0,0.0,1.37,70.3,0.11,19.6,24.8
9,5,4,42,13,2,0,2,1,56.0,56.0,0,0.0,0,0,2.84,1.18,71.8,0.11,19.5,24.9
9,3,3,31,13,2,0,0,1,31.6,31.6,0,0.0,0,2,0.0,0.3,68.5,0.06,9.78,4.38
7,3,3,31,13,2,0,0,1,31.6,31.6,0,0.0,0,2,0.0,0.3,68.8,0.07,8.0,10.21
1,3,3,31,13,2,0,0,1,30.9,30.9,0,0.0,0,2,0.0,0.3,62.5,0.13,9.0,0.32
3,5,3,31,13,2,0,0,1,31.7,31.7,0,0.0,0,2,0.0,0.3,49.3,0.17,15.85,0.01
3,5,3,31,13,2,0,0,1,31.7,31.7,0,0.0,0,2,0.0,0.3,59.3,0.15,15.63,0.01
3,5,3,31,13,2,0,0,1,30.9,30.9,0,0.0,0,2,0.0,0.3,44.6,0.14,22.83,0.09
1,5,3,31,13,2,0,0,1,31.6,31.6,0,0.0,0,2,0.0,0.3,69.3,0.1,10.15,0.5
1,5,3,31,13,2,0,0,1,42.04,23.07,0,3.76,0,2,4.83,1.42,64.28,0.79,20.52,0.0
5,3,3,31,13,2,0,0,1,30.7,30.7,0,0.0,0,2,0.0,0.3,50.0,0.09,19.34,0.04
5,3,3,31,13,2,0,0,1,30.8,30.8,0,0.0,0,2,0.0,0.3,53.7,0.14,21.87,0.22
8,3,3,31,13,2,0,0,1,42.04,23.07,0,3.76,0,2,4.83,1.42,64.28,0.79,20.52,2.09
1,3,3,31,13,2,0,0,1,31.6,31.6,0,0.0,0,2,0.0,0.3,62.6,0.17,5.22,0.53
6,5,3,31,13,2,0,0,1,30.7,30.7,0,0.0,0,2,0.0,0.3,60.1,0.18,21.79,0.73
6,5,3,31,13,2,0,0,1,42.04,23.07,0,3.76,0,2,4.83,1.42,64.28,0.79,20.52,0.01
1,5,3,31,13,2,0,0,1,30.8,30.8,0,0.0,0,2,0.0,0.3,43.4,0.08,15.42,0.08
0,3,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,72.7,0.4,18.0,23.75
0,3,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,71.7,0.4,18.0,20.79
0,3,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,71.7,0.2,18.0,17.63
0,5,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,68.8,0.2,22.0,11.46
0,5,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,69.5,0.2,26.0,9.37
0,5,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,67.3,0.2,29.0,13.16
0,3,3,31,13,2,0,0,1,66.0,66.0,0,0.0,0,10,0.0,0.03,71.8,0.2,18.0,19.0
0,6,3,31,13,2,0,1,0,64.0,0.0,2,0.0,0,0,0.0,1.1,74.27,0.0,20.39,8.84
0,6,3,31,13,2,0,1,1,64.0,0.0,2,0.0,0,0,0.0,1.1,74.27,0.0,20.39,8.04
0,6,3,31,13,2,0,1,1,64.0,0.0,2,0.0,0,11,0.0,1.1,74.27,0.0,20.39,17.69
0,6,3,31,13,2,0,1,1,42.04,23.07,1,3.76,11,11,4.83,1.42,64.28,0.79,20.52,24.12
