Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4, Composting Method,M1_is Enclosed,V2_Ventilation Interval (min),Turning times,Period (d),V4_Ventilation Day,V1_Ventilation Type,Compost volume (m3),V3_Ventilation Duration (min),Application Rate (%DW),Initial Moisture Content (%),Initial C/N (%),Initial pH,Initial TN (%),V5_Ventilation rate (L/min/kg iniDW),TN loss (%)
5,13,4,2,11,4,1,1,0.0,0.0,4.0,28.0,0.0,2.0,1.0,0.0,30.0,63.65193,29.17088,7.64665,1.4,0.0,19.4
5,13,4,2,11,4,1,1,0.0,0.0,4.0,28.0,0.0,2.0,1.0,0.0,42.0,64.356,26.25048,7.92621,1.4,0.0,16.26
5,13,4,2,11,4,1,1,0.0,0.0,4.0,28.0,0.0,2.0,1.0,0.0,54.0,62.203,26.25048,6.66457,1.4,0.0,14.85
10,8,4,27,11,4,1,0,1.0,0.0,4.0,28.0,28.0,0.0,1.8,0.0,0.0,63.2432,16.27185,7.73676,2.35425,0.20354,19.5
10,8,4,25,11,4,1,0,1.0,0.0,4.0,28.0,28.0,0.0,1.8,0.0,0.69203,64.0541,14.67513,7.74008,2.20125,0.20761,18.5
8,13,4,27,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,0.0,55.0,25.02125,7.4,1.80435,1.11111,6.03
8,13,4,2,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,2.0,55.0,25.08996,7.8,1.84239,1.11111,4.15
8,13,4,2,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,4.0,55.0,25.00167,7.8,1.8587,1.11111,2.7
8,13,4,2,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,6.0,55.0,23.99361,8.0,1.95109,1.11111,3.16
8,13,4,2,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,8.0,55.0,22.31769,8.0,2.11957,1.11111,2.44
8,13,4,2,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,12.0,55.0,21.13909,8.1,2.27717,1.11111,2.21
8,13,4,2,11,4,1,0,1.0,0.0,11.0,56.0,56.0,1.0,0.13,0.0,18.0,55.0,20.40002,8.2,2.42935,1.11111,2.08
4,2,4,27,11,4,1,1,0.0,0.0,37.0,69.0,0.0,2.0,0.08,0.0,0.0,80.7,20.37805,8.83579,0.82,0.0,24.05063
4,2,4,2,11,4,1,1,0.0,0.0,37.0,69.0,0.0,2.0,0.08,0.0,3.0,80.7,22.76667,8.7879,0.9,0.0,17.24138
4,2,4,28,11,4,1,1,0.0,0.0,37.0,69.0,0.0,2.0,0.08,0.0,4.0,80.7,19.47368,8.83579,0.95,0.0,11.63934
4,2,4,28,0,4,1,1,0.0,0.0,37.0,69.0,0.0,2.0,0.08,0.0,3.0,80.7,22.13253,8.7879,0.83,0.0,18.1
10,13,4,27,11,4,1,0,1.0,0.0,4.0,35.0,35.0,0.0,0.06,0.0,0.0,69.2,18.4,8.23053,2.04,0.3,37.5
10,13,4,13,7,4,1,0,1.0,0.0,4.0,35.0,35.0,0.0,0.06,0.0,3.644,69.2,18.4,8.02421,2.04,0.3,18.8
10,13,4,31,9,4,1,0,1.0,0.0,4.0,35.0,35.0,0.0,0.06,0.0,3.644,69.2,18.4,7.96947,2.04,0.3,20.8
10,13,4,4,9,4,1,0,1.0,0.0,4.0,35.0,35.0,0.0,0.06,0.0,2.104,69.2,18.4,8.16316,2.04,0.3,17.6
10,13,4,13,9,4,1,0,1.0,0.0,4.0,35.0,35.0,0.0,0.06,0.0,1.38698,69.2,18.4,6.85368,2.04,0.3,9.8
10,8,4,25,11,4,1,2,0.0,0.0,15.0,82.0,0.0,2.0,5.456,0.0,1.37741,63.7,15.4,6.5,2.60573,0.0,30.73
10,8,4,2,10,4,1,2,0.0,0.0,15.0,82.0,0.0,2.0,5.456,0.0,9.64187,63.7,17.51,6.5,2.44091,0.0,20.73
10,4,4,25,11,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,2.5,60.0,17.6,7.39521,2.66347,6.25,32.19
10,4,4,25,11,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,2.5,60.0,24.0,7.40328,1.99045,6.25,20.8
10,4,4,25,11,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,2.5,60.0,32.4,6.76377,1.55129,6.25,13.65
10,4,4,25,11,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,2.5,60.0,40.3,6.72878,1.24328,6.25,7.66
10,4,4,4,10,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,2.5,60.0,24.0,8.18053,1.8822,6.25,20.8
10,4,4,4,10,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,5.0,60.0,24.4,8.08772,1.8822,6.25,13.82
10,4,4,4,10,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,7.5,60.0,24.1,8.03508,1.86408,6.25,10.57
10,4,4,4,10,4,1,0,1.0,240.0,7.0,50.0,50.0,1.0,0.18,10.0,10.0,60.0,24.1,7.92372,1.85097,6.25,9.8
10,4,4,38,10,4,1,0,1.0,240.0,5.0,35.0,35.0,1.0,0.18,10.0,2.5,60.0,27.0,8.35331,1.8811,6.25,33.01
10,4,4,38,10,4,1,0,1.0,240.0,5.0,35.0,35.0,1.0,0.18,10.0,9.23077,60.0,26.0,8.3426,1.76278,6.25,28.94
10,4,4,38,10,4,1,0,1.0,240.0,5.0,35.0,35.0,1.0,0.18,10.0,16.92308,60.0,26.3,8.23822,1.55575,6.25,21.28
10,4,4,38,10,4,1,0,1.0,240.0,5.0,35.0,35.0,1.0,0.18,10.0,24.61538,60.0,25.3,8.19063,1.48814,6.25,17.39
10,8,4,27,11,4,1,1,0.0,0.0,62.0,81.0,0.0,2.0,16.0,0.0,0.0,65.0,14.42029,8.12,2.76,0.0,34.15
10,8,4,2,11,4,1,1,0.0,0.0,66.0,81.0,0.0,2.0,16.0,0.0,8.8,65.0,15.14815,8.12,2.7,0.0,29.07
0,0,2,27,11,4,1,1,0.0,0.0,9.0,50.0,0.0,2.0,0.06,0.0,0.0,60.6,22.5,7.84,1.30392,0.0,15.0
0,0,2,12,11,4,1,1,0.0,0.0,9.0,50.0,0.0,2.0,0.06,0.0,25.49,60.1,23.4,7.68,1.2193,0.0,10.8
10,14,4,27,11,4,1,0,1.0,0.0,4.0,28.0,28.0,0.0,0.06,0.0,0.0,62.06,17.91,7.79826,1.95,0.36,20.29
10,14,4,4,11,4,1,0,1.0,0.0,4.0,28.0,28.0,0.0,0.06,0.0,10.0,58.69,18.23,7.89913,1.96,0.36,13.03
8,13,4,38,11,4,1,0,1.0,0.0,11.0,56.0,56.0,0.0,0.1,0.0,10.0,55.0,25.17972,7.6,1.80701,0.78667,28.8
8,13,4,8,11,4,1,0,1.0,0.0,11.0,56.0,56.0,0.0,0.1,0.0,10.0,55.0,25.67343,8.6,1.77226,0.78667,28.3
8,13,4,8,11,4,1,0,1.0,0.0,11.0,56.0,56.0,0.0,0.1,0.0,10.0,55.0,25.43875,8.7,1.78861,0.78667,28.42
3,13,4,27,11,4,1,0,1.0,20.0,4.0,30.0,30.0,1.0,0.06,40.0,0.0,53.59,32.46,8.39379,1.1,0.52291,31.94
3,13,3,27,11,4,1,0,1.0,20.0,4.0,30.0,30.0,1.0,0.06,40.0,0.0,59.065,25.3507,6.49326,1.56799,0.56157,24.55
3,13,4,16,11,4,1,0,1.0,20.0,4.0,30.0,30.0,1.0,0.06,40.0,2.54,58.759,22.71149,6.82668,1.72634,0.5724,22.86
3,13,4,25,11,4,1,0,1.0,20.0,4.0,30.0,30.0,1.0,0.06,40.0,2.54,58.759,22.71149,6.82668,1.72634,0.5724,32.13
10,13,4,27,11,4,1,0,1.0,30.0,2.0,35.0,35.0,1.0,0.06,30.0,0.0,67.6,17.4312,7.779,2.22446,0.38,32.01
10,13,4,30,11,4,1,0,1.0,30.0,2.0,35.0,35.0,1.0,0.06,30.0,0.408,67.68,14.83745,6.76537,2.06768,0.38,20.32
10,13,4,6,11,4,1,0,1.0,30.0,2.0,35.0,35.0,1.0,0.06,30.0,0.408,69.52,16.20429,8.01878,2.16937,0.38,33.29
10,13,4,30,2,4,1,0,1.0,30.0,2.0,35.0,35.0,1.0,0.06,30.0,0.408,67.76,13.97506,7.24492,2.27531,0.38,19.58
10,13,4,27,11,4,1,0,1.0,0.0,5.0,28.0,28.0,0.0,0.06,0.0,0.0,57.54093,19.25,7.08396,2.13,0.48,31.5
10,13,4,13,11,4,1,0,1.0,0.0,5.0,28.0,28.0,0.0,0.06,0.0,2.44988,63.73701,17.79774,6.59564,2.14833,0.48,15.82
10,13,4,13,11,4,1,0,1.0,0.0,5.0,28.0,28.0,0.0,0.06,0.0,2.45195,62.20501,18.60683,6.76549,2.15,0.48,27.47
10,13,4,31,11,4,1,0,1.0,0.0,5.0,28.0,28.0,0.0,0.06,0.0,4.35435,59.571,21.27248,8.34723,2.16833,0.48,32.42
7,0,4,27,11,4,1,0,1.0,360.0,0.0,21.0,21.0,1.0,0.1,10.0,0.0,61.99,24.53429,5.70635,3.07,0.2,23.4
7,0,4,36,11,4,1,0,1.0,360.0,0.0,21.0,21.0,1.0,0.1,10.0,0.25,61.99,24.53429,5.60317,3.15,0.2,13.05
7,0,4,36,11,4,1,0,1.0,360.0,0.0,21.0,21.0,1.0,0.1,10.0,5.25,62.08218,23.1234,5.64286,2.99,0.2,6.82
7,0,4,25,11,4,1,0,1.0,360.0,0.0,21.0,21.0,1.0,0.1,10.0,5.0,61.92748,23.08101,5.65873,2.92,0.2,16.78
7,13,4,27,11,4,1,0,1.0,0.0,2.0,42.0,42.0,0.0,0.165,0.0,0.0,53.8,16.6,7.9,2.89,0.0702,48.7
7,13,4,2,11,4,1,0,1.0,0.0,2.0,42.0,42.0,0.0,0.165,0.0,10.8,49.3,18.6,8.29,2.65,0.06533,41.9
7,13,4,2,11,4,1,0,1.0,0.0,2.0,42.0,42.0,0.0,0.165,0.0,21.6,50.2,20.4,8.04,2.45,0.07023,38.3
8,13,4,27,11,4,1,0,1.0,0.0,6.0,34.0,34.0,0.0,0.06,0.0,0.0,65.0,11.37,7.68841,2.51684,0.27211,37.08
8,13,4,4,11,4,1,0,1.0,0.0,6.0,34.0,34.0,0.0,0.06,0.0,10.0,65.0,11.37,7.74411,2.24758,0.26291,28.22
8,13,4,4,3,4,1,0,1.0,0.0,6.0,34.0,34.0,0.0,0.06,0.0,10.28571,65.0,11.37,7.74411,2.24758,0.26265,26.16
8,13,4,4,3,4,1,0,1.0,0.0,6.0,34.0,34.0,0.0,0.06,0.0,14.57143,65.0,11.37,7.74411,2.35703,0.2589,24.0
10,13,4,27,11,4,1,0,1.0,0.0,6.0,35.0,35.0,0.0,0.06,0.0,0.0,69.2,18.43351,8.2,2.03653,0.25,37.5
10,13,4,13,8,4,1,0,1.0,0.0,6.0,35.0,35.0,0.0,0.06,0.0,2.104,69.25,18.43351,8.0,2.03653,0.25,18.8
10,13,4,4,11,4,1,0,1.0,0.0,6.0,35.0,35.0,0.0,0.06,0.0,4.0,67.70309,18.43351,7.25,2.03653,0.25,24.8
10,13,4,13,11,4,1,0,1.0,0.0,6.0,35.0,35.0,0.0,0.06,0.0,0.64519,69.132,18.43351,6.75,2.03653,0.25,15.5
8,8,4,27,11,4,1,0,1.0,720.0,0.0,29.0,29.0,1.0,0.0141,720.0,0.0,68.2,14.63687,7.83,1.79,4.0,33.4
8,5,4,2,11,4,1,0,1.0,720.0,0.0,29.0,29.0,1.0,0.0141,720.0,5.0,76.4,10.55838,8.05,1.97,4.0,18.5
8,8,4,2,11,4,1,0,1.0,720.0,0.0,29.0,29.0,1.0,0.0141,720.0,5.0,70.6,12.2488,8.22,2.09,4.0,13.8
7,13,4,27,11,4,1,0,1.0,0.0,9.0,50.0,10.6,0.0,0.1,1.0,0.0,60.0,31.0074,6.53,1.52287,0.675,41.19
7,13,4,8,11,4,1,0,1.0,0.0,9.0,50.0,10.0,0.0,0.1,2.0,2.0,60.0,30.0553,6.85,1.56332,1.25,38.64
7,13,4,8,11,4,1,0,1.0,0.0,9.0,50.0,8.5,0.0,0.1,1.0,4.0,60.0,30.3317,6.46,1.56817,0.675,31.45
7,13,4,8,11,4,1,0,1.0,0.0,9.0,50.0,10.6,0.0,0.1,1.0,6.0,60.0,30.5467,6.52,1.47087,0.675,25.78
7,13,4,8,11,4,1,0,1.0,0.0,9.0,50.0,10.6,0.0,0.1,1.0,8.0,60.0,31.0381,6.5,1.40481,0.675,18.48
7,13,4,8,11,4,1,0,1.0,0.0,9.0,50.0,7.1,0.0,0.1,1.0,10.0,60.0,30.7924,6.55,1.40481,0.625,12.39
10,13,4,27,11,4,1,0,1.0,0.0,9.0,50.0,50.0,0.0,0.1,0.0,0.0,55.0,25.0,7.74382,2.084,0.3,3.27626
10,13,4,2,11,4,1,0,1.0,0.0,9.0,50.0,50.0,0.0,0.1,0.0,10.0,56.5,24.01305,8.21499,1.99491,0.3,1.86454
10,13,4,2,15,4,1,0,1.0,0.0,9.0,50.0,50.0,0.0,0.1,0.0,20.0,57.0,23.06487,8.13921,2.09051,0.3,1.06012
10,13,4,2,15,5,1,0,1.0,0.0,9.0,50.0,50.0,0.0,0.1,0.0,20.5,57.0,23.06487,8.0173,2.1254,0.3,1.0175
10,13,4,2,15,5,1,0,1.0,0.0,9.0,50.0,50.0,0.0,0.1,0.0,21.0,58.0,22.59624,7.84926,2.17654,0.3,0.84703
10,13,4,2,15,5,1,0,1.0,0.0,9.0,50.0,50.0,0.0,0.1,0.0,22.0,59.5,22.22889,7.82949,2.17931,0.3,0.75114
8,8,4,27,11,4,1,0,1.0,0.0,7.0,34.0,34.0,0.0,0.005,0.0,0.0,67.6,33.5,6.1,1.46,0.03367,20.9
8,8,4,24,13,4,1,0,1.0,0.0,7.0,34.0,34.0,0.0,0.005,0.0,7.73359,67.3,33.52459,7.65,1.22,0.03367,14.7
8,8,4,14,13,4,1,0,1.0,0.0,7.0,34.0,34.0,0.0,0.005,0.0,7.12828,66.8,33.1129,6.7,1.24,0.03367,17.3
8,8,4,24,13,4,1,0,1.0,0.0,7.0,34.0,34.0,0.0,0.005,0.0,6.05043,66.0,31.5303,6.43,1.32,0.03367,5.7
10,5,4,27,11,4,1,2,0.0,0.0,13.0,52.0,0.0,2.0,0.184,0.0,0.0,65.0,16.75336,7.67701,2.157,0.0,22.64
10,5,4,2,11,4,1,2,0.0,0.0,13.0,52.0,0.0,2.0,0.342,0.0,23.0,65.0,24.09262,8.00046,1.958,0.0,15.38
10,5,4,2,11,4,1,2,0.0,0.0,13.0,52.0,0.0,2.0,0.394,0.0,57.0,65.0,22.4904,8.06919,1.823,0.0,8.88
10,5,4,2,11,4,1,2,0.0,0.0,13.0,52.0,0.0,2.0,0.1032,0.0,122.0,65.0,26.38806,8.28752,1.675,0.0,11.28
7,13,4,27,11,4,1,0,1.0,0.0,13.0,91.0,0.0,0.0,0.25,0.0,0.0,60.0,20.0,7.99441,1.99,0.0,38.7288
7,13,4,2,11,4,1,0,1.0,0.0,13.0,91.0,0.0,0.0,0.25,0.0,12.5,60.0,20.0,7.90629,2.02,0.0,30.5921
7,13,4,12,11,4,1,0,1.0,0.0,13.0,91.0,10.0,0.0,0.25,0.0,12.5,60.0,20.0,7.55385,1.93,0.0,28.3129
7,13,4,2,5,4,1,0,1.0,0.0,13.0,91.0,53.0,0.0,0.25,0.0,25.0,60.0,20.0,7.45315,1.96,0.28655,20.4619
7,13,4,27,11,4,1,0,1.0,0.0,13.0,91.0,0.0,0.0,0.25,0.0,0.0,60.0,25.0,7.61678,7.87,0.0,31.9196
7,13,4,2,11,4,1,0,1.0,0.0,13.0,91.0,0.0,0.0,0.25,0.0,12.5,60.0,25.0,7.67972,1.78,0.0,21.7826
7,13,4,12,11,4,1,0,1.0,0.0,13.0,91.0,0.0,0.0,0.25,0.0,12.5,60.0,25.0,7.17622,1.82,0.0,19.0748
7,13,4,2,5,4,1,0,1.0,0.0,13.0,91.0,37.0,0.0,0.25,0.0,25.0,60.0,25.0,7.26434,1.76,0.28655,8.79526
7,13,4,27,11,4,1,0,1.0,0.0,13.0,91.0,15.2,0.0,0.25,0.0,0.0,60.0,30.0,7.55385,1.67,0.20224,26.1098
7,13,4,2,11,4,1,0,1.0,0.0,13.0,91.0,26.2,0.0,0.25,0.0,12.5,60.0,30.0,7.5035,1.63,0.3788,19.9734
7,13,4,12,11,4,1,0,1.0,0.0,13.0,91.0,30.4,0.0,0.25,0.0,12.5,60.0,30.0,7.15105,1.7,0.40502,13.265
7,13,4,2,5,4,1,0,1.0,0.0,13.0,91.0,24.7,0.0,0.25,0.0,25.0,60.0,30.0,7.12587,1.52,0.30207,9.98574
8,13,1,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,75.32,17.96,6.28,2.27914,0.35,17.06
8,13,1,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,69.37,17.83,8.05,2.0775,0.328,37.71
8,13,1,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,66.06,19.19,8.33,2.08677,0.376,33.42
0,13,8,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,76.28,21.77,8.74,2.13394,0.365,23.26
0,13,8,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,72.85,21.05,8.65,2.02493,0.363,31.6
0,13,8,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,63.45,22.43,8.79,1.98387,1.00411,34.13
8,13,4,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,67.86,12.13,5.86,2.97051,0.29577,52.0
0,13,4,27,11,4,1,0,1.0,0.0,0.0,32.0,32.0,0.0,0.1,0.0,0.0,76.28,22.24,8.73,2.13394,0.365,26.68
5,13,6,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,58.4,45.0,5.6,2.48983,0.24895,23.29
5,13,6,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,56.2,40.0,5.8,2.23463,0.24802,28.36
5,13,6,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,58.8,35.0,5.7,2.27493,0.35802,25.55
5,13,6,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,60.9,30.0,5.7,2.23257,0.35802,27.35
5,13,6,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,61.9,25.0,6.0,2.24983,0.42816,32.02
7,0,9,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,61.9,20.0,6.7,2.18573,0.49762,42.17
7,0,9,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,64.5,15.0,6.82,2.85222,1.06044,44.85
7,13,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.1,0.0,0.0,65.3,11.7,6.92,3.00722,0.31921,55.92
0,5,4,27,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,0.0,50.0,23.45395,8.3,1.52,17.85714,63.2759
0,5,4,30,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,50.0,50.0,22.89423,7.2,1.04,11.90476,47.069
0,5,4,38,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,50.0,50.0,23.34314,8.3,1.02,11.90476,50.0
0,5,4,30,15,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,50.0,50.0,23.1165,7.5,1.03,11.90476,46.7241
0,13,4,27,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,0.0,50.0,37.16,8.2,1.0,8.92857,58.2759
0,13,4,30,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,25.0,50.0,36.2561,7.0,0.82,7.14286,49.3103
0,13,4,38,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,25.0,50.0,37.1625,8.0,0.8,7.14286,46.5517
0,13,4,30,15,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,25.0,50.0,36.7037,7.3,0.81,7.14286,48.4483
0,8,4,27,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,0.0,50.0,47.54118,7.7,0.85,8.92857,44.3103
0,8,4,30,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,25.0,50.0,46.18571,6.7,0.7,7.14286,26.8966
0,8,4,38,11,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,25.0,50.0,47.54412,7.6,0.68,7.14286,28.2759
0,8,4,30,15,4,1,0,1.0,0.0,1.0,100.0,100.0,0.0,0.00025,0.0,25.0,50.0,46.85507,6.9,0.69,7.14286,33.7931
10,5,4,27,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,0.0,81.0,12.2,7.0,3.86,0.0,39.9
10,13,4,27,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,0.0,75.8,15.3,7.1,3.18,0.0,30.9
1,13,4,27,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,0.0,77.3,22.3,8.7,2.16,0.0,27.1
1,13,4,27,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,0.0,77.0,20.1,8.8,2.25,0.0,30.3
1,0,4,27,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,0.0,80.0,29.9,6.7,1.82,0.0,31.8
1,5,4,2,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,22.28321,84.1,16.9,10.7,2.26,0.0,39.3
1,13,4,2,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,9.53373,80.7,20.5,9.8,2.21,0.0,31.2
1,13,4,2,11,4,1,0,0.0,0.0,0.0,84.0,0.0,2.0,0.12,0.0,15.84383,81.5,21.3,10.0,2.03,0.0,29.4
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,10.35,60.0,16.0,7.69486,2.3,0.22,22.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,12.35,60.0,19.0,8.07015,2.0,0.44,28.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,12.15,60.0,22.0,7.88502,1.8,0.66,32.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,9.35,65.0,19.0,8.09486,2.0,0.22,23.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,9.85,65.0,22.0,8.09486,1.8,0.44,29.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,9.35,65.0,16.0,8.09486,2.3,0.66,45.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,8.35,70.0,22.0,8.07315,1.8,0.22,19.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,9.35,70.0,16.0,8.07315,2.3,0.44,40.0
0,13,4,4,11,4,1,0,1.0,0.0,5.0,60.0,60.0,0.0,0.045,0.0,8.35,70.0,19.0,8.07315,2.0,0.66,36.0
1,5,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,69.0,11.0,6.5863,3.7,0.28,17.7
1,6,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,63.0,11.0,6.37735,3.7,0.28,13.5
1,6,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,66.0,11.0,6.61977,3.7,0.28,10.2
1,8,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,65.0,14.7,6.39022,2.85034,0.28,3.1
1,8,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,67.0,12.9,6.61977,3.2093,0.28,13.1
1,5,4,2,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,25.0,65.0,16.7,7.48775,2.93413,0.28,12.8
1,5,4,2,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,14.28571,67.0,14.0,6.32838,3.24286,0.28,14.0
1,13,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,65.0,14.0,6.32787,2.95714,0.28,13.2
1,2,4,27,11,4,1,0,1.0,0.0,0.0,28.0,28.0,0.0,0.01,0.0,0.0,65.0,12.1,6.32787,3.34711,0.28,8.7
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,65.0,14.5,8.2112,2.4,0.24,21.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,65.0,18.09524,7.91656,2.1,0.48,27.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,65.0,20.73684,7.69902,1.9,0.72,31.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,70.0,18.09524,7.79368,2.1,0.24,22.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,70.0,21.10526,7.77165,1.9,0.48,28.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,70.0,14.66667,7.79657,2.4,0.72,46.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,75.0,21.52632,7.71902,1.9,0.24,18.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,75.0,14.70833,7.84158,2.4,0.48,40.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,37.0,37.0,1.0,0.06,25.0,0.0,75.0,17.90476,7.7344,2.1,0.72,35.0
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,64.1,14.7,8.6,2.36,0.24,21.3
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,65.2,18.3,8.5,2.08,0.48,26.6
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,63.7,20.7,8.3,1.9,0.72,30.6
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,71.3,18.4,8.5,2.06,0.24,22.0
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,70.6,21.1,8.3,1.9,0.48,28.4
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,70.8,15.0,8.7,2.35,0.72,45.9
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,75.7,21.2,8.4,1.93,0.24,18.4
