Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4, Composting Method,M1_is Enclosed,V2_Ventilation Interval (min),Turning times,Period (d),V4_Ventilation Day,V1_Ventilation Type,Compost volume (m3),V3_Ventilation Duration (min),Application Rate (%DW),Initial Moisture Content (%),Initial C/N (%),Initial pH,Initial TN (%),V5_Ventilation rate (L/min/kg iniDW),TN loss (%)
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,76.8,14.9,8.6,2.37,0.48,40.3
10,13,4,27,11,4,1,0,1.0,0.0,4.0,37.0,37.0,0.0,0.06,0.0,0.0,74.0,18.0,8.6,2.09,0.72,35.3
7,8,4,27,11,4,1,2,0.0,0.0,43.0,87.0,0.0,2.0,0.144,0.0,0.0,75.02,20.0,8.54653,1.573,0.0,88.17
7,8,4,27,11,4,1,2,0.0,0.0,21.0,87.0,0.0,2.0,0.144,0.0,0.0,75.02,20.0,8.49373,1.573,0.0,82.72
7,8,4,27,11,4,1,2,0.0,0.0,14.0,87.0,0.0,2.0,0.144,0.0,0.0,72.95,20.0,8.32871,2.139,0.0,86.8
7,8,4,27,11,4,1,2,0.0,0.0,43.0,87.0,0.0,2.0,0.144,0.0,0.0,75.02,25.0,8.64127,2.158,0.0,82.85
7,8,4,27,11,4,1,2,0.0,0.0,21.0,87.0,0.0,2.0,0.144,0.0,0.0,72.95,25.0,8.60317,2.115,0.0,70.73
7,8,4,27,11,4,1,2,0.0,0.0,14.0,87.0,0.0,2.0,0.144,0.0,0.0,70.88,25.0,8.44444,2.187,0.0,87.42
7,8,4,27,11,4,1,2,0.0,0.0,43.0,87.0,0.0,2.0,0.144,0.0,0.0,70.94,30.0,8.58862,2.48286,0.0,87.12
7,8,4,27,11,4,1,2,0.0,0.0,21.0,87.0,0.0,2.0,0.144,0.0,0.0,70.87,30.0,8.43252,2.57486,0.0,83.93
7,8,4,27,11,4,1,2,0.0,0.0,14.0,87.0,0.0,2.0,0.144,0.0,0.0,68.87,30.0,8.47154,2.57086,0.0,81.34
0,8,4,27,11,4,1,0,1.0,0.0,9.0,35.0,35.0,0.0,0.1559,0.0,0.0,66.03,21.96203,7.68202,1.817,0.449,42.26403
0,8,4,27,11,4,1,0,1.0,0.0,9.0,35.0,35.0,0.0,0.2984,0.0,0.0,65.69,21.51131,7.62441,1.813,0.449,44.08916
0,8,4,27,11,4,1,0,1.0,0.0,9.0,35.0,35.0,0.0,0.5697,0.0,0.0,66.14,21.64477,7.62441,1.796,0.426,43.1352
10,13,4,27,11,4,1,1,0.0,0.0,10.0,70.0,0.0,2.0,1.2,0.0,0.0,64.0,17.4,7.4,2.22,0.0,32.15
10,13,4,27,11,4,1,1,1.0,0.0,10.0,70.0,0.0,2.0,1.2,0.0,0.0,64.0,17.4,7.4,2.22,0.0,31.59
10,13,4,27,11,4,1,1,0.0,0.0,5.0,70.0,0.0,2.0,1.2,0.0,0.0,64.0,17.4,7.4,2.22,0.0,29.96
10,13,4,27,11,4,1,1,1.0,0.0,5.0,70.0,0.0,2.0,1.2,0.0,0.0,64.0,17.4,7.4,2.22,0.0,26.24
10,13,4,27,11,4,1,1,0.0,0.0,0.0,70.0,0.0,2.0,1.2,0.0,0.0,64.0,17.4,7.4,2.22,0.0,18.22
10,13,4,27,11,4,1,1,1.0,0.0,0.0,70.0,0.0,2.0,1.2,0.0,0.0,64.0,17.4,7.4,2.22,0.0,14.66
8,13,4,27,11,4,1,0,1.0,0.0,5.0,35.0,35.0,0.0,0.06,0.0,0.0,72.1,11.37,7.78,2.68,0.2,28.22
10,13,4,27,11,4,1,0,1.0,0.0,7.0,56.0,0.0,2.0,1.2,0.0,0.0,67.6,18.98238,7.57719,2.03974,0.0,39.2
10,13,4,4,11,4,1,0,1.0,0.0,7.0,56.0,0.0,2.0,1.2,0.0,3.3,67.6,18.98238,7.57719,2.03974,0.0,33.8
10,13,4,4,11,4,1,0,1.0,0.0,7.0,56.0,0.0,2.0,1.2,0.0,6.6,67.6,18.98238,7.57719,2.03974,0.0,28.9
10,13,4,4,11,4,1,0,1.0,0.0,7.0,56.0,0.0,2.0,1.2,0.0,9.9,67.6,18.98238,7.62679,2.03974,0.0,21.8
10,13,4,4,11,4,1,0,1.0,0.0,7.0,56.0,0.0,2.0,1.2,0.0,13.2,67.6,18.98238,7.70003,2.03974,0.0,14.3
7,13,4,27,11,4,1,0,1.0,0.0,9.0,28.0,0.0,2.0,0.13,0.0,0.0,61.4561,30.8801,6.54514,1.667,0.0,54.21
7,13,4,8,11,4,1,0,1.0,0.0,9.0,28.0,0.0,2.0,0.13,0.0,2.0,60.661,30.0375,6.85143,1.668,0.0,52.14
7,13,4,8,11,4,1,0,1.0,0.0,9.0,28.0,0.0,2.0,0.13,0.0,4.0,59.7109,30.3496,6.44457,1.613,0.0,48.82
7,13,4,8,11,4,1,0,1.0,0.0,9.0,28.0,0.0,2.0,0.13,0.0,6.0,60.4548,30.568,6.54057,1.562,0.0,42.31
7,13,4,8,11,4,1,0,1.0,0.0,9.0,28.0,0.0,2.0,0.13,0.0,8.0,60.0684,30.8801,6.49486,1.563,0.0,39.54
7,13,4,8,11,4,1,0,1.0,0.0,9.0,28.0,0.0,2.0,0.13,0.0,10.0,59.4546,31.0362,6.55429,1.555,0.0,38.67
0,13,4,27,11,4,1,1,0.0,0.0,12.0,64.0,0.0,2.0,1.0,0.0,0.0,74.0,21.12828,7.9,2.23336,0.0,27.86
0,13,4,27,11,4,1,1,1.0,0.0,12.0,64.0,0.0,2.0,1.0,0.0,0.0,74.0,21.12828,7.9,2.28344,0.0,27.01
0,13,4,27,11,4,1,1,1.0,0.0,12.0,64.0,0.0,2.0,1.0,0.0,0.0,74.0,21.12828,7.9,2.23179,0.0,29.97
0,13,4,27,11,4,1,1,1.0,0.0,12.0,64.0,64.0,0.0,1.0,0.0,0.0,74.0,20.6,7.9,2.11755,1.157,25.05
7,13,2,27,11,4,1,0,1.0,30.0,0.0,25.0,25.0,1.0,0.06,30.0,0.0,60.0,19.76844,6.99231,2.23049,0.08242,1.74283
7,13,2,27,11,4,1,0,1.0,30.0,0.0,25.0,25.0,1.0,0.06,30.0,0.0,60.0,20.12346,7.1,2.2314,0.82645,14.64815
7,13,2,27,11,4,1,0,1.0,30.0,0.0,25.0,25.0,1.0,0.06,30.0,0.0,60.0,20.01965,6.9,2.23068,1.64384,24.93245
10,13,4,27,11,4,1,0,1.0,30.0,2.0,28.0,28.0,1.0,0.07122,30.0,0.0,60.0,15.04166,7.66555,2.6237,0.8589,42.34
10,13,4,27,11,4,1,0,1.0,30.0,2.0,28.0,28.0,1.0,0.07122,30.0,0.0,60.0,19.96354,7.36149,1.99111,0.92562,29.04
10,13,4,27,11,4,1,0,1.0,30.0,2.0,28.0,28.0,1.0,0.07122,30.0,0.0,60.0,24.98683,7.49443,1.60222,0.90323,25.46
10,13,4,27,11,4,1,0,1.0,30.0,2.0,28.0,28.0,1.0,0.07122,30.0,0.0,60.0,30.22585,7.83839,1.32741,0.90909,25.75
2,5,4,27,11,4,1,0,1.0,60.0,4.0,28.0,28.0,1.0,0.06,30.0,0.0,66.9,25.0,5.75,1.5,1.20727,37.9
2,0,4,27,11,4,1,0,1.0,60.0,4.0,28.0,28.0,1.0,0.06,30.0,0.0,58.6,20.9,5.36,1.7,0.96434,20.9
2,0,4,27,11,4,1,0,1.0,60.0,4.0,28.0,28.0,1.0,0.06,30.0,0.0,53.1,18.7,5.13,1.9,0.85547,8.8
2,0,4,27,11,4,1,0,1.0,60.0,4.0,28.0,28.0,1.0,0.06,30.0,0.0,47.5,16.8,5.04,2.0,0.76023,5.4
0,13,4,37,11,4,1,2,0.0,0.0,14.0,51.0,0.0,2.0,0.166,0.0,4.2,65.0,15.0,7.69492,1.66572,0.0,24.0636
0,13,4,27,11,4,1,2,0.0,0.0,14.0,51.0,0.0,2.0,0.184,0.0,0.0,65.0,20.0,7.73729,1.60453,0.0,16.7491
0,13,4,27,11,4,1,2,0.0,0.0,14.0,51.0,0.0,2.0,0.156,0.0,0.0,65.0,25.0,7.59322,1.58074,0.0,12.0848
0,13,4,27,11,4,1,2,0.0,0.0,14.0,51.0,0.0,2.0,0.18,0.0,0.0,65.0,30.0,7.37288,1.51445,0.0,12.0848
0,13,4,27,11,4,1,2,0.0,0.0,14.0,51.0,0.0,2.0,0.184,0.0,0.0,65.0,35.0,7.26271,1.39037,0.0,10.0707
8,0,4,27,11,4,1,1,0.0,40.0,0.0,26.0,26.0,1.0,1.3,20.0,0.0,70.0,20.42,7.8,1.13,0.35867,16.9
8,0,4,27,11,4,1,1,0.0,40.0,0.0,26.0,26.0,1.0,1.3,20.0,0.0,70.0,20.42,7.8,1.13,0.35867,20.12
8,0,4,27,11,4,1,1,0.0,40.0,0.0,26.0,26.0,1.0,1.3,20.0,0.0,70.0,20.42,7.8,1.13,0.35867,25.1
8,8,9,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,63.453,11.67616,5.45847,2.29,0.23486,36.4
8,8,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,62.8218,10.8911,5.22591,2.46,0.23486,35.0
8,8,9,27,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,63.5272,11.37506,7.51163,2.39,0.38432,52.4
8,8,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,61.745,12.39416,5.30565,2.26,0.2863,40.3
8,8,9,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,62.5248,12.03611,6.14286,2.29,0.2863,27.7
8,8,4,27,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,62.0792,9.48508,7.63123,2.46,0.37832,53.1
8,13,4,27,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,60.3523,12.19238,7.02381,2.14,0.56559,43.3
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,61.1092,12.4725,6.67262,2.12,0.49027,40.9
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,62.0116,12.03702,6.2619,2.25,0.2863,35.8
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,62.5648,11.47597,6.15476,2.36,0.2863,24.9
8,0,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,61.575,12.56143,5.63095,2.17,0.27565,30.2
8,8,4,27,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,63.1761,9.94831,7.07143,2.31,0.37765,51.1
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,57.5744,13.48335,6.53433,2.0,0.48027,18.4
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,61.183,11.29719,7.32836,2.03,0.39732,16.7
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,60.5878,10.25299,7.3806,2.24,0.327,10.8
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,59.9182,10.58916,7.26045,2.15,0.327,29.4
8,13,4,16,11,4,1,0,1.0,0.0,0.0,22.0,22.0,0.0,0.002,0.0,0.0,61.0342,10.28656,7.30224,2.21,0.37432,40.5
0,5,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,72.7,18.0,8.10191,1.9,0.4,27.96834
0,5,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,71.7,18.0,8.10191,1.92,0.4,24.21053
0,5,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,71.7,18.0,8.10191,1.92,0.2,19.47368
0,8,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,68.8,22.0,8.10191,1.76,0.2,13.02083
0,8,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,69.5,26.0,8.10191,1.55,0.2,9.66767
0,8,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,67.3,29.0,7.56568,1.33,0.2,14.47368
0,5,4,27,11,4,1,0,1.0,0.0,11.0,66.0,66.0,0.0,0.028,0.0,0.0,71.8,18.0,8.43,1.92,0.2,20.84433
1,13,4,27,11,4,1,1,1.0,0.0,9.0,40.0,0.0,2.0,0.2,0.0,0.0,65.0,29.7094,7.6376,1.33073,0.0,29.8437
1,13,4,25,11,4,1,1,1.0,0.0,9.0,40.0,0.0,2.0,0.2,0.0,1.0,65.0,29.8465,7.74491,1.34581,0.0,21.05
1,13,4,2,11,4,1,1,1.0,0.0,9.0,40.0,0.0,2.0,0.2,0.0,5.0,65.0,33.0811,7.65293,1.24777,0.0,25.7031
1,13,4,2,10,4,1,1,1.0,0.0,9.0,40.0,0.0,2.0,0.2,0.0,6.0,65.0,33.4375,7.61269,1.23268,0.0,15.61
7,13,4,27,11,4,1,0,1.0,720.0,4.0,30.0,30.0,1.0,0.1,10.0,0.0,60.0,41.11596,7.7987,0.77987,0.00833,18.8
7,13,4,7,11,4,1,0,1.0,720.0,4.0,30.0,30.0,1.0,0.1,10.0,10.0,60.0,38.25338,7.88312,0.78831,0.00833,17.5
7,13,4,2,11,4,1,0,1.0,720.0,4.0,30.0,30.0,1.0,0.1,10.0,10.0,60.0,42.9974,7.73377,0.77338,0.00833,15.8
0,13,4,27,11,4,1,0,1.0,0.0,0.0,20.0,20.0,0.0,0.06,0.0,0.0,60.22,29.35,7.53,1.45,0.21,23.2258
0,13,4,27,11,4,1,0,1.0,10.0,0.0,20.0,20.0,1.0,0.06,10.0,0.0,60.22,29.35,7.53,1.45,0.42,21.1235
0,13,4,27,11,4,1,0,1.0,15.0,0.0,20.0,20.0,1.0,0.06,5.0,0.0,60.22,29.35,7.53,1.45,0.84,21.7909
5,7,7,27,11,4,1,0,1.0,0.0,0.0,60.0,0.0,2.0,0.22,0.0,0.0,73.98,23.63824,7.6328,1.55875,0.0,49.91
5,11,7,27,11,4,1,0,1.0,0.0,0.0,60.0,0.0,2.0,0.22,0.0,0.0,73.98,23.63824,7.6328,1.55875,0.0,60.12
5,8,4,27,11,4,1,0,1.0,0.0,0.0,60.0,0.0,2.0,0.22,0.0,0.0,73.98,23.63824,7.6328,1.55875,0.0,38.61
5,7,7,32,11,4,1,0,1.0,0.0,0.0,60.0,0.0,2.0,0.22,0.0,5.7,73.08,22.2606,7.83274,1.42513,0.0,67.32
5,11,7,32,11,4,1,0,1.0,0.0,0.0,60.0,0.0,2.0,0.22,0.0,5.7,73.08,22.2606,7.83274,1.42513,0.0,74.48
5,8,4,32,11,4,1,0,1.0,0.0,0.0,60.0,0.0,2.0,0.22,0.0,5.7,73.08,22.2606,7.83274,1.42513,0.0,70.76
7,13,4,27,11,4,1,1,0.0,0.0,10.0,30.0,0.0,2.0,0.1458,0.0,0.0,66.34649,20.0,7.50003,1.54018,0.0,26.06
7,13,4,27,11,4,1,1,0.0,0.0,10.0,30.0,0.0,2.0,0.1458,0.0,0.0,64.4082,25.0,7.45559,1.54378,0.0,21.99
7,13,4,27,11,4,1,1,0.0,0.0,10.0,30.0,0.0,2.0,0.1458,0.0,0.0,64.14405,30.0,7.41485,1.48789,0.0,13.04
10,13,4,27,11,4,1,0,1.0,0.0,9.0,56.0,0.0,2.0,0.1,0.0,0.0,67.28,24.8781,7.76934,1.66749,0.0,23.89
10,13,4,28,11,4,1,0,1.0,0.0,9.0,56.0,0.0,2.0,0.1,0.0,15.0,65.37,22.8873,7.8607,1.80593,0.0,30.01
10,13,4,2,11,4,1,0,1.0,0.0,9.0,56.0,0.0,2.0,0.1,0.0,10.0,61.57,26.366,7.34366,1.57849,0.0,16.59
10,13,4,2,12,4,1,0,1.0,0.0,9.0,56.0,0.0,2.0,0.1,0.0,25.0,65.09963,24.4799,8.06366,1.71941,0.0,22.73
0,5,4,27,11,4,1,0,1.0,0.0,0.0,21.0,21.0,0.0,0.06,0.0,0.0,55.0,11.5,7.26,2.34,0.21,16.77
0,5,4,17,11,4,1,0,1.0,0.0,0.0,21.0,21.0,0.0,0.06,0.0,20.0,55.0,14.7,7.36,2.52,0.21,14.92
0,5,4,17,11,4,1,0,1.0,0.0,0.0,21.0,21.0,0.0,0.06,0.0,20.0,55.0,14.0,7.21,2.52,0.21,7.94
0,13,4,27,11,4,1,0,1.0,0.0,2.0,31.0,31.0,0.0,0.06,0.0,0.0,65.4,14.2,9.1,2.1,0.09384,29.8
0,13,4,27,11,4,1,0,1.0,0.0,2.0,31.0,31.0,0.0,0.06,0.0,0.0,65.4,14.2,9.1,2.1,0.15639,31.0
0,13,4,27,11,4,1,0,1.0,20.0,2.0,31.0,31.0,1.0,0.06,10.0,0.0,65.4,14.2,9.1,2.1,0.28151,35.9
10,3,4,27,11,4,1,0,1.0,0.0,0.0,48.0,48.0,0.0,0.045,0.0,0.0,50.0,17.07927,8.82,2.46,0.3279,35.9
7,3,4,27,11,4,1,0,1.0,0.0,0.0,48.0,48.0,0.0,0.045,0.0,0.0,50.0,17.32857,8.08,2.66,0.34666,29.9
9,3,4,27,11,4,1,0,1.0,0.0,0.0,48.0,48.0,0.0,0.045,0.0,0.0,50.0,19.33299,8.66,1.97,0.38698,30.51
5,12,4,27,11,4,1,0,1.0,0.0,0.0,48.0,48.0,0.0,0.045,0.0,0.0,50.0,21.56792,8.19,1.06,0.32143,55.2
8,13,4,27,11,4,1,0,1.0,0.0,5.0,35.0,35.0,0.0,0.06,0.0,0.0,72.1,10.57997,7.82186,2.77826,0.2,38.08
8,13,4,30,11,4,1,0,1.0,0.0,5.0,35.0,35.0,0.0,0.06,0.0,10.0,72.1,11.30095,7.57287,2.59565,0.2,30.24
8,13,4,4,11,4,1,0,1.0,0.0,5.0,35.0,35.0,0.0,0.06,0.0,10.0,72.1,10.89254,7.78543,2.6837,0.2,28.22
8,13,4,30,3,4,1,0,1.0,0.0,5.0,35.0,35.0,0.0,0.06,0.0,12.5,72.1,11.19228,7.75506,2.68042,0.2,35.14
8,13,4,4,3,4,1,0,1.0,0.0,5.0,35.0,35.0,0.0,0.06,0.0,12.5,72.1,11.3794,7.69433,2.67717,0.2,26.16
10,13,4,27,11,4,1,0,1.0,0.0,1.0,21.0,21.0,0.0,1.2096,0.0,0.0,59.81,19.9,7.3,1.91,0.24,34.32
10,0,4,27,11,4,1,0,1.0,0.0,1.0,21.0,21.0,0.0,1.2096,0.0,0.0,60.21,19.9,7.86,1.79,0.24,29.84
5,5,4,27,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,0.0,67.79,53.2,6.7,0.97,0.0,36.66
5,5,4,26,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,0.88169,67.42,54.9,8.76,0.92,0.0,55.1
5,5,4,26,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,0.6,67.38,53.7,9.33,0.92,0.0,53.61
5,5,4,26,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,1.2,67.38,52.0,9.35,0.94,0.0,55.32
5,5,4,3,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,0.88169,67.42,51.1,8.13,0.91,0.0,43.57
5,5,4,3,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,0.88169,67.42,54.0,8.86,0.83,0.0,47.78
5,5,4,3,11,4,1,1,1.0,0.0,105.0,105.0,0.0,2.0,0.055,0.0,1.48169,67.42,53.5,8.77,0.77,0.0,52.76
7,8,4,27,11,4,1,0,1.0,0.0,15.0,15.0,15.0,0.0,0.018,0.0,0.0,65.03,12.88,7.88046,2.16588,0.9532,27.3
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,15.0,0.0,0.018,0.0,29.0,63.17,24.41,7.88046,1.92582,0.90506,19.27
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,15.0,0.0,0.018,0.0,29.0,62.39,27.43,7.69614,1.84851,0.88629,22.4
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,15.0,0.0,0.018,0.0,29.0,62.6,28.06,7.88046,1.81596,0.89127,20.37
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,15.0,0.0,0.018,0.0,29.0,61.97,16.31,7.88046,2.06009,0.8765,25.17
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,15.0,0.0,0.018,0.0,29.0,63.43,39.93,7.88046,1.86072,0.91149,23.49
5,10,9,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,29.0,0.0,61.1,20.0,6.0,2.4739,1.27948,9.58
5,10,9,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,22.0,0.0,53.5,30.0,6.1,1.72274,0.61021,6.85
5,10,9,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,16.0,0.0,48.5,40.0,6.5,1.36311,0.347,1.18
5,1,9,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,17.0,0.0,74.7,23.0,8.9,2.10582,0.387,19.02
5,1,9,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,15.0,0.0,65.6,30.0,8.9,1.6628,0.36802,4.98
5,1,9,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,16.0,0.0,53.0,40.0,8.2,1.35731,0.25067,3.97
5,13,4,27,11,4,1,0,1.0,0.0,2.0,32.0,32.0,0.0,0.1,12.0,0.0,47.5,41.28,6.9,1.28301,0.347,2.67
5,13,4,27,11,4,1,0,0.0,0.0,7.0,45.0,0.0,2.0,0.06,0.0,0.0,65.45649,23.8,8.2,1.79,0.0,30.4
5,13,4,27,11,4,1,0,0.0,0.0,7.0,45.0,0.0,2.0,0.06,0.0,0.0,65.63649,30.6,8.4,1.45,0.0,23.0
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,0.0,2.0,1.2096,0.0,0.0,63.6,17.26269,8.11709,2.12625,0.0,21.3
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,70.0,0.0,1.2096,0.0,0.0,63.6,17.26269,8.11709,2.12625,0.18,23.0
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,70.0,0.0,1.2096,0.0,0.0,63.6,17.26269,8.11709,2.12625,0.36,36.6
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,70.0,0.0,1.2096,0.0,0.0,63.6,17.26269,8.11709,2.12625,0.54,44.1
10,13,4,27,11,4,1,0,1.0,20.0,4.0,70.0,70.0,1.0,1.2096,40.0,0.0,63.6,17.26269,8.11709,2.12625,0.54,33.6
0,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,31.0,0.0,0.01,0.0,0.0,83.0,16.5,8.45,2.60606,0.43,17.3
0,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,31.0,0.0,0.01,0.0,0.0,83.0,16.5,8.45,2.60606,0.21,0.3
7,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,31.0,0.0,0.01,0.0,0.0,71.0,6.1,6.8,5.77049,0.48,58.0
7,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,31.0,0.0,0.01,0.0,0.0,71.0,6.1,6.8,5.77049,0.23,48.0
7,13,4,2,11,4,1,0,1.0,0.0,0.0,31.0,31.0,0.0,0.01,0.0,37.7,65.0,12.2,6.95,3.9918,0.43,48.0
7,13,4,2,11,4,1,0,1.0,0.0,0.0,31.0,31.0,0.0,0.01,0.0,37.7,65.0,12.2,6.95,3.9918,0.48,42.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,30.0,30.0,1.0,0.06,25.0,0.0,65.9,17.86175,7.8444,2.17,0.48,40.4
10,13,4,30,11,4,1,0,1.0,5.0,4.0,30.0,30.0,1.0,0.06,25.0,10.0,65.765,18.73469,7.85581,1.96,0.48,32.7
10,13,4,30,3,4,1,0,1.0,5.0,4.0,30.0,30.0,1.0,0.06,25.0,10.2,67.265,17.73301,7.79357,2.06,0.48,31.6
10,13,4,30,3,4,1,0,1.0,5.0,4.0,30.0,30.0,1.0,0.06,25.0,5.2,67.265,17.80952,7.8112,2.1,0.48,34.2
7,13,2,27,11,4,1,0,1.0,30.0,2.0,25.0,25.0,1.0,0.06,30.0,0.0,65.0,20.0,7.00477,2.39196,0.08242,1.74
7,13,2,27,11,4,1,0,1.0,30.0,2.0,25.0,25.0,1.0,0.06,30.0,0.0,65.0,20.0,7.10083,2.39196,0.82645,14.65
7,13,2,27,11,4,1,0,1.0,30.0,2.0,25.0,25.0,1.0,0.06,30.0,0.0,65.0,20.0,6.88782,2.41594,1.64384,24.93
7,8,0,27,11,4,1,2,0.0,0.0,20.0,83.0,0.0,2.0,2.0,0.0,0.0,72.4,23.5,8.3,1.6,0.0,63.0
7,8,0,27,11,4,1,2,0.0,0.0,20.0,83.0,0.0,2.0,2.0,0.0,0.0,71.9,14.4,7.9,2.9,0.0,82.0
10,13,4,27,11,4,1,1,0.0,0.0,7.0,54.0,0.0,2.0,0.13,0.0,0.0,63.06,24.75587,7.3848,1.86002,0.0,40.8
10,13,4,4,11,4,1,1,0.0,0.0,7.0,54.0,0.0,2.0,0.13,0.0,15.0,62.56171,18.52715,7.25969,2.28581,0.0,36.2
10,13,4,4,11,4,1,1,0.0,0.0,7.0,54.0,0.0,2.0,0.13,0.0,15.0,62.56171,18.52715,7.25969,2.28581,0.0,35.2
10,13,4,27,11,4,1,1,0.0,0.0,7.0,54.0,0.0,2.0,0.13,0.0,0.0,63.06,24.75587,7.3848,1.86002,0.0,49.8
10,13,4,28,11,4,1,1,0.0,0.0,7.0,54.0,0.0,2.0,0.13,0.0,6.0,60.26,23.61893,7.04054,2.23795,0.0,45.7
10,13,4,28,11,4,1,1,0.0,0.0,7.0,54.0,0.0,2.0,0.13,0.0,6.0,60.26,23.61893,7.04054,2.23795,0.0,43.7
8,13,4,27,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,0.0,65.0,15.81323,7.26608,2.4433,2.61081,9.73
8,13,4,28,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,5.0,65.0,14.26003,6.76797,2.561,3.33996,5.48
8,13,4,28,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,1.0,65.0,15.70447,6.57881,2.4673,2.67941,5.2
8,13,4,36,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,1.0,65.0,15.81323,6.9256,2.508,2.86581,3.59
8,13,4,13,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,3.0,65.0,17.09736,6.13745,2.386,2.87046,4.11
8,13,4,22,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,3.0,65.0,14.83518,7.07692,2.46565,2.61081,2.56
8,13,4,4,11,4,1,0,1.0,720.0,9.0,45.0,45.0,1.0,0.12,20.0,5.0,65.0,14.26003,6.70492,2.561,3.33996,5.03
10,13,4,27,11,4,1,0,1.0,0.0,0.0,50.0,50.0,0.0,0.1,0.0,0.0,60.0,25.0,7.7,1.9213,0.3,26.78
10,13,4,2,11,4,1,0,1.0,0.0,0.0,50.0,50.0,0.0,0.1,0.0,10.0,60.0,25.0,7.7,1.93165,0.3,22.46
