Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4, Composting Method,M1_is Enclosed,V2_Ventilation Interval (min),Turning times,Period (d),Compost volume (m3),V1_Ventilation Type,V4_Ventilation Day,Application Rate (%DW),V3_Ventilation Duration (min),Initial C/N (%),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),TC loss (%)
7,13,4,27,11,4,1,0,1.0,720.0,4.0,30.0,0.1,1.0,30.0,0.0,10.0,41.11596,0.00833,60.0,28.4
7,13,4,7,11,4,1,0,1.0,720.0,4.0,30.0,0.1,1.0,30.0,10.0,10.0,38.25338,0.00833,60.0,29.3
7,13,4,2,11,4,1,0,1.0,720.0,4.0,30.0,0.1,1.0,30.0,10.0,10.0,42.9974,0.00833,60.0,37.1
0,13,4,27,11,4,1,0,1.0,0.0,0.0,20.0,0.06,0.0,20.0,0.0,0.0,29.35,0.21,60.22,51.26
0,13,4,27,11,4,1,0,1.0,10.0,0.0,20.0,0.06,1.0,20.0,0.0,10.0,29.35,0.42,60.22,47.55
0,13,4,27,11,4,1,0,1.0,15.0,0.0,20.0,0.06,1.0,20.0,0.0,5.0,29.35,0.84,60.22,49.66
10,9,4,27,11,4,1,0,1.0,0.0,0.0,42.0,0.1,0.0,42.0,0.0,0.0,30.0,0.35,60.0,15.15
10,9,4,8,11,4,1,0,1.0,0.0,0.0,42.0,0.1,0.0,42.0,2.5,0.0,30.0,0.35,60.0,16.12
10,9,4,8,11,4,1,0,1.0,0.0,0.0,42.0,0.1,0.0,42.0,5.0,0.0,30.0,0.35,60.0,16.94
10,9,4,8,11,4,1,0,1.0,0.0,0.0,42.0,0.1,0.0,42.0,10.0,0.0,30.0,0.35,60.0,20.46
10,9,4,8,11,4,1,0,1.0,0.0,0.0,42.0,0.096,0.0,42.0,15.0,0.0,30.0,0.35,60.0,19.19
10,9,4,8,11,4,1,0,1.0,0.0,0.0,42.0,0.088,0.0,42.0,20.0,0.0,30.0,0.35,60.0,19.79
7,13,4,27,11,4,1,1,0.0,0.0,10.0,30.0,0.1458,2.0,0.0,0.0,0.0,20.0,0.0,64.01128,22.39
7,13,4,27,11,4,1,1,0.0,0.0,10.0,30.0,0.1458,2.0,0.0,0.0,0.0,25.0,0.0,62.25712,21.38
7,13,4,27,11,4,1,1,0.0,0.0,10.0,30.0,0.1458,2.0,0.0,0.0,0.0,30.0,0.0,62.23512,21.49
10,13,4,27,11,4,1,0,1.0,0.0,9.0,56.0,0.1,2.0,0.0,0.0,0.0,24.8781,0.0,64.08,51.47
10,13,4,28,11,4,1,0,1.0,0.0,9.0,56.0,0.1,2.0,0.0,15.0,0.0,22.8873,0.0,69.61546,64.64
10,13,4,2,11,4,1,0,1.0,0.0,9.0,56.0,0.1,2.0,0.0,10.0,0.0,26.366,0.0,64.04,63.1
10,13,4,2,12,4,1,0,1.0,0.0,9.0,56.0,0.1,2.0,0.0,25.0,0.0,24.4799,0.0,66.896,68.47
0,5,4,27,11,4,1,0,1.0,0.0,0.0,21.0,0.06,0.0,21.0,0.0,0.0,11.5,0.21,55.0,32.42
0,5,4,17,11,4,1,0,1.0,0.0,0.0,21.0,0.06,0.0,21.0,20.0,0.0,14.7,0.21,55.0,23.55
0,5,4,17,11,4,1,0,1.0,0.0,0.0,21.0,0.06,0.0,21.0,20.0,0.0,14.0,0.21,55.0,19.67
0,13,4,27,11,4,1,0,1.0,0.0,2.0,31.0,0.06,0.0,31.0,0.0,0.0,14.2,0.09384,65.4,48.8
0,13,4,27,11,4,1,0,1.0,0.0,2.0,31.0,0.06,0.0,31.0,0.0,0.0,14.2,0.15639,65.4,50.7
0,13,4,27,11,4,1,0,1.0,20.0,2.0,31.0,0.06,1.0,31.0,0.0,10.0,14.2,0.28151,65.4,53.1
10,3,4,27,11,4,1,0,1.0,0.0,0.0,48.0,0.045,0.0,48.0,0.0,0.0,17.07927,0.3279,50.0,67.56
7,3,4,27,11,4,1,0,1.0,0.0,0.0,48.0,0.045,0.0,48.0,0.0,0.0,17.32857,0.34666,50.0,60.2
9,3,4,27,11,4,1,0,1.0,0.0,0.0,48.0,0.045,0.0,48.0,0.0,0.0,19.33299,0.38698,50.0,60.06
5,12,4,27,11,4,1,0,1.0,0.0,0.0,48.0,0.045,0.0,48.0,0.0,0.0,21.56792,0.32143,50.0,75.43
8,13,4,27,11,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,0.0,0.0,10.57997,0.2,72.1,52.59
8,13,4,30,11,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,10.0,0.0,11.30095,0.2,72.1,50.31
8,13,4,4,11,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,10.0,0.0,10.89254,0.2,72.1,48.7
8,13,4,30,3,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,12.5,0.0,11.19228,0.2,72.1,49.24
8,13,4,4,3,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,12.5,0.0,11.3794,0.2,72.1,47.73
10,13,4,27,11,4,1,0,1.0,0.0,1.0,21.0,1.2096,0.0,21.0,0.0,0.0,19.9,0.24,59.81,49.2
10,0,4,27,11,4,1,0,1.0,0.0,1.0,21.0,1.2096,0.0,21.0,0.0,0.0,19.9,0.24,60.21,44.46
5,5,4,27,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,0.0,0.0,53.2,0.0,67.97,49.18
5,5,4,26,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,4.2,0.0,54.9,0.0,67.97,49.13
5,5,4,26,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,4.2,0.0,53.7,0.0,66.24,44.24
5,5,4,26,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,4.2,0.0,52.0,0.0,65.74,43.93
5,5,4,3,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,4.2,0.0,51.1,0.0,65.24,48.71
5,5,4,3,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,4.2,0.0,54.0,0.0,67.97,44.74
5,5,4,3,11,4,1,1,1.0,0.0,105.0,105.0,0.055,2.0,0.0,4.2,0.0,53.5,0.0,66.24,44.62
7,8,4,27,11,4,1,0,1.0,0.0,15.0,15.0,0.018,0.0,15.0,0.0,0.0,12.88,0.9532,65.03,10.33
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,0.018,0.0,15.0,29.0,0.0,24.41,0.90506,63.17,15.82
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,0.018,0.0,15.0,29.0,0.0,27.43,0.88629,62.39,17.17
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,0.018,0.0,15.0,29.0,0.0,28.06,0.89127,62.6,16.54
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,0.018,0.0,15.0,29.0,0.0,16.31,0.8765,61.97,11.61
7,8,4,2,11,4,1,0,1.0,0.0,15.0,15.0,0.018,0.0,15.0,29.0,0.0,39.93,0.91149,63.43,12.7
5,10,9,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,17.5,20.0,0.60345,61.1,22.76
5,10,9,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,15.0,30.0,0.66778,53.5,7.81
5,10,9,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,6.0,40.0,0.15341,48.5,17.58
5,1,9,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,7.5,23.0,0.387,74.7,34.26
5,1,9,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,17.5,30.0,0.79723,65.6,21.27
5,1,9,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,9.5,40.0,0.40073,53.0,7.04
5,13,4,27,11,4,1,0,1.0,0.0,2.0,32.0,0.1,0.0,32.0,0.0,6.0,41.28,0.12341,47.5,10.57
5,13,4,27,11,4,1,0,0.0,0.0,7.0,45.0,0.06,2.0,0.0,0.0,0.0,23.8,0.0,63.49171,43.0
5,13,4,27,11,4,1,0,0.0,0.0,7.0,45.0,0.06,2.0,0.0,0.0,0.0,30.6,0.0,62.1828,39.6
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,1.2096,2.0,0.0,0.0,0.0,17.26269,0.0,63.6,54.8
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,1.2096,0.0,70.0,0.0,0.0,17.26269,0.18,63.6,54.2
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,1.2096,0.0,70.0,0.0,0.0,17.26269,0.36,63.6,53.7
10,13,4,27,11,4,1,0,1.0,0.0,4.0,70.0,1.2096,0.0,70.0,0.0,0.0,17.26269,0.54,63.6,52.2
10,13,4,27,11,4,1,0,1.0,20.0,4.0,70.0,1.2096,1.0,70.0,0.0,40.0,17.26269,0.54,63.6,56.3
0,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,0.01,0.0,31.0,0.0,0.0,16.5,0.43,83.0,40.0
0,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,0.01,0.0,31.0,0.0,0.0,16.5,0.21,83.0,45.0
7,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,0.01,0.0,31.0,0.0,0.0,6.1,0.48,71.0,22.0
7,13,4,27,11,4,1,0,1.0,0.0,0.0,31.0,0.01,0.0,31.0,0.0,0.0,6.1,0.23,71.0,24.0
7,13,4,2,11,4,1,0,1.0,0.0,0.0,31.0,0.01,0.0,31.0,37.7,0.0,12.2,0.43,65.0,28.0
7,13,4,2,11,4,1,0,1.0,0.0,0.0,31.0,0.01,0.0,31.0,37.7,0.0,12.2,0.48,65.0,33.0
10,13,4,27,11,4,1,0,1.0,5.0,4.0,30.0,0.06,1.0,30.0,0.0,25.0,17.86175,0.48,65.9,58.4
10,13,4,30,11,4,1,0,1.0,5.0,4.0,30.0,0.06,1.0,30.0,10.0,25.0,18.73469,0.48,69.59,56.6
10,13,4,30,3,4,1,0,1.0,5.0,4.0,30.0,0.06,1.0,30.0,10.2,25.0,17.73301,0.48,69.59,56.3
10,13,4,30,3,4,1,0,1.0,5.0,4.0,30.0,0.06,1.0,30.0,5.2,25.0,17.80952,0.48,69.59,58.0
7,13,2,27,11,4,1,0,1.0,30.0,2.0,25.0,0.06,1.0,25.0,0.0,30.0,20.0,0.08242,65.0,24.3
7,13,2,27,11,4,1,0,1.0,30.0,2.0,25.0,0.06,1.0,25.0,0.0,30.0,20.0,0.82645,65.0,54.47
7,13,2,27,11,4,1,0,1.0,30.0,2.0,25.0,0.06,1.0,25.0,0.0,30.0,20.0,1.64384,65.0,45.7
7,8,0,27,11,4,1,2,0.0,0.0,20.0,83.0,2.0,2.0,0.0,0.0,0.0,23.5,0.0,72.4,80.0
7,8,0,27,11,4,1,2,0.0,0.0,20.0,83.0,2.0,2.0,0.0,0.0,0.0,14.4,0.0,71.9,75.0
10,13,4,27,11,4,1,1,0.0,0.0,7.0,54.0,0.13,2.0,0.0,0.0,0.0,26.81932,0.0,64.08,58.0
10,13,4,4,11,4,1,1,0.0,0.0,7.0,54.0,0.13,2.0,0.0,15.0,0.0,22.47066,0.0,66.13546,54.2
10,13,4,4,11,4,1,1,0.0,0.0,7.0,54.0,0.13,2.0,0.0,15.0,0.0,22.47066,0.0,66.13546,53.8
10,13,4,27,11,4,1,1,0.0,0.0,7.0,54.0,0.13,2.0,0.0,0.0,0.0,26.81932,0.0,64.08,55.4
10,13,4,28,11,4,1,1,0.0,0.0,7.0,54.0,0.13,2.0,0.0,6.0,0.0,27.25406,0.0,63.28,52.1
10,13,4,28,11,4,1,1,0.0,0.0,7.0,54.0,0.13,2.0,0.0,6.0,0.0,27.25406,0.0,63.28,51.8
8,13,4,27,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,0.0,20.0,22.85936,0.504,65.0,16.32
8,13,4,28,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,5.0,20.0,25.82089,0.48,65.0,17.17
8,13,4,28,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,1.0,20.0,24.44737,0.48,65.0,18.95
8,13,4,36,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,1.0,20.0,24.44737,0.48,65.0,15.14
8,13,4,13,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,3.0,20.0,24.55118,0.48,65.0,16.54
8,13,4,22,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,3.0,20.0,24.55118,0.48,65.0,17.15
8,13,4,4,11,4,1,0,1.0,720.0,9.0,45.0,0.12,1.0,45.0,5.0,20.0,25.82089,0.48,65.0,22.42
8,13,4,27,11,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,0.0,0.0,11.37,0.1,72.86,49.9
8,13,4,27,11,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,0.0,0.0,11.37,0.2,72.86,47.7
8,13,4,27,11,4,1,0,1.0,0.0,5.0,35.0,0.06,0.0,35.0,0.0,0.0,11.37,0.3,72.86,43.8
