Additive_2,Application Rate (%DW),Period (d),Material_2,V1_Ventilation Type,Initial Moisture Content (%),Compost volume (m3),Additive_3,Initial pH,Material_3,V2_Ventilation Interval (min),Initial C/N (%),V5_Ventilation rate (L/min/kg iniDW),V3_Ventilation Duration (min),Turning times,Additive_1,Material_Main,Initial GI (%),M1_is Enclosed,Additive_4,V4_Ventilation Day, Composting Method,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
2.0,3.3058042148746503,107.0,8.0,1.0,65.23930500792014,2.147162565177521,4.0,5.384361275225113,0.0,531.0,32.526781429993015,0.9893145938686143,4.0266730441877385,14.0,31.0,0,27.32884658064516,1.0,1.0,79.0,1.0,1.596639959668374,51.933558990526066,102.31993899999998,5.663687355506749,0.3753626346588135,0.19559950409536261,25.276584791012116
1.0,3.004551806344913,55.0,3.0,1.0,73.53731256466297,2.147162565177521,4.0,11.052342788925557,2.0,1351.0,29.586625305058142,1.1894308475378768,8.19770449250054,11.0,34.0,0,27.32884658064516,1.0,1.0,39.0,0.0,1.596639959668374,47.239188233791324,101.011101,5.410716575040917,0.7352169752120972,0.1809929902487505,24.97496292987277
1.0,3.7315260850387997,52.0,14.0,1.0,66.91665078042388,2.147162565177521,4.0,8.433718115286055,4.0,848.0,25.475071421222204,0.4007151012588961,7.937107950418037,26.0,37.0,0,27.32884658064516,1.0,1.0,39.0,1.0,1.596639959668374,40.674517006529165,103.844161,5.839254916851883,0.7099092602729797,0.1565054962042157,28.945646096844385
3.0,5.715510986728746,126.0,14.0,1.0,62.540242152962406,2.147162565177521,4.0,8.78633902042613,4.0,1404.0,22.063321931898454,0.01725303937283873,31.564880244914377,1.0,22.0,0,27.32884658064516,1.0,1.0,82.0,1.0,1.596639959668374,35.2271814394967,102.48662699999998,4.96422215562455,1.5718836784362793,0.13871524654007333,25.532660588402084
8.0,5.6873707497944395,118.0,12.0,1.0,65.36179410631989,2.147162565177521,4.0,9.703604628287152,3.0,141.0,15.324007664693863,8.440141852116263,3.489746811612,28.0,15.0,0,27.32884658064516,0.0,1.0,44.0,2.0,1.596639959668374,24.466922979714663,101.768321,1.674754702526079,1.3981298208236694,0.12896673219676832,28.398269354513417
5.0,5.090628962287252,68.0,3.0,1.0,63.03655910483748,2.147162565177521,4.0,8.391426087190041,4.0,36.0,32.45395388892398,1.5798818675133863,22.80705997985583,24.0,23.0,0,27.32884658064516,1.0,1.0,52.0,1.0,1.596639959668374,51.81727962829085,102.81587999999999,5.619043135074229,0.7228236794471741,0.20682930014110554,25.19445053793045
7.0,5.010701490295525,49.0,12.0,1.0,78.1492057598536,2.147162565177521,4.0,8.740073757368096,2.0,884.0,32.073375703482604,1.1247112773023182,2.161258819163483,0.0,28.0,0,27.32884658064516,1.0,1.0,35.0,0.0,1.596639959668374,51.209633289637075,104.43985500000001,3.6393380880116877,0.6963094472885132,0.16042040350431114,25.82095326394376
2.0,5.618187466833849,68.0,14.0,0.0,77.8822316690483,2.147162565177521,4.0,8.461929402864097,4.0,0.0,19.12079990439425,4.7787795330555705,1.147582522188706,4.0,20.0,0,27.32884658064516,1.0,1.0,35.0,2.0,1.596639959668374,30.253465524009965,101.32516100000001,3.887684489632814,1.6231001615524292,0.23429629216942505,1000000.0
8.0,8.319365837945007,90.0,13.0,0.0,74.63689262567539,2.147162565177521,4.0,6.590456521574358,4.0,0.0,20.818911691181,0.09031949072586865,0.20258895402661237,23.0,31.0,0,27.32884658064516,1.0,1.0,57.0,0.0,1.596639959668374,33.24030632294667,100.805694,4.919975964007879,1.5150290727615356,0.2513634478345623,26.694966823898426
1.0,5.763456439584562,47.0,14.0,1.0,75.20433097930098,2.147162565177521,4.0,9.992120560744095,2.0,1097.0,24.34856922322853,0.17958026193508447,41.15813578003777,2.0,33.0,0,27.32884658064516,1.0,1.0,31.0,0.0,1.596639959668374,38.875898582558214,104.38732200000003,2.664971807672609,0.6871514916419983,0.15791172122683375,25.524177367136172
3.0,8.821323056102502,83.0,5.0,1.0,83.60554584233131,2.147162565177521,4.0,10.194678910600498,4.0,51.0,27.919319868773428,8.348519954628111,0.42022171039641565,0.0,28.0,0,27.32884658064516,1.0,1.0,53.0,1.0,1.596639959668374,44.57710174924684,102.279922,4.471542801257704,1.6533247232437134,0.16740330621811828,22.331460125658722
8.0,2.1496240937945488,75.0,6.0,1.0,46.25786587283737,2.147162565177521,4.0,7.810008792044772,4.0,929.0,26.18293511234622,0.37423361971273383,48.15291644428643,31.0,28.0,0,27.32884658064516,1.0,1.0,46.0,1.0,1.596639959668374,41.80472046177613,101.02343899999998,4.455110990145897,1.4096479415893555,0.1873060282054107,24.229199568608884
5.0,5.452584278145858,58.0,12.0,1.0,54.05694467962378,2.147162565177521,4.0,6.2578688553725925,9.0,473.0,41.84361805654358,2.0020351041191122,7.332543785005797,10.0,16.0,0,27.32884658064516,1.0,1.0,34.0,2.0,1.7233729121265104,66.02508461443281,102.952747,1000000.0,1000000.0,1000000.0,1000000.0
12.0,5.405050814821278,130.0,14.0,1.0,64.76888631786497,2.147162565177521,4.0,6.925825224885132,0.0,1270.0,43.730909396451224,7.443698516953109,0.4699495467203141,18.0,23.0,0,27.32884658064516,1.0,1.0,67.0,0.0,1.596639959668374,69.8225174150112,103.702839,4.0768191589925795,0.17298348248004913,0.1815094068552828,26.12369520810339
5.0,0.6107528117054708,42.0,8.0,1.0,77.86384937961881,2.147162565177521,4.0,6.0052081382621925,9.0,1193.0,17.408101641813396,7.789642392931132,21.990331099162045,23.0,22.0,0,27.32884658064516,0.0,1.0,41.0,2.0,1.6697925714699515,27.7944707032879,104.27234,1000000.0,1000000.0,1000000.0,1000000.0
6.0,5.661063709307646,101.0,3.0,1.0,73.88546283216887,2.147162565177521,4.0,8.215472710731387,3.0,871.0,16.507505623163436,1.2990427894042988,34.128223547497626,10.0,23.0,0,27.32884658064516,1.0,1.0,68.0,0.0,1.596639959668374,26.356543112393126,103.10053399999997,4.1353078147708375,1.6078267097473145,0.16982067725933891,24.645151203626902
2.0,2.976467197567617,76.0,8.0,1.0,57.530457492557844,2.147162565177521,4.0,6.1956062387902024,2.0,69.0,9.521142738069791,0.22012138137015552,58.04096683873216,28.0,20.0,0,27.32884658064516,1.0,1.0,51.0,0.0,1.596639959668374,14.449644742768452,102.89697199999999,6.435733149984848,1.5363091230392456,0.18245763887000094,1000000.0
