Material_Main,Additive_3,Initial Moisture Content (%),Compost volume (m3),Period (d), Composting Method,Turning times,M1_is Enclosed,V3_Ventilation Duration (min),V1_Ventilation Type,Initial C/N (%),Additive_1,Initial pH,Application Rate (%DW),V4_Ventilation Day,Additive_4,Material_2,Initial GI (%),V2_Ventilation Interval (min),Additive_2,V5_Ventilation rate (L/min/kg iniDW),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4,4.0,50.720488108535754,0.08,117.0,2.0,16.0,1.0,24.036698628576207,1.0,10.286428890429686,6.0,12.005580633590657,9.351817652055813,41.0,1.0,12.0,27.32884658064516,1323.0,15.0,9.173192314855294,0.0,0.875,9.000625279125975,104.17495499999997,6.915487667663358,0.475452184677124,0.12010041047342399,26.045545734140056
4,4.0,46.70547488656904,0.08,57.0,1.0,17.0,1.0,43.25508261972588,1.0,35.31411943725465,36.0,5.420007393398874,1.037289453205673,45.0,1.0,8.0,27.878381441483267,1218.0,1.0,7.859092401597086,4.0,0.875,28.766176265792105,103.68077199999999,7.645963131948937,0.8684892654418945,0.16620236301685098,1000000.0
4,4.0,49.316003213256174,0.08,119.0,2.0,6.0,0.0,51.01332288988994,1.0,12.662574500797753,11.0,6.718175415642808,1.0706013166753947,64.0,1.0,8.0,27.32884658064516,177.0,11.0,6.797021373838507,2.0,0.875,11.079752688198035,104.69325399999998,6.920424759518118,0.395156592130661,0.13069625163190293,25.258592396836757
4,4.0,48.5245270857746,0.08,120.0,2.0,8.0,0.0,42.51726410932405,1.0,40.12915565152354,11.0,6.8333544209190435,2.111055209053332,84.0,1.0,13.0,27.32884658064516,219.0,15.0,3.3838952942940526,2.0,0.875,35.1130111950831,103.55294899999998,6.920424759518118,0.6497595310211182,0.14547548973514787,25.62242528443515
4,4.0,49.413455019023345,0.08,85.0,1.0,19.0,0.0,49.31573539126198,1.0,8.603109549219981,27.0,7.753148620452978,7.418726876536605,42.0,1.0,8.0,27.32884658064516,1121.0,11.0,4.716449372113935,9.0,0.875,8.201574289639211,104.69460299999999,8.155031325925643,0.646418035030365,0.13548423004161567,1000000.0
4,4.0,48.77966091837047,0.08,60.0,2.0,9.0,0.0,29.15711857769712,1.0,29.476282763532097,13.0,4.642688794226312,3.1448508210042423,36.0,1.0,13.0,27.32884658064516,422.0,10.0,5.963961980558292,3.0,0.875,25.791747418090587,104.22340400000002,6.915487667663358,0.36193883419036865,0.1636859466212113,25.132409497201458
4,4.0,47.517060358950786,0.08,70.0,1.0,12.0,1.0,35.06864697908811,1.0,43.226558710465866,36.0,6.866315041982883,0.3087789471216573,50.0,1.0,2.0,27.328846580645163,532.0,13.0,3.256174746411453,4.0,0.875,37.82323887165764,104.06339100000001,7.645963131948937,0.6786059141159058,0.1593085191242047,24.825564149455293
4,4.0,53.27219142231366,0.08,36.0,2.0,23.0,0.0,19.08990060121258,1.0,40.521336943232484,31.0,8.329596961795243,0.3612534946314039,35.0,1.0,14.0,27.32884658064516,884.0,9.0,3.814391186548125,2.0,0.875,35.45616982532842,105.55688000000002,7.805309096397466,0.6518933176994324,0.1410108666572784,27.845706040339017
4,4.0,47.1849193101652,0.08,91.0,1.0,30.0,0.0,56.01226731691858,1.0,8.327354957487374,11.0,6.0420350843950645,2.161109820060222,53.0,1.0,12.0,27.32884658064516,770.0,0.0,7.729178660507856,2.0,0.875,7.286435587801453,103.228005,6.915487667663358,0.8754156231880188,0.1326697919164725,25.91961977638071
4,4.0,59.57602893345194,0.08,85.0,0.0,15.0,1.0,5.465567846096242,1.0,44.68122854429438,30.0,10.981340136562661,1.1888197118188781,76.0,1.0,14.0,27.32884658064516,905.0,15.0,5.087359944314968,4.0,0.875,39.09607497625758,103.29984200000001,7.937413864946154,0.440650075674057,0.13902764092917552,27.520607532044412
4,4.0,52.334055608785725,0.08,116.0,1.0,18.0,1.0,29.710503292233508,1.0,11.754040292728977,10.0,11.709965578051158,3.681488602904831,43.0,1.0,14.0,27.32884658064516,1168.0,8.0,1.3245980004016555,5.0,0.875,10.284785256137855,104.75767000000002,6.973967577163476,0.6494556069374084,0.12390139752916299,26.22911059901083
4,4.0,61.269313170958725,0.08,83.0,0.0,0.0,1.0,16.527916433990573,1.0,20.187012463940228,8.0,8.703861020437344,0.709506886003081,17.0,1.0,8.0,27.32884658064516,1169.0,13.0,3.828524823978819,0.0,0.875,17.6636359059477,102.85960399999998,6.920424759518118,0.6146349906921387,0.1677536460249583,21.356521810204466
4,4.0,45.41792191272646,0.08,116.0,1.0,3.0,1.0,42.149272245727666,1.0,27.87236811484775,25.0,11.90022554970063,6.185258845098119,45.0,1.0,8.0,27.32884658064516,70.0,9.0,8.24954961970763,2.0,0.875,24.38832210049178,104.250096,7.281732107461278,0.4208231568336487,0.18141121356836093,21.636044890205426
4,4.0,47.504746142943105,0.08,92.0,1.0,11.0,1.0,46.97433820084269,1.0,21.736588835742495,24.0,10.49846413081736,8.360002521697027,78.0,1.0,12.0,27.32884658064516,830.0,0.0,6.715184773964113,4.0,0.875,19.01951523127468,103.507597,8.155031325925643,0.9854207038879395,0.12868592997327877,26.62551668522306
4,4.0,43.68084702670938,0.08,69.0,0.0,23.0,1.0,48.20435249481042,1.0,24.15688467168911,33.0,10.914044636724636,0.08479723118536192,52.0,1.0,8.0,27.32884658064516,264.0,12.0,0.6843996095564098,3.0,0.875,21.13727408772797,105.64411999999999,7.794606442603258,0.6119740605354309,0.1526219740986491,26.908740260488337
4,4.0,45.45893524581012,0.08,32.0,1.0,5.0,1.0,37.096421331940746,1.0,12.033297912517483,11.0,5.448745834383049,8.484120359417282,32.0,1.0,12.0,27.32884658064516,1217.0,12.0,2.1107853295867196,0.0,0.875,10.529135673452798,104.29466999999998,6.315992162308998,0.6146349906921387,0.10891100038516373,22.857671410006358
4,4.0,52.369337250934066,0.08,124.0,0.0,9.0,1.0,36.46455610073874,1.0,7.888568146992873,27.0,6.356883004732978,0.879216965479166,64.0,1.0,14.0,27.32884658064516,1394.0,11.0,6.600051855973733,5.0,0.875,6.902497128618764,105.07324099999998,8.155031325925643,0.3534342646598816,0.16113367156772354,28.718948923204298
4,4.0,49.886464238132724,0.08,28.0,0.0,10.0,1.0,28.602657497834166,1.0,39.02728784064775,4.0,8.673465887850684,1.0535759660446042,23.0,1.0,8.0,27.32884658064516,1241.0,12.0,6.67126669823919,0.0,0.875,34.14887686056678,105.98560199999996,6.915487667663358,0.3531303405761719,0.16327795785331442,24.580194968214116
4,4.0,50.765241751846574,0.08,117.0,1.0,15.0,1.0,28.39872342185118,1.0,37.36295217852649,33.0,7.443058598765084,0.2851014609702372,33.0,1.0,13.0,27.32884658064516,433.0,6.0,3.348792638742987,9.0,0.875,32.69258315621068,106.692307,7.805309096397466,0.6518933176994324,0.16858930998770702,24.06121488401519
4,4.0,47.13668345268769,0.08,16.0,1.0,28.0,1.0,50.029020061279546,1.0,25.907428837279323,13.0,8.499862282817215,4.9650284248372,15.0,1.0,14.0,27.32884658064516,545.0,8.0,9.955196232867175,4.0,0.875,22.669000232619407,104.84088299999999,6.915487667663358,0.475452184677124,0.13467155038467316,26.12440324963284
4,4.0,52.226281365942775,0.08,40.0,0.0,10.0,1.0,56.170051120012864,1.0,32.81662812271625,36.0,10.18543225967207,7.966759694445798,11.0,1.0,14.0,27.32884658064516,626.0,15.0,2.9376818077625053,2.0,0.875,28.71454960737672,103.87806799999998,5.8146346104931075,0.6518933176994324,0.12915498292172772,24.53331182832255
4,4.0,47.83065737078459,0.08,89.0,0.0,23.0,1.0,9.133471132720118,1.0,34.54479575023278,19.0,11.707806909275831,0.13040536715091466,48.0,1.0,8.0,27.32884658064516,1019.0,0.0,1.215726877048039,4.0,0.875,30.226696281453684,105.43033099999998,6.973967577163476,1.201632022857666,0.14178654555174663,25.83812907088062
4,4.0,50.996648371693006,0.08,43.0,1.0,28.0,0.0,54.0796172850244,1.0,38.238538165781385,34.0,12.051675034679539,0.16220699831250535,14.0,1.0,8.0,27.32884658064516,1002.0,11.0,1.6504065664470347,9.0,0.875,33.45872089505871,107.963257,7.566781762371264,0.6518933176994324,0.1436115007574658,25.3450620047596
4,4.0,43.76601248467647,0.08,54.0,0.0,4.0,1.0,50.87649521631682,1.0,12.523143658484177,31.0,9.185675523854325,0.9651552353644111,43.0,1.0,13.0,27.32884658064516,1160.0,12.0,3.4121391815207005,2.0,0.875,10.957569860557506,105.53911999999998,6.932009877933105,0.5771534442901611,0.12709986264142917,1000000.0
4,4.0,47.62523138246168,0.08,122.0,2.0,8.0,0.0,6.326084466756279,1.0,13.396916609455054,30.0,4.578739708359965,0.40007254384757274,34.0,1.0,6.0,27.32884658064516,91.0,15.0,7.497773064092166,3.0,0.875,11.722302033273174,105.47927799999998,7.064114646481791,0.4497004449367523,0.13959488314377222,24.713244169350162
4,4.0,48.3926813597016,0.08,90.0,1.0,7.0,1.0,22.029634187119285,1.0,38.99422217076082,38.0,7.278162135633707,9.657115811405959,31.0,1.0,13.0,27.32884658064516,1119.0,10.0,8.196642384693346,4.0,0.875,34.119944399415715,104.34810199999998,6.688421013052643,0.43682950735092163,0.14126416141065137,22.15429595431185
