Material_Main,Initial GI (%),Additive_2,Initial pH,V3_Ventilation Duration (min),Initial C/N (%),Material_3,Compost volume (m3),V4_Ventilation Day, Composting Method,Additive_1,Initial Moisture Content (%),Additive_3,M1_is Enclosed,Period (d),V1_Ventilation Type,Application Rate (%DW),Turning times,Material_2,Additive_4,V5_Ventilation rate (L/min/kg iniDW),V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
3,27.32884658064516,9.0,4.466346759384683,0.0,8.412860967824056,3.0,0.0551315789473684,0.0,1.0,18.0,64.48457252448549,4.0,0.0,114.0,2.0,9.85491462658551,3.0,13.0,1.0,0.0,0.0,1.938857678018576,16.31134008156846,96.46049400000001,7.731220710553261,0.4129190742969513,0.09974531329345217,20.0950113664406
3,27.32884658064516,13.0,4.683780103972903,31.92145208645703,13.156710201911533,5.0,0.0551315789473684,22.0,2.0,21.0,48.72037087697167,4.0,0.0,103.0,1.0,6.690608150064405,5.0,2.0,1.0,2.1771647800253002,1008.0,1.938857678018576,25.508988592441504,94.823862,9.674996255065722,0.6548666954040527,0.13378917496704318,19.102873137536932
3,27.32884658064516,8.0,6.42572040226047,30.552707149232482,30.41968627380667,2.0,0.0551315789473684,3.0,2.0,11.0,67.84242579736022,4.0,0.0,33.0,0.0,9.306085531339987,3.0,5.0,1.0,6.712599074437659,0.0,1.938857678018576,58.97944229488635,95.7061,6.612145845863731,0.8646881580352783,0.1809441167004345,21.454525632550013
3,27.32884658064516,12.0,8.239078687480243,23.00594864576866,28.617993134303084,5.0,0.0551315789473684,0.0,1.0,38.0,47.18631541430509,4.0,1.0,15.0,1.0,6.548964464025081,3.0,8.0,1.0,5.065869364219878,1199.0,1.938857678018576,55.48621571792643,96.813408,6.871906737031215,0.6489326357841492,0.1652817659678586,26.26931390392958
3,27.32884658064516,12.0,4.988575050964844,7.752870082162497,42.035629413617755,2.0,0.0551315789473684,13.0,0.0,30.0,63.45983390484099,4.0,1.0,119.0,0.0,9.555656390313786,4.0,4.0,1.0,2.522545372384645,0.0,1.938857678018576,81.50110283893628,94.78298900000001,8.67146620553709,0.3828662037849426,0.2009737732583549,18.879127143410965
3,27.32884658064516,7.0,9.78495298217402,46.717436241662654,43.02575241254787,5.0,0.0551315789473684,67.0,0.0,22.0,63.14080513944304,4.0,1.0,128.0,1.0,6.438107075217711,4.0,5.0,1.0,6.735976359639981,358.0,1.938857678018576,83.42081041759471,93.48305800000001,8.699440151810967,0.5054934024810791,0.1764913948950735,22.58182614367088
3,27.32884658064516,8.0,11.468169228215718,19.867381684045974,29.37185071025913,5.0,0.0551315789473684,12.0,2.0,23.0,60.06724083393466,4.0,0.0,67.0,0.0,8.73982243638967,3.0,14.0,1.0,3.031627415347238,0.0,1.938857678018576,56.947838267201284,93.96222500000002,8.352404227855454,0.36833980679512024,0.20307830544343783,21.43727576261082
3,27.32884658064516,11.0,6.130696233247425,12.787893044533647,43.88921487432631,3.0,0.0551315789473684,2.0,0.0,10.0,65.76967258209851,4.0,1.0,18.0,0.0,6.993225462390882,3.0,5.0,1.0,5.348030095193545,0.0,1.938857678018576,85.09494124129466,96.29151300000001,6.9406603954544615,0.848604679107666,0.22439904333772534,22.907102890238775
3,27.32884658064516,10.0,7.5655688616405925,55.22113860552333,30.445246097325313,5.0,0.0551315789473684,1.0,1.0,38.0,45.48471147173912,4.0,0.0,14.0,0.0,0.5736177458453551,4.0,14.0,1.0,6.68399415970396,0.0,1.938857678018576,59.02899915496427,93.40364100000002,9.069675570575894,0.12956975400447845,0.21602544311307487,27.238934819620734
3,27.32884658064516,3.0,5.598887209613442,10.206091259606547,36.60002706713205,2.0,0.0551315789473684,54.0,2.0,31.0,50.78509122444539,4.0,0.0,90.0,1.0,8.240775203358838,1.0,2.0,1.0,4.758093212056367,90.0,1.938857678018576,70.96224349479667,94.19904800000002,10.334189703908752,0.665715754032135,0.15136280501228325,20.199325102813965
3,27.32884658064516,5.0,4.437495172881147,3.1501334626857314,6.410894015667068,0.0,0.0551315789473684,64.0,1.0,22.0,72.09178044619208,4.0,1.0,83.0,1.0,7.1516300116698215,1.0,6.0,1.0,3.2159469293653995,1392.0,1.938857678018576,13.527459414278491,93.48453700000002,8.249687338691645,0.6671983599662781,0.1406652862038312,1000000.0
3,27.32884658064516,6.0,9.979894767747155,52.573270569800854,20.854414170010383,4.0,0.0551315789473684,28.0,1.0,24.0,54.50941911324833,4.0,0.0,53.0,0.0,8.658664429296703,4.0,5.0,1.0,5.828289438848188,0.0,1.938857678018576,40.43374103410402,94.40669800000003,6.656853637502171,0.051825229078531265,0.21604622034730642,18.7379528767638
3,27.32884658064516,5.0,9.089657296061826,12.576637443509451,13.948280764893287,3.0,0.0551315789473684,76.0,2.0,35.0,69.84962696952138,4.0,0.0,93.0,1.0,9.588493506908318,4.0,14.0,1.0,5.474797737058573,1350.0,1.938857678018576,27.043731256172165,97.080818,7.3268983325709955,0.40117910504341125,0.13525157785415537,26.188452091016014
3,27.32884658064516,8.0,9.949298039605463,26.0839861414467,29.543478379434276,4.0,0.0551315789473684,36.0,1.0,6.0,72.08934280882026,4.0,0.0,41.0,0.0,9.332689041426498,4.0,14.0,1.0,4.5005658292272575,0.0,1.938857678018576,57.01134483636152,93.96112900000001,6.948120250264532,1.2167255878448486,0.19196350043106153,1000000.0
3,27.32884658064516,0.0,4.652872591065954,0.0,17.876974257501676,5.0,0.0551315789473684,0.0,2.0,15.0,72.7273321653253,4.0,1.0,24.0,2.0,7.684319450220536,3.0,5.0,1.0,0.0,0.0,1.938857678018576,34.66090879889756,94.62031200000003,4.067865481515454,0.42091384530067444,0.18440332475448856,21.62199569694758
3,27.32884658064516,6.0,9.413472294345198,4.003628995782651,38.80537076342712,9.0,0.0551315789473684,11.0,1.0,36.0,47.708111486437055,4.0,0.0,132.0,1.0,9.977544513773523,4.0,8.0,1.0,6.448768910361372,216.0,1.938857678018576,75.23809105302824,96.502779,6.365048687368199,0.38189247250556946,0.1529297698228894,20.853496165479736
3,27.32884658064516,15.0,6.265741421842245,43.58386172407366,20.488543185512054,3.0,0.0551315789473684,23.0,1.0,24.0,49.02891031714282,4.0,0.0,38.0,0.0,9.60019940892918,1.0,6.0,1.0,5.864174274784995,0.0,1.938857678018576,39.72436926664522,95.87111400000003,7.752870568049697,-0.0818365216255188,0.19801820968989947,21.29189036274899
3,27.328846580645163,9.0,6.786085372059347,0.8470919177402811,42.467035817463994,3.0,0.0551315789473684,0.0,1.0,15.0,50.47448706476888,4.0,0.0,72.0,2.0,6.533123795525904,4.0,2.0,1.0,0.0,0.0,1.938857678018576,82.33753845737994,95.57488000000001,8.525700703614076,0.5168452858924866,0.16280847527296663,12.467058988625427
3,27.32884658064516,2.0,10.791149544446672,0.0,10.019721909409121,3.0,0.0551315789473684,0.0,1.0,22.0,73.44658782244123,4.0,0.0,74.0,2.0,9.48746286200993,2.0,2.0,1.0,0.742757030416993,0.0,1.938857678018576,19.35082156690582,94.28309100000003,7.474113857152991,0.5491988658905029,0.1696987976189167,1000000.0
3,27.32884658064516,3.0,5.569022036601116,38.14361482325042,9.854552345322798,2.0,0.0551315789473684,43.0,2.0,25.0,46.278167354344646,4.0,0.0,132.0,0.0,9.662118902338126,2.0,12.0,1.0,5.067211483784115,0.0,1.938857678018576,19.106574478165072,95.89674000000002,11.108185195358939,0.28945890069007874,0.11140970402364775,24.371305673408724
3,27.32884658064516,11.0,5.095794313216189,33.52528812277347,7.582552157452234,4.0,0.0551315789473684,80.0,0.0,7.0,61.96457686242221,4.0,1.0,82.0,0.0,9.949071407471155,2.0,3.0,1.0,8.460307907843603,0.0,1.938857678018576,14.701489469452582,94.51008300000004,9.366735997485735,1.1322786808013916,0.13935481718164894,24.428807977868345
3,27.32884658064516,3.0,9.692991427303243,0.5909593832475433,17.06989054187862,9.0,0.0551315789473684,0.0,1.0,17.0,53.92315791053892,4.0,0.0,53.0,2.0,9.809028684604671,5.0,13.0,1.0,0.9890019792822875,0.0,1.938857678018576,33.09608834005804,95.85223700000004,5.313128840729179,0.42817947268486023,0.15879590841050076,23.143867329396734
3,27.32884658064516,3.0,7.561148540009022,29.14567269448537,14.0608351794653,2.0,0.0551315789473684,43.0,0.0,28.0,51.78285766535739,4.0,1.0,99.0,1.0,9.9621362583655,4.0,3.0,1.0,2.4116208926989815,640.0,1.938857678018576,27.26195824706,95.58312200000002,10.608818436703308,0.6003425717353821,0.13010515123185465,21.66504236204263
3,27.32884658064516,1.0,5.345693297634362,46.91042996201284,5.20686586413631,9.0,0.0551315789473684,6.0,0.0,13.0,78.18948653423777,4.0,1.0,118.0,1.0,7.494934418617843,3.0,8.0,1.0,6.235069037114474,763.0,1.938857678018576,10.095371859093511,94.86756000000001,7.50680944598963,1.193607211112976,0.15417300211029228,19.516017884964278
3,27.32884658064516,2.0,4.961010615065453,54.032333714759844,17.898136567539225,5.0,0.0551315789473684,47.0,1.0,18.0,69.34295417447083,4.0,0.0,81.0,1.0,7.541407502663149,3.0,13.0,1.0,0.20411379646762207,181.0,1.938857678018576,34.70193950619847,95.56536300000002,10.450897568883489,0.5875356793403625,0.12959586085444724,23.006925858808312
3,27.32884658064516,7.0,5.6381605458558575,34.047564681368954,19.23137863653883,9.0,0.0551315789473684,53.0,1.0,17.0,74.83389944899831,4.0,0.0,109.0,1.0,6.490767703330091,3.0,13.0,1.0,0.1930109817937975,802.0,1.938857678018576,37.28690612833573,94.69070300000001,10.052944932874826,0.6555905342102051,0.14189440408515175,18.488153857544937
3,27.328846580645163,6.0,5.446608088174234,37.149566617323714,29.709177965066655,9.0,0.0551315789473684,30.0,2.0,20.0,69.25654122615401,4.0,0.0,130.0,1.0,7.10952200351578,4.0,6.0,1.0,5.9466427739991925,1189.0,1.938857678018576,57.60186780518978,96.19810600000001,8.796887535697193,0.3931061327457428,0.1728501499729993,18.01300582069938
3,27.32884658064516,2.0,9.958935025874226,15.601415028192939,22.9904382840619,2.0,0.0551315789473684,13.0,1.0,20.0,64.71975635256882,4.0,0.0,67.0,1.0,9.65226505384002,5.0,5.0,1.0,7.0169243432316,861.0,1.938857678018576,46.35203157986417,94.12010300000001,8.362896601370421,0.3230576813220978,0.1575568014610961,1000000.0
3,27.32884658064516,7.0,10.051932450362749,11.635614274477796,25.24323004036321,5.0,0.0551315789473684,1.0,2.0,35.0,70.40223473724676,4.0,0.0,38.0,0.0,7.181926991507338,0.0,12.0,1.0,1.118063113991994,0.0,1.938857678018576,48.94303038174738,94.58871799999999,4.226379208056746,0.7855702638626099,0.1715227014939731,23.80516589582911
3,27.32884658064516,5.0,4.424069799584973,6.123451336098387,20.21071153014324,5.0,0.0551315789473684,0.0,1.0,15.0,57.78935141340793,4.0,1.0,22.0,0.0,8.656221229675904,2.0,14.0,1.0,9.059117715031105,0.0,1.938857678018576,39.18569322843678,95.961794,5.195532739321495,0.08362708985805511,0.23108151160886425,27.677111266844832
3,27.32884658064516,5.0,7.503622203238518,6.595533495875896,42.38732267426788,5.0,0.0551315789473684,51.0,1.0,11.0,60.35584656630433,4.0,0.0,67.0,0.0,6.560948877449092,4.0,12.0,1.0,6.83400598977005,0.0,1.938857678018576,82.18298601765515,95.47496300000003,9.044543320416036,0.9292629957199097,0.21220721413741006,21.954522036343157
3,27.32884658064516,13.0,6.658113474372936,22.601886910580195,11.58308956737896,2.0,0.0551315789473684,79.0,2.0,21.0,47.80313592370199,4.0,1.0,130.0,0.0,6.79136088522886,3.0,14.0,1.0,8.715051727591224,0.0,1.938857678018576,22.45796214288956,92.92811000000002,9.768534609400849,0.2397920936346054,0.1354478469159132,26.909185929429697
3,27.68088812682301,8.0,6.957934539233269,8.520241787801462,33.18635485387936,5.0,0.0551315789473684,5.0,1.0,37.0,49.14951598022306,4.0,1.0,60.0,1.0,9.603482178022396,4.0,12.0,1.0,9.613140849200128,528.0,1.938857678018576,64.34361891389302,95.90824500000001,6.461603181134189,0.5210834741592407,0.1557449152741741,20.876860740549994
3,27.32884658064516,11.0,9.90681204566225,0.0,45.37304425279467,5.0,0.0551315789473684,0.0,2.0,27.0,75.84866852036353,4.0,1.0,122.0,2.0,9.531813535535855,4.0,6.0,1.0,0.0,0.0,1.938857678018576,87.97187522460757,94.97336800000002,7.513601423221843,0.4401993453502655,0.20538932384702252,13.04918377733927
3,27.32884658064516,2.0,9.33108997516634,56.9901042417269,14.938502422744502,3.0,0.0551315789473684,81.0,1.0,24.0,46.08679862984699,4.0,0.0,114.0,0.0,9.716704121148325,3.0,4.0,1.0,3.391498080775831,0.0,1.938857678018576,28.963630120437276,97.573823,10.734756626624863,0.2793818712234497,0.14216632989375907,22.228686216543807
3,27.32884658064516,8.0,9.933110645858477,13.851751695517818,22.736035598849416,5.0,0.0551315789473684,19.0,1.0,14.0,61.482650516179795,4.0,0.0,118.0,0.0,9.74602653954601,2.0,2.0,1.0,6.016926124197369,0.0,1.938857678018576,44.08193718853286,96.783083,8.665704556692807,0.06562183797359467,0.20911863341031856,18.146097633510323
3,27.32884658064516,8.0,5.4535145624037975,30.7602581286626,39.42483585909426,4.0,0.0551315789473684,46.0,2.0,19.0,56.17776780346699,4.0,0.0,92.0,0.0,7.043780937343986,1.0,0.0,1.0,1.3147046890182645,0.0,1.938857678018576,76.43914571002699,95.22323900000004,10.787496287690798,0.38649284839630127,0.18054627695638742,18.87808368122143
3,27.32884658064516,13.0,7.601461618786854,35.83779478406797,23.79321161510733,3.0,0.0551315789473684,31.0,2.0,28.0,69.31365049761025,4.0,0.0,115.0,1.0,6.912601241660578,1.0,12.0,1.0,2.4076287737912603,1315.0,1.938857678018576,46.13165102467161,94.60832200000003,9.751523207458952,0.7273637652397156,0.16737109799859864,20.783375237652123
3,27.32884658064516,3.0,7.487907637496614,1.7344045361007205,38.83778082758512,5.0,0.0551315789473684,0.0,1.0,15.0,66.05498812924056,4.0,0.0,54.0,2.0,9.670230309591725,28.0,12.0,1.0,0.0,0.0,1.938857678018576,75.30092955476606,93.01959600000002,7.904735085425708,0.42173001170158386,0.16713684893380185,25.61187702513711
3,27.32884658064516,1.0,6.564807314314649,0.0,44.081474607581995,4.0,0.0551315789473684,0.0,1.0,34.0,68.8058950071687,4.0,1.0,17.0,2.0,9.100819105436896,0.0,0.0,1.0,0.0,0.0,1.938857678018576,85.46770550129125,94.900741,3.2706795473570653,1.5360358953475952,0.14899672869485164,22.253271630710227
3,27.32884658064516,10.0,6.202314648086089,59.41283516849722,33.714649156656584,0.0,0.0551315789473684,60.0,2.0,25.0,68.13235547475738,4.0,1.0,111.0,1.0,7.984646934458176,2.0,5.0,1.0,9.275070595121864,1343.0,1.938857678018576,65.36790637908612,93.81112600000002,8.602549523964448,0.4467502236366272,0.14418752110060185,21.96472398237841
3,27.32884658064516,10.0,6.003560543894544,1.990296805469709,19.130510675058453,3.0,0.0551315789473684,20.0,2.0,15.0,76.03272887994011,4.0,0.0,77.0,0.0,9.64780632678344,4.0,0.0,1.0,0.2821239733296943,0.0,1.938857678018576,37.09133750675341,97.10966200000001,7.955462235311302,0.3670940697193146,0.1416389549009121,13.812559221534665
3,27.32884658064516,7.0,6.897166638542152,1.1263063372901652,24.20586164615659,0.0,0.0551315789473684,0.0,2.0,19.0,62.01977533737001,4.0,0.0,27.0,2.0,9.842819828699373,0.0,13.0,1.0,0.0,0.0,1.938857678018576,46.93172070570607,96.940324,4.95815485366695,0.8002814650535583,0.14758444216006888,23.56895486424304
3,27.32884658064516,8.0,9.694073641783845,14.847997952153484,9.629396876469128,9.0,0.0551315789473684,42.0,0.0,21.0,71.95492976681248,4.0,1.0,76.0,1.0,9.993845613336184,3.0,4.0,1.0,6.285160996172485,21.0,1.938857678018576,18.67003006863026,95.22767300000004,8.774662248635753,0.09293603152036667,0.17033579609874164,21.383207180817976
3,27.32884658064516,11.0,9.501154589836696,0.0,39.15456965243603,3.0,0.0551315789473684,0.0,2.0,15.0,50.49804339417815,4.0,0.0,104.0,2.0,9.983079400474072,2.0,6.0,1.0,0.0,0.0,1.938857678018576,75.91513800013873,96.70504000000001,7.731220710553261,0.42142125964164734,0.12889344296840557,14.115300402607405
3,27.32884658064516,3.0,5.990269437188655,3.5004005622600687,43.48251035783662,9.0,0.0551315789473684,0.0,0.0,7.0,52.07391035518983,4.0,1.0,110.0,0.0,6.938790502648843,2.0,6.0,1.0,2.3214258228186404,0.0,1.938857678018576,84.30639906681378,93.36348000000002,8.464149507804542,1.2378407716751099,0.23787969584272067,17.776811246461794
3,27.32884658064516,0.0,6.895891014873592,41.87443380449247,42.61478735824564,0.0,0.0551315789473684,5.0,2.0,30.0,60.32714821769315,4.0,0.0,58.0,1.0,9.666576952292328,1.0,12.0,1.0,6.380456880313156,967.0,1.938857678018576,82.62400766666352,95.243733,7.111654800584858,0.4137937128543854,0.1567305765999177,20.566197041048934
3,27.32884658064516,13.0,8.408258744994551,55.0047909995411,8.125892289555349,0.0,0.0551315789473684,69.0,1.0,4.0,51.83971257373111,4.0,1.0,113.0,1.0,7.075198043979996,0.0,8.0,1.0,1.8637103641295272,774.0,1.938857678018576,15.754948656356333,93.18740600000001,10.049758625660708,1.7582237720489502,0.1500046398751628,25.007866474641585
3,27.32884658064516,15.0,5.582149566854937,30.96550132753741,39.32876328965379,5.0,0.0551315789473684,11.0,2.0,30.0,62.01242494075021,4.0,0.0,16.0,0.0,8.363022919768134,4.0,12.0,1.0,2.1639856838408655,0.0,1.938857678018576,76.25287467112037,92.82264200000003,7.166499323106055,0.3573854863643646,0.19821808879509017,24.055071355133823
3,29.403231908871874,10.0,9.713239390900286,51.92874177698019,17.548559582963446,9.0,0.0551315789473684,2.0,0.0,24.0,77.14312374903392,4.0,1.0,24.0,1.0,9.733781436954793,2.0,14.0,1.0,0.8391328410446242,1283.0,1.938857678018576,34.024159485595135,98.35047999999999,7.168031048105425,0.6099891662597656,0.16211392098373134,25.505419915261704
3,27.32884658064516,6.0,6.78202731318777,36.870096160855866,42.095013211086744,0.0,0.0551315789473684,9.0,1.0,33.0,58.030739208277794,4.0,0.0,34.0,0.0,7.168403283387638,0.0,2.0,1.0,7.753587126143575,0.0,1.938857678018576,81.61623957060893,93.66460599999999,5.559381087392261,1.2247995138168335,0.17863604924771803,20.522881762043884
3,27.32884658064516,3.0,4.834136030876383,0.9883198320762281,8.637427898213781,3.0,0.0551315789473684,0.0,2.0,35.0,79.61447733895832,4.0,0.0,22.0,2.0,8.880797617520408,2.0,0.0,1.0,0.0,0.0,1.938857678018576,16.746743398783643,95.55174500000001,5.341525144784542,0.5657262206077576,0.12400120067176476,21.99095054256296
3,27.32884658064516,5.0,5.249077506407069,5.53027955105269,13.516289115230755,2.0,0.0551315789473684,20.0,2.0,30.0,55.51267535289629,4.0,0.0,89.0,1.0,9.675333325062683,1.0,13.0,1.0,5.133224545764494,1184.0,1.938857678018576,25.430775314602936,95.212845,6.771654973646113,0.4560714066028595,0.11414140184982591,1000000.0
3,27.32884658064516,13.0,6.600472037682821,0.0,9.570961156895306,4.0,0.0551315789473684,0.0,2.0,25.0,46.37134590588248,4.0,0.0,69.0,2.0,7.465059086747978,3.0,4.0,1.0,0.0,0.0,1.938857678018576,18.556731525064016,94.40122900000001,7.826826348139124,0.40225929021835327,0.11458630889389021,15.33886820864068
3,27.32884658064516,11.0,7.602453241630291,53.82402074905143,30.731346772561125,9.0,0.0551315789473684,7.0,0.0,24.0,72.89431566764735,4.0,1.0,27.0,0.0,7.129823353804888,2.0,14.0,1.0,9.691379857169432,0.0,4.9725329140238905,59.583707645831524,94.06613600000003,1000000.0,1000000.0,1000000.0,1000000.0
3,27.32884658064516,9.0,4.939446493125992,56.8872366593105,12.018534078560084,3.0,0.0551315789473684,67.0,1.0,15.0,76.04911872489598,4.0,0.0,74.0,0.0,6.4776709413167435,5.0,14.0,1.0,2.4219495893880483,0.0,1.938857678018576,23.30222707674413,95.001022,10.041652550653035,0.266755610704422,0.15769593105130444,25.719377561578842
3,27.32884658064516,0.0,10.626853850468882,53.09719825958341,36.920706178725005,3.0,0.0551315789473684,7.0,1.0,30.0,68.15309447346341,4.0,0.0,22.0,1.0,9.669174223930508,2.0,8.0,1.0,9.765676547622014,1211.0,1.938857678018576,71.58399465248885,96.15165200000001,6.0955198568303,0.2568981945514679,0.15887188570129368,25.268171035553245
3,27.32884658064516,13.0,4.316649241501923,23.353192554454846,43.86697943988254,2.0,0.0551315789473684,5.0,2.0,19.0,52.77098710248204,4.0,1.0,20.0,0.0,9.928675350815473,1.0,12.0,1.0,8.458594510618816,0.0,1.938857678018576,85.05182989849928,94.49170200000005,6.881134369359687,0.05726630985736847,0.2009466507085,26.412979838765757
3,27.32884658064516,13.0,9.82166484672452,2.2851123558713615,21.2547242885968,2.0,0.0551315789473684,30.0,1.0,17.0,63.66998797741073,4.0,0.0,50.0,1.0,7.084669588313596,3.0,4.0,1.0,2.5200813137346922,531.0,1.938857678018576,41.20988538111382,94.84493800000001,6.850250033955934,0.6351490020751953,0.152060693791597,21.046199130862956
3,27.52248397636214,15.0,11.646990055920273,45.26112467741823,21.821125089665557,0.0,0.0551315789473684,11.0,0.0,34.0,76.78729961334258,4.0,1.0,105.0,1.0,9.912876804260945,0.0,0.0,1.0,3.8255764078695664,846.0,1.938857678018576,42.308055923101854,94.47038,4.04306483078989,1.5508686304092407,0.1512456404927359,17.19449833070825
3,27.32884658064516,8.0,9.565076080179217,0.0,29.939810511292453,0.0,0.0551315789473684,0.0,1.0,12.0,74.26844988636229,4.0,1.0,99.0,2.0,9.812368541243844,4.0,4.0,1.0,0.0,0.0,1.938857678018576,58.049031488240644,94.94095600000003,7.513601423221843,1.255562663078308,0.18657167457552523,11.154977700314623
3,27.32884658064516,9.0,10.321819723557159,0.0,23.45917643361102,2.0,0.0551315789473684,0.0,2.0,30.0,74.18747159378502,4.0,0.0,81.0,2.0,9.9628795791947,3.0,0.0,1.0,0.0,0.0,1.938857678018576,45.48400434829916,96.391018,6.7310736391971435,0.5317286849021912,0.14935207122914645,11.951254761144618
3,27.32884658064516,12.0,8.028661292396771,39.89554127275047,45.54792547204797,4.0,0.0551315789473684,47.0,2.0,13.0,49.427014441760534,4.0,0.0,119.0,0.0,3.855107392022242,4.0,0.0,1.0,5.3926825015233435,0.0,1.938857678018576,88.31094501929809,92.50983500000002,8.908060868327853,1.1435986757278442,0.2010705765748513,19.335306705444324
3,27.32884658064516,10.0,7.032982947473801,3.159503067026661,23.149205274142247,0.0,0.0551315789473684,60.0,1.0,33.0,61.824015419740135,4.0,0.0,77.0,0.0,7.145716880693419,3.0,3.0,1.0,6.693968033981729,0.0,1.938857678018576,44.88301438579881,95.46265700000002,9.963624012259542,0.20889626443386078,0.17879554910812734,22.457478614547927
3,27.32884658064516,3.0,7.681487445967813,21.80241985493585,30.59845693801364,3.0,0.0551315789473684,2.0,1.0,6.0,61.95122328184728,4.0,0.0,22.0,0.0,6.998197700626699,1.0,4.0,1.0,5.2252191374603205,0.0,1.938857678018576,59.326053169788516,95.55833700000001,8.870171162015216,0.8137895464897156,0.22810597685445808,22.70909091041768
3,27.328846580645163,11.0,6.6586840000999485,29.796501364223438,21.56201453632082,4.0,0.0551315789473684,2.0,2.0,8.0,72.60231451533228,4.0,0.0,13.0,1.0,9.746089065958024,3.0,2.0,1.0,8.684480456565725,1180.0,1.938857678018576,41.80567743729377,98.22675,5.750549602237824,1.3444796800613403,0.15667273187790087,22.978228354415446
3,27.498705437179343,3.0,7.988952133325784,0.0,24.073268646733137,9.0,0.0551315789473684,0.0,1.0,34.0,50.95535223463091,4.0,0.0,28.0,2.0,4.146020746785583,3.0,3.0,1.0,0.0,0.0,1.938857678018576,46.6746417507224,91.80232200000002,8.305533357558547,0.48349621891975403,0.19077069442545977,1000000.0
