Additive_3,Turning times,V2_Ventilation Interval (min), Composting Method,V1_Ventilation Type,Initial Moisture Content (%),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Additive_1,Initial pH,Material_2,V3_Ventilation Duration (min),Initial C/N (%),M1_is Enclosed,V4_Ventilation Day,Additive_2,Additive_4,Compost volume (m3),Initial GI (%),Material_3,Material_Main,Period (d),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,9.0,0.0,1.0,2.0,77.68957691871705,4.039294437199431,0.0,35.0,9.736249767039617,5.0,0.0,21.41797691389453,0.0,0.0,5.0,1.0,0.314,27.547494056189073,3.0,5,19.0,1.4280600332415827,30.586156823623675,94.09108100000002,10.083052479673269,0.9341820478439331,0.15380444856356024,25.576948723222287
4.0,5.0,0.0,1.0,0.0,75.81588394673881,7.383402428505268,1.8230152881515505,36.0,6.0491666608057635,6.0,20.01212260140474,26.710343482429074,0.0,4.0,9.0,1.0,0.314,27.32884658064516,5.0,5,13.0,1.4280600332415827,38.143974001411756,92.72779100000001,5.317196355015832,0.858181893825531,0.20074249461074611,24.78196196268339
4.0,2.0,0.0,1.0,2.0,71.80980541240784,3.754183065157946,0.0,35.0,5.9682669758149105,3.0,0.0,30.52888692514937,0.0,0.0,12.0,1.0,0.314,27.32884658064516,4.0,5,52.0,1.4280600332415827,43.597083277157324,95.07699600000004,8.363600324742874,0.6603646874427795,0.16294100825221372,16.59370551720174
4.0,8.0,0.0,2.0,0.0,77.00454151828,6.425084505769542,0.5732554873245077,28.0,10.614969467061773,12.0,33.11343332546941,39.33345542682274,0.0,52.0,13.0,1.0,0.314,27.32884658064516,5.0,5,54.0,1.4280600332415827,56.17053566433479,92.82183499999998,9.220351176918152,0.8318153619766235,0.17416650177454024,26.337860753422955
4.0,0.0,0.0,2.0,2.0,53.531115739869925,5.433097737405911,0.0,34.0,8.317285613030492,14.0,0.0,18.85554062308429,0.0,0.0,10.0,1.0,0.314,27.328846580645163,0.0,5,28.0,1.4280600332415827,27.12513127789993,95.77242300000003,6.645114231943071,1.307382345199585,0.11394671175801063,1000000.0
4.0,8.0,0.0,0.0,2.0,56.983832405642346,2.600823329784726,0.0,30.0,11.012642291107932,2.0,0.0,13.128111008542216,1.0,0.0,1.0,1.0,0.314,27.32884658064516,9.0,5,23.0,1.4280600332415827,18.747730643257984,94.68187500000002,10.255517340564422,0.6915308833122253,0.18409299786815264,27.312846069757708
4.0,24.0,1160.0,0.0,1.0,71.28900943730082,9.659773845587853,7.903777788879914,13.0,5.534977053860683,0.0,49.89463259895817,19.99541972026838,1.0,14.0,0.0,1.0,0.314,27.32884658064516,9.0,5,46.0,1.4280600332415827,28.761578108044773,91.89034899999999,11.619564791743823,0.8996765613555908,0.18586169900592506,1000000.0
4.0,7.0,0.0,1.0,2.0,73.57482943213537,4.295896346579773,0.0,20.0,9.26700865111448,5.0,0.0,30.141975086245512,0.0,0.0,9.0,1.0,0.314,27.32884658064516,9.0,5,48.0,1.4280600332415827,43.04454994363073,95.474923,6.109243269916078,0.7492706775665283,0.17795681413655295,21.026787598544093
4.0,10.0,1091.0,1.0,1.0,56.24152068583888,2.735840922822147,0.029813554920770133,35.0,11.57011608860264,5.0,15.431691842290501,28.16387958781319,1.0,25.0,10.0,1.0,0.314,27.328846580645163,9.0,5,40.0,1.4280600332415827,40.200274478661306,93.27689266666667,7.332038626907232,1.0497568845748901,0.12252072052771193,1000000.0
4.0,2.0,572.0,2.0,1.0,45.94730032728198,5.2436292394474755,4.320504852544477,28.0,9.78070749103777,14.0,25.351165718504944,15.28888837931984,0.0,22.0,12.0,1.0,0.314,27.32884658064516,9.0,5,54.0,1.4280600332415827,19.027807196997067,93.38507100000002,9.220821891540416,1.1052446365356445,0.1468445028578576,1000000.0
4.0,9.0,1110.0,1.0,1.0,47.169193671702104,4.519809470634742,3.574488096239782,31.0,11.632211554210357,6.0,56.54041950724871,31.277918521565503,0.0,11.0,10.0,1.0,0.314,27.32884658064516,9.0,5,131.0,1.4280600332415827,41.48432795615656,96.12801366666663,6.709638255840911,0.9092301726341248,0.15785464966114457,1000000.0
4.0,7.0,0.0,1.0,2.0,63.94840816956058,4.382751407466279,0.0,35.0,5.5347890490838845,8.0,0.0,24.93464303698324,0.0,0.0,12.0,1.0,0.314,27.334752485093347,4.0,5,74.0,1.4280600332415827,35.60816716426128,93.93484100000002,6.867721971530394,0.6204151511192322,0.16101928005418628,17.923386535729946
