Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,4.284291822810071,15.900660555905944,0.6977913673928084,False
Turning times,8.811166265717247,36.894124324273335,1.274392522318058e-08,True
Period (d),4.050464743058695,13.659517408923236,0.17104751695395853,False
V2_Ventilation Interval (min),9.398467282718029,40.732275942048474,2.710580985228995e-07,True
M1_is Enclosed,3.6850324606426663,18.869344712087624,0.9165406443620467,False
 Composting Method,1.6635230600772102,9.00387537578115,2.9027814428497415e-05,False
Additive_3,0.08034732200875444,0.5931268956090463,2.674568060199466e-10,False
Additive_2,3.122134123409453,8.81416121908363,0.006568930943740481,False
Additive_1,2.585565680107751,9.778865835646783,0.00030594318620841895,False
Material_2,3.0176865530250065,10.688070292682212,0.0006903152254619163,False
Additive_4,0.0,0.0,1.6147943259839993e-10,False
Material_3,0.5639374067477968,2.445928828676017,8.249961365628042e-09,False
Compost volume (m3),2.5813909696175705,10.035846314670152,0.0010598536746036457,False
V1_Ventilation Type,5.051588274804627,24.970109112573127,0.03217889283975248,False
V4_Ventilation Day,8.052612572367098,27.8338680365501,1.5136188047501106e-06,True
V3_Ventilation Duration (min),1.8748412747884038,7.901627293114686,4.473572920733494e-05,False
Application Rate (%DW),4.989728808088276,27.967688346959093,0.06660495281875149,False
V5_Ventilation rate (L/min/kg iniDW),5.341941977243537,23.55579736753542,0.2030214883276601,False
Initial GI (%),7.624742460618359,28.849579776473306,0.00035460847196250626,True
Initial pH,5.967098349846774,22.603224475354565,0.002331932694041383,False
Initial C/N (%),10.555606133908931,35.857769230159406,9.996495686109813e-18,True
Initial Moisture Content (%),6.697832458393737,25.299962120461473,0.12768807300384433,True
