Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,9.759173575242771,30.29315509445229,1.9050393267247715e-07,True
Period (d),8.213338744518092,24.386434128263247,0.0003899070393419023,True
Turning times,20.54186783665594,58.75952415711107,7.3601250643206255e-19,True
V2_Ventilation Interval (min),1.8728971259461447,2.3367214586324865,2.1048469164167547e-05,False
M1_is Enclosed,0.835487862423016,1.6848239272855734,1.6025191758653593e-05,False
 Composting Method,0.15321325219193932,0.2844143277610458,2.7198034255324443e-06,False
Additive_3,0.015075295575507424,0.021306845206946257,1.9980804138867503e-06,False
Additive_2,1.0255985843273983,6.196850289840131,0.003759146180979009,False
Additive_1,5.735208212182001,15.894676757034372,0.29703154006025884,False
Material_3,1.9290550656655274,3.5845374475094607,5.301044773964937e-05,False
Additive_4,0.0,0.0,1.9043070221215128e-06,False
Material_2,9.344390126319338,35.26111249853546,2.2432333071359497e-08,True
Compost volume (m3),7.578463162677274,18.288638988961836,0.01184881551033934,False
V1_Ventilation Type,1.8276488334442935,2.590695964228062,2.2323600117456305e-05,False
V4_Ventilation Day,4.023230457235552,8.635279145398808,0.048661865497122946,False
Application Rate (%DW),3.8287066941204726,18.061716738723057,0.6327798306502216,False
V3_Ventilation Duration (min),2.1642381222087863,2.682301198088756,5.951523907786826e-05,False
Initial C/N (%),7.7907274302185785,22.591773092667744,0.029770887557328023,False
V5_Ventilation rate (L/min/kg iniDW),5.231135709046945,18.715082599744996,0.39688813980319626,False
Initial Moisture Content (%),8.130543910000402,26.55274706043277,3.996611385437322e-05,True
