Material_Main,M1_is Enclosed,Turning times, Composting Method,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),NH3-N loss (%)
9,0,7.71429,1,54.0,0,0.0,0.0,0.0,5,0.13,0.0,66.28,22.99234,2.00199,0,39.38658,6,0.3083,11.4
9,0,7.71429,1,54.0,0,0.0,0.0,15.0,5,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,37,0.36329,10.1
9,0,7.71429,1,54.0,0,0.0,0.0,15.0,5,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,37,0.36329,9.0
9,0,7.71429,1,54.0,0,0.0,0.0,0.0,5,0.13,0.0,66.28,22.99234,2.00199,0,39.38658,6,0.3083,20.5
9,0,7.71429,1,54.0,0,0.0,0.0,6.0,5,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,43,0.401,16.4
9,0,7.71429,1,54.0,0,0.0,0.0,6.0,5,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,43,0.401,15.7
0,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,5,1.06823,0.67548,63.9703,21.47354,2.06181,0,39.47539,6,0.47575,18.91355
0,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,5,1.06823,0.67548,63.9703,21.47354,2.06181,0,39.47539,6,0.47575,7.0952
8,1,5.0,0,45.0,11,45.0,20.0,0.0,5,0.12,0.94745,65.0,20.62762,2.14963,1,38.92499,6,0.4168,7.3
8,1,5.0,0,45.0,11,45.0,20.0,5.0,5,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,0,0.3489,4.09
8,1,5.0,0,45.0,11,45.0,20.0,1.0,5,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,10,0.4418,3.58
8,1,5.0,0,45.0,11,45.0,20.0,1.0,5,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,46,0.4418,0.8
8,1,5.0,0,45.0,11,45.0,20.0,3.0,5,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,17,0.49078,0.98
8,1,5.0,0,45.0,11,45.0,20.0,3.0,5,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,27,0.49078,1.57
8,1,5.0,0,45.0,11,45.0,20.0,5.0,5,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,47,0.3489,2.89
9,1,0.0,0,50.0,0,50.0,0.0,0.0,5,0.1,0.3,60.0,25.0,1.82755,0,45.22059,6,0.59489,2.48
9,1,0.0,0,50.0,0,50.0,0.0,10.0,5,0.1,0.3,60.0,25.0,1.73291,0,45.47409,6,0.59489,1.57
9,1,0.0,0,50.0,0,50.0,0.0,10.0,5,0.1,0.3,60.0,25.0,1.73291,0,45.47409,51,0.59489,1.74
9,1,0.0,0,50.0,0,50.0,0.0,20.0,5,0.1,0.3,60.0,25.0,1.93708,0,44.70164,6,0.54132,0.86
8,1,7.0,0,35.0,0,35.0,0.0,0.0,5,0.06,0.1,72.86,11.37,2.68,0,30.45,6,0.667,18.4
8,1,7.0,0,35.0,0,35.0,0.0,0.0,5,0.06,0.2,72.86,11.37,2.68,0,30.45,6,0.667,21.2
8,1,7.0,0,35.0,0,35.0,0.0,0.0,5,0.06,0.3,72.86,11.37,2.68,0,30.45,6,0.667,19.1
9,1,9.33333,0,28.0,0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.22788,0,42.90273,17,0.58992,17.9
9,1,9.33333,0,28.0,0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.25502,0,42.90273,17,0.58992,16.1
9,1,9.33333,0,28.0,0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.2751,0,42.90273,17,0.58992,18.4
9,1,9.33333,0,28.0,0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.31124,0,42.90273,17,0.58992,15.8
9,1,9.33333,0,28.0,0,28.0,0.0,1.82956,5,0.06,0.25,58.32282,21.00843,2.35657,0,42.90273,17,0.58895,17.2
0,0,0.0,1,90.0,0,0.0,0.0,0.0,5,0.02069,0.0,66.971,18.867,1.204,0,45.46,6,0.87008,0.41
0,0,0.0,1,90.0,0,0.0,0.0,0.0,4,0.02069,0.0,68.6,22.8,1.272,0,45.836,6,0.69316,0.13
0,0,0.0,1,90.0,0,0.0,0.0,0.0,4,0.02069,0.0,68.65,23.71,1.142,0,45.42,6,0.58005,0.23
