Material_Main,Turning times,V2_Ventilation Interval (min),M1_is Enclosed, Composting Method,Additive_4,Additive_2,Additive_1,Material_3,Material_2,Additive_3,Period (d),V1_Ventilation Type,V4_Ventilation Day,Compost volume (m3),V3_Ventilation Duration (min),V5_Ventilation rate (L/min/kg iniDW),Application Rate (%DW),Initial TN (%),Initial pH,Initial Moisture Content (%),Initial C/N (%)
0.054325175,-0.084611826,0.00062283967,0.0015717772,0.0028476003,0.0,-0.002499611,-0.07679079,5.2483387e-07,0.005037583,6.319715e-05,-0.022784315,-0.0020358346,0.009555862,-0.05491403,0.03304874,-0.10302357,-0.07335352,-0.18911393,-0.07241759,-0.057779387,-0.007439164
0.051583856,-0.12540144,-0.00010642463,0.0019316467,0.0039075105,0.0,-0.001731993,-0.13091624,1.1079828e-06,0.0053372504,-2.4940136e-05,-0.019944519,-0.0128762955,0.011452066,-0.058150224,0.03181247,-0.07253032,-0.10914275,-0.2183374,-0.008769278,-0.0578067,0.002584167
0.07760877,-0.12006543,0.00039105472,0.0014388184,0.0015915208,0.0,-0.0009059299,-0.12772278,1.1079828e-06,0.007338773,-0.00018550399,-0.019124415,-0.014017879,0.005489414,-0.05812661,0.007303369,-0.071671054,-0.08353729,-0.22103767,-0.013129584,-0.05486214,0.003973018
0.197789,0.11509254,0.006459183,0.0002195797,-1.4136631e-05,0.0,-0.00038132467,0.019385707,5.2483387e-07,0.019776065,-0.0001926539,-0.015550065,0.02404045,0.016298898,0.005011838,0.0012170469,0.12743679,0.04334317,0.10178028,0.09820003,-0.027961519,0.036995914
0.19804129,0.061719432,0.004860035,1.9394476e-05,0.0005563543,0.0,0.0065350267,0.016835889,5.2483387e-07,0.020743491,-0.00019481714,-0.013865052,0.021722268,0.018349774,0.007363834,0.004630612,0.11560362,-0.0207381,0.1994321,0.01690449,-0.028770827,0.041039888
0.19513623,0.07638935,0.0059817755,3.0572104e-05,0.004079485,0.0,-0.011574915,-0.03752662,5.2483387e-07,0.01026581,-0.00020181054,-0.014799402,0.0040366985,0.01336897,0.00692833,0.0024209467,0.12059037,-0.05196244,0.18658167,-0.031336438,-0.03692879,0.03154815
0.19101593,0.09408426,0.004219696,8.780614e-06,9.050966e-05,0.0,-0.008941485,-0.064311564,5.2483387e-07,0.01999642,-0.00021529324,-0.014737493,0.02302237,0.01675969,0.004128508,0.0029904956,0.11541369,-0.028981572,0.13157201,0.07475759,-0.02149492,0.031957675
0.19152883,0.024172565,-0.016530354,0.000111922556,-0.00083082885,0.0,-0.005292242,0.03658781,5.2483387e-07,0.016833097,-0.00015007667,-0.010040867,0.0026302417,0.017401775,-0.016335415,0.004639182,0.105897985,-0.06985666,0.03506006,-0.048049778,-0.03447,0.037391584
0.056823693,-0.03142535,-0.020110436,0.00035488463,-0.0003928207,0.0,-0.00055671454,0.017195674,1.1079828e-06,0.0041099456,0.00021249884,0.0057562506,-0.00492804,0.018240709,0.004235316,0.021681339,0.039262623,0.041830637,-0.20356673,-0.056651305,-0.046896275,0.025122844
0.07558573,0.01828994,0.016892595,0.00018352564,0.003679958,0.0,-0.0021352256,-0.115808554,1.1079828e-06,0.004058903,0.00022844625,-0.0108115105,-0.003163477,0.027230788,0.01089139,0.010152692,0.03751293,-0.08622153,-0.23373735,-0.06696356,0.019171314,0.035629455
