Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,11.497444729131386,0.002340375537252506,2.1542469965115332e-17,True
Turning times,12.476110142724815,0.0019498835277517545,1.3699811383952168e-09,True
V2_Ventilation Interval (min),5.885800813822898,0.0015191630955546528,8.963892006790829e-07,True
M1_is Enclosed,3.434100908390778,0.0006807271132001063,0.7610819112299099,False
 Composting Method,2.073647017712549,0.00018797709070000283,0.00011883605560914842,False
Additive_4,0.0,0.0,1.0140333485871728e-06,False
Additive_2,0.0,0.0,1.0140333485871728e-06,False
Additive_1,4.010404764030392,0.0006904019121043493,0.6192747074961038,False
Material_3,0.9491460914408925,0.0002770603039554693,0.004869041548710671,False
Material_2,3.5799508642556344,0.0010793361791797047,0.01463970848814962,False
Additive_3,0.0,0.0,1.0140333485871728e-06,False
Period (d),2.302136715990817,-1.1617831279746435e-05,1.1917437132557404e-05,False
V1_Ventilation Type,2.8533801314040947,0.00018849463553340996,2.3165689264283137e-05,False
V4_Ventilation Day,3.5951445179096484,0.00019818163111265732,0.0003136228146325038,False
V3_Ventilation Duration (min),0.9093662253747122,6.190417138295708e-05,1.7176544047726055e-06,False
Compost volume (m3),5.98245725519817,0.0006892381056964368,0.6289451674108063,True
Application Rate (%DW),5.874843920524856,0.0010254861914850647,0.02699103874521834,False
V5_Ventilation rate (L/min/kg iniDW),4.606910400949293,0.0006503593519840223,0.5266006848013225,False
Initial C/N (%),11.429253722055698,0.0018551081363374121,1.2604072213374585e-07,True
Initial Moisture Content (%),4.909654304819185,0.0005462116043840363,0.054553049305831464,False
Initial TN (%),9.877842861752336,0.0010430170486357775,0.00011903790393258493,True
Initial pH,3.7524046125118806,0.0006352997488455734,0.5105287066928381,False
