Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Compost volume (m3), Composting Method,M1_is Enclosed,Period (d),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Turning times,NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),Initial GI (%),Final GI (%),CO2-C loss (%)
0,13,10,27,11,4,1,0,65.68070085203514,8.030219270833333,1.5966399596683736,36.93523287489085,26.121337664660523,2.147162565177521,2,0,68,0.4370550027458454,0,0,0,68,0.16,13,13.071371647780724,0.19574556,0.208663807510339,37.380428571428574,79.99819499999998,30.235523771831605
3,13,0,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.18647119459427258,14.219726666666666,88.34258999999999,30.961150218147914
3,13,1,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.18647119459427258,14.219726666666666,88.34258999999999,30.961150218147914
3,13,2,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.18647119459427258,14.219726666666666,88.34258999999999,30.961150218147914
3,13,3,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.18647119459427258,14.219726666666666,88.19252999999998,30.961150218147914
3,13,4,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.18647119459427258,14.219726666666666,87.78252899999998,30.961150218147914
3,13,5,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.20671632837264522,14.219726666666666,87.78252899999998,30.961150218147914
3,13,6,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.20671632837264522,14.219726666666666,87.78252899999998,30.961150218147914
3,13,7,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.20671632837264522,14.219726666666666,87.78252899999998,31.028411006379322
3,13,8,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.205717163055907,14.219726666666666,87.78252899999998,31.028411006379322
3,13,9,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.205717163055907,14.219726666666666,87.78252899999998,31.028411006379322
3,13,10,27,11,4,1,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196222,0.0551315789473684,2,0,68,0.409868947368421,0,0,0,68,0.16,13,18.497219713698737,1.6318749,0.205717163055907,14.219726666666666,87.78252899999998,31.028411006379322
7,13,0,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.15056409946933594,14.24599012222222,82.70413,26.894712043143244
7,13,1,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.15056409946933594,14.24599012222222,82.70413,26.894712043143244
7,13,2,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.15056409946933594,14.24599012222222,83.08609,26.894712043143244
7,13,3,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.15056409946933594,14.24599012222222,83.08609,26.894712043143244
7,13,4,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.15056409946933594,14.24599012222222,82.59030200000001,26.894712043143244
7,13,5,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.18563467177429055,14.24599012222222,82.59030200000001,26.894712043143244
7,13,6,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.18563467177429055,14.24599012222222,82.59030200000001,26.894712043143244
7,13,7,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.18563467177429055,14.24599012222222,82.59030200000001,26.96197283137465
7,13,8,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.18463550645755233,14.24599012222222,82.59030200000001,26.96197283137465
7,13,9,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.18463550645755233,14.24599012222222,82.59030200000001,26.96197283137465
7,13,10,27,11,4,1,0,61.17572066115704,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,2,0,68,0.4210361255636347,0,0,0,68,0.16,13,9.908162407178347,1.1268845,0.18463550645755233,14.24599012222222,82.59030200000001,26.96197283137465
8,13,0,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.14608853429506355,37.83504428571429,78.05765999999998,32.99227159498817
8,13,1,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.14608853429506355,37.83504428571429,78.05765999999998,32.99227159498817
8,13,2,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.14608853429506355,37.83504428571429,78.33265999999999,32.99227159498817
8,13,3,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.14608853429506355,37.83504428571429,78.79310199999999,32.99227159498817
8,13,4,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.14608853429506355,37.83504428571429,78.730244,32.99227159498817
8,13,5,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.18461750285567463,37.83504428571429,78.730244,32.99227159498817
8,13,6,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.18461750285567463,37.83504428571429,78.730244,32.99227159498817
8,13,7,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.18461750285567463,37.83504428571429,78.730244,33.05953238321957
8,13,8,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.18361833753893642,37.83504428571429,78.730244,33.05953238321957
8,13,9,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.18361833753893642,37.83504428571429,78.730244,33.05953238321957
8,13,10,27,11,4,1,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,2,0,68,0.5474800954447713,0,0,0,68,0.16,13,22.864622006764495,0.7173037,0.18361833753893642,37.83504428571429,78.730244,33.05953238321957
10,13,0,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.1612419412948244,27.75084380985916,80.44544499999998,30.150608007903852
10,13,1,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.1612419412948244,27.75084380985916,80.44544499999998,30.150608007903852
10,13,2,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.1612419412948244,27.75084380985916,80.64444499999998,30.150608007903852
10,13,3,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.1612419412948244,27.75084380985916,81.20854499999997,30.150608007903852
10,13,4,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.1612419412948244,27.75084380985916,82.02229099999998,30.150608007903852
10,13,5,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.18297664648036155,27.75084380985916,82.02229099999998,30.150608007903852
10,13,6,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.18297664648036155,27.75084380985916,82.02229099999998,30.150608007903852
10,13,7,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.18297664648036155,27.75084380985916,82.02229099999998,30.217868796135257
10,13,8,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.18197748116362333,27.75084380985916,82.02229099999998,30.217868796135257
10,13,9,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.18197748116362333,27.75084380985916,82.02229099999998,30.217868796135257
10,13,10,27,11,4,1,0,64.91262120505252,7.71792520618557,2.095294273450625,40.47600779048685,20.140495517390526,0.6277154746460174,2,0,68,0.4134677059232479,0,0,0,68,0.16,13,18.79894904601098,1.2105922,0.18197748116362333,27.75084380985916,82.02229099999998,30.217868796135257
