Variable,Node purity increase,MSE_increase,P_value,Top
Material_Main,14.861167907714844,33.163552023197255,0.04380774930254927,False
Period (d),25.0267391204834,37.724164052435036,0.012933793281629512,False
Turning times,147.31478881835938,133.71772669328575,1.5079999487591915e-23,True
V2_Ventilation Interval (min),61.8377685546875,6.865665465773188,0.006259257977945061,True
M1_is Enclosed,15.400976181030273,3.976279737703263,0.0029208027489280603,False
 Composting Method,5.285192012786865,0.07230283202248078,0.0003084288424813633,False
Additive_3,0.042297881096601486,0.004354335730344161,0.000281675416825361,False
Additive_2,10.92020034790039,7.124832120768743,0.01417667359577939,False
Additive_1,27.13981819152832,31.457864326523204,0.016295087485388726,False
Material_3,253.04466247558594,19.954053854212063,0.7755439370436189,True
Additive_4,0.0,0.0,0.00028099112800517153,False
Material_2,26.251976013183594,20.155998978697443,0.7577817536924697,False
Compost volume (m3),69.71063232421875,18.106531167199872,0.7800725131904451,True
V1_Ventilation Type,4.689730644226074,0.15427170515038302,0.0002986773675766032,False
V4_Ventilation Day,30.14280128479004,10.973679130213664,0.048184221215775695,False
Application Rate (%DW),36.403045654296875,22.626857313669813,0.06360162113634572,True
V3_Ventilation Duration (min),6.776453495025635,0.9182685413229708,0.0005194395881474805,False
Initial C/N (%),15.072871208190918,25.30180622134328,0.2897235960169304,False
V5_Ventilation rate (L/min/kg iniDW),22.572797775268555,13.934801570846929,0.36245572072752863,False
Initial Moisture Content (%),16.114883422851562,18.36707367981503,0.7685793303602224,False
