Period (d),Initial GI (%),Initial pH, Composting Method,Compost volume (m3),Application Rate (%DW),Additive_2,V2_Ventilation Interval (min),Material_3,Initial Moisture Content (%),M1_is Enclosed,V5_Ventilation rate (L/min/kg iniDW),Turning times,Material_Main,Initial C/N (%),Additive_4,V1_Ventilation Type,V3_Ventilation Duration (min),V4_Ventilation Day,Additive_3,Material_2,Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
131.0,27.32884658064516,6.250678756937201,2.0,4.210797122302158,0.7822655339034478,3.0,0.0,5.0,53.35453881473844,0.0,5.150209793054852,29.0,8,29.781211929801657,1.0,0.0,42.61159205580521,61.0,4.0,13.0,11.0,2.1457865217391303,63.90412316002499,95.54601999999998,6.777352556438413,0.44518688321113586,0.18616294786845075,27.429814155921232
54.0,27.32884658064516,10.864625744765885,0.0,4.210797122302158,0.6773847367467951,11.0,0.0,3.0,68.2143075866153,1.0,0.0,17.0,8,11.726535785104492,1.0,2.0,0.0,0.0,4.0,3.0,16.0,2.1457865217391303,25.16264243436881,96.67464899999999,2.4476546256717238,1.0080902576446533,0.23120813974778542,29.59749179764575
67.0,27.32884658064516,5.1977856849705,2.0,4.210797122302158,0.4501451731062928,0.0,0.0,0.0,67.90052458744958,0.0,0.0,1.0,8,9.452476214461567,1.0,2.0,0.0,0.0,4.0,0.0,28.0,2.1457865217391303,20.28299605805135,95.468578,6.72183160000168,0.695666491985321,0.2296791379776797,22.345610254354437
21.0,27.32884658064516,11.85364906341053,0.0,4.210797122302158,1.3784427016886907,9.0,0.0,3.0,56.16918219371303,1.0,0.0,6.0,8,11.099227083284035,1.0,2.0,0.0,0.0,4.0,5.0,18.0,2.1457865217391303,23.8165718770328,96.67464899999999,2.717160338397566,1.0080902576446533,0.20671539144567594,30.62054057811022
71.0,27.32884658064516,10.003129666401009,0.0,4.210797122302158,0.6079602358779967,11.0,0.0,3.0,82.61779949762209,1.0,0.0,9.0,8,25.54078108813038,1.0,2.0,0.0,0.0,4.0,2.0,27.0,2.1457865217391303,54.80506381359985,96.566739,3.4049687909147104,1.0148104429244995,0.256044721457309,23.74888250296984
66.0,27.32884658064516,6.289127574329131,0.0,4.210797122302158,1.3138385550834408,5.0,0.0,0.0,66.54220420430254,1.0,0.0,10.0,8,8.775774014688743,1.0,2.0,0.0,0.0,4.0,0.0,28.0,2.1457865217391303,18.8309375985476,96.67464899999999,6.371350211170366,0.6977300047874451,0.2505900542818467,26.596386503765537
65.0,27.32884658064516,5.635435527119194,2.0,4.210797122302158,0.3652791716025416,13.0,0.0,0.0,75.35185885968735,1.0,0.0,30.0,8,23.015395978142745,1.0,2.0,0.0,0.0,4.0,6.0,12.0,2.1457865217391303,49.38612648238769,96.076078,1.9098386337781403,0.10884418338537216,0.21414411315048795,22.993918359989962
111.0,27.32884658064516,8.70446637457927,1.0,4.210797122302158,6.110770619406342,11.0,0.0,3.0,74.31729999271965,0.0,8.997056143235852,25.0,8,14.482363015907755,1.0,0.0,22.981393970708165,71.0,4.0,3.0,4.0,2.1457865217391303,31.805046463558938,96.077855,7.6358314065129615,0.870778501033783,0.20777329017816462,1000000.0
88.0,27.32884658064516,6.302541462562054,2.0,4.210797122302158,3.7108308539641204,15.0,0.0,2.0,78.02122851598492,1.0,6.377823679694311,24.0,8,17.681202646580584,1.0,0.0,5.050279989607763,82.0,4.0,13.0,37.0,2.1457865217391303,37.94008632717085,98.85707400000005,5.9767769925081184,0.47840243577957153,0.19251844275604835,27.845047217643536
118.0,27.32884658064516,7.883697309874945,0.0,4.210797122302158,3.397642171380414,10.0,0.0,4.0,67.02387112937406,1.0,7.379673771541821,13.0,8,30.07928158499274,1.0,0.0,0.730914019287463,66.0,4.0,5.0,21.0,2.1457865217391303,62.50554112102955,97.53655000000002,6.222320008097609,0.5988742709159851,0.23925458815666314,1000000.0
50.0,27.32884658064516,8.386474113957622,0.0,4.210797122302158,1.0467877056883468,7.0,0.0,3.0,45.0075762003188,1.0,0.0,16.0,8,16.701149792999963,1.0,2.0,0.0,0.0,4.0,0.0,6.0,2.1457865217391303,35.83710212336559,96.566739,2.0078597018721744,1.0148104429244995,0.21814007824955833,28.840017042857177
64.0,27.32884658064516,11.74215619155584,0.0,4.210797122302158,8.397757197454629,13.0,0.0,9.0,59.36704098072019,1.0,5.268954302980985,6.0,8,22.444215960961664,1.0,0.0,5.173434644885207,62.0,4.0,12.0,21.0,2.1457865217391303,48.160496100033804,96.99023800000003,6.003319420479227,1.01921808719635,0.2051279379706026,30.46188588106589
