V4_Ventilation Day,V1_Ventilation Type,M1_is Enclosed,Material_Main,Additive_4, Composting Method,V3_Ventilation Duration (min),Additive_2,Period (d),V2_Ventilation Interval (min),Material_2,V5_Ventilation rate (L/min/kg iniDW),Initial pH,Turning times,Initial Moisture Content (%),Additive_1,Compost volume (m3),Additive_3,Application Rate (%DW),Initial GI (%),Initial C/N (%),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,2.0,1.0,9,1.0,1.0,0.0,0.0,104.0,0.0,5.0,0.0,5.8969099088778485,21.0,45.321504240996,34.0,0.045,4.0,3.7278684330728264,27.32884658064516,34.92219270453523,3.0,1.97,68.7967196279344,104.28818000000001,5.300166773990991,0.275406152009964,0.20251656258110692,20.403494734459464
6.0,0.0,0.0,9,1.0,2.0,47.5684313852845,2.0,17.0,0.0,4.0,4.820723253016479,4.844106927782003,1.0,49.18157252753493,20.0,0.045,4.0,1.2328662213201014,27.32884658064516,32.31807863561206,4.0,1.97,63.66661491215576,105.95803399999998,3.466820023819383,0.8375192284584045,0.19770089001325622,24.453712271650367
29.0,1.0,0.0,9,1.0,1.0,36.39719287095517,3.0,37.0,594.0,5.0,2.09030340066132,7.407550836896429,10.0,43.76573896761591,28.0,0.045,4.0,8.703549060252673,27.32884658064516,41.28591240899715,5.0,1.97,81.33324744572438,104.31808799999999,6.364000323720514,0.6663175225257874,0.1698610900405203,24.81544472680704
0.0,2.0,1.0,9,1.0,0.0,0.0,3.0,59.0,0.0,0.0,0.0,6.358615987959096,1.0,46.616573459103,34.0,0.045,4.0,6.061087835788973,27.32884658064516,35.418859605737985,2.0,1.97,69.77515342330383,105.037991,5.300166773990991,0.25622615218162537,0.1897947831366824,17.535820862304313
0.0,2.0,1.0,9,1.0,0.0,0.0,2.0,26.0,0.0,14.0,0.0,8.096644128580126,5.0,49.14822717859864,20.0,0.045,4.0,0.9020297369385544,27.32884658064516,33.526739345211126,2.0,1.97,66.04767651006591,104.406782,5.300166773990991,0.19531267881393433,0.2591293170852356,24.99950221153122
9.0,0.0,1.0,9,1.0,1.0,41.217764959653906,7.0,128.0,0.0,8.0,0.16182918236153476,10.417759037719696,0.0,44.16198118189983,4.0,0.045,4.0,5.379725252364496,27.32884658064516,37.697407324559364,4.0,1.97,74.26389242938194,106.74213499999998,2.712538596743683,0.04540330916643143,0.19229500109318237,20.21221822658714
4.0,0.0,0.0,9,1.0,2.0,22.07291522607857,6.0,20.0,0.0,13.0,0.3230199895612651,10.689503596286247,22.0,43.59207430446865,15.0,0.045,4.0,9.148479654993956,27.32884658064516,36.154819815755,2.0,1.97,71.22499503703735,104.27883099999995,4.242358303450585,0.10302887856960297,0.19869041431268653,30.45176911457924
0.0,2.0,1.0,9,1.0,0.0,0.0,11.0,102.0,0.0,4.0,0.0,7.350770336932655,22.0,45.136486781056526,21.0,0.045,4.0,0.6318706096734613,27.32884658064516,40.3554115489743,4.0,1.97,79.50016075147937,104.23049199999996,5.793700912136986,0.18868552148342133,0.2510979790628771,21.157313813021776
5.0,1.0,1.0,9,1.0,1.0,55.52995145465607,9.0,48.0,336.0,13.0,7.752886266986466,7.636109807030692,1.0,45.56091765332787,20.0,0.045,4.0,2.132636888860628,27.32884658064516,41.89539071795528,4.0,1.97,82.5339197143719,104.97694399999999,6.376988420044921,0.6797240376472473,0.16528419566143981,23.996248679872817
5.0,1.0,1.0,9,1.0,1.0,7.085464511479794,8.0,77.0,392.0,12.0,9.74204136117185,9.04842348046678,18.0,50.802163696393634,2.0,0.045,4.0,4.333339871166503,27.32884658064516,37.15896432007035,9.0,1.97,73.2031597105386,104.58072299999998,8.737495684616444,0.6578444838523865,0.16854174145302717,24.410845867755224
2.0,1.0,0.0,9,1.0,1.0,32.645255510316794,6.0,84.0,1050.0,14.0,8.666385815487414,6.283834784175575,17.0,48.60707908255616,28.0,0.045,4.0,9.909516616857811,27.32884658064516,36.45694479576944,3.0,1.97,71.82018124766579,104.28760399999999,6.105983628081003,0.6815314292907715,0.1471979349499097,24.962290830418855
5.0,1.0,1.0,9,1.0,2.0,53.692316138406554,3.0,111.0,1182.0,8.0,1.1078770072386102,9.193039471193579,8.0,46.84938177070691,8.0,0.045,4.0,6.624393573701579,27.32884658064516,44.630575930894956,0.0,1.97,87.92223458386306,104.65850699999999,6.5296920674560806,0.5831462740898132,0.15103134370732368,25.301853486640773
0.0,2.0,1.0,9,1.0,0.0,0.7167084061108828,15.0,108.0,0.0,4.0,0.0,8.579517540264867,30.0,45.390088467456835,37.0,0.045,4.0,0.38865938281813506,27.32884658064516,42.645122630700435,5.0,1.97,84.01089158247986,104.34815999999995,6.437214253509733,0.30751165747642517,0.20651172363234793,21.596744765912263
0.0,2.0,1.0,9,1.0,2.0,0.0,11.0,27.0,0.0,12.0,0.0,7.317121633367641,0.0,48.99236687012142,38.0,0.045,4.0,8.418746476827293,27.32884658064516,36.13887256504251,3.0,1.97,71.19357895313375,103.78478000000003,5.267340896360976,0.2721155285835266,0.16932479836734082,23.493029948599382
6.0,1.0,1.0,9,1.0,1.0,36.65616384786389,6.0,43.0,1324.0,13.0,4.084555118501325,5.308109628943622,16.0,47.96392694329998,24.0,0.045,4.0,7.236549815250476,27.32884658064516,32.73517425032215,3.0,1.97,64.48829327313464,104.380499,6.376988420044921,0.7434622049331665,0.1432781555560915,27.493083876314557
0.0,2.0,0.0,9,1.0,1.0,0.0,5.0,31.0,0.0,14.0,0.0,6.131562703428157,15.0,47.24988030307467,15.0,0.045,4.0,5.804798311901026,27.70950505479765,33.17942341965351,0.0,1.97,65.36346413671741,104.531952,5.721951477713412,0.18733975291252136,0.17038346880302987,27.709214912988898
0.0,2.0,0.0,9,1.0,2.0,0.0,11.0,17.0,0.0,5.0,0.0,4.4252596708707905,17.0,45.28833576187357,27.0,0.045,4.0,1.4458443066621374,27.32884658064516,33.9374469609341,2.0,1.97,66.85677051304019,105.23598299999996,5.407121458598185,0.3147185444831848,0.19804615398774983,29.005948126305892
6.0,0.0,0.0,9,1.0,1.0,23.244266226174265,1.0,61.0,0.0,13.0,3.7246331055926207,8.486063746107586,2.0,45.74577831682273,7.0,0.045,4.0,4.4485864691782275,27.32884658064516,43.055661994585115,9.0,1.97,84.81965412933268,104.32524599999996,3.4062883552617196,0.11032790690660477,0.21112795324200617,23.283621723773056
0.0,2.0,1.0,9,1.0,2.0,0.07706525785829485,5.0,126.0,0.0,13.0,0.0,6.796397589804942,0.0,47.19520815348504,22.0,0.045,4.0,7.722454308614287,27.32884658064516,42.17846781782634,5.0,1.97,83.09158160111788,106.33812000000003,5.300166773990991,0.18733975291252136,0.19527660185347928,17.61363175733422
