Material_2,M1_is Enclosed,Initial C/N (%),V1_Ventilation Type, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Turning times,V4_Ventilation Day,Material_3,Initial pH,Period (d),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Additive_3,Initial Moisture Content (%),Initial GI (%),Additive_4,Additive_2,Material_Main,V3_Ventilation Duration (min),Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
14.0,0.0,22.856565876978166,0.0,2.0,5.098576117929847,4.0,0.0,2.0,6.222740794878412,19.0,4.0,0.0996875,0.0,4.0,72.97548913042456,27.32884658064516,1.0,2.0,1,59.958413569248975,3.5110272136871554,2.754411318174137,59.7326270262515,114.15060300000006,5.815221756075295,0.9725171327590942,0.16800866952249352,1000000.0
4.0,1.0,6.833736338178171,0.0,2.0,9.842901137505628,26.0,1.0,2.0,5.331175942568381,14.0,27.0,0.0996875,0.0,4.0,83.09408673854642,27.32884658064516,1.0,11.0,1,35.78884155981227,2.9056710447048175,2.754411318174137,18.822920715295837,115.09361800000008,10.915752835488766,0.949873149394989,0.14787656021702622,25.286883522177725
13.0,0.0,45.14226484823955,0.0,1.0,6.626364303078277,6.0,13.0,5.0,10.30983777555327,76.0,6.0,0.0996875,0.0,4.0,71.3089048101361,27.32884658064516,1.0,15.0,1,57.60611600286376,6.25359104681808,2.754411318174137,124.33939433772021,112.45514800000005,6.552175099437721,0.7897162437438965,0.18438148946535488,1000000.0
3.0,1.0,25.196061514590536,0.0,2.0,1.478356639169378,3.0,41.0,3.0,7.518592697526326,96.0,34.0,0.0996875,0.0,4.0,63.86678813301248,27.32884658064516,1.0,9.0,1,35.62105379857553,7.750180098644512,2.754411318174137,69.40031700919997,114.07936100000005,10.700086163172381,1.142662763595581,0.16072500343492113,19.367740657986392
5.0,1.0,13.516476451652252,0.0,1.0,3.291889859529451,27.0,8.0,2.0,11.878274329658408,19.0,7.0,0.0996875,0.0,4.0,48.26303530982796,27.32884658064516,1.0,13.0,1,53.07559918996286,9.091510313759748,2.754411318174137,37.22993572026516,113.89149100000007,8.50568092815613,0.8681622743606567,0.1380935858283677,24.776530059988822
8.0,0.0,36.31092757476675,1.0,2.0,0.10676174629382837,23.0,4.0,4.0,6.143391540295259,133.0,36.0,0.0996875,668.0,4.0,43.6874112360353,27.32884658064516,1.0,13.0,1,47.33482478949533,5.571806369861596,2.754411318174137,100.64096060647076,113.09846200000005,7.5945588661796,0.9777808785438538,0.11883372741422385,1000000.0
6.0,1.0,20.52603806392309,0.0,2.0,1.2004664223476158,17.0,5.0,4.0,5.08214049202819,14.0,25.0,0.0996875,0.0,4.0,45.28166770050994,27.32884658064516,1.0,13.0,1,37.97992773136448,0.10230395477970294,2.754411318174137,55.49638229967468,116.75222400000008,10.671375882500005,0.9488925337791443,0.1914158573093418,1000000.0
12.0,0.0,40.321527603209134,0.0,2.0,8.457875799481586,26.0,56.0,0.0,6.535491743492248,115.0,34.0,0.0996875,0.0,4.0,58.72691985328089,27.32884658064516,1.0,15.0,1,46.93406737625472,9.278798790551155,2.754411318174137,111.06207199635013,112.94218900000004,10.180372336982762,1.0430824756622314,0.14609284327383104,24.664077510448205
3.0,0.0,32.431671884710795,0.0,2.0,5.995737187005519,1.0,2.0,2.0,6.355111876633007,50.0,16.0,0.0996875,0.0,4.0,51.475405401802696,27.32884658064516,1.0,1.0,1,34.93366714818774,0.7520241105916925,2.754411318174137,89.33016410655736,115.16195900000007,5.89053729588207,1.2035926580429077,0.15773075294342423,16.895375712170498
4.0,0.0,41.89754711567322,0.0,2.0,3.063557371414296,22.0,73.0,2.0,9.464455332506713,118.0,30.0,0.0996875,0.0,4.0,50.62993461740249,27.32884658064516,1.0,6.0,1,54.48750943221135,8.353340988163085,2.754411318174137,112.89963226218106,112.65834900000003,9.25761118438349,1.134983777999878,0.15327034787799176,1000000.0
