Material_2,M1_is Enclosed,Initial C/N (%),V1_Ventilation Type, Composting Method,V5_Ventilation rate (L/min/kg iniDW),Turning times,V4_Ventilation Day,Material_3,Initial pH,Period (d),Additive_1,Compost volume (m3),V2_Ventilation Interval (min),Additive_3,Initial Moisture Content (%),Initial GI (%),Additive_4,Additive_2,Material_Main,V3_Ventilation Duration (min),Application Rate (%DW),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,0.0,37.00031670095247,0.0,2.0,6.405760876351213,12.0,14.0,3.0,4.97345578458683,33.0,19.0,0.314,0.0,4.0,44.87414437905787,27.32884658064516,1.0,8.0,5,58.12805599820162,3.7076497519638694,1.4280600332415827,52.838673497911266,113.33291000000003,7.088226592071654,0.9802387952804565,0.1905169456309636,25.118074778436974
12.0,0.0,35.098438343014394,0.0,1.0,5.909776297216433,1.0,19.0,5.0,7.922234478049428,87.0,8.0,0.314,0.0,4.0,46.40264867499286,27.32884658064516,1.0,7.0,5,53.15510757422968,0.7390066403286644,1.4280600332415827,50.12267702685278,112.54801400000004,6.552175099437721,0.6961856484413147,0.22919074872917578,20.87302815326034
0.0,1.0,44.79793906028177,0.0,2.0,4.088224191091222,14.0,1.0,3.0,10.657118640802173,60.0,35.0,0.314,0.0,4.0,75.5364744390923,27.32884658064516,1.0,10.0,5,42.4276471255692,2.0099617680745596,1.4280600332415827,63.97414634358038,116.40410700000004,8.99960388298157,0.5813086032867432,0.19346994958074895,22.14871425765504
3.0,1.0,33.98518289224228,0.0,1.0,1.8612423410266075,0.0,1.0,2.0,8.159210947516392,40.0,38.0,0.314,0.0,4.0,76.91000686414256,27.328846580645163,1.0,10.0,5,38.3581067611768,7.374752890406775,1.4280600332415827,48.53288141081678,116.34736100000008,8.467180875805816,0.593288004398346,0.17940109106962132,22.04185430413924
12.0,1.0,40.53629951514096,0.0,1.0,3.014156591614393,22.0,3.0,4.0,4.621126880178455,53.0,34.0,0.314,0.0,4.0,68.18486729017437,27.32884658064516,1.0,7.0,5,39.08547833499631,6.2602703420581705,1.4280600332415827,57.88826923308295,115.98962600000004,10.468529606142914,0.9242480397224426,0.2290528937383381,25.513589994504056
0.0,1.0,35.43093610246069,0.0,2.0,0.8908857316271335,18.0,16.0,3.0,7.331861704906093,39.0,31.0,0.314,0.0,4.0,46.585393149326094,27.328846580645163,1.0,10.0,5,50.312804344249045,3.2197163925457506,1.4280600332415827,50.59750378826041,114.27307000000005,9.27998017443682,0.5701072216033936,0.20918666631703853,23.89095462281897
0.0,0.0,33.719930690838225,0.0,2.0,7.446460549100996,6.0,1.0,4.0,11.007326791366367,103.0,21.0,0.314,0.0,4.0,51.55629453647165,27.32884658064516,1.0,7.0,5,49.106757228290355,3.27272891485694,1.4280600332415827,48.1540853432623,115.35375400000008,5.886788062789652,0.5699271559715271,0.18444647779516932,18.855887374509493
5.0,1.0,31.789285112223986,0.0,2.0,6.569531604931212,10.0,5.0,2.0,4.4779066527212255,25.0,27.0,0.314,0.0,4.0,53.10973485956197,27.32884658064516,1.0,11.0,5,40.82132483033085,6.144362676273408,1.4280600332415827,45.39700755408874,116.47105500000005,9.527962734895159,1.0101978778839111,0.23223654985043307,25.804713772962316
5.0,0.0,43.229272157844925,0.0,1.0,8.682206524022432,13.0,5.0,5.0,7.330544527935985,17.0,6.0,0.314,0.0,4.0,76.43212557217117,27.32884658064516,1.0,1.0,5,35.065631289241686,9.600305982026205,1.4280600332415827,61.73399583474145,116.14517100000005,5.947242469786865,0.9825000166893005,0.20853295894389637,24.156376623598554
6.0,0.0,19.483801096484402,0.0,2.0,0.6991952537689172,15.0,26.0,2.0,9.544858125017871,26.0,21.0,0.314,0.0,4.0,76.61704607931178,27.32884658064516,1.0,5.0,5,36.691504961066805,7.6768139089071665,1.4280600332415827,27.8240376415179,113.65518400000005,9.114599900511548,0.7731592655181885,0.17923331312134153,24.257968501682356
2.0,1.0,44.620482491998345,0.0,1.0,0.48022557853025005,19.0,46.0,4.0,9.081912664823019,123.0,14.0,0.314,0.0,4.0,57.54028025134011,27.328846580645163,1.0,1.0,5,54.57618345459925,9.390311808276179,1.4280600332415827,63.72072771077862,114.04101900000002,9.791739752233424,0.8990874290466309,0.18775795627551845,23.954495402691784
12.0,1.0,30.457190660933385,1.0,1.0,1.3906295658302803,17.0,4.0,3.0,6.050775184704666,125.0,6.0,0.314,1075.0,4.0,66.84323481863602,27.32884658064516,1.0,13.0,5,48.98866641061799,7.8624327013585,1.4280600332415827,43.494696707697756,113.53575400000005,9.9731848341461,0.7482112646102905,0.1671882654748333,20.52678705748792
5.0,1.0,5.958468542259215,0.0,2.0,0.5927349398852577,12.0,36.0,0.0,8.451424061267831,58.0,31.0,0.314,0.0,4.0,70.69713656477671,27.32884658064516,1.0,9.0,5,38.31181228957298,8.870509306933673,1.4280600332415827,8.50905078452762,114.69353000000005,12.486968807805582,0.7650479674339294,0.18102006337980542,27.114480942876384
3.0,1.0,16.392484898212867,0.0,2.0,7.840366556559649,15.0,3.0,5.0,8.727568223125953,31.0,36.0,0.314,0.0,4.0,80.93720257565671,27.352456971930646,1.0,11.0,5,37.83279822147108,0.9209098464024751,1.4280600332415827,23.40945252865401,115.18215100000009,9.518388955453052,0.8051044940948486,0.18906081123010832,26.93271963108204
4.0,1.0,40.327212905297905,0.0,1.0,6.42984144827868,14.0,4.0,2.0,9.287047506242384,32.0,10.0,0.314,0.0,4.0,51.21985851396892,27.32884658064516,1.0,10.0,5,53.47386861855033,9.246746511078985,1.4280600332415827,56.91152567300787,117.05547500000004,8.695703799362507,0.8224332928657532,0.2230695249581805,1000000.0
3.0,1.0,39.52108488628379,1.0,2.0,4.814150100633831,7.0,4.0,5.0,7.263378890779175,17.0,33.0,0.314,811.0,4.0,52.36383181748173,27.32884658064516,1.0,7.0,5,33.41359093519376,3.747941621540636,1.4280600332415827,56.438481796449835,113.72437500000005,9.708770320661943,0.8098253011703491,0.1770865251395052,23.782866738881435
4.0,0.0,34.77813611817051,0.0,1.0,0.1280046475291452,21.0,7.0,5.0,8.318282756039476,49.0,20.0,0.314,0.0,4.0,75.99799998064528,27.32884658064516,1.0,7.0,5,52.93181321382734,8.48282991133509,1.4280600332415827,49.665266220994866,116.10001100000007,5.8524254415075845,0.8149346113204956,0.18430748357788068,22.912496455026353
12.0,1.0,20.54262865537683,0.0,2.0,0.26531473282716933,28.0,1.0,4.0,10.188163213744122,95.0,35.0,0.314,0.0,4.0,60.991098250807035,27.328846580645163,1.0,12.0,5,58.72186902231903,8.981309202023757,1.4280600332415827,29.33610696046692,116.36270300000005,9.347867572719178,0.5654768347740173,0.18207133999683958,1000000.0
6.0,1.0,38.89860413868849,0.0,1.0,6.5539813655322465,23.0,17.0,2.0,7.8442272591556526,37.0,24.0,0.314,0.0,4.0,47.330275808139305,27.328846580645163,1.0,13.0,5,51.28269660011044,8.966579298709458,1.4280600332415827,55.54954191934665,113.48289400000004,10.127981269124023,0.7431110143661499,0.24659268535598577,24.31683925256248
4.0,0.0,36.7449901007541,1.0,2.0,3.6329026335733174,25.0,3.0,5.0,9.528900271552361,117.0,16.0,0.314,240.0,4.0,43.60795837552504,27.32884658064516,1.0,5.0,5,34.39876078227808,1.3212911668415828,1.4280600332415827,52.47405178474453,113.49699600000004,7.471391284642699,0.8019402623176575,0.14952602004092597,22.135074097210925
8.0,1.0,13.973758963383272,0.0,2.0,0.37360490648002953,16.0,0.0,5.0,11.512258414064707,27.0,28.0,0.314,0.0,4.0,63.21078882468453,27.32884658064516,1.0,12.0,5,48.169287886559744,6.290167195716962,1.4280600332415827,19.95536668975898,116.27575500000006,9.549458761345276,0.6554120182991028,0.18402620999266045,28.5615257430267
4.0,0.0,42.86631659855469,0.0,2.0,7.8549615952004395,8.0,4.0,0.0,8.255044421869766,16.0,28.0,0.314,0.0,4.0,43.442348266252225,27.32884658064516,1.0,13.0,5,39.67276426152728,1.9467242400781948,1.4280600332415827,61.21567350667622,116.66071400000004,6.304206541871844,0.8512471318244934,0.1991452542339836,27.17752046019504
8.0,1.0,24.009001193497472,0.0,1.0,3.450484937791587,11.0,6.0,4.0,7.387958771254532,97.0,20.0,0.314,0.0,4.0,70.28536556576043,27.32884658064516,1.0,1.0,5,55.85064971659075,4.09666486769453,1.4280600332415827,34.2862950424832,114.62700400000006,8.239953702495159,0.974184513092041,0.24736811478669835,23.741949488488324
13.0,0.0,9.038905938006765,0.0,1.0,9.613384216907304,0.0,5.0,5.0,9.839608733938825,82.0,11.0,0.314,0.0,4.0,71.68783402729638,27.32884658064516,1.0,6.0,5,35.80197387547548,6.228021921963012,1.4280600332415827,12.90810031429748,113.90675900000005,5.959204453401797,0.6351256370544434,0.15604911458694873,22.261981893799664
