ID,Title,Author,Location,Journal,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Poultury manure,Olive mill pomace,Tomato stalks,None,-,-,-,-,0,64.5,6.82,,,15,11.4,,,,6.539,1.042,49.5,9.5,,,12.2,6,,,,4.038,5.709,44.85,,,,,54.84,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Poultury manure,Tomato stalks,-,None,-,-,-,-,0,65.3,6.92,,,11.7,11.2,,,,7.163,1.051,50.1,9.5,,,11.5,6.2,,,,4.543,6.811,55.92,,,,,56.57,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,-,-,None,-,-,-,-,0,50,8.3,1.52,35.65,23.45394737,,,0.056,0.028,,,,7.7,1.62,33.39,20.61111111,,,,0.0097,0.0992,0.1145,63.2759,0.1005,,23.37209302,,67.8621,,6.7,,,Reactor,1,1,1,1,1,100,0.00025,0.224,Continuous,0,-,100,17.85714286,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,-,-,Chemical,Phosphogypsum,-,-,-,50,50,7.2,1.04,23.81,22.89423077,,,0.084,0.042,,,,6.3,1.4,19.66,14.04285714,,,,0.016,0.7975,0.2291,47.069,0.0623,,14.48837209,,68.5241,,6.8,,,Reactor,1,1,1,1,1,100,0.00025,0.336,Continuous,0,-,100,11.9047619,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,-,-,Physical,Zeolite,-,-,-,50,50,8.3,1.02,23.81,23.34313725,,,0.084,0.042,,,,6.6,1.25,20.11,16.088,,,,0.017,0.3099,0.1236,50,0.0699,,16.25581395,,65.7655,,6.6,,,Reactor,1,1,1,1,1,100,0.00025,0.336,Continuous,0,-,100,11.9047619,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,-,-,Mixture,Phosphogypsum,Zeolite,-,-,50,50,7.5,1.03,23.81,23.11650485,,,0.084,0.042,,,,6.2,1.38,19.5,14.13043478,,,,0.0164,0.5357,0.3556,46.7241,0.0833,,19.37209302,,68.0828,,6.8,,,Reactor,1,1,1,1,1,100,0.00025,0.336,Continuous,0,-,100,11.9047619,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Rice straw,-,None,-,-,-,-,0,50,8.2,1,37.16,37.16,,,0.112,0.056,,,,6.7,1.13,35.76,31.6460177,,,,0.0206,0.1215,0.0401,58.2759,0.0559,,9.982142857,,64.5517,,13.3,,,Reactor,1,1,1,1,1,100,0.00025,0.448,Continuous,0,-,100,8.928571429,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Rice straw,-,Chemical,Phosphogypsum,-,-,-,25,50,7,0.82,29.73,36.25609756,,,0.14,0.07,,,,6.3,0.98,28.41,28.98979592,,,,0.0298,0.3631,0.0338,49.3103,0.0755,,13.01724138,,59.3655,,12.2,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,-,100,7.142857143,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Rice straw,-,Physical,Zeolite,-,-,-,25,50,8,0.8,29.73,37.1625,,,0.14,0.07,,,,6.8,0.93,28.86,31.03225806,,,,0.032,0.1671,0.0385,46.5517,0.066,,11.78571429,,55.7241,,11.4,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,-,100,7.142857143,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Rice straw,-,Mixture,Phosphogypsum,Zeolite,-,-,25,50,7.3,0.81,29.73,36.7037037,,,0.14,0.07,,,,6.2,0.98,28.33,28.90816327,,,,0.0298,0.3001,0.0989,48.4483,0.0624,,10.94736842,,59.3655,,12.2,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,-,100,7.142857143,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Sawdust,-,None,-,-,-,-,0,50,7.7,0.85,40.41,47.54117647,,,0.112,0.056,,,,6.4,1.23,40.32,32.7804878,,,,0.0215,0.0959,0.0005,44.3103,0.029,,6.041666667,,61.6828,,13.9,,,Reactor,1,1,1,1,1,100,0.00025,0.448,Continuous,0,-,100,8.928571429,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Sawdust,-,Chemical,Phosphogypsum,-,-,-,25,50,6.7,0.7,32.33,46.18571429,,,0.14,0.07,,,,6.2,0.93,32.84,35.31182796,,,,0.0386,0.3248,0.0003,26.8966,0.071,,14.48979592,,43.9172,,10.3,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,-,100,7.142857143,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Sawdust,-,Physical,Zeolite,-,-,-,25,50,7.6,0.68,32.33,47.54411765,,,0.14,0.07,,,,6.5,1,31.18,31.18,,,,0.0341,0.1596,0.0008,28.2759,0.0489,,10.1875,,53.0759,,12.3,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,-,100,7.142857143,-,1
121,"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Cow manure,Sawdust,-,Mixture,Phosphogypsum,Zeolite,-,-,25,50,6.9,0.69,32.33,46.85507246,,,0.14,0.07,,,,6.5,0.95,31.95,33.63157895,,,,0.0341,0.3113,0.0014,33.7931,0.0784,,16.33333333,,51.6414,,12.1,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,-,100,7.142857143,-,1
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Swine manure,-,-,None,-,-,-,-,0,81,7,3.86,46.9,12.2,2.55,,42.94736842,8.16,,,80.6,7.2,2.91,44,15.1,2.99,,,6.27,,,39.9,,,,0.55,24.9,,,0.28,9.8,Reactor,0,0,0,1,1,84,0.12,0.357894737,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Swine manure,Rice Straw,-,None,-,-,-,-,0,75.8,7.1,3.18,48.8,15.3,1.83,,44.7107438,10.82,,,74.4,7.3,2.79,42.5,15.2,2.76,,,8.54,,,30.9,,,,0.57,31.4,,,0.28,10.5,Reactor,0,0,0,1,1,84,0.12,0.372589532,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Digestate,Rice Straw,-,None,-,-,-,-,0,77.3,8.7,2.16,48.2,22.3,1.43,,41.23348018,9.36,,,77.3,9,2.04,42.7,20.9,1.7,,,7.23,,,27.1,,,,0.06,31.6,,,0.12,13.4,Reactor,0,0,0,1,1,84,0.12,0.343612335,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Digestate,Rice Straw,-,None,-,-,-,-,0,77,8.8,2.25,45.3,20.1,1.7,,43,9.89,,,76.9,9.1,2.22,38,17.1,1.82,,,6.99,,,30.3,,,,0.03,40.8,,,0.13,26.7,Reactor,0,0,0,1,1,84,0.12,0.358333333,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Digestate,Sugarcane,-,None,-,-,-,-,0,80,6.7,1.82,54.5,29.9,0.73,,43.05,8.61,,,80.5,7.1,1.75,50,28.6,0.96,,,6.1,,,31.8,,,,0.01,35,,,0.06,14.7,Reactor,0,0,0,1,1,84,0.12,0.35875,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Digestate,-,-,Physical,Biochar,-,-,-,22.28321168,84.1,10.7,2.26,38.3,16.9,4.81,,43.08176101,6.85,,,82.4,10.8,1.68,36.8,22.8,3.58,,,5.71,,,39.3,,,,0.12,14.9,,,0.07,1.9,Reactor,0,0,0,1,1,84,0.12,0.359014675,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Digestate,Rice Straw,-,Physical,Biochar,-,-,-,9.53373494,80.7,9.8,2.21,45.3,20.5,1.81,,43.00518135,8.3,,,80.1,9.9,1.9,38.5,20.4,2.02,,,6.62,,,31.2,,,,0.02,32.3,,,0.12,13.1,Reactor,0,0,0,1,1,84,0.12,0.358376511,None,-,-,-,-,-,0
126,Greenhouse gas emissions from passive composting of manure and digestate with crop residues and biochar on small-scale livestock farms in Vietnam,"Vu et al., 2014",Vietnam,Environmental Technology,Digestate,Rice Straw,-,Physical,Biochar,-,-,-,15.84382872,81.5,10,2.03,42.5,21.3,2.3,,42.91891892,7.94,,,80.8,10.3,1.72,39,22.8,2.53,,,6.45,,,29.4,,,,0.07,25.3,,,0.07,7.3,Reactor,0,0,0,1,1,84,0.12,0.357657658,None,-,-,-,-,-,0
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,60,,2.3,36.9,16,,37.9571,,,,,,,2.7,31.5,,,57.1649,,,,,22,,,,,44,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.22,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,60,,2,38.2,19,,33.0769,,,,,,,2.7,31,,,82,,,,,28,,,,,51,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.44,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,60,,1.8,39.8,22,,42.7711,,,,,,,2.6,34.5,,,87.0482,,,,,32,,,,,54,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.66,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,65,,2,38.4,19,,41.0061,,,,,,,2.5,33.5,,,81.0978,,,,,23,,,,,42,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.22,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,65,,1.8,40.4,22,,38.1538,,,,,,,2.8,36.1,,,86.9231,,,,,29,,,,,56,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.44,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,65,,2.3,37.2,16,,42.0181,,,,,,,2.4,30.1,,,66.8675,,,,,45,,,,,51,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.66,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,70,,1.8,40.6,22,,43.1405,,,,,,,2.6,36,,,73.0185,,,,,19,,,,,47,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.22,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,70,,2.3,37.5,16,,36,,,,,,,1.9,33.4,,,58.9231,,,,,40,,,,,36,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.44,-,5
127,"Stability and maturity of maize stalks compost as affected by aeration rate, CN ratio and moisture content","Nada, 2015",Egypt,Journal of Soil Science and Plant Nutrition,Cow manure,Corn stalk,-,Chemical,Superphosphate,-,-,-,,70,,2,38.5,19,,45.0301,,,,,,,2.5,33.2,,,82.0783,,,,,36,,,,,50,,,,,Reactor,1,1,1,1,1,60,0.045,,Continuous,0,-,60,0.66,-,5
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,-,-,None,-,-,-,-,0,69,,3.7,40.7,11,,,2.419354839,0.75,12.9,,69,,3.533980583,36.4,10.3,,,,,6.6,,17.7,3.525,0.0045,12.6838079,0.016192095,23.5,0.0306,46.725,0.010013346,15.28998665,Reactor,1,0,1,1,1,28,0.01,0.241935484,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,Plastic tube pieces,-,None,-,-,-,-,0,63,,3.7,40.7,11,,,2.702702703,1,12.9,,61,,3.558823529,36.3,10.2,,,,,8.1,,13.5,4.4,0.0043,12.08818654,0.011813455,20.6,0.022,63.2,0.00542849,15.59457151,Reactor,1,0,1,1,1,28,0.01,0.27027027,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,Plastic tube pieces,-,None,-,-,-,-,0,66,,3.7,40.7,11,,,2.573529412,0.875,12.9,,64,,3.645833333,35,9.6,,,,,7.9,,10.2,4.2,0.0058625,12.98187946,0.01812054,21.8,0.0329,57.1375,0.009265109,16.09073489,Reactor,1,0,1,1,1,28,0.01,0.257352941,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,Sawdust,-,None,-,-,-,-,0,65,,2.850340136,41.9,14.7,,,2.857142857,1,9.8,,63,,3.023622047,38.4,12.7,,,,,6.9,,3.1,2.9,0.0078,10.27237086,0.027629135,16.8,0.0328,48,0.007852967,11.49214703,Reactor,1,0,1,1,1,28,0.01,0.285714286,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,Sawdust,-,None,-,-,-,-,0,67,,3.209302326,41.4,12.9,,,2.651515152,0.875,11.1,,64,,3.066115702,37.1,12.1,,,,,4.7,,13.1,2.975,0.0119,10.55776892,0.042231076,19.2,0.035175,43.75,0.009720585,12.09027942,Reactor,1,0,1,1,1,28,0.01,0.265151515,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,-,-,Physical,Biochar ,-,-,-,25,65,,2.934131737,49,16.7,,,2.857142857,1,9.7,,63,,2.701149425,47,17.4,,,,,5.9,,12.8,2.7,0.0038,9.087210592,0.012789408,8.9,0.0044,41.2,0.000896992,8.399103008,Reactor,1,0,1,1,1,28,0.01,0.285714286,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,-,-,Physical,Biochar ,-,-,-,14.28571429,67,,3.242857143,45.4,14,,,2.651515152,0.875,11.1,,65,,3.021276596,42.6,14.1,,,,,7.4,,14,2.7125,0.002975,9.48959206,0.01040794,13.4,0.0095375,39.725,0.002400305,9.997599695,Reactor,1,0,1,1,1,28,0.01,0.265151515,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,Barley straw,-,None,-,-,-,-,0,65,,2.957142857,41.4,14,,,2.857142857,1,9.7,,67,,3.333333333,38,11.4,,,,,6.9,,13.2,2.7,0.0021,9.092927723,0.007072277,29.5,0.0236,50.3,0.005674475,12.09432553,Reactor,1,0,1,1,1,28,0.01,0.285714286,Continuous,0,-,28,0.28,-,0
134,Composting of solids separated from anaerobically digested animal manure: Effect of different bulking agents and mixing ratios on emissions of greenhouse gases and ammonia,"Chowdhury et al., 2014",Denmark,Biosystems Engineering,Digestate,Lupin residues,-,None,-,-,-,-,0,65,,3.347107438,40.5,12.1,,,2.857142857,1,9.7,,64,,3.388888889,36.6,10.8,,,,,4.7,,8.7,3.9,0.0026,11.6922052,0.007794803,18.6,0.1917,61.2,0.047463094,15.15253691,Reactor,1,0,1,1,1,28,0.01,0.285714286,Continuous,0,-,28,0.28,-,0
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,65,,2.4,34.8,14.5,,37.7432,,,1.82903,,,,2.8,30.2,10.78571429,,62.2568,,,2.18688,,21,,,,,43,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.24,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,65,,2.1,38,18.0952381,,33.8521,,,1.23258,,,,2.6,31.9,12.26923077,,90.856,,,0.458735,,27,,,,,50,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.48,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,65,,1.9,39.4,20.73684211,,43.9689,,,0.896414,,,,2.4,35.1,14.625,,83.6576,,,0.318725,,31,,,,,53,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.72,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,70,,2.1,38,18.0952381,,40.6615,,,1.5507,,,,2.5,34.3,13.72,,81.5175,,,0.775348,,22,,,,,41,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.24,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,70,,1.9,40.1,21.10526316,,37.7432,,,1.3121,,,,2.8,36.9,13.17857143,,85.7977,,,0.359355,,28,,,,,55,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.48,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,70,,2.4,35.2,14.66666667,,41.6342,,,2.03187,,,,2.1,28.4,13.52380952,,66.1479,,,0.776892,,46,,,,,50,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.72,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,75,,1.9,40.9,21.52631579,,43.7743,,,0.914513,,,,2.6,37.1,14.26923077,,73.7354,,,0.815109,,18,,,,,46,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.24,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,75,,2.4,35.3,14.70833333,,42.4125,,,2.26638,,,,2,32.4,16.2,,53.3074,,,2.38719,,40,,,,,34,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.48,-,4
142,"Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost","Guo et al., 2012",China,Bioresource Technology,Swine manure,Corn stalk,-,None,-,-,-,-,0,75,,2.1,37.6,17.9047619,,46.6926,,,1.63347,,,,2.4,33.8,14.08333333,,85.9922,,,0.378486,,35,,,,,49,,,,,Reactor,1,1,1,1,1,37,0.06,,Intermittent ,5,25,37,0.72,-,4
146,"Effect of C/N ratio, aeration rate and moisture content on ammonia and greenhouse gas emission during the composting","Jiang et al., 2011",China,Journal of Environmental Sciences,Swine manure,Cornstalk,-,None,-,-,-,-,0,64.1,8.6,2.36,34.8,14.7,,37.6,,,1.83,0.03,71.6,8.1,2.81,30.2,10.74733096,,62,,,2.16,0.23,21.3,,,13.9,1.6,42.7,,,7.5,31.4,Reactor,1,1,1,1,1,37,0.06,,Continuous,0,-,37,0.24,-,4
