Initial C/N (%),Material_Main,Initial moisture content (%),Method,Initial pH,Material_2,Time Period,Initial TN (%),Initial TC (%),Additive_1,Additive Species,N2O-N loss (%)
19.0,3,67.6,4,9.0,19,56.0,0.0,0.0,33,4,0.71
19.5,3,69.2,4,8.6,19,56.0,0.0,0.0,33,4,0.81
21.2,3,71.0,4,9.2,20,56.0,0.0,0.0,33,4,0.77
19.6,3,70.3,4,7.5,21,56.0,0.0,0.0,33,4,1.2
19.5,3,71.8,4,8.4,22,56.0,0.0,0.0,33,4,1.03
0.0,1,0.0,4,0.0,24,0.0,0.0,0.0,34,4,0.14
0.0,4,66.5,4,0.0,24,20.0,0.0,0.0,34,4,0.4
0.0,4,66.5,4,0.0,24,20.0,0.0,0.0,34,4,0.152
0.0,4,66.5,4,0.0,24,20.0,0.0,0.0,34,4,0.94
18.0,3,65.0,4,0.0,24,0.0,0.0,0.0,34,4,0.168225
18.0,3,65.0,4,0.0,24,0.0,0.0,0.0,34,4,0.773
18.0,3,65.0,4,0.0,24,0.0,0.0,0.0,34,4,0.12486
7.78,1,54.99,4,0.0,24,47.0,0.0,0.0,34,4,0.14147
11.28,1,69.31,4,0.0,24,47.0,0.0,0.0,34,4,0.628
39.83122363,1,46.9,4,7.2,24,50.0,0.0,0.0,34,4,0.559429
39.83122363,1,46.9,4,7.2,24,50.0,0.0,0.0,34,4,0.634857
19.93785603,1,47.6,4,7.9,24,50.0,0.0,0.0,34,4,0.1232
19.93785603,1,47.6,4,7.9,24,50.0,0.0,0.0,34,4,0.1936
35.63009973,1,60.3,4,7.8,24,50.0,0.0,0.0,34,4,0.339429
35.63009973,1,60.3,4,7.8,24,50.0,0.0,0.0,34,4,0.333143
37.83542039,1,64.90980517639383,4,7.3,24,50.0,0.0,0.0,34,4,0.2275429
37.83542039,1,64.90980517639383,4,7.3,24,50.0,0.0,0.0,34,4,0.2382286
32.0,8,50.0,4,0.0,24,57.0,0.0,0.0,34,4,0.227
30.0,8,50.0,4,0.0,24,43.0,0.0,0.0,34,4,0.517
28.0,8,50.0,4,0.0,24,54.0,0.0,0.0,34,4,0.144
14.0,9,71.7,2,7.55,24,80.0,6.6,92.4,34,4,0.362
14.0,9,79.6,1,7.43,24,80.0,6.39,89.46,34,4,0.571
16.0,9,77.9,2,8.7,24,80.0,6.69,107.04,34,4,0.448
15.0,9,78.8,1,8.2,24,80.0,6.31,94.65,34,4,0.881
13.5008665511265,9,82.16,3,9.4,24,140.0,5.77,77.9,34,4,0.213
16.2844036697248,9,82.36,3,9.8,24,140.0,4.36,71.0,34,4,0.575
9.89637305699482,9,69.94,3,9.6,24,140.0,11.58,114.6,34,4,0.264
18.5903083700441,9,65.0,3,0.0,24,26.0,3.0886300333884225,60.37320351299986,34,4,2.53
18.2159090909091,0,62.3,1,0.0,11,124.0,8.8,160.3,34,4,0.3
21.6666666666667,0,64.2,1,0.0,11,124.0,6.9,149.5,34,4,0.1
19.6794871794872,0,64.17,1,0.0,11,124.0,7.8,153.5,34,4,0.2
17.6781609195402,0,63.96,1,0.0,11,124.0,8.7,153.8,34,4,0.1
26.6666666666667,9,76.0,2,0.0,24,80.0,4.32,115.2,34,4,0.99
26.6898148148148,9,76.0,1,0.0,24,80.0,4.32,115.3,34,4,0.243
16.608040201005,0,60.0,2,8.35,11,99.0,7.96,132.2,34,4,0.387
36.134,0,59.6,2,6.99,12,99.0,5.0,180.67,34,4,0.679
21.1785714285714,0,57.8,1,0.0,24,87.0,8.4,177.9,34,4,0.4
21.3733333333333,0,62.1,1,0.0,24,87.0,7.5,160.3,34,4,0.23
20.7710843373494,0,59.1,2,0.0,24,87.0,8.3,172.4,34,4,0.5
21.04,9,60.55,1,0.0,24,42.0,7.5,157.8,34,4,0.169
21.04,9,60.55,2,0.0,24,42.0,7.5,157.8,34,4,0.415
21.04,9,60.55,2,0.0,24,42.0,7.5,157.8,34,4,0.477
21.04,9,60.55,2,0.0,24,42.0,7.5,157.8,34,4,0.262
21.04,9,60.55,2,0.0,24,42.0,7.5,157.8,34,4,0.385
23.06666667,3,80.0,2,0.0,24,168.0,0.0,0.0,34,4,0.172
24.43333333,3,72.0,2,0.0,24,168.0,0.0,0.0,34,4,0.447
18.8968335035751,0,61.9,1,8.0,11,120.0,9.79,185.0,34,4,0.28
19.1011235955056,0,58.3,1,8.2,11,120.0,8.01,153.0,34,4,0.26
16.3,0,66.1,1,8.6,24,120.0,10.0,163.0,34,4,0.7
14.5054945054945,0,70.0,1,8.6,24,120.0,9.1,132.0,34,4,0.48
26.3028816676885,9,50.4,3,8.94,24,99.0,3.0886300333884225,60.37320351299986,34,4,0.29
23.3021077283372,9,55.1,3,8.79,24,99.0,3.0886300333884225,60.37320351299986,34,4,0.57
12.9049338146811,9,64.90980517639383,3,0.0,24,56.0,8.31,107.24,34,4,0.462
11.9931662870159,9,64.90980517639383,3,0.0,24,56.0,8.78,105.3,34,4,0.587
10.6007194244604,9,64.90980517639383,3,0.0,24,56.0,11.12,117.88,34,4,0.5
30.7,9,50.8,2,8.54,24,50.0,14.2,60.37320351299986,34,4,0.92
30.7,9,50.8,2,8.54,24,50.0,14.2,60.37320351299986,34,4,1.96
19.3002257336343,0,70.5,1,7.6,19,99.0,3.0886300333884225,60.37320351299986,34,4,0.621
19.3002257336343,0,70.5,2,7.6,19,99.0,3.0886300333884225,60.37320351299986,34,4,1.73
12.1563275434243,9,88.5,0,6.8,24,0.0,4.03,48.99,34,4,0.9
12.1563275434243,9,88.5,0,6.8,24,0.0,4.03,48.99,34,4,0.6
12.2475,9,88.5,0,6.9,24,0.0,4.0,48.99,34,4,0.8
12.2475,9,88.5,0,6.9,24,0.0,4.0,48.99,34,4,0.16
12.2475,9,88.5,0,6.9,24,0.0,4.0,48.99,34,4,0.13
12.2475,9,88.5,0,6.9,24,0.0,4.0,48.99,34,4,0.25
22.48202926404854,0,79.0,0,0.0,11,106.0,3.2,197.0,34,4,0.36
46.551724137931,0,86.0,0,0.0,11,119.0,2.9,135.0,34,4,1.55
33.3333333333333,0,84.0,0,0.0,11,172.0,3.9,130.0,34,4,1.98
46.6666666666667,0,81.0,0,0.0,11,124.0,3.6,168.0,34,4,0.34
38.4615384615385,0,83.0,0,0.0,11,123.0,3.9,150.0,34,4,2.36
34.0,0,85.0,0,0.0,11,124.0,4.0,136.0,34,4,3.8
13.0246913580247,9,40.0,3,7.9,24,122.0,9.72,126.6,34,4,1.4
15.3754385964912,9,80.02,1,0.0,24,90.0,5.7,87.64,34,4,0.123
15.5082568807339,9,80.77,1,0.0,24,90.0,5.45,84.52,34,4,0.56
22.48202926404854,9,85.33,1,7.609909959893048,24,20.0,0.69,68.38,34,4,0.21
0.0,9,85.33,1,7.609909959893048,24,20.0,0.0,68.38,34,4,0.19
31.0630630630631,9,84.66,1,7.609909959893048,24,18.0,2.22,68.96,34,4,-0.5
0.0,9,84.66,1,7.609909959893048,24,28.0,0.0,68.96,34,4,-0.5
55.9834710743802,9,84.3,1,7.609909959893048,24,30.0,1.21,67.74,34,4,0.19
0.0,9,84.3,1,7.609909959893048,24,30.0,0.0,67.74,34,4,-0.5
22.48202926404854,9,83.91,1,7.609909959893048,24,28.0,0.37,72.33,34,4,0.473
0.0,9,83.91,1,7.609909959893048,24,28.0,0.0,72.33,34,4,0.112
42.873417721519,9,84.3,1,7.609909959893048,24,30.0,1.58,67.74,34,4,0.186
51.7099236641221,9,84.3,1,7.609909959893048,24,30.0,1.31,67.74,34,4,0.319
22.48202926404854,9,83.91,1,7.609909959893048,24,30.0,1.07,72.33,34,4,0.7
50.2291666666667,9,83.91,1,7.609909959893048,24,30.0,1.44,72.33,34,4,0.4
0.0,9,81.08,0,0.0,24,20.0,0.0,72.33,34,4,0.7
0.0,9,81.08,0,0.0,24,20.0,0.0,72.33,34,4,0.9
0.0,9,81.08,0,0.0,24,20.0,0.0,72.33,34,4,0.49
0.0,9,81.08,0,0.0,24,20.0,0.0,72.33,34,4,0.131
15.2329268292683,9,82.67,1,0.0,24,90.0,3.0886300333884225,60.37320351299986,34,4,0.17
17.1038961038961,9,83.59,1,0.0,24,90.0,3.0886300333884225,60.37320351299986,34,4,0.165
19.6958400864398,9,78.36,1,0.0,24,90.0,3.0886300333884225,60.37320351299986,34,4,0.161
0.0,9,77.2,1,7.8,24,64.0,0.0,0.0,34,4,0.1
0.0,9,0.0,1,0.0,24,64.0,0.0,0.0,34,4,0.11
0.0,9,0.0,2,0.0,24,64.0,0.0,0.0,34,4,0.59
0.0,9,0.0,2,0.0,24,64.0,0.0,0.0,34,4,0.58
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,0.915
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,1.99
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,1.23
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,0.975
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,0.435
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,0.491
0.0,9,76.28,1,0.0,24,49.0,0.0,78.27,34,4,0.328
27.15,9,82.52,1,0.0,24,90.0,3.2,86.88,34,4,0.223
42.3938356164384,9,77.67,1,0.0,24,90.0,2.92,123.79,34,4,0.432
22.48202926404854,9,72.04,1,0.0,24,90.0,2.6,178.23,34,4,0.168
12.0130494505495,9,45.32,1,7.35,24,42.0,14.56,174.91,34,4,0.14
31.3729308666018,9,57.9,3,8.14,24,69.0,10.27,60.37320351299986,34,4,0.38
0.0,9,59.66,0,9.0,24,0.0,0.0,0.0,34,4,0.168
17.7917737789203,9,76.0,0,8.2,24,42.0,3.89,69.21,34,4,1.1
