Initial C/N (%),Material_Main,Initial moisture content (%),Method,Initial pH,Material_2,Time Period,Initial TN (%),Initial TC (%),Additive_1,Additive Species,TN loss (%)
16.0,0,70.0,0,0.0,9,60.0,0.0,0.0,77,4,40.0
19.0,0,60.0,0,0.0,9,60.0,0.0,0.0,77,4,28.0
22.0,0,65.0,0,0.0,9,60.0,0.0,0.0,77,4,29.0
16.0,0,65.0,0,0.0,9,60.0,0.0,0.0,77,4,45.0
19.0,0,70.0,0,0.0,9,60.0,0.0,0.0,77,4,36.0
22.0,0,60.0,0,0.0,9,60.0,0.0,0.0,77,4,32.0
17.3,4,0.0,0,0.0,4,51.0,2.12,36.7,77,4,21.3
17.3,4,0.0,0,0.0,4,51.0,2.12,36.7,77,4,23.0
17.3,4,0.0,0,0.0,4,51.0,2.12,36.7,77,4,36.6
17.3,4,0.0,0,0.0,4,51.0,2.12,36.7,77,4,44.1
17.3,4,0.0,0,0.0,4,51.0,2.12,36.7,77,4,44.1
17.3,4,0.0,0,0.0,4,51.0,2.12,36.7,77,4,33.6
21.0526315789474,0,61.0,1,0.0,19,45.0,1.9,40.0,77,4,14.0
21.0526315789474,0,61.0,1,0.0,19,45.0,1.9,40.0,77,4,15.0
21.0526315789474,0,61.0,1,0.0,19,45.0,1.9,40.0,77,4,12.0
21.0526315789474,0,61.0,1,0.0,19,45.0,1.9,40.0,77,4,11.0
16.9583333333333,5,69.0,0,0.0,8,28.0,2.4,40.7,77,4,17.7
16.9583333333333,5,63.0,0,0.0,8,28.0,2.4,40.7,41,3,13.5
22.4064171122995,5,63.0,0,0.0,8,28.0,1.87,41.9,75,3,3.1
24.8730964467005,5,58.0,0,0.0,8,28.0,1.97,49.0,52,3,12.8
20.8040201005025,5,70.0,0,0.0,8,28.0,1.99,41.4,50,3,13.2
16.9583333333333,5,62.0,0,0.0,8,28.0,2.4,40.7,41,3,10.2
19.8086124401914,5,61.0,0,0.0,8,28.0,2.09,41.4,75,3,13.1
21.1162790697674,5,57.0,0,0.0,8,28.0,2.15,45.4,52,3,14.0
17.0886075949367,5,64.0,0,0.0,8,28.0,2.37,40.5,50,3,8.7
16.5,0,83.0,0,8.45,0,30.0,1.65,43.0,77,4,0.3
16.5,0,83.0,0,8.45,0,30.0,1.65,43.0,77,4,17.3
6.1,2,71.0,0,6.8,0,30.0,4.6,35.2,77,4,48.0
6.1,2,71.0,0,6.8,0,30.0,4.61,35.2,77,4,58.0
12.2,2,65.0,0,6.95,0,30.0,3.42,48.7,4,3,42.0
12.2,2,65.0,0,6.95,0,30.0,3.42,48.7,4,3,48.0
31.8,5,66.9,0,5.6,36,28.0,0.0,0.0,77,4,29.0
31.5,5,57.58,0,6.6,4,28.0,0.0,0.0,77,4,25.0
32.5,5,57.78,0,6.5,19,28.0,0.0,0.0,77,4,23.0
22.5,5,58.6,0,6.2,24,28.0,0.0,0.0,77,4,27.0
17.86,4,65.9,0,7.8,4,30.0,2.17,38.76,77,4,40.4
0.0,4,0.0,0,0.0,4,30.0,1.96,36.72,67,1,32.7
0.0,4,0.0,0,0.0,4,30.0,2.06,36.53,67,2,31.6
0.0,4,0.0,0,0.0,4,30.0,2.1,37.4,67,2,34.2
17.8,4,63.0,1,8.6,4,70.0,2.07,36.9,77,4,0.28
17.8,4,63.0,1,8.6,4,70.0,2.07,36.9,77,4,0.38
17.8,4,63.0,1,8.6,4,70.0,2.07,36.9,77,4,0.39
17.8,4,63.0,1,8.6,4,70.0,2.07,36.9,77,4,0.2
17.8,4,63.0,1,8.6,4,70.0,2.07,36.9,77,4,0.37
17.8,4,63.0,1,8.6,4,70.0,2.07,36.9,77,4,0.34
19.5,5,0.0,1,8.3,15,49.0,2.02,39.66,77,4,43.1
19.5,5,0.0,1,7.97,15,49.0,2.06,40.31,11,1,31.9
18.7,5,0.0,1,8.02,15,49.0,2.11,39.32,39,1,31.6
13.5,5,0.0,1,8.88,22,49.0,1.86,25.19,77,4,32.4
14.2,5,0.0,1,8.52,22,49.0,1.92,27.23,11,1,29.4
15.0,5,0.0,1,8.35,22,49.0,3.0886300333884225,28.84,39,1,20.9
15.0,4,65.0,0,0.0,4,37.0,2.4,34.8,77,4,21.0
15.0,4,70.0,0,0.0,4,37.0,2.4,35.2,77,4,46.0
15.0,4,75.0,0,0.0,4,37.0,2.4,35.3,77,4,40.0
21.0,4,75.0,0,0.0,4,37.0,1.9,40.9,77,4,18.0
21.0,4,70.0,0,0.0,4,37.0,1.9,40.1,77,4,28.0
21.0,4,65.0,0,0.0,4,37.0,1.9,39.4,77,4,31.0
18.0,4,70.0,0,0.0,4,37.0,2.1,38.0,77,4,22.0
18.0,4,65.0,0,0.0,4,37.0,2.1,38.0,77,4,27.0
18.0,4,75.0,0,0.0,4,37.0,2.1,37.6,77,4,35.0
15.0,4,65.0,0,0.0,4,37.0,2.4,34.8,77,4,21.0
21.0,4,75.0,0,0.0,4,37.0,1.9,40.9,77,4,18.0
18.0,4,70.0,0,0.0,4,37.0,2.1,38.0,77,4,22.0
15.0,4,75.0,0,0.0,4,37.0,2.4,35.3,77,4,40.0
21.0,4,70.0,0,0.0,4,37.0,1.9,40.1,77,4,28.0
18.0,4,65.0,0,0.0,4,37.0,2.1,38.0,77,4,27.0
15.0,4,70.0,0,0.0,4,37.0,2.4,35.2,77,4,46.0
21.0,4,65.0,0,0.0,4,37.0,1.9,39.4,77,4,31.0
18.0,4,75.0,0,0.0,4,37.0,2.1,37.6,77,4,35.0
20.0,2,65.0,0,0.0,5,25.0,0.0,0.0,77,4,1.74
20.0,2,65.0,0,0.0,5,25.0,0.0,0.0,77,4,14.65
20.0,2,65.0,0,0.0,5,25.0,0.0,0.0,77,4,24.93
32.0,2,49.6,1,7.84,19,120.0,1.15,37.3,77,4,7.61
32.0,2,49.6,1,7.84,19,120.0,1.15,37.3,77,4,15.2
32.0,2,49.6,1,7.84,19,120.0,1.15,37.3,77,4,10.9
32.0,2,49.6,1,7.84,19,120.0,1.15,37.3,77,4,1.74
32.0,2,49.6,1,7.84,19,120.0,1.15,37.3,77,4,13.1
32.0,2,49.6,1,7.84,19,120.0,1.15,37.3,77,4,3.38
22.0,5,62.0,0,0.0,11,52.0,2.1,46.0,77,4,45.0
19.0,5,65.0,0,0.0,11,52.0,2.4,46.0,77,4,60.0
26.0,5,58.0,0,0.0,11,52.0,1.8,47.0,77,4,63.0
23.0,5,59.0,0,0.0,11,52.0,1.9,43.0,77,4,52.0
28.0,5,59.0,0,0.0,11,52.0,1.7,47.0,77,4,30.0
30.0,5,56.0,0,0.0,11,52.0,1.4,42.0,77,4,52.0
14.7,4,64.1,0,0.0,6,37.0,2.36,34.8,77,4,21.3
18.4,4,71.3,0,0.0,6,37.0,2.06,38.0,77,4,22.0
21.2,4,75.7,0,0.0,6,37.0,1.93,40.9,77,4,18.4
18.3,4,65.2,0,0.0,6,37.0,2.08,38.0,77,4,26.6
21.1,4,70.6,0,0.0,6,37.0,1.9,40.1,77,4,28.4
14.9,4,76.8,0,0.0,6,37.0,2.37,35.3,77,4,40.3
20.7,4,63.7,0,0.0,6,37.0,1.9,39.4,77,4,30.6
15.0,4,70.8,0,0.0,6,37.0,2.35,35.2,77,4,45.9
18.0,4,74.0,0,0.0,6,37.0,2.09,37.6,77,4,35.3
14.7,4,64.1,0,0.0,6,37.0,2.36,34.8,77,4,21.3
18.4,4,71.3,0,0.0,6,37.0,2.06,38.0,77,4,22.0
21.2,4,75.7,0,0.0,6,37.0,1.93,40.9,77,4,18.4
18.3,4,65.2,0,0.0,6,37.0,2.08,38.0,77,4,26.6
21.1,4,70.6,0,0.0,6,37.0,1.9,40.1,77,4,28.4
14.9,4,76.8,0,0.0,6,37.0,2.37,35.3,77,4,40.3
20.7,4,63.7,0,0.0,6,37.0,1.9,39.4,77,4,30.6
15.0,4,70.8,0,0.0,6,37.0,2.35,35.2,77,4,45.9
18.0,4,74.0,0,0.0,6,37.0,2.09,37.6,77,4,35.3
10.13,5,60.0,0,7.0,20,43.0,3.87,39.2031,77,4,35.0
41.7,5,60.0,0,6.7,20,43.0,1.26,52.542,77,4,51.0
14.67,5,60.0,0,6.9,20,43.0,2.98,43.7166,77,4,27.0
11.92,5,60.0,0,7.0,20,43.0,3.42,40.7664,77,4,20.0
0.0,2,0.0,1,0.0,33,90.0,0.0,0.0,77,4,90.5
0.0,2,0.0,1,0.0,34,90.0,0.0,0.0,77,4,78.6
0.0,2,0.0,1,0.0,34,90.0,0.0,0.0,77,4,76.5
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,88.17
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,82.72
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,86.8
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,82.85
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,70.73
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,87.42
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,87.12
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,83.93
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,81.34
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,88.17
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,82.85
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,87.12
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,82.72
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,70.73
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,83.93
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,86.8
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,87.42
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,81.34
20.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,82.72
25.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,70.73
30.0,2,0.0,1,0.0,19,87.0,0.0,0.0,77,4,83.93
0.0,0,0.0,3,0.0,32,97.0,0.0,0.0,77,4,19.0
0.0,0,0.0,3,0.0,26,97.0,0.0,0.0,77,4,33.5
30.0,5,61.7,0,0.0,36,96.0,1.46,39.6,77,4,3.4
30.0,5,61.1,0,0.0,10,96.0,1.44,38.9,77,4,3.5
30.0,5,60.6,0,0.0,10,96.0,1.41,36.8,77,4,5.7
30.0,5,61.0,0,0.0,10,96.0,1.37,35.8,77,4,6.6
30.0,5,61.1,0,0.0,10,96.0,1.34,30.9,77,4,20.2
30.0,5,60.9,0,0.0,10,96.0,1.3,28.0,77,4,25.4
17.9,0,62.63,3,8.3,36,134.0,1.4,25.04,77,4,21.4285714285714
17.8,0,65.46,3,7.6,36,134.0,1.33,23.63,67,1,20.5479452054795
18.9,0,64.61,3,7.6,36,134.0,1.32,24.89,67,1,19.3548387096774
18.5,0,65.46,3,7.4,36,134.0,1.29,23.82,67,1,26.8292682926829
20.1,0,64.12,3,8.4,36,134.0,1.29,25.93,43,3,11.9718309859155
17.1,0,61.07,3,8.6,36,134.0,1.12,19.14,71,3,5.18518518518518
18.9,0,63.73,3,8.7,36,134.0,1.23,23.12,71,3,13.0434782608696
14.4,2,71.9,1,7.9,3,83.0,2.9,40.4,77,4,82.0
23.5,2,72.4,1,8.3,3,83.0,1.6,36.9,77,4,63.0
0.0,4,0.0,0,0.0,31,54.0,0.0,0.0,77,4,40.8
0.0,4,0.0,0,0.0,31,54.0,0.0,0.0,66,1,36.2
0.0,4,0.0,0,0.0,31,54.0,0.0,0.0,66,1,35.2
0.0,4,0.0,0,0.0,31,54.0,0.0,0.0,77,4,49.8
0.0,4,0.0,0,0.0,31,54.0,0.0,0.0,70,0,45.7
0.0,4,0.0,0,0.0,31,54.0,0.0,0.0,70,0,43.7
18.28,4,65.8,0,7.17,19,0.0,0.0,0.0,77,4,30.2
24.03,4,67.3,0,7.94,19,0.0,2.7,0.0,40,1,14.8
