Turning times, Composting Method,V3_Ventilation Duration (min),Additive_2,Additive_1,Period (d),Initial Moisture Content (%),Material_2,Initial pH,V1_Ventilation Type,Additive_3,Application Rate (%DW),Initial GI (%),Initial C/N (%),Material_Main,M1_is Enclosed,V2_Ventilation Interval (min),Additive_4,Compost volume (m3),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
12.0,Reactor,36.26795697180168,Zeolite,Mg(OH)₂,93.0,64.44795126127873,Byproduct,6.296146745733878,Intermittent ,None,2.149935938598391,27.32884658064516,16.0,Digestate,1.0,1358.0,None,0.0996875,55.0,1.0635240534519574,Mature compost,2.754411318174137,44.07058109078619,99.32766299999996,2.0880165412430705,0.6121824383735657,0.1132986278717183,1000000.0
31.0,Windrow,16.217997490260196,None,MgHPO₄,15.0,58.0,Green Waste,5.008837133390912,Intermittent ,None,7.290217733157766,27.32884658064516,25.1503976098072,Digestate,1.0,675.0,None,0.0996875,5.0,1.215023786725136,Mature compost,2.754411318174137,69.2745398330327,100.61100100000004,4.710150894472076,0.6030547022819519,0.155499837676572,23.030325181030506
18.0,Trough,53.84672739912512,MgO,Sand,124.0,56.0,Byproduct,5.0,Intermittent ,None,7.9853104155010035,27.32884658064516,32.72105447435177,Digestate,0.0,1194.0,None,0.0996875,53.0,0.2854997714012928,Green waste,2.754411318174137,90.127242786747,99.234642,4.595240087526655,0.7444809079170227,0.1316051844347608,22.5916268065802
21.0,Trough,3.803559977558044,Microbiological agent,MgO,23.0,50.61045438710327,None,8.0,Intermittent ,None,6.08243042469384,27.32884658064516,32.0,Digestate,0.0,239.0,None,0.0996875,8.0,1.3989483478592146,Byproduct,2.754411318174137,88.14116218157238,99.991945,4.595240087526655,0.6433371901512146,0.14367570386469,1000000.0
29.0,Trough,57.571155604280186,DCD,K₂SO₄,37.0,66.0,Green Waste,5.094261925433642,Intermittent ,None,7.442240456101918,27.32884658064516,10.784956667779277,Digestate,0.0,1095.0,None,0.0996875,31.0,1.8102843235580104,None,2.754411318174137,29.706206711748862,99.524462,5.79516928090481,0.7444809079170227,0.1277750071904136,26.483613358852907
21.0,Trough,21.885421291802317,Calcium magnesium phosphate fertilizer,MgHPO₄,16.0,66.0,Green waste,6.0,Intermittent ,None,4.069874328076567,27.32884658064516,10.891895645866404,Digestate,0.0,1018.0,None,0.0996875,6.0,0.8624451318045556,Poultry manure,2.754411318174137,30.000760643346023,100.74638100000004,4.595240087526655,0.6487430334091187,0.1210130783114069,25.981232305745827
20.0,Reactor,49.04064030853437,DCD,Sodium phosphates,41.0,57.50532051678893,Husk,7.0,Intermittent ,None,4.913264057856826,27.32884658064516,38.0,Digestate,1.0,1240.0,None,0.0996875,38.0,0.4798074207167329,Poultry manure,2.754411318174137,104.6676300906172,98.87725199999996,2.0880165412430705,0.6997761130332947,0.1344136119940827,1000000.0
14.0,Trough,1.4483266014682703,MgSO₄,Clay,16.0,65.0,Byproduct,7.901594416571471,Intermittent ,None,9.733598412402312,27.32884658064516,12.068891655003377,Digestate,1.0,315.0,None,0.0996875,5.0,1.6839974647090117,None,2.754411318174137,33.24269177235869,100.25214400000004,5.766571944901046,0.6025247573852539,0.1443685379953643,25.91240528700826
7.0,Windrow,59.95815382498637,Zeolite,Organic acid,30.0,63.0,None,7.0,Intermittent ,None,8.981638228490688,27.32884658064516,37.415139936862055,Digestate,1.0,43.0,None,0.0996875,27.0,1.6626394629150845,Green waste,2.754411318174137,103.056684913162,99.269744,5.387299787936592,0.7541928887367249,0.2024325755887217,21.726703524586437
17.0,Windrow,20.23593656266473,Gypsum,Lignite,18.0,63.0,None,6.166273188932927,Intermittent ,None,5.036858191097297,27.32884658064516,25.38400727035401,Digestate,1.0,331.0,None,0.0996875,7.0,0.094488551037114,None,2.754411318174137,69.91799692607766,99.67349800000004,4.710150894472076,0.6019045114517212,0.1302941945455528,22.59947113516037
1.0,Windrow,33.41284887285785,DCD,Mature compost,19.0,68.45354282504087,Green waste,7.0,Intermittent ,None,2.0037107029945287,27.32884658064516,25.80818342664929,Digestate,0.0,973.0,None,0.0996875,15.0,0.6847540352469743,Green waste,2.754411318174137,71.08635253187697,98.50207799999998,4.80792861719454,0.4205174744129181,0.133324520468027,20.45181392945218
23.0,Reactor,52.6984840507246,Gypsum,Mature compost,91.0,68.0,Byproduct,7.0,Intermittent ,None,4.07742813645017,27.32884658064516,18.213257167313017,Digestate,1.0,1350.0,None,0.0996875,54.0,0.8541853461901892,None,2.754411318174137,50.1668016824632,99.13431299999998,2.0880165412430705,0.7013017535209656,0.135649858353727,1000000.0
21.0,Windrow,39.61419268785061,Calcium magnesium phosphate fertilizer,Forsterite,70.0,60.0,Byproduct,8.0,Intermittent ,None,7.089086312811181,27.32884658064516,17.197837344151342,Digestate,1.0,94.0,None,0.0996875,34.0,0.4736859212523518,Straw,2.754411318174137,47.36991782884829,99.011524,4.710150894472076,0.6127123832702637,0.1448909063533892,22.37621142524061
1.0,Trough,37.03331943103274,Organic acid,Urea,21.0,66.8505538378342,Byproduct,7.0,Intermittent ,None,9.50587443040988,27.32884658064516,14.432572442573708,Digestate,1.0,631.0,None,0.0996875,7.0,0.2691601331256692,Byproduct,2.754411318174137,39.75324088619317,99.66357700000006,4.693017810249119,0.426541805267334,0.1244345535133881,20.07296506795699
11.0,Reactor,30.857260324265955,Ca-superphosphate,Sulfur,19.0,58.13111094332139,Byproduct,7.0,Intermittent ,None,4.12348684374539,27.32884658064516,17.173663181612465,Digestate,1.0,301.0,None,0.0996875,8.0,1.824938156052472,None,2.754411318174137,47.30333224194384,99.95770699999998,2.628381492241609,0.6121824383735657,0.1316741046753049,23.591332676057025
