V4_Ventilation Day,Additive_4,Additive_3,Initial GI (%),Initial C/N (%),Application Rate (%DW),Initial Moisture Content (%),Initial pH,V1_Ventilation Type,Material_3,Material_Main,V3_Ventilation Duration (min),V5_Ventilation rate (L/min/kg iniDW),Period (d),M1_is Enclosed, Composting Method,Additive_2,Material_2,V2_Ventilation Interval (min),Turning times,Additive_1,Compost volume (m3),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
51.0,None,None,27.32884658064516,24.206975893678106,2.705910450601558,68.0,6.389778544013406,Intermittent ,Green waste,Poultry manure,25.7675392321116,0.2642258033561775,96.0,0.0,Trough,Mg(OH)₂,Green Waste,1010.0,13.0,Sulfur,0.6292491869918699,2.4967368849582217,60.43844958704064,110.14468999999995,8.305137128750529,0.3930389583110809,0.1303621435016218,22.68205187524504
57.0,None,None,27.32884658064516,33.61070186952615,8.857056235369908,55.0,6.0,Continuous,Byproduct,Poultry manure,0.0,0.1629111471163149,104.0,1.0,Reactor,MgO,Green waste,0.0,0.0,Urea,0.6292491869918699,2.4967368849582217,83.91707908698021,113.37404000000004,5.77229442152239,1.2530617713928225,0.1255317606507849,19.07043487014688
20.0,None,None,27.32884658064516,32.18108510335505,9.90770629157126,64.0,5.0,Intermittent ,None,Poultry manure,15.526794923392409,1.398337813319877,60.0,0.0,Trough,Zeolite,Green Waste,545.0,6.0,Zeolite,0.6292491869918699,2.4967368849582217,80.34770217552612,113.85304100000003,8.41408334995887,0.3930389583110809,0.1437678605066951,19.969301737556258
66.0,None,None,27.32884658064516,16.0,8.569854482676686,68.23238493575873,7.364446597746598,Continuous,Poultry manure,Poultry manure,0.0,0.5540134224414253,93.0,1.0,Reactor,Ca-superphosphate,Husk,0.0,3.0,Phosphogypsum,0.6292491869918699,2.4967368849582217,39.94779015933155,107.03252700000004,8.52871050871086,0.6177647113800049,0.1828802755044784,1000000.0
74.0,None,None,27.32884658064516,18.03823259644306,7.732447220190774,55.0,7.239345864964983,Continuous,None,Poultry manure,0.0,1.8779593281272848,132.0,1.0,Reactor,None,Byproduct,0.0,1.0,Potassium phosphate,0.6292491869918699,2.4967368849582217,45.0367206629951,113.59060000000004,2.995313348875473,1.2078149318695068,0.1733891477385331,21.174517053527858
28.0,None,None,27.32884658064516,22.07434779713875,3.622262834227528,55.53226646602873,7.113158116257077,Intermittent ,Green waste,Poultry manure,47.40568086255274,1.58943502106485,28.0,0.0,Windrow,Organic acid,Green Waste,575.0,26.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,55.11383835651258,111.24493499999996,8.41408334995887,0.4384467005729675,0.162967356871789,23.396550852575626
0.0,None,None,27.32884658064516,29.915951217731184,2.0050400877142662,64.89130589635772,6.0,None,Byproduct,Poultry manure,0.0,0.0,132.0,1.0,Reactor,Microbiological agent,None,0.0,24.0,Sodium salt,0.6292491869918699,2.4967368849582217,74.69225885392028,110.47619900000004,4.54683941840579,0.5071950554847717,0.2082737078697075,16.19116245434301
24.0,None,None,27.32884658064516,27.268821341316578,5.580239700887281,63.601849056445744,6.0,Continuous,Poultry manure,Poultry manure,0.0,0.6874993197964525,52.0,1.0,Reactor,MgSO₄,Green waste,0.0,6.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,68.08307205220103,113.03625500000004,5.340120030015616,0.5973879098892212,0.2247129959214026,18.037890984427637
9.0,None,None,27.32884658064516,33.0,5.799206039902815,66.91175555122445,6.0,Continuous,Poultry manure,Poultry manure,0.0,0.384048326813811,17.0,0.0,Windrow,Potassium phosphate,Green Waste,0.0,3.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,82.39231720362132,114.04213900000003,6.139893138059543,0.5038687586784363,0.1820002673050139,1000000.0
0.0,None,None,27.32884658064516,28.65182976703804,2.702219420820268,61.15126992412076,7.0,None,Poultry manure,Poultry manure,0.0,0.0,64.0,1.0,Reactor,Microbiological agent,Green waste,0.0,27.0,Zeolite,0.6292491869918699,2.4967368849582217,71.5360802009078,111.57565600000002,4.54683941840579,0.5262002348899841,0.2051922134829682,19.170718686819303
0.0,None,None,27.32884658064516,38.80830237261957,6.161057951667275,60.22028352926935,7.358012414584424,None,Straw,Poultry manure,0.0,0.0,114.0,1.0,Windrow,MgO,Green Waste,0.0,4.0,Sulfur,0.6292491869918699,2.4967368849582217,96.89411997633096,113.05613100000006,4.979013809912564,0.5100798606872559,0.2337284782407711,13.751648394602528
0.0,None,None,27.32884658064516,23.0,2.792512115299915,51.83955108448937,6.0,None,Green waste,Poultry manure,0.0,0.0,28.0,0.0,Trough,Microbiological agent,Husk,0.0,8.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,57.424948354039095,112.09163999999998,4.54683941840579,0.5111717581748962,0.1555750706479815,1000000.0
24.0,None,None,27.32884658064516,37.86142812932857,4.204166034302166,67.0,7.0,Continuous,Straw,Poultry manure,0.0,0.034456508572358,43.0,1.0,Windrow,Zeolite,Green Waste,0.0,12.0,Sulfur,0.6292491869918699,2.4967368849582217,94.53002412768942,110.443693,6.139893138059543,0.5235927104949951,0.2094543268158928,22.87141397765257
