V4_Ventilation Day,Additive_4,Additive_3,Initial GI (%),Initial C/N (%),Application Rate (%DW),Initial Moisture Content (%),Initial pH,V1_Ventilation Type,Material_3,Material_Main,V3_Ventilation Duration (min),V5_Ventilation rate (L/min/kg iniDW),Period (d),M1_is Enclosed, Composting Method,Additive_2,Material_2,V2_Ventilation Interval (min),Turning times,Additive_1,Compost volume (m3),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,None,None,27.32884658064516,24.406600321769226,5.179324703207736,69.0,7.0,None,Byproduct,Poultry manure,0.0,0.0,51.0,0.0,Trough,Ca-superphosphate,Husk,0.0,2.0,Zeolite,0.6292491869918699,2.4967368849582217,60.93685925979442,110.34318400000004,6.576687640080974,0.6707040071487427,0.185321640280598,19.33301803596018
0.0,None,None,27.32884658064516,23.728237905791406,4.726359502014806,57.39221731482174,6.319490762992533,None,Green waste,Poultry manure,0.0,0.0,84.0,1.0,Trough,MgSO₄,Green waste,0.0,2.0,Sodium salt,0.6292491869918699,2.4967368849582217,59.24316679445323,113.76356500000006,4.54683941840579,0.5529612302780151,0.2032185642684953,12.167710922061476
0.0,None,None,27.32884658064516,38.12396718323165,9.411486801470168,68.00881805490181,5.386124176078923,None,Mature compost,Poultry manure,0.0,0.0,28.0,1.0,Windrow,Zeolite,Husk,0.0,26.0,Potassium phosphate,0.6292491869918699,2.4967368849582217,95.18551506731126,111.88434200000002,5.358617366202829,0.536460816860199,0.1910739314909749,22.01100641203622
0.0,None,None,27.32884658064516,20.50611162578197,9.53757138917941,56.0,7.0,None,Green waste,Poultry manure,0.0,0.0,116.0,1.0,Reactor,Microbiological agent,Green waste,0.0,2.0,Sodium salt,0.6292491869918699,2.4967368849582217,51.19836526316045,115.19556300000004,4.54683941840579,0.5557432770729065,0.2107456758441497,11.733355016050265
47.0,None,None,27.32884658064516,12.589316013346984,5.27929529371809,50.64261615670987,8.0,Intermittent ,Mature compost,Poultry manure,24.39108221392032,1.310121064744685,77.0,0.0,Trough,None,Green waste,100.0,12.0,Organic acid,0.6292491869918699,2.4967368849582217,31.432209646918608,109.92335299999996,7.662585593171663,0.6337549090385437,0.1565724038218095,24.51892305427281
35.0,None,None,27.32884658064516,26.840243744582768,7.168994816405376,53.96257161094589,6.0,Intermittent ,Straw,Poultry manure,1.9318059093392104,0.4281250073481113,56.0,1.0,Trough,Organic acid,Green waste,1089.0,1.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,67.01302655836898,113.759988,8.41408334995887,0.958402931690216,0.150914847919988,19.094776053573355
73.0,None,None,27.32884658064516,31.0,8.02107501009635,67.0,5.35448018720551,Intermittent ,Straw,Poultry manure,59.74376839957722,1.3993004742455963,114.0,1.0,Trough,Zeolite,Byproduct,1212.0,6.0,Zeolite,0.6292491869918699,2.4967368849582217,77.39884343370487,113.383819,6.360310499773346,0.395842045545578,0.166748720007212,1000000.0
26.0,None,None,27.32884658064516,37.943811992993645,2.648105136944753,62.00000000000001,7.3114265006919075,Intermittent ,Byproduct,Poultry manure,13.826141950573998,0.2477284336557137,45.0,1.0,Reactor,None,Husk,913.0,6.0,Sulfur,0.6292491869918699,2.4967368849582217,94.73571495882736,113.59294800000002,7.662585593171663,0.3985705077648163,0.1298927354512696,20.011612471714265
74.0,None,None,27.32884658064516,28.047861720775835,7.82592382002279,67.0,8.0,Continuous,Straw,Poultry manure,0.0,0.2598356628391423,110.0,1.0,Trough,Zeolite,Green waste,0.0,5.0,Zeolite,0.6292491869918699,2.4967368849582217,70.0281309024688,114.69466900000003,6.139893138059543,0.7255236506462097,0.1892207196941593,24.039985871118525
0.0,None,None,27.32884658064516,23.183100413824707,3.07589460492028,62.92805055142449,5.0,None,Mature compost,Poultry manure,0.0,0.0,40.0,1.0,Trough,Zeolite,Green Waste,0.0,9.0,Potassium phosphate,0.6292491869918699,2.4967368849582217,57.88210191088636,111.61661400000004,5.358617366202829,0.4690463244915008,0.1950865661299829,25.3993788301407
0.0,None,None,27.32884658064516,35.95524822960507,4.488079701914828,63.13728860506163,7.0,None,None,Poultry manure,0.0,0.0,49.0,1.0,Reactor,Potassium phosphate,Byproduct,0.0,7.0,Sodium salt,0.6292491869918699,2.4967368849582217,89.77079446268377,114.09168000000004,2.570862956621792,0.431317389011383,0.2076945960065251,20.390500523768903
51.0,None,None,27.32884658064516,31.843019181280773,5.516982474984938,66.06975224784264,6.0,Intermittent ,None,Poultry manure,2.8694315639222023,0.6112214616274727,124.0,1.0,Reactor,Mg(OH)₂,Green Waste,1249.0,18.0,Sand,0.6292491869918699,2.4967368849582217,79.50364051833586,110.49690799999996,8.305137128750529,0.1293534785509109,0.1334163930173457,23.30528673326883
21.0,None,None,27.32884658064516,23.157865325343128,3.2177020281336883,65.0,6.820482145945824,Continuous,Mature compost,Poultry manure,0.0,1.2775204751904512,54.0,1.0,Reactor,Potassium phosphate,Green Waste,0.0,3.0,Urea,0.6292491869918699,2.4967368849582217,57.81909653467922,114.20996500000004,6.139893138059543,0.352291464805603,0.2016599800213024,18.2460733486614
80.0,None,None,27.32884658064516,23.300224840923494,6.018539526326985,60.37677649699549,7.0,Continuous,Byproduct,Poultry manure,0.0,1.8716590109376567,92.0,0.0,Trough,Organic acid,Green waste,0.0,2.0,Zeolite,0.6292491869918699,2.4967368849582217,58.17453078815351,114.01645800000004,6.139893138059543,1.0929735898971558,0.1717685455613245,21.612417557530403
26.0,None,None,27.32884658064516,36.85635550739927,3.5586644469655924,64.84261066420859,7.79320673107102,Intermittent ,Green waste,Poultry manure,27.496338079816063,0.7231405093242442,32.0,0.0,Trough,None,Green Waste,891.0,2.0,Urea,0.6292491869918699,2.4967368849582217,92.02062224045685,113.986673,7.662585593171663,0.7097470164299011,0.1247056534770284,20.91754560097236
20.0,None,None,27.32884658064516,21.838389589638624,4.393133437286202,68.0,7.0,Continuous,Straw,Poultry manure,0.0,0.9850293002956444,58.0,0.0,Windrow,Zeolite,Green Waste,0.0,7.0,Urea,0.6292491869918699,2.4967368849582217,54.5247127965384,114.59930100000004,6.139893138059543,0.5235927104949951,0.2097140108252837,20.68666795629301
23.0,None,None,27.32884658064516,39.0,4.787088765228134,58.87567431421076,6.0,Continuous,None,Poultry manure,0.0,1.0613362981595351,57.0,0.0,Windrow,Microbiological agent,Green waste,0.0,4.0,Urea,0.6292491869918699,2.4967368849582217,97.37273851337063,114.31740800000006,5.340120030015616,0.7508127093315125,0.1580397394930522,1000000.0
15.0,None,None,27.32884658064516,18.81196529555385,5.508274402431483,54.92723467341115,6.0,Continuous,Poultry manure,Poultry manure,0.0,0.7293950562158189,22.0,1.0,Reactor,None,Green waste,0.0,3.0,Sulfur,0.6292491869918699,2.4967368849582217,46.96852763196329,114.63262900000004,5.275665147484262,0.5972512364387512,0.1980071265393902,19.215442539990004
0.0,None,None,27.32884658064516,16.0,3.515341115459077,55.0,6.0,None,Mature compost,Poultry manure,0.0,0.0,123.0,1.0,Trough,Gypsum,Husk,0.0,6.0,Zeolite,0.6292491869918699,2.4967368849582217,39.94779015933155,110.99297700000004,6.0755329041943495,0.5111717581748962,0.1454385186778621,1000000.0
79.0,None,None,27.32884658064516,30.23594762386649,7.783181080983243,53.45141442777183,7.89056577036523,Continuous,Mature compost,Poultry manure,0.0,0.7647618382840276,103.0,1.0,Trough,MgO,Byproduct,0.0,6.0,Sulfur,0.6292491869918699,2.4967368849582217,75.49120568417237,112.09513100000004,3.491942622913602,0.5115628838539124,0.2087259558388802,21.401138280959213
0.0,None,None,27.32884658064516,18.8129364831584,6.480571423210115,61.9463726434597,8.0,None,Byproduct,Poultry manure,0.0,0.0,52.0,1.0,Windrow,Mg(OH)₂,Green Waste,0.0,3.0,Sand,0.6292491869918699,2.4967368849582217,46.97095243187778,113.46677100000004,5.189390953984657,0.4903558790683746,0.1994775644151956,16.47400307338537
75.0,None,None,27.32884658064516,25.58237939407787,4.124158710452663,56.0,7.720490665752314,Intermittent ,Straw,Poultry manure,54.021228121662936,0.1507625776350218,88.0,1.0,Windrow,MgSO₄,Husk,947.0,20.0,Potassium phosphate,0.6292491869918699,2.4967368849582217,63.87247023818937,109.59767499999994,7.662585593171663,0.6824230551719666,0.1514887125565706,21.63316304179768
27.0,None,None,27.32884658064516,32.14197390006525,7.490943557973827,62.374314319519634,6.0,Intermittent ,Mature compost,Poultry manure,16.8062924302976,1.0317232437808332,66.0,1.0,Trough,DCD,Green Waste,1310.0,3.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,80.25005179165738,111.23572800000002,10.654524969135604,0.4610700011253357,0.1506591702656353,18.1898260836301
0.0,None,None,27.32884658064516,36.852783246340906,6.36025332126005,63.7217530471729,6.0,None,None,Poultry manure,0.0,0.0,114.0,1.0,Reactor,Potassium phosphate,Green waste,0.0,10.0,Sulfur,0.6292491869918699,2.4967368849582217,92.01170324450972,112.48240800000002,5.358617366202829,0.5071950554847717,0.1918294296747683,20.417775668711368
29.0,None,None,27.32884658064516,20.438718234981568,5.4870525934086105,53.15382287417374,6.0,Intermittent ,Green waste,Poultry manure,48.1779819353519,0.4458893026283499,58.0,1.0,Trough,Organic acid,Husk,1116.0,2.0,Urea,0.6292491869918699,2.4967368849582217,51.03010169854668,113.47312700000002,8.41408334995887,0.950533926486969,0.1289336868096974,18.541393229992902
22.0,None,None,27.32884658064516,27.0,9.704225485475844,67.0,5.0,Continuous,Byproduct,Poultry manure,0.0,0.2288474003372647,51.0,1.0,Reactor,Potassium phosphate,Green waste,0.0,2.0,Sand,0.6292491869918699,2.4967368849582217,67.41189589387199,113.84475400000002,6.139893138059543,1.210898756980896,0.2041265776180284,1000000.0
57.0,None,None,27.32884658064516,15.39593694946311,7.259694722569418,66.0,5.0,Intermittent ,Byproduct,Poultry manure,18.99417711959484,1.9215616781473543,90.0,1.0,Reactor,Inorganic acid,Green Waste,1043.0,6.0,Sulfur,0.6292491869918699,2.4967368849582217,38.43960366021571,112.203512,8.889317145724801,0.1338933110237121,0.1314566637538524,23.66601969334097
0.0,None,None,27.32884658064516,16.504189503041363,5.597512840075197,57.480361512082325,5.754858402897918,None,Green waste,Poultry manure,0.0,0.0,98.0,1.0,Trough,Zeolite,Green waste,0.0,7.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,41.20661868858368,115.63053900000004,5.358617366202829,0.5111717581748962,0.1661926767638109,15.684194492127888
0.0,None,None,27.32884658064516,31.0,3.951676173942968,54.0,6.0,None,Straw,Poultry manure,0.0,0.0,77.0,0.0,Trough,None,None,0.0,6.0,Phosphogypsum,0.6292491869918699,2.4967368849582217,77.39884343370487,111.14060700000006,4.482384535874436,0.5301769971847534,0.1997976581928018,1000000.0
56.0,None,None,27.32884658064516,13.930382157112415,5.314209181728312,52.0,6.0,Intermittent ,None,Poultry manure,18.6039960655893,1.0376863678000277,123.0,1.0,Reactor,Organic acid,None,1348.0,6.0,Sand,0.6292491869918699,2.4967368849582217,34.78049895322644,111.572069,8.41408334995887,0.374609112739563,0.1388265440971277,22.38351834544784
0.0,None,None,27.32884658064516,27.210949216267288,6.779345233529733,63.0,5.0,None,None,Poultry manure,0.0,0.0,50.0,1.0,Trough,Microbiological agent,Husk,0.0,31.0,Potassium phosphate,0.6292491869918699,2.4967368849582217,67.93858058297955,111.93456800000004,4.54683941840579,0.5111717581748962,0.2016450484785736,23.17743992682426
25.0,None,None,27.32884658064516,18.0,4.487842361807363,62.0,6.0,Intermittent ,Poultry manure,Poultry manure,36.82703603657122,1.0630900541371269,76.0,1.0,Reactor,Calcium magnesium phosphate fertilizer,None,710.0,0.0,Sodium phosphates,0.6292491869918699,2.4967368849582217,44.94126392924799,110.075232,10.674746720387867,1.0298244953155518,0.1775631826051357,1000000.0
0.0,None,None,27.32884658064516,26.0,5.506407485760234,56.0,5.486373054613298,None,Byproduct,Poultry manure,0.0,0.0,90.0,0.0,Trough,Potassium phosphate,Green waste,0.0,7.0,Sodium salt,0.6292491869918699,2.4967368849582217,64.91515900891376,115.88595300000004,5.358617366202829,0.5111717581748962,0.1707691084084021,1000000.0
50.0,None,None,27.32884658064516,30.271732707737147,7.0792070300661765,68.62828121646058,6.969310843561068,Continuous,Byproduct,Poultry manure,0.0,1.7350377252077591,83.0,1.0,Trough,DCD,Husk,0.0,2.0,Potassium phosphate,0.6292491869918699,2.4967368849582217,75.58055162300356,108.59484500000003,8.540912581727683,1.0953389406204224,0.1734280118058238,18.842753299888816
