Initial GI (%),Initial pH,Additive_3,Turning times,Initial Moisture Content (%),Additive_1,V5_Ventilation rate (L/min/kg iniDW),M1_is Enclosed,V4_Ventilation Day, Composting Method,Application Rate (%DW),Additive_2,Additive_4,Material_3,Material_Main,V1_Ventilation Type,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Initial C/N (%),Material_2,Period (d),Compost volume (m3),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
27.32884658064516,5.0548530830903005,None,28.0,62.059446381316,MgO,0,0.0,0,Windrow,8.210501427971666,Ca-superphosphate,None,Straw,Cattle manure,None,0,0,13.0,Byproduct,99.0,2.147162565177521,1.596639959668374,20.756319475688866,110.76280000000006,8.389518877016632,0.5466269850730896,0.1446080582374947,1000000.0
27.32884658064516,8.0,None,21.0,54.0,Ca-superphosphate,0,1.0,0,Windrow,7.069756742510455,Mg(OH)₂,None,Poultry manure,Cattle manure,None,0,0,11.245658931909889,Green Waste,79.0,2.147162565177521,1.596639959668374,17.955268423488892,110.62716000000006,8.389518877016632,0.5882316827774048,0.1404519649333932,22.51842294419524
27.32884658064516,5.186155858421101,None,11.0,59.0,Sodium phosphates,0,1.0,0,Reactor,2.2886838863905314,Ca-superphosphate,None,Mature compost,Cattle manure,None,0,0,10.59624757076086,None,97.0,2.147162565177521,1.596639959668374,16.918392294015728,110.62585000000009,5.847820641693111,0.9028932452201844,0.1563708976058678,23.77154150170868
27.32884658064516,8.0,None,28.0,60.498108506568045,Sulfur,0,1.0,0,Windrow,8.762404125107025,Potassium phosphate,None,Mature compost,Cattle manure,None,0,0,11.43541997794909,Byproduct,90.0,2.147162565177521,1.596639959668374,18.258248492383554,110.62716000000006,8.389518877016632,0.5112709999084473,0.1566597416269557,23.15321020999452
27.32884658064516,5.684528581106762,None,14.0,57.0,Sulfur,0,1.0,0,Reactor,2.45898675567996,None,None,Poultry manure,Cattle manure,None,0,0,10.722102713444531,None,69.0,2.147162565177521,1.596639959668374,17.11933764395424,110.62585000000009,5.847820641693111,0.9214600324630736,0.165850835699785,22.38602967060259
27.32884658064516,5.094419414786984,None,27.0,69.0,MgCl₂,0,0.0,0,Trough,9.41604981049846,Inorganic acid,None,None,Cattle manure,None,0,0,13.388796009351484,Husk,84.0,2.147162565177521,1.596639959668374,21.37708672037904,110.76280000000006,8.389518877016632,0.4917731881141662,0.1537825086377345,21.842670126327736
27.32884658064516,7.0,None,9.0,68.0,Labile carbon source,0,1.0,0,Reactor,7.568093574011834,Organic acid,None,Poultry manure,Cattle manure,None,0,0,13.058634434353827,Green waste,36.0,2.147162565177521,1.596639959668374,20.84993755659073,111.12201000000005,8.389518877016632,0.4751253128051758,0.1956675224659589,26.09160480691489
27.32884658064516,6.0,None,3.0,54.0,Biochar,0,1.0,0,Reactor,3.939570313764529,Microbiological agent,None,Byproduct,Cattle manure,None,0,0,14.179558252218284,Byproduct,32.0,2.147162565177521,1.596639959668374,22.639649315937163,110.36117200000008,7.924152834416003,0.8411391377449036,0.2184275675075024,20.492067404886612
27.32884658064516,8.0,None,0.0,51.0,Biochar,0,1.0,0,Reactor,3.279584399289546,Biochar,None,Straw,Cattle manure,None,0,0,13.575802757377236,Husk,47.0,2.147162565177521,1.596639959668374,21.675669167004592,110.41962800000005,7.300926464717738,0.93474280834198,0.1959836504050133,20.063212164472148
27.32884658064516,5.435953605763839,None,31.0,57.0,K₂SO₄,0,1.0,0,Reactor,3.771678625184882,None,None,Mature compost,Cattle manure,None,0,0,12.862612727679744,Plastic tube pieces,42.0,2.147162565177521,1.596639959668374,20.536961466752494,110.62585000000009,7.0201086433818025,0.9714221954345704,0.1642211631040437,1000000.0
27.32884658064516,6.0,None,0.0,51.0,Labile carbon source,0,1.0,0,Trough,7.378559364758256,Calcium magnesium phosphate fertilizer,None,Poultry manure,Cattle manure,None,0,0,25.03803975406664,None,105.0,2.147162565177521,1.596639959668374,39.9767347831081,109.34022000000004,8.670336698352566,0.480538010597229,0.198077653644885,18.476762216465197
27.32884658064516,6.0,None,16.0,65.03926813776458,Ferric salt,0,0.0,0,Windrow,2.188334137234209,Organic acid,None,Green waste,Cattle manure,None,0,0,15.0,Green waste,40.0,2.147162565177521,1.596639959668374,23.94959939502561,109.83811000000009,5.847820641693111,0.9685450792312622,0.1698274760633167,1000000.0
